-----
{
 "description": "The table refers to block wise distribution of dugwells according to ownership. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.2.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise dugwells according to water distribution system. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.8.csv", 
 "title": "Download CSV for Block wise Dugwells according to water distribution system for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.8.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to social status. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.4.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to social status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.4.csv"
}
-----
"State","District","Block","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"ASSAM","BARPETA","JALAH",NA,NA,NA,NA
"ASSAM","BARPETA","MANDIA",NA,NA,NA,NA
"ASSAM","BARPETA","RUPSI",NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOITAMARI",NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOROBAZAR",NA,NA,NA,NA
"ASSAM","BONGAIGAON","MANIKPUR",NA,NA,NA,NA
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",NA,NA,NA,NA
"ASSAM","BONGAIGAON","SRIJANGRAM",NA,NA,NA,NA
"ASSAM","CACHAR","KATIGORA",NA,NA,NA,NA
"ASSAM","CACHAR","LAKHIPUR",NA,NA,NA,NA
"ASSAM","CACHAR","NARSHINGPUR",NA,NA,NA,NA
"ASSAM","CACHAR","RAJABAZAR",NA,NA,NA,NA
"ASSAM","CACHAR","SALCHAPRA",NA,NA,NA,NA
"ASSAM","CACHAR","SONAI",NA,NA,NA,NA
"ASSAM","CACHAR","UDARBOND",NA,NA,NA,NA
"ASSAM","DARRANG","DALGAON SIALMARI",NA,NA,NA,NA
"ASSAM","DARRANG","KALAIGAON",NA,NA,NA,NA
"ASSAM","DARRANG","KHAIRABARI",NA,NA,NA,NA
"ASSAM","DARRANG","MAZBAT",NA,NA,NA,NA
"ASSAM","DARRANG","SIPAJHAR",NA,NA,NA,NA
"ASSAM","DARRANG","UDALGURI",NA,NA,NA,NA
"ASSAM","DHEMAJI","BORDOLONI",NA,NA,NA,NA
"ASSAM","DHEMAJI","DHEMAJI",NA,NA,NA,NA
"ASSAM","DHEMAJI","MURKONGSELLECK",NA,NA,NA,NA
"ASSAM","DHUBRI","AGAMONI",NA,NA,NA,NA
"ASSAM","DHUBRI","BILASIPARA",0,9,3,12
"ASSAM","DHUBRI","CHAPAR SALKOCHA",NA,NA,NA,NA
"ASSAM","DHUBRI","GAURIPUR",0,0,8,8
"ASSAM","DHUBRI","GOLOKGANJ",NA,NA,NA,NA
"ASSAM","DHUBRI","MANKACHAR",NA,NA,NA,NA
"ASSAM","DHUBRI","SOUTH SALMARA",NA,NA,NA,NA
"ASSAM","DIBRUGARH","BARBARUAH",NA,NA,NA,NA
"ASSAM","DIBRUGARH","JOYPUR",NA,NA,NA,NA
"ASSAM","DIBRUGARH","KHOWANG",NA,NA,NA,NA
"ASSAM","DIBRUGARH","LAHOWAL",NA,NA,NA,NA
"ASSAM","DIBRUGARH","PANITOLA",NA,NA,NA,NA
"ASSAM","DIBRUGARH","TENGAKHAT",NA,NA,NA,NA
"ASSAM","GOALPARA","BALIJANA",NA,NA,NA,NA
"ASSAM","GOALPARA","DUDHNOI",NA,NA,NA,NA
"ASSAM","GOALPARA","LAKHIPUR",1,0,0,1
"ASSAM","GOALPARA","MATIA",NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT EAST",NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT WEST",NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOMARIGURI",NA,NA,NA,NA
"ASSAM","HAILAKANDI","HAILAKANDI",NA,NA,NA,NA
"ASSAM","HAILAKANDI","KATLICHARA",NA,NA,NA,NA
"ASSAM","HAILAKANDI","LALA",NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT",NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT CENTRAL",NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT EAST",NA,NA,NA,NA
"ASSAM","JORHAT","MAJULI",NA,NA,NA,NA
"ASSAM","JORHAT","NORTH WEST JORHAT",NA,NA,NA,NA
"ASSAM","JORHAT","TITABOR",NA,NA,NA,NA
"ASSAM","KAMRUP","BOKO BANGAON",NA,NA,NA,NA
"ASSAM","KAMRUP","CHAMARIA",NA,NA,NA,NA
"ASSAM","KAMRUP","CHANDRAPUR",NA,NA,NA,NA
"ASSAM","KAMRUP","CHHAYGAON",NA,NA,NA,NA
"ASSAM","KAMRUP","DIMORIA",NA,NA,NA,NA
"ASSAM","KAMRUP","HAJO",NA,NA,NA,NA
"ASSAM","KAMRUP","KAMALPUR",NA,NA,NA,NA
"ASSAM","KAMRUP","KARARA",NA,NA,NA,NA
"ASSAM","KAMRUP","RAMPUR",NA,NA,NA,NA
"ASSAM","KAMRUP","RANGIA",NA,NA,NA,NA
"ASSAM","KAMRUP","RANI",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","AMRI",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","BOKAJAN",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","CHINTHONG",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","HOWRAGHAT",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","LUMBAJONG",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","NILIP",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RANGMONGWA",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RONGKHONG",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","SAMILONGSO",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","SOCHENG",NA,NA,NA,NA
"ASSAM","KARIMGANJ","BADARPUR",NA,NA,NA,NA
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",NA,NA,NA,NA
"ASSAM","KARIMGANJ","PATHARKANDI",NA,NA,NA,NA
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",NA,NA,NA,NA
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",NA,NA,NA,NA
"ASSAM","KOKRAJHAR","DOTOMA",NA,NA,NA,NA
"ASSAM","KOKRAJHAR","GOSSAIGAON",NA,NA,NA,NA
"ASSAM","KOKRAJHAR","KACHUGAON",NA,NA,NA,NA
"ASSAM","KOKRAJHAR","KOKRAJHAR",NA,NA,NA,NA
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",NA,NA,NA,NA
"ASSAM","LAKHIMPUR","BIHPURIA",3,1,0,4
"ASSAM","LAKHIMPUR","BORDALANI",NA,NA,NA,NA
"ASSAM","LAKHIMPUR","DHAKUAKHANA",NA,NA,NA,NA
"ASSAM","LAKHIMPUR","LAKHIMPUR",NA,NA,NA,NA
"ASSAM","LAKHIMPUR","NARAYANPUR",NA,NA,NA,NA
"ASSAM","LAKHIMPUR","NOWBOICHA",NA,NA,NA,NA
"ASSAM","MARIGAON","BHURBANDHA",0,0,2,2
"ASSAM","MARIGAON","KAPILI",NA,NA,NA,NA
"ASSAM","MARIGAON","LAHARIGHAT",NA,NA,NA,NA
"ASSAM","MARIGAON","MAYONG",NA,NA,NA,NA
"ASSAM","NAGAON","BATADRAVA",NA,NA,NA,NA
"ASSAM","NAGAON","JUGIJAN",NA,NA,NA,NA
"ASSAM","NAGAON","JURIA",NA,NA,NA,NA
"ASSAM","NAGAON","KALIABOR",NA,NA,NA,NA
"ASSAM","NAGAON","KAPILI",NA,NA,NA,NA
"ASSAM","NAGAON","KAPILI PT.I",NA,NA,NA,NA
"ASSAM","NAGAON","KATHIATOLI",NA,NA,NA,NA
"ASSAM","NAGAON","KHAGARIJAN",NA,NA,NA,NA
"ASSAM","NAGAON","LANKA",NA,NA,NA,NA
"ASSAM","NAGAON","LAOKHOWA",NA,NA,NA,NA
"ASSAM","NAGAON","RUPAHI",NA,NA,NA,NA
"ASSAM","NALBARI","BARIGOG BANBHAG",NA,NA,NA,NA
"ASSAM","NALBARI","BARKHETRI",NA,NA,NA,NA
"ASSAM","NALBARI","BASKA",NA,NA,NA,NA
"ASSAM","NALBARI","PASCHIM NALBARI",NA,NA,NA,NA
"ASSAM","NALBARI","PUB NALBARI",NA,NA,NA,NA
"ASSAM","NALBARI","TAMULPUR",NA,NA,NA,NA
"ASSAM","NALBARI","TIHU BARAMA",NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","DIYUNGBRA",NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","JATINGA VALLEY",NA,NA,NA,NA
"ASSAM","SIBSAGAR","AMGURI",NA,NA,NA,NA
"ASSAM","SIBSAGAR","DEMOW",NA,NA,NA,NA
"ASSAM","SIBSAGAR","NAZIRA",NA,NA,NA,NA
"ASSAM","SIBSAGAR","SAPEKHATI",NA,NA,NA,NA
"ASSAM","SIBSAGAR","SIBSAGAR",NA,NA,NA,NA
"ASSAM","SIBSAGAR","SONARI",0,0,2,2
"ASSAM","SONITPUR","BALIPARA",NA,NA,NA,NA
"ASSAM","SONITPUR","BEHALI",1,0,0,1
"ASSAM","SONITPUR","BISWANATH",NA,NA,NA,NA
"ASSAM","SONITPUR","CHAIDUAR",0,3,5,8
"ASSAM","SONITPUR","DHEKIAJULI",NA,NA,NA,NA
"ASSAM","SONITPUR","GABHORU",NA,NA,NA,NA
"ASSAM","SONITPUR","NADUAR",NA,NA,NA,NA
"ASSAM","TINSUKIA","HAPJAN",NA,NA,NA,NA
"ASSAM","TINSUKIA","KAKOPATHAR",NA,NA,NA,NA
"ASSAM","TINSUKIA","MARGHERITA",NA,NA,NA,NA
"ASSAM","TINSUKIA","SADIYA",NA,NA,NA,NA
"BIHAR","ARARIA","ARARIA",NA,NA,NA,NA
"BIHAR","ARARIA","BHARGAMA",0,0,1,1
"BIHAR","ARARIA","FORBESGANJ",NA,NA,NA,NA
"BIHAR","ARARIA","JOKIHAT",0,0,1,1
"BIHAR","ARARIA","KURSAKATTA",NA,NA,NA,NA
"BIHAR","ARARIA","NARPAIGANJ",NA,NA,NA,NA
"BIHAR","ARARIA","PALASI",NA,NA,NA,NA
"BIHAR","ARARIA","RANIGANJ",0,0,1,1
"BIHAR","ARARIA","SIKTI",0,0,0,0
"BIHAR","AURANGABAD","AURANGABAD",140,1,616,757
"BIHAR","AURANGABAD","BARUN",78,8,463,549
"BIHAR","AURANGABAD","DAUDNAGAR",85,0,194,279
"BIHAR","AURANGABAD","DEO",397,40,1030,1467
"BIHAR","AURANGABAD","GOH",97,15,415,527
"BIHAR","AURANGABAD","HASPURA",120,1,243,364
"BIHAR","AURANGABAD","KUTUMBA",469,17,1015,1501
"BIHAR","AURANGABAD","MADANPUR",184,25,299,508
"BIHAR","AURANGABAD","NABINAGAR",213,6,1375,1594
"BIHAR","AURANGABAD","OBRA",92,4,330,426
"BIHAR","AURANGABAD","RAFIGANJ",170,18,723,911
"BIHAR","BANKA","AMARPUR",65,13,487,565
"BIHAR","BANKA","BANKA",68,90,595,753
"BIHAR","BANKA","BARAHAT",113,0,548,661
"BIHAR","BANKA","BAUSI",55,129,336,520
"BIHAR","BANKA","BELHAR",55,98,225,378
"BIHAR","BANKA","CHANAN",143,103,480,726
"BIHAR","BANKA","DHURAIYA",67,2,269,338
"BIHAR","BANKA","KATORIA",140,215,797,1152
"BIHAR","BANKA","PHULLIDUMAR",74,54,386,514
"BIHAR","BANKA","RAJAN",118,0,418,536
"BIHAR","BANKA","SAMBHUGANJ",49,1,475,525
"BIHAR","BEGUSARAI","BACHHAWARA",NA,NA,NA,NA
"BIHAR","BEGUSARAI","BAKHARI",NA,NA,NA,NA
"BIHAR","BEGUSARAI","BALIA",NA,NA,NA,NA
"BIHAR","BEGUSARAI","BARAUNI",NA,NA,NA,NA
"BIHAR","BEGUSARAI","BEGUSARAI",NA,NA,NA,NA
"BIHAR","BEGUSARAI","BHAGAWANPUR",2,0,21,23
"BIHAR","BEGUSARAI","BIRPUR",NA,NA,NA,NA
"BIHAR","BEGUSARAI","CHERIA BARIARPUR",0,2,8,10
"BIHAR","BEGUSARAI","CHHAURAHI",NA,NA,NA,NA
"BIHAR","BEGUSARAI","DANDARI",0,0,1,1
"BIHAR","BEGUSARAI","GARHPURA",NA,NA,NA,NA
"BIHAR","BEGUSARAI","KHUDABANDPUR",NA,NA,NA,NA
"BIHAR","BEGUSARAI","MANSURCHAK",0,0,3,3
"BIHAR","BEGUSARAI","MATIHANI",NA,NA,NA,NA
"BIHAR","BEGUSARAI","NAOKHOTHI",NA,NA,NA,NA
"BIHAR","BEGUSARAI","SAHEBPUR KAMAL",NA,NA,NA,NA
"BIHAR","BEGUSARAI","TEGHRA",NA,NA,NA,NA
"BIHAR","BHABUA","ADHAURA",47,106,8,161
"BIHAR","BHABUA","BHABUA",61,8,1113,1182
"BIHAR","BHABUA","BHAGWANPUR",72,34,588,694
"BIHAR","BHABUA","CHAINPUR",180,11,810,1001
"BIHAR","BHABUA","CHAND",127,44,747,918
"BIHAR","BHABUA","DURGAWATI",33,1,410,444
"BIHAR","BHABUA","KUDRA",98,11,714,823
"BIHAR","BHABUA","MOHANIA",2,0,77,79
"BIHAR","BHABUA","NUAWN",8,0,327,335
"BIHAR","BHABUA","RAMGAR",7,0,235,242
"BIHAR","BHABUA","RAMPUR",76,4,448,528
"BIHAR","BHAGALPUR","BIHPUR",NA,NA,NA,NA
"BIHAR","BHAGALPUR","GAURIDIH",39,0,169,208
"BIHAR","BHAGALPUR","GOPALPUR",0,0,1,1
"BIHAR","BHAGALPUR","ISMAILPUR",NA,NA,NA,NA
"BIHAR","BHAGALPUR","JAGDISHPUR",33,0,219,252
"BIHAR","BHAGALPUR","KAHALGAON",101,36,1090,1227
"BIHAR","BHAGALPUR","KHARIK",NA,NA,NA,NA
"BIHAR","BHAGALPUR","NARAINPUR",NA,NA,NA,NA
"BIHAR","BHAGALPUR","NATHNAGAR",42,0,69,111
"BIHAR","BHAGALPUR","NAUGACHHIA",NA,NA,NA,NA
"BIHAR","BHAGALPUR","PIRPAINTI",46,79,892,1017
"BIHAR","BHAGALPUR","RANGRACHOWK",NA,NA,NA,NA
"BIHAR","BHAGALPUR","SABOUR",51,0,275,326
"BIHAR","BHAGALPUR","SHAHKUND",128,4,391,523
"BIHAR","BHAGALPUR","SONHAULLA",64,30,89,183
"BIHAR","BHAGALPUR","SULTANGANJ",28,8,167,203
"BIHAR","BHOJPUR","AGIAON",6,0,286,292
"BIHAR","BHOJPUR","ARRAHSADAR",3,2,68,73
"BIHAR","BHOJPUR","BARBARA",0,0,21,21
"BIHAR","BHOJPUR","BEHIA",10,1,202,213
"BIHAR","BHOJPUR","CHARPOKHARI",24,18,121,163
"BIHAR","BHOJPUR","GARHANI",5,0,105,110
"BIHAR","BHOJPUR","JAGDISHPUR",12,0,466,478
"BIHAR","BHOJPUR","KOILWAR",4,0,74,78
"BIHAR","BHOJPUR","PIRO",50,3,1030,1083
"BIHAR","BHOJPUR","SAHAR",3,1,73,77
"BIHAR","BHOJPUR","SAHPUR",0,0,25,25
"BIHAR","BHOJPUR","SANDISH",29,3,318,350
"BIHAR","BHOJPUR","TARARI",18,6,617,641
"BIHAR","BHOJPUR","UDWABTNAGAR",2,0,37,39
"BIHAR","BOKARO","BERMO",33,85,114,232
"BIHAR","BOKARO","CHANDAN KIYOI",239,160,377,776
"BIHAR","BOKARO","CHAS",216,138,696,1050
"BIHAR","BOKARO","GOMIA",118,529,49,696
"BIHAR","BOKARO","JARIDIH",136,549,126,811
"BIHAR","BOKARO","KASMAR",285,633,698,1616
"BIHAR","BOKARO","NAWADIH",267,190,193,650
"BIHAR","BOKARO","PETARWAR",316,1066,692,2074
"BIHAR","BUXAR","BRAHAMPUR",0,0,17,17
"BIHAR","BUXAR","BUXAR",2,0,80,82
"BIHAR","BUXAR","CHANGAIN",12,1,243,256
"BIHAR","BUXAR","CHARKKI",NA,NA,NA,NA
"BIHAR","BUXAR","CHAUSA",6,3,260,269
"BIHAR","BUXAR","DUMRAIN",1,0,35,36
"BIHAR","BUXAR","ITARHI",9,0,376,385
"BIHAR","BUXAR","KESATH",5,1,79,85
"BIHAR","BUXAR","NAWANAGAR",17,53,525,595
"BIHAR","BUXAR","RAJPUR",5,5,264,274
"BIHAR","BUXAR","SIMRI",2,8,89,99
"BIHAR","CHAMPARAN EAST","ADAPUR",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","ARERAJ",0,0,10,10
"BIHAR","CHAMPARAN EAST","BANJARIA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHAKIYA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHAURADANO",0,0,1,1
"BIHAR","CHAMPARAN EAST","CHIRAIYA",1,0,4,5
"BIHAR","CHAMPARAN EAST","DHAKA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","FENHARA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","GHORASAHAN",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","HARSIDHI",0,0,6,6
"BIHAR","CHAMPARAN EAST","KALYANPUR",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","KESARIA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","KOTWA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MADHUBAN",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MEHSHI",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MOTIHARI",0,0,2,2
"BIHAR","CHAMPARAN EAST","PAHARPUR",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",0,0,1,1
"BIHAR","CHAMPARAN EAST","PATAHI",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",0,0,1,1
"BIHAR","CHAMPARAN EAST","RAMGARHWA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","RAXAUL",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","SANGRAMPUR",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","SUGAULI",0,0,4,4
"BIHAR","CHAMPARAN EAST","TETARIA",NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","TURKAULIA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BAGAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BAIRIA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BETTIAN",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BHITAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","CHANPATIYA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","GAUNAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","LAURIYA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MADHUBANI",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAINATANR",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",0,0,2,2
"BIHAR","CHAMPARAN WEST","NARKATIYAGANJ",0,0,2,2
"BIHAR","CHAMPARAN WEST","NAUTAN",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","PIPRASI",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","RAMNAGAR",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIDHAW",0,0,8,8
"BIHAR","CHAMPARAN WEST","SIKTA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","THAKRAHA",NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","YOGAPATTI",NA,NA,NA,NA
"BIHAR","CHATRA","CHATRA",910,137,1922,2969
"BIHAR","CHATRA","GIDDHAUR",107,0,386,493
"BIHAR","CHATRA","HUNTERGANJ",1037,3,2223,3263
"BIHAR","CHATRA","ITKHORI",452,15,1541,2008
"BIHAR","CHATRA","KUNDA",205,5,60,270
"BIHAR","CHATRA","LAVALONG",170,72,198,440
"BIHAR","CHATRA","PATTHERGARHA",250,58,339,647
"BIHAR","CHATRA","PRATAP PUR",220,15,236,471
"BIHAR","CHATRA","SEMARIA",NA,NA,NA,NA
"BIHAR","CHATRA","TANDAWA",311,331,979,1621
"BIHAR","DARBHANGA","AUNAGAR",NA,NA,NA,NA
"BIHAR","DARBHANGA","BAHADURPUR",NA,NA,NA,NA
"BIHAR","DARBHANGA","BAHERI",0,0,0,0
"BIHAR","DARBHANGA","BENIPUR",0,0,1,1
"BIHAR","DARBHANGA","BIRAUL",NA,NA,NA,NA
"BIHAR","DARBHANGA","DARBHANGA",1,0,9,10
"BIHAR","DARBHANGA","GHANSHYAMPUR",NA,NA,NA,NA
"BIHAR","DARBHANGA","GORA BOURAM",NA,NA,NA,NA
"BIHAR","DARBHANGA","HAYAGHAT",NA,NA,NA,NA
"BIHAR","DARBHANGA","JALE",NA,NA,NA,NA
"BIHAR","DARBHANGA","KEOTI(RANWAY)",NA,NA,NA,NA
"BIHAR","DARBHANGA","KIRATPUR",NA,NA,NA,NA
"BIHAR","DARBHANGA","KUSHESHWAR ASTHAN-EA",NA,NA,NA,NA
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",0,0,0,0
"BIHAR","DARBHANGA","MANIGACHHI",0,0,0,0
"BIHAR","DARBHANGA","SINGHWARA",NA,NA,NA,NA
"BIHAR","DEOGHAR","DEOGHAR",151,60,293,504
"BIHAR","DEOGHAR","DEVIPUR",54,44,206,304
"BIHAR","DEOGHAR","KARON",136,183,508,827
"BIHAR","DEOGHAR","MADHUPUR",249,257,532,1038
"BIHAR","DEOGHAR","MOHANPUR",325,168,1015,1508
"BIHAR","DEOGHAR","PALAJORI",48,251,412,711
"BIHAR","DEOGHAR","SARATH",325,224,546,1095
"BIHAR","DEOGHAR","SARWAN",182,86,673,941
"BIHAR","DHANBAD","BAGHMARA",72,46,290,408
"BIHAR","DHANBAD","BALIAPUR",47,27,312,386
"BIHAR","DHANBAD","DHANBAD",26,18,31,75
"BIHAR","DHANBAD","GOBINDPUR",60,92,282,434
"BIHAR","DHANBAD","JHARIA",NA,NA,NA,NA
"BIHAR","DHANBAD","NIRSA",65,139,101,305
"BIHAR","DHANBAD","TOPCHACHI",50,51,308,409
"BIHAR","DHANBAD","TUNDI",47,218,201,466
"BIHAR","DUMKA","DUMKA",117,1380,471,1968
"BIHAR","DUMKA","GOPIKANDAR",5,176,61,242
"BIHAR","DUMKA","JAMA",373,2450,1461,4284
"BIHAR","DUMKA","JAMTARA",165,965,938,2068
"BIHAR","DUMKA","JARMUNDI",440,1690,2020,4150
"BIHAR","DUMKA","KATHIKUND",29,1314,165,1508
"BIHAR","DUMKA","KUNDHIT",81,552,123,756
"BIHAR","DUMKA","MASALIA",179,1276,535,1990
"BIHAR","DUMKA","NALA",53,538,314,905
"BIHAR","DUMKA","NARAYANPUR",163,1050,896,2109
"BIHAR","DUMKA","RAMGARH",275,2378,1566,4219
"BIHAR","DUMKA","RANESHWAR",55,447,127,629
"BIHAR","DUMKA","SARAIYAHAT",446,917,1790,3153
"BIHAR","DUMKA","SHIKARIPARA",119,922,284,1325
"BIHAR","GARHWA","BHANDARIA",109,624,128,861
"BIHAR","GARHWA","BHAWNATHPUR",219,85,383,687
"BIHAR","GARHWA","CHIRIA",40,202,81,323
"BIHAR","GARHWA","DANDAI",204,189,188,581
"BIHAR","GARHWA","DHURKI",156,268,262,686
"BIHAR","GARHWA","GARHWA",832,291,1647,2770
"BIHAR","GARHWA","KHARAUNDHI",62,41,95,198
"BIHAR","GARHWA","MAJHIAURA",930,87,1678,2695
"BIHAR","GARHWA","MEVAL",331,88,359,778
"BIHAR","GARHWA","NAYARKTARI",343,157,524,1024
"BIHAR","GARHWA","RAMIA",333,175,595,1103
"BIHAR","GARHWA","RAMKANDA",72,200,68,340
"BIHAR","GARHWA","RANKA",219,467,257,943
"BIHAR","GAYA","AMAS",279,21,269,569
"BIHAR","GAYA","ATARI",154,8,785,947
"BIHAR","GAYA","BANROYBAZAR",263,9,174,446
"BIHAR","GAYA","BARACHATTI",696,18,1101,1815
"BIHAR","GAYA","BELAGANJ",111,1,879,991
"BIHAR","GAYA","BODHGAYA",35,0,268,303
"BIHAR","GAYA","DOBBI",209,14,549,772
"BIHAR","GAYA","DUMARIA",445,2,724,1171
"BIHAR","GAYA","FETHPUR",405,0,561,966
"BIHAR","GAYA","GARARU",98,22,468,588
"BIHAR","GAYA","GAYA SADAR",126,2,606,734
"BIHAR","GAYA","GURUA",259,0,314,573
"BIHAR","GAYA","IMAMGANJ",548,61,470,1079
"BIHAR","GAYA","KHIZIRSORAI",82,7,773,862
"BIHAR","GAYA","KONCH",76,24,483,583
"BIHAR","GAYA","MANPUR",67,7,396,470
"BIHAR","GAYA","MOHANPUR",326,51,363,740
"BIHAR","GAYA","NIMCHAK BATHANI",155,0,223,378
"BIHAR","GAYA","PARAIYA",61,1,665,727
"BIHAR","GAYA","SHERGHATI",137,0,255,392
"BIHAR","GAYA","TANKUPPA",77,0,157,234
"BIHAR","GAYA","TEKARI",119,12,823,954
"BIHAR","GAYA","WAZGANJ",226,2,706,934
"BIHAR","GIRIDIH","BAGODAR",336,91,1304,1731
"BIHAR","GIRIDIH","BENGABAD",399,341,1287,2027
"BIHAR","GIRIDIH","BIRNI",305,27,2063,2395
"BIHAR","GIRIDIH","DEORI",272,159,1122,1553
"BIHAR","GIRIDIH","DYMIR",257,139,916,1312
"BIHAR","GIRIDIH","GANDEY",200,396,862,1458
"BIHAR","GIRIDIH","GAWAN",315,72,677,1064
"BIHAR","GIRIDIH","GIRIDIH",228,240,146,614
"BIHAR","GIRIDIH","JAMYA",599,31,3025,3655
"BIHAR","GIRIDIH","PIRTANR",51,160,330,541
"BIHAR","GIRIDIH","RAJ DHANWAR",486,43,2502,3031
"BIHAR","GIRIDIH","TISRI",161,293,292,746
"BIHAR","GODDA","BOARIJORE",50,710,99,859
"BIHAR","GODDA","GODDA",157,499,728,1384
"BIHAR","GODDA","MAHAGAMA",198,151,244,593
"BIHAR","GODDA","MEHARWAN",26,11,57,94
"BIHAR","GODDA","PATHARGAMA",189,347,686,1222
"BIHAR","GODDA","PORAIYHAT",96,524,436,1056
"BIHAR","GODDA","SUNDAR PAHARI",30,300,32,362
"BIHAR","GODDA","THAKUR BANGTI",13,38,38,89
"BIHAR","GOPALGANJ","BAIKUNTHPUR",14,0,242,256
"BIHAR","GOPALGANJ","BARAULI",1,0,7,8
"BIHAR","GOPALGANJ","BHOREY",21,2,534,557
"BIHAR","GOPALGANJ","BIJAIPUR",12,0,203,215
"BIHAR","GOPALGANJ","GOPALGANJ",0,0,4,4
"BIHAR","GOPALGANJ","HATHUA",7,0,225,232
