-----
{
 "description": "The table refers to block wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.2.csv", 
 "title": "Download CSV for Blockwise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.2.csv"
}
-----
State,District,Block,Government owned,Cooperative Societies,Panchayat owned,Group of farmers,Individual farmers,Others,Total
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,66,0,10,0,27,0,103
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,96,0,0,0,0,0,96
ANDHRA PRADESH,WEST GODAVARI,MOGALTHUR,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,31,0,0,0,0,0,31
ANDHRA PRADESH,WEST GODAVARI,NARASAPURAM,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,NIDAMARRU,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,PALACOLE,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,PALAKODERU,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,12,1,1,0,0,0,14
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,98,0,0,0,0,0,98
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,PENUGONDA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,PENUMANTRA,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,PERAVALI,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,PODURU,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,26,0,0,0,0,0,26
ANDHRA PRADESH,WEST GODAVARI,T.NARASAPURAM,88,0,0,0,0,0,88
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,0,51,0,0,0,51
ANDHRA PRADESH,WEST GODAVARI,TANUKU,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,3,0,0,0,0,0,3
ANDHRA PRADESH,WEST GODAVARI,UNDI,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,UNDRAJAVARAM,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,35,0,8,0,0,8,51
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,NA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,WEST GODAVARI,YELAMANCHILI,NA,NA,NA,NA,NA,NA,NA
ARUNACHAL PRADESH,CHANGLANG,BORDUMSA-DIYUM,4,0,0,4,0,0,8
ARUNACHAL PRADESH,CHANGLANG,CHANGLANG,72,0,0,7,13,0,92
ARUNACHAL PRADESH,CHANGLANG,KAAGAM-MIAO,25,0,1,11,50,0,87
ARUNACHAL PRADESH,CHANGLANG,NAMPONG-MANMAO,31,0,0,19,1,0,51
ARUNACHAL PRADESH,DIBANG VALLEY,"ANINI, ETALIN",11,0,0,0,0,0,11
ARUNACHAL PRADESH,DIBANG VALLEY,"HUNLI, KRONLI",13,0,0,1,0,0,14
ARUNACHAL PRADESH,DIBANG VALLEY,ROING-DAMBUK,40,1,0,28,10,0,79
ARUNACHAL PRADESH,EAST KAMENG,BAMENG,8,0,0,0,0,0,8
ARUNACHAL PRADESH,EAST KAMENG,CHYANG TAJO,17,0,0,0,0,0,17
ARUNACHAL PRADESH,EAST KAMENG,PAKKE-KESSANG,28,0,0,1,0,2,31
ARUNACHAL PRADESH,EAST KAMENG,SEPPA,29,0,0,0,0,0,29
ARUNACHAL PRADESH,EAST SIANG,MEBO,17,4,3,113,101,0,238
ARUNACHAL PRADESH,EAST SIANG,PANGIN-BOLENG C.D BK,27,2,4,80,139,3,255
ARUNACHAL PRADESH,EAST SIANG,PASIGHAT C.D BLOCK,23,0,3,119,152,0,297
ARUNACHAL PRADESH,EAST SIANG,RAMLE-BANGO CD BLOCK,39,4,0,22,38,0,103
ARUNACHAL PRADESH,LOHIT,HAWAI-WALLONG,18,0,0,0,0,0,18
ARUNACHAL PRADESH,LOHIT,HAYULIANG,16,0,0,0,0,0,16
ARUNACHAL PRADESH,LOHIT,NAMSAI-CHOWKHAM,17,0,1,0,0,0,18
ARUNACHAL PRADESH,LOHIT,TEZU-SUNPURA,4,0,0,1,0,0,5
ARUNACHAL PRADESH,LOHIT,WAKRO,9,0,0,0,0,0,9
ARUNACHAL PRADESH,LOWER SUBANSIRI,CHAMBANG,48,0,0,1,0,0,49
ARUNACHAL PRADESH,LOWER SUBANSIRI,DAMIN,15,0,0,1,0,0,16
ARUNACHAL PRADESH,LOWER SUBANSIRI,KOLORIANG,58,0,0,0,0,0,58
ARUNACHAL PRADESH,LOWER SUBANSIRI,NYAPIN,45,0,0,2,0,0,47
ARUNACHAL PRADESH,LOWER SUBANSIRI,PALIN,77,0,0,3,0,0,80
ARUNACHAL PRADESH,LOWER SUBANSIRI,PARSI-PARLO,16,0,0,0,0,0,16
ARUNACHAL PRADESH,LOWER SUBANSIRI,PISTANA,110,0,0,0,0,0,110
ARUNACHAL PRADESH,LOWER SUBANSIRI,RAGA,36,0,0,0,0,0,36
ARUNACHAL PRADESH,LOWER SUBANSIRI,SANGRAM,18,0,0,1,0,0,19
ARUNACHAL PRADESH,LOWER SUBANSIRI,SARLI,32,0,0,2,0,0,34
ARUNACHAL PRADESH,LOWER SUBANSIRI,TALI,7,0,0,0,0,0,7
ARUNACHAL PRADESH,LOWER SUBANSIRI,YACHULI,108,0,0,13,0,0,121
ARUNACHAL PRADESH,LOWER SUBANSIRI,ZIRO-I,87,0,0,6,1,15,109
ARUNACHAL PRADESH,PAPUM PARE,KIMIN-DOIMUKH,18,0,0,35,18,4,75
ARUNACHAL PRADESH,PAPUM PARE,SAGALEE,11,0,3,11,42,5,72
ARUNACHAL PRADESH,TAWANG,LUMLA,33,0,0,19,0,0,52
ARUNACHAL PRADESH,TAWANG,TAWANG,10,0,0,0,0,1,11
ARUNACHAL PRADESH,TAWANG,THIMBUMUKTO,8,0,0,0,0,0,8
ARUNACHAL PRADESH,TIRAP,NAMSANG C.D BLOCK,26,0,0,14,3,0,43
ARUNACHAL PRADESH,TIRAP,NIAUSA C.D BLOCK,15,1,0,15,27,0,58
ARUNACHAL PRADESH,TIRAP,PONGCHAU-WAKKA C.D.,7,0,0,0,0,0,7
ARUNACHAL PRADESH,UPPER SIANG,JENGGING,4,0,0,40,13,0,57
ARUNACHAL PRADESH,UPPER SIANG,MARIYANG,13,1,0,74,47,0,135
ARUNACHAL PRADESH,UPPER SIANG,TUTING,7,0,0,51,1,0,59
ARUNACHAL PRADESH,UPPER SIANG,YINGKIONG,0,0,2,27,17,0,46
ARUNACHAL PRADESH,UPPER SUBANSIRI,DAPORIJO,3,0,0,24,125,8,160
ARUNACHAL PRADESH,UPPER SUBANSIRI,DUMPORIJO,59,0,0,2,232,2,295
ARUNACHAL PRADESH,UPPER SUBANSIRI,GIBA,3,0,1,1,30,1,36
ARUNACHAL PRADESH,UPPER SUBANSIRI,NACHO,11,0,11,8,41,2,73
ARUNACHAL PRADESH,UPPER SUBANSIRI,TALIHA,0,0,0,4,13,0,17
ARUNACHAL PRADESH,WEST KAMENG,DIRANG,15,0,0,0,0,1,16
ARUNACHAL PRADESH,WEST KAMENG,KALAKTANG,20,0,0,0,1,0,21
ARUNACHAL PRADESH,WEST KAMENG,THRIZINO,15,1,0,0,0,0,16
ARUNACHAL PRADESH,WEST SIANG,ALONG,9,0,0,0,0,0,9
ARUNACHAL PRADESH,WEST SIANG,BASAR,32,0,0,0,0,0,32
ARUNACHAL PRADESH,WEST SIANG,GENSI,71,0,0,0,2,0,73
ARUNACHAL PRADESH,WEST SIANG,KAYING-PAYUM,28,3,2,2,1,0,36
ARUNACHAL PRADESH,WEST SIANG,LIROMOBA,4,0,0,16,60,0,80
ARUNACHAL PRADESH,WEST SIANG,MECHUKHA,5,0,0,0,0,0,5
ARUNACHAL PRADESH,WEST SIANG,RUMGONG,7,0,0,0,1,0,8
ASSAM,BARPETA,BAJALI,1,0,0,0,0,0,1
ASSAM,BARPETA,BARPETA,NA,NA,NA,NA,NA,NA,NA
ASSAM,BARPETA,BHAWANIPUR,NA,NA,NA,NA,NA,NA,NA
ASSAM,BARPETA,CHENGA,NA,NA,NA,NA,NA,NA,NA
ASSAM,BARPETA,GOBARDHANA,3,0,0,0,0,0,3
ASSAM,BARPETA,JALAH,2,0,0,0,0,0,2
ASSAM,BARPETA,MANDIA,NA,NA,NA,NA,NA,NA,NA
ASSAM,BARPETA,RUPSI,NA,NA,NA,NA,NA,NA,NA
ASSAM,BONGAIGAON,BOITAMARI,NA,NA,NA,NA,NA,NA,NA
ASSAM,BONGAIGAON,BOROBAZAR,4,0,0,0,1,0,5
ASSAM,BONGAIGAON,MANIKPUR,NA,NA,NA,NA,NA,NA,NA
ASSAM,BONGAIGAON,SIDLI-CHIRANG,1,0,0,0,0,0,1
ASSAM,BONGAIGAON,SRIJANGRAM,NA,NA,NA,NA,NA,NA,NA
ASSAM,CACHAR,KATIGORA,NA,NA,NA,NA,NA,NA,NA
ASSAM,CACHAR,LAKHIPUR,NA,NA,NA,NA,NA,NA,NA
ASSAM,CACHAR,NARSHINGPUR,1,0,0,0,0,0,1
ASSAM,CACHAR,RAJABAZAR,3,0,0,0,0,0,3
ASSAM,CACHAR,SALCHAPRA,NA,NA,NA,NA,NA,NA,NA
ASSAM,CACHAR,SONAI,NA,NA,NA,NA,NA,NA,NA
ASSAM,CACHAR,UDARBOND,3,0,0,0,0,0,3
ASSAM,DARRANG,DALGAON SIALMARI,2,0,0,0,0,0,2
ASSAM,DARRANG,KALAIGAON,8,0,0,0,0,0,8
ASSAM,DARRANG,KHAIRABARI,20,0,2,43,0,0,65
ASSAM,DARRANG,MAZBAT,5,0,0,0,0,0,5
ASSAM,DARRANG,SIPAJHAR,NA,NA,NA,NA,NA,NA,NA
ASSAM,DARRANG,UDALGURI,10,0,1,126,0,0,137
ASSAM,DHEMAJI,BORDOLONI,1,0,0,0,0,0,1
ASSAM,DHEMAJI,DHEMAJI,NA,NA,NA,NA,NA,NA,NA
ASSAM,DHEMAJI,MURKONGSELLECK,7,0,0,0,0,0,7
ASSAM,DHUBRI,AGAMONI,NA,NA,NA,NA,NA,NA,NA
ASSAM,DHUBRI,BILASIPARA,5,0,0,3,0,0,8
ASSAM,DHUBRI,CHAPAR SALKOCHA,0,0,0,32,6,0,38
ASSAM,DHUBRI,GAURIPUR,1,0,0,0,0,0,1
ASSAM,DHUBRI,GOLOKGANJ,NA,NA,NA,NA,NA,NA,NA
ASSAM,DHUBRI,MANKACHAR,NA,NA,NA,NA,NA,NA,NA
ASSAM,DHUBRI,SOUTH SALMARA,NA,NA,NA,NA,NA,NA,NA
ASSAM,DIBRUGARH,BARBARUAH,NA,NA,NA,NA,NA,NA,NA
ASSAM,DIBRUGARH,JOYPUR,NA,NA,NA,NA,NA,NA,NA
ASSAM,DIBRUGARH,KHOWANG,NA,NA,NA,NA,NA,NA,NA
ASSAM,DIBRUGARH,LAHOWAL,NA,NA,NA,NA,NA,NA,NA
ASSAM,DIBRUGARH,PANITOLA,NA,NA,NA,NA,NA,NA,NA
ASSAM,DIBRUGARH,TENGAKHAT,1,0,0,0,0,0,1
ASSAM,GOALPARA,BALIJANA,NA,NA,NA,NA,NA,NA,NA
ASSAM,GOALPARA,DUDHNOI,57,0,0,86,0,0,143
ASSAM,GOALPARA,LAKHIPUR,3,0,0,0,0,0,3
ASSAM,GOALPARA,MATIA,NA,NA,NA,NA,NA,NA,NA
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,NA,NA,NA,NA,NA,NA,NA
ASSAM,GOLAGHAT,GOLAGHAT EAST,1,0,0,0,0,0,1
ASSAM,GOLAGHAT,GOLAGHAT NORTH,NA,NA,NA,NA,NA,NA,NA
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,1,0,0,0,0,0,1
ASSAM,GOLAGHAT,GOLAGHAT WEST,1,0,0,0,0,0,1
ASSAM,GOLAGHAT,GOMARIGURI,NA,NA,NA,NA,NA,NA,NA
ASSAM,HAILAKANDI,HAILAKANDI,NA,NA,NA,NA,NA,NA,NA
ASSAM,HAILAKANDI,KATLICHARA,NA,NA,NA,NA,NA,NA,NA
ASSAM,HAILAKANDI,LALA,NA,NA,NA,NA,NA,NA,NA
ASSAM,JORHAT,JORHAT,NA,NA,NA,NA,NA,NA,NA
ASSAM,JORHAT,JORHAT CENTRAL,2,0,0,0,0,0,2
ASSAM,JORHAT,JORHAT EAST,1,0,0,0,0,0,1
ASSAM,JORHAT,MAJULI,NA,NA,NA,NA,NA,NA,NA
ASSAM,JORHAT,NORTH WEST JORHAT,NA,NA,NA,NA,NA,NA,NA
ASSAM,JORHAT,TITABOR,1,0,0,0,0,0,1
ASSAM,KAMRUP,BOKO BANGAON,3,0,0,0,0,0,3
ASSAM,KAMRUP,CHAMARIA,NA,NA,NA,NA,NA,NA,NA
ASSAM,KAMRUP,CHANDRAPUR,0,0,0,19,0,0,19
ASSAM,KAMRUP,CHHAYGAON,NA,NA,NA,NA,NA,NA,NA
ASSAM,KAMRUP,DIMORIA,0,0,0,79,0,0,79
ASSAM,KAMRUP,HAJO,NA,NA,NA,NA,NA,NA,NA
ASSAM,KAMRUP,KAMALPUR,NA,NA,NA,NA,NA,NA,NA
ASSAM,KAMRUP,KARARA,NA,NA,NA,NA,NA,NA,NA
ASSAM,KAMRUP,RAMPUR,1,0,0,0,0,0,1
ASSAM,KAMRUP,RANGIA,NA,NA,NA,NA,NA,NA,NA
ASSAM,KAMRUP,RANI,2,0,0,0,0,0,2
ASSAM,KARBI ANGLONG,AMRI,30,0,0,56,130,0,216
ASSAM,KARBI ANGLONG,BOKAJAN,34,0,0,10,20,0,64
ASSAM,KARBI ANGLONG,CHINTHONG,70,0,0,0,119,0,189
ASSAM,KARBI ANGLONG,HOWRAGHAT,38,0,0,0,0,0,38
ASSAM,KARBI ANGLONG,LUMBAJONG,69,0,0,2,82,0,153
ASSAM,KARBI ANGLONG,NILIP,15,49,5,38,55,0,162
ASSAM,KARBI ANGLONG,RANGMONGWA,6,0,0,0,1,0,7
ASSAM,KARBI ANGLONG,RONGKHONG,61,0,0,23,225,0,309
ASSAM,KARBI ANGLONG,SAMILONGSO,82,0,0,0,7,0,89
ASSAM,KARBI ANGLONG,SOCHENG,49,0,0,0,0,0,49
ASSAM,KARIMGANJ,BADARPUR,NA,NA,NA,NA,NA,NA,NA
ASSAM,KARIMGANJ,NORTH KARIMGANJ,NA,NA,NA,NA,NA,NA,NA
ASSAM,KARIMGANJ,PATHARKANDI,1,0,0,0,0,0,1
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,NA,NA,NA,NA,NA,NA,NA
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,NA,NA,NA,NA,NA,NA,NA
ASSAM,KOKRAJHAR,DOTOMA,6,0,0,0,0,0,6
ASSAM,KOKRAJHAR,GOSSAIGAON,NA,NA,NA,NA,NA,NA,NA
ASSAM,KOKRAJHAR,KACHUGAON,5,0,0,0,0,0,5
ASSAM,KOKRAJHAR,KOKRAJHAR,4,0,0,0,0,0,4
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),9,0,0,0,0,0,9
ASSAM,LAKHIMPUR,BIHPURIA,NA,NA,NA,NA,NA,NA,NA
ASSAM,LAKHIMPUR,BORDALANI,NA,NA,NA,NA,NA,NA,NA
ASSAM,LAKHIMPUR,DHAKUAKHANA,NA,NA,NA,NA,NA,NA,NA
ASSAM,LAKHIMPUR,LAKHIMPUR,1,0,0,0,0,0,1
ASSAM,LAKHIMPUR,NARAYANPUR,1,0,0,0,0,0,1
ASSAM,LAKHIMPUR,NOWBOICHA,NA,NA,NA,NA,NA,NA,NA
ASSAM,MARIGAON,BHURBANDHA,4,0,0,0,0,0,4
ASSAM,MARIGAON,KAPILI,4,0,0,0,5,0,9
ASSAM,MARIGAON,LAHARIGHAT,11,0,0,0,0,0,11
ASSAM,MARIGAON,MAYONG,10,0,0,0,0,0,10
ASSAM,NAGAON,BATADRAVA,2,0,0,0,0,0,2
ASSAM,NAGAON,JUGIJAN,NA,NA,NA,NA,NA,NA,NA
ASSAM,NAGAON,JURIA,7,0,0,0,0,0,7
ASSAM,NAGAON,KALIABOR,8,0,0,0,0,0,8
ASSAM,NAGAON,KAPILI,2,0,0,0,0,0,2
ASSAM,NAGAON,KAPILI PT.I,10,0,0,0,0,0,10
ASSAM,NAGAON,KATHIATOLI,9,0,0,0,0,0,9
ASSAM,NAGAON,KHAGARIJAN,4,0,0,0,0,0,4
ASSAM,NAGAON,LANKA,4,0,0,0,0,0,4
ASSAM,NAGAON,LAOKHOWA,13,0,0,0,0,0,13
ASSAM,NAGAON,RUPAHI,7,0,0,0,0,0,7
ASSAM,NALBARI,BARIGOG BANBHAG,NA,NA,NA,NA,NA,NA,NA
ASSAM,NALBARI,BARKHETRI,NA,NA,NA,NA,NA,NA,NA
ASSAM,NALBARI,BASKA,10,0,0,12,0,0,22
ASSAM,NALBARI,PASCHIM NALBARI,NA,NA,NA,NA,NA,NA,NA
ASSAM,NALBARI,PUB NALBARI,NA,NA,NA,NA,NA,NA,NA
ASSAM,NALBARI,TAMULPUR,2,0,0,55,9,0,66
ASSAM,NALBARI,TIHU BARAMA,1,0,0,0,0,0,1
ASSAM,NORTH CACHAR HILLS,DIYANG VALLEY,46,0,3,0,0,1,50
ASSAM,NORTH CACHAR HILLS,DIYUNGBRA,13,0,43,18,20,0,94
ASSAM,NORTH CACHAR HILLS,HARANGAJAW,11,0,21,2,45,0,79
ASSAM,NORTH CACHAR HILLS,JATINGA VALLEY,8,0,28,3,3,0,42
ASSAM,SIBSAGAR,AMGURI,1,0,0,0,0,0,1
ASSAM,SIBSAGAR,DEMOW,NA,NA,NA,NA,NA,NA,NA
ASSAM,SIBSAGAR,NAZIRA,1,0,0,0,0,0,1
ASSAM,SIBSAGAR,SAPEKHATI,1,0,0,0,0,0,1
ASSAM,SIBSAGAR,SIBSAGAR,NA,NA,NA,NA,NA,NA,NA
ASSAM,SIBSAGAR,SONARI,1,0,0,0,0,0,1
ASSAM,SONITPUR,BALIPARA,3,0,0,0,0,0,3
ASSAM,SONITPUR,BEHALI,5,0,0,5,1,0,11
ASSAM,SONITPUR,BISWANATH,7,0,0,0,0,0,7
ASSAM,SONITPUR,CHAIDUAR,1,1,0,1,1,0,4
ASSAM,SONITPUR,DHEKIAJULI,5,0,0,0,0,0,5
ASSAM,SONITPUR,GABHORU,NA,NA,NA,NA,NA,NA,NA
ASSAM,SONITPUR,NADUAR,2,0,0,0,0,0,2
ASSAM,TINSUKIA,HAPJAN,NA,NA,NA,NA,NA,NA,NA
ASSAM,TINSUKIA,KAKOPATHAR,3,0,0,0,0,0,3
ASSAM,TINSUKIA,MARGHERITA,NA,NA,NA,NA,NA,NA,NA
ASSAM,TINSUKIA,SADIYA,0,0,0,0,2,0,2
BIHAR,ARARIA,ARARIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ARARIA,BHARGAMA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ARARIA,FORBESGANJ,0,0,0,0,40,0,40
BIHAR,ARARIA,JOKIHAT,NA,NA,NA,NA,NA,NA,NA
BIHAR,ARARIA,KURSAKATTA,NA,NA,NA,NA,NA,NA,NA
BIHAR,ARARIA,NARPAIGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,ARARIA,PALASI,NA,NA,NA,NA,NA,NA,NA
BIHAR,ARARIA,RANIGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,ARARIA,SIKTI,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,AURANGABAD,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,BARUN,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,DAUDNAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,DEO,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,GOH,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,HASPURA,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,KUTUMBA,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,MADANPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,NABINAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,OBRA,NA,NA,NA,NA,NA,NA,NA
BIHAR,AURANGABAD,RAFIGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,BANKA,AMARPUR,176,1,1,0,19,0,197
BIHAR,BANKA,BANKA,168,0,0,3,9,0,180
BIHAR,BANKA,BARAHAT,152,0,0,12,4,2,170
BIHAR,BANKA,BAUSI,69,0,0,0,17,0,86
BIHAR,BANKA,BELHAR,32,0,0,3,0,0,35
BIHAR,BANKA,CHANAN,130,0,1,0,21,0,152
BIHAR,BANKA,DHURAIYA,338,0,2,0,27,0,367
BIHAR,BANKA,KATORIA,381,1,2,6,35,0,425
BIHAR,BANKA,PHULLIDUMAR,92,0,0,0,2,0,94
BIHAR,BANKA,RAJAN,80,0,0,15,22,0,117
BIHAR,BANKA,SAMBHUGANJ,145,0,0,1,4,0,150
BIHAR,BEGUSARAI,BACHHAWARA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BAKHARI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BALIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BARAUNI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BEGUSARAI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BHAGAWANPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BIRPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,CHERIA BARIARPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,CHHAURAHI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,DANDARI,2,0,0,0,0,0,2
BIHAR,BEGUSARAI,GARHPURA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,KHUDABANDPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,MANSURCHAK,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,MATIHANI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,NAOKHOTHI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,NA,NA,NA,NA,NA,NA,NA
BIHAR,BEGUSARAI,TEGHRA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHABUA,ADHAURA,159,4,10,1,48,7,229
BIHAR,BHABUA,BHABUA,33,0,6,0,13,0,52
BIHAR,BHABUA,BHAGWANPUR,28,0,0,0,7,0,35
BIHAR,BHABUA,CHAINPUR,12,0,15,0,0,0,27
BIHAR,BHABUA,CHAND,1,0,5,0,0,0,6
BIHAR,BHABUA,DURGAWATI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHABUA,KUDRA,2,0,0,1,0,0,3
BIHAR,BHABUA,MOHANIA,4,0,0,0,0,0,4
BIHAR,BHABUA,NUAWN,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHABUA,RAMGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHABUA,RAMPUR,39,0,0,1,1,0,41
BIHAR,BHAGALPUR,BIHPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHAGALPUR,GAURIDIH,292,0,52,0,26,0,370
BIHAR,BHAGALPUR,GOPALPUR,0,0,0,0,1,0,1
BIHAR,BHAGALPUR,ISMAILPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHAGALPUR,JAGDISHPUR,36,0,2,2,3,0,43
BIHAR,BHAGALPUR,KAHALGAON,113,0,0,0,2,0,115
BIHAR,BHAGALPUR,KHARIK,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHAGALPUR,NARAINPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHAGALPUR,NATHNAGAR,1,0,3,0,0,0,4
BIHAR,BHAGALPUR,NAUGACHHIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHAGALPUR,PIRPAINTI,3,0,0,0,0,0,3
BIHAR,BHAGALPUR,RANGRACHOWK,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHAGALPUR,SABOUR,5,0,0,0,0,0,5
BIHAR,BHAGALPUR,SHAHKUND,93,2,16,0,12,41,164
BIHAR,BHAGALPUR,SONHAULLA,119,2,0,11,1,0,133
BIHAR,BHAGALPUR,SULTANGANJ,14,0,0,0,0,0,14
BIHAR,BHOJPUR,AGIAON,66,0,3,0,0,0,69
BIHAR,BHOJPUR,ARRAHSADAR,1,0,0,0,0,0,1
BIHAR,BHOJPUR,BARBARA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHOJPUR,BEHIA,2,0,0,0,0,0,2
BIHAR,BHOJPUR,CHARPOKHARI,5,0,0,0,0,0,5
BIHAR,BHOJPUR,GARHANI,20,0,0,0,0,0,20
BIHAR,BHOJPUR,JAGDISHPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BHOJPUR,KOILWAR,19,0,0,0,0,0,19
BIHAR,BHOJPUR,PIRO,31,0,0,0,0,0,31
BIHAR,BHOJPUR,SAHAR,5,0,0,0,0,0,5
BIHAR,BHOJPUR,SAHPUR,0,0,0,0,2,0,2
BIHAR,BHOJPUR,SANDISH,30,0,0,0,0,0,30
BIHAR,BHOJPUR,TARARI,8,0,0,0,0,0,8
BIHAR,BHOJPUR,UDWABTNAGAR,27,0,0,0,6,0,33
BIHAR,BOKARO,BERMO,7,0,0,0,3,0,10
BIHAR,BOKARO,CHANDAN KIYOI,0,0,0,0,929,0,929
BIHAR,BOKARO,CHAS,402,0,0,14,515,0,931
BIHAR,BOKARO,GOMIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BOKARO,JARIDIH,29,0,0,0,56,0,85
BIHAR,BOKARO,KASMAR,37,0,0,2,85,0,124
BIHAR,BOKARO,NAWADIH,9,0,0,0,0,0,9
BIHAR,BOKARO,PETARWAR,1,0,0,0,293,0,294
BIHAR,BUXAR,BRAHAMPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BUXAR,BUXAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,BUXAR,CHANGAIN,NA,NA,NA,NA,NA,NA,NA
BIHAR,BUXAR,CHARKKI,NA,NA,NA,NA,NA,NA,NA
BIHAR,BUXAR,CHAUSA,NA,NA,NA,NA,NA,NA,NA
BIHAR,BUXAR,DUMRAIN,3,0,0,0,0,0,3
BIHAR,BUXAR,ITARHI,6,0,0,0,2,0,8
BIHAR,BUXAR,KESATH,13,0,0,0,0,0,13
BIHAR,BUXAR,NAWANAGAR,85,0,0,0,0,0,85
BIHAR,BUXAR,RAJPUR,3,0,0,0,0,0,3
BIHAR,BUXAR,SIMRI,NA,NA,NA,NA,NA,NA,NA
