-----
{
 "description": "The table refers to district wise distribution of dugwells according to the farmers holding size. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.3.csv", 
 "title": "Download CSV for District wise Distribution of Dugwells according to the holding size for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.3.csv"
}
-----
"State","District","Marginal (0-1 ha)","Small (1-2 ha)","Medium (2-10 ha)","Big ( > 10 ha)","Total"
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",119,170,305,19,613
"UTTAR PRADESH","UNNAO",723,388,227,6,1344
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",1042,836,778,45,2701
"WEST BENGAL","BANKURA",4481,1772,399,16,6668
"WEST BENGAL","BIRBHUM",571,295,95,3,964
"WEST BENGAL","BURDWAN",175,55,71,5,306
"WEST BENGAL","COOCHBEHAR",4263,1059,346,6,5674
"WEST BENGAL","DAKSHIN DINAJPUR",161,80,33,6,280
"WEST BENGAL","DARJEELING",60,16,9,1,86
"WEST BENGAL","HOOGLY",68,82,13,0,163
"WEST BENGAL","HOWRAH",3,1,0,0,4
"WEST BENGAL","JALPAIGURI",675,588,244,4,1511
"WEST BENGAL","MALDA",1,0,1,0,2
"WEST BENGAL","MIDNAPORE",10593,3258,1007,86,14944
"WEST BENGAL","MURSHIDABAD",33,45,2,0,80
"WEST BENGAL","NADIA",130,44,3,0,177
"WEST BENGAL","NORTH 24 PARGANAS",1,5,4,0,10
"WEST BENGAL","PURULIA",8806,5490,1854,110,16260
"WEST BENGAL","SOUTH 24 PARGANAS",37,26,0,0,63
"WEST BENGAL","UTTAR DINAJPUR",14,37,21,1,73
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",157,174,62,6,399
"DAMAN & DIU","",NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",NA,NA,NA,NA,NA
"DELHI","SOUTH-WEST",NA,NA,NA,NA,NA
"DELHI","WEST",NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",0,0,1,0,1
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",112,85,22,0,219
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA
