-----
{
 "description": "The table refers to District wise Surface Flow Schemes- Potential Created and Utilized through Tanks. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.12.csv", 
 "title": "Download CSV for Districtwise Surface Flow Schemes- Potential Created and Utilized through Tanks", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.12.csv"
}
-----
"State","District","No of tanks","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total","Irrigation potential utilised - Kharif","Irrigation potential utilised - Rabi","Irrigation potential utilised - Perennial","Irrigation potential utilised - Others","Total.1"
"MIZORAM","AIZAWL",0,0,0,0,0,0,0,0,0,0,0
"MIZORAM","CHAMPHAI",4,3,0,0,0,4,3,0,0,0,3
"MIZORAM","KOLASIB",64,146,140,0,3,288,146,140,0,0,286
"MIZORAM","LAWNGTLAI",2,3,0,0,0,3,3,0,0,0,3
"MIZORAM","LUNGLEI",20,20,10,0,8,37,19,8,0,5,32
"MIZORAM","MAMIT",1,2,1,0,0,2,2,1,0,0,2
"MIZORAM","SAIHA",1,2,0,0,1,2,1,0,0,1,2
"MIZORAM","SERCHHIP",0,0,0,0,0,0,0,0,0,0,0
"NAGALAND","DIMAPUR",1,10,3,0,0,13,0,0,0,0,0
"NAGALAND","KOHIMA",2,12,2,1,1,16,8,1,0,0,9
"NAGALAND","MOKOKCHUNG",2,17,0,0,0,17,0,0,0,0,0
"NAGALAND","MON",0,0,0,0,0,0,0,0,0,0,0
"NAGALAND","PHEK",5,20,0,0,0,20,14,0,0,0,14
"NAGALAND","TUENSANG",11,43,0,0,0,43,25,0,0,0,25
"NAGALAND","WOKHA",0,0,0,0,0,0,0,0,0,0,0
"NAGALAND","ZUNHEBOTO",32,73,14,0,0,87,42,6,0,0,48
"ORISSA","ANGUL",424,6988,1468,28,0,8484,2334,364,9,0,2707
"ORISSA","BALASORE",19,439,32,0,0,471,244,0,0,0,244
"ORISSA","BARGARH",2452,35320,3099,119,96,38634,17106,749,79,17,17950
"ORISSA","BHADRAK",13,84,13,0,0,96,35,7,0,0,42
"ORISSA","BOLANGIR",843,14353,636,21,0,15010,7979,237,10,0,8226
"ORISSA","BOUDH",159,3595,139,0,0,3734,2015,0,0,0,2015
"ORISSA","CUTTACK",201,6761,1158,2,2,7923,3519,564,4,1,4089
"ORISSA","DEOGARH",118,2075,363,12,1,2451,825,94,4,0,923
"ORISSA","DHENKANAL",863,10520,2287,58,4,12870,4564,1053,23,0,5640
"ORISSA","GAJAPATI",492,12155,1862,182,0,14199,11636,1522,54,0,13211
"ORISSA","GANJAM",3448,93454,24086,212,0,117753,60872,2837,92,0,63801
"ORISSA","JAGATSINGHPUR",3,0,24,0,0,24,0,0,0,0,0
"ORISSA","JAJAPUR",120,3898,930,56,0,4884,2093,318,16,0,2426
"ORISSA","JHARSUGUDA",194,2187,636,5,0,2828,1200,286,5,0,1491
"ORISSA","KALAHANDI",483,8830,1062,3,0,9895,3505,233,5,0,3743
"ORISSA","KANDHAMAL",138,2023,406,3,0,2433,1329,178,5,0,1512
"ORISSA","KENDRAPARA",0,0,0,0,0,0,0,0,0,0,0
"ORISSA","KEONJHAR",221,3736,720,10,0,4466,2723,379,2,0,3105
"ORISSA","KHURDA",337,3523,797,5,0,4324,2676,584,1,0,3261
"ORISSA","KORAPUT",192,1826,568,3,2,2399,1362,375,0,0,1737
"ORISSA","MALKANAGIRI",420,293,122,4,30,449,76,32,1,9,118
"ORISSA","MAYURBHANJA",205,4761,1112,0,5,5878,3689,280,0,0,3969
"ORISSA","NAWARANGAPUR",41,247,30,0,0,277,172,24,0,0,196
"ORISSA","NAYAGARH",232,4674,1312,277,30,6294,2222,561,105,2,2890
"ORISSA","NUAPADA",343,5715,856,49,153,6773,2197,213,1,11,2422
"ORISSA","PURI",95,3,127,0,0,130,0,101,0,0,101
"ORISSA","RAYAGADA",1640,17055,1899,22,0,18977,8910,763,24,0,9696
"ORISSA","SAMBALPUR",291,6520,1541,18,0,8080,4101,626,5,0,4731
"ORISSA","SONEPUR",236,6210,1240,0,0,7450,4555,302,0,0,4857
"ORISSA","SUNDARGARH",116,8133,2028,10,0,10171,4456,408,3,0,4866
"PONDICHERRY","KARAIKAL",15,1,17,0,0,18,1,17,0,0,18
"PONDICHERRY","PONDICHERRY",996,1198,64,54,0,1316,834,64,53,0,951
"PONDICHERRY","YANAM",2,1,1,0,1,3,1,1,0,1,3
"PUNJAB","GURDASPUR",0,0,0,0,0,0,0,0,0,0,0
"PUNJAB","HOSHIARPUR",9,108,108,10,0,226,98,108,10,0,216
"PUNJAB","MOGA",9,28,28,0,0,55,24,23,0,0,48
"PUNJAB","PATIALA",20,91,91,0,0,183,91,91,0,0,183
"PUNJAB","ROPAR",190,172,172,0,0,344,155,155,0,0,310
"RAJASTHAN","AJMER",659,16982,22351,12,777,40123,3114,4487,0,13,7614
"RAJASTHAN","ALWAR",0,0,0,0,0,0,0,0,0,0,0
"RAJASTHAN","BANSWARA",65,552,2918,318,133,3921,143,1467,220,12,1842
"RAJASTHAN","BARAN",33,1384,4215,0,0,5599,8,4045,0,0,4053
"RAJASTHAN","BHARATPUR",0,0,0,0,0,0,0,0,0,0,0
"RAJASTHAN","BHILWARA",430,18541,19154,0,165,37860,3517,6754,0,0,10270
"RAJASTHAN","BUNDI",80,955,995,6,265,2221,615,685,10,0,1310
"RAJASTHAN","CHITTORGARH",47,734,1049,20,21,1824,223,559,0,15,797
"RAJASTHAN","DAUSA",9,6,138,0,0,144,0,134,0,0,134
"RAJASTHAN","DHOLPUR",16,38,737,0,0,775,7,467,0,0,475
"RAJASTHAN","DUNGARPUR",35,417,1745,7,57,2227,80,559,2,57,698
"RAJASTHAN","JAIPUR",6,71,477,0,0,547,0,79,0,0,79
"RAJASTHAN","JAISALMER",0,0,0,0,0,0,0,0,0,0,0
"RAJASTHAN","JALORE",0,0,0,0,0,0,0,0,0,0,0
"RAJASTHAN","JHALAWAR",15,0,979,0,0,979,0,628,0,0,628
"RAJASTHAN","JHUNJHUNU",0,0,0,0,0,0,0,0,0,0,0
"RAJASTHAN","KAROLI",131,1,3648,0,0,3650,1,557,0,0,559
"RAJASTHAN","KOTA",17,294,507,0,0,802,268,250,0,0,518
"RAJASTHAN","NAGAUR",0,0,0,0,0,0,0,0,0,0,0
"RAJASTHAN","PALI",25,1708,1865,166,5,3744,7,1101,0,0,1107
"RAJASTHAN","RAJSAMAND",70,1255,2079,54,27,3415,26,72,18,0,116
"RAJASTHAN","SAWAI MADHOPUR",40,0,924,0,0,924,0,373,0,0,373
"RAJASTHAN","SIROHI",13,1,809,0,1,810,0,16,0,0,16
"RAJASTHAN","TONK",244,937,12284,0,0,13221,14,4060,0,0,4074
"RAJASTHAN","UDAIPUR",60,157,2620,143,44,2963,2,678,0,0,680
"SIKKIM","EAST",31,852,473,93,65,1482,652,365,72,48,1136
"SIKKIM","NORTH",0,0,0,0,0,0,0,0,0,0,0
"SIKKIM","SOUTH",0,0,0,0,0,0,0,0,0,0,0
"SIKKIM","WEST",3,17,19,3,2,40,0,0,0,0,0
"TAMIL NADU","COIMBATORE",32,171,65,86,74,397,20,1,18,0,39
"TAMIL NADU","CUDDALORE",856,2351,4522,45,760,7678,2186,3458,43,47,5734
"TAMIL NADU","DHARMAPURI",2051,8514,8187,8229,402,25331,5937,1285,1669,85,8976
"TAMIL NADU","DINDIGUL",766,3205,3443,82,51,6781,444,921,6,0,1371
"TAMIL NADU","ERODE",155,224,97,85,86,493,85,0,4,3,92
"TAMIL NADU","KANCHEEPURAM",2492,20461,36015,1266,1992,59735,11941,20546,712,739,33939
"TAMIL NADU","KANYAKUMARI",61,377,386,230,16,1009,377,386,230,16,1009
"TAMIL NADU","KARUR",303,1043,681,386,801,2910,843,4,20,531,1397
"TAMIL NADU","MADURAI",1382,16210,37091,5134,1776,60211,8283,22042,1193,0,31519
"TAMIL NADU","NAGAPATTINAM",1,0,744,0,0,744,0,446,0,0,446
"TAMIL NADU","NAMAKKAL",297,6978,3802,375,155,11310,861,1964,130,6,2961
"TAMIL NADU","NILGIRIS",230,693,1,741,32,1467,693,1,741,32,1467
"TAMIL NADU","PERAMBALUR",1044,6189,7210,360,240,13999,1599,2940,64,24,4627
"TAMIL NADU","PUDUKKOTTAI",1911,18629,31779,456,51,50915,14682,25481,405,51,40619
"TAMIL NADU","RAMANATHAPURAM",1158,1191,54750,3,0,55944,772,46772,2,0,47546
"TAMIL NADU","SALEM",209,8047,366,825,600,9838,6130,363,244,587,7324
"TAMIL NADU","SIVAGANGA",1793,11041,29428,2010,482,42961,7443,20260,1099,285,29087
"TAMIL NADU","THANJAVUR",74,3290,7695,146,47,11178,2662,6988,132,47,9829
"TAMIL NADU","THENI",114,3034,3386,781,105,7306,796,982,552,105,2435
"TAMIL NADU","THIRUVALLUR",2139,31492,35691,16796,526,84504,10697,17846,1245,49,29837
"TAMIL NADU","THIRUVARUR",0,0,0,0,0,0,0,0,0,0,0
"TAMIL NADU","TIRUCHIRAPPALLI",630,15081,1314,50,14,16459,14139,1073,35,0,15247
"TAMIL NADU","TIRUNELVELI",159,3055,3874,134,853,7915,778,2058,77,55,2968
"TAMIL NADU","TIRUVANNAMALAI",2488,30932,33953,1647,2381,68913,5171,22674,290,787,28922
"TAMIL NADU","TUTICORIN DISTRICT",47,4260,2138,689,7,7095,3513,1151,688,0,5351
"TAMIL NADU","VELLORE",1141,11428,8858,2241,822,23348,2619,2417,256,158,5449
"TAMIL NADU","VILLUPPURAM",968,20403,14588,775,775,36541,16110,7598,359,102,24168
"TAMIL NADU","VIRUDHUNAGAR",210,2217,6058,106,261,8642,1290,4987,44,207,6528
"TRIPURA","DHALAI",2,36,45,0,0,81,20,30,0,0,50
"TRIPURA","NORTH TRIPURA",8,15,21,4,2,42,12,14,1,1,28
"TRIPURA","SOUTH TRIPURA",106,1038,1135,22,95,2289,620,977,23,82,1702
"TRIPURA","WEST TRIPURA",105,809,1446,6,30,2291,492,1440,2,14,1947
"UTTAR PRADESH","ALIGARH",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",105,459,629,48,5,1142,63,81,8,0,151
"UTTAR PRADESH","BAGHPAT",2,2,2,0,0,4,0,0,0,0,0
"UTTAR PRADESH","BAHARAICH",1,2,3,1,0,6,2,2,0,0,4
"UTTAR PRADESH","BANDA",55,28,105,1,0,134,9,96,1,0,106
"UTTAR PRADESH","BAREILLY",45,219,219,349,215,1002,214,219,349,215,997
"UTTAR PRADESH","BASTI",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHANDAULI",20,22,20,2,0,44,22,19,0,0,41
"UTTAR PRADESH","CHITRAKOOT",84,6,127,66,0,199,8,123,65,1,197
"UTTAR PRADESH","DEORIA",9,10,12,2,0,24,10,12,2,1,24
"UTTAR PRADESH","FATEHPUR",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIABAD",3,16,98,175,2,292,16,98,175,2,292
"UTTAR PRADESH","GORAKHPUR",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","HAMIRPUR",24,6,62,0,0,68,2,56,0,0,58
"UTTAR PRADESH","JALAUN",15,3,29,0,0,32,3,19,0,0,22
"UTTAR PRADESH","JAUNPUR",3,10,9,0,0,19,7,7,0,0,14
"UTTAR PRADESH","JHANSI",297,79,403,16,0,498,53,358,11,0,422
"UTTAR PRADESH","KANNAUJ",1,1,1,0,0,1,0,0,0,0,0
"UTTAR PRADESH","KANPUR DEHAT",26,25,32,2,1,61,25,32,2,1,61
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KAUSHAMBI",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","LALITPUR",261,79,348,15,0,442,53,306,10,0,368
"UTTAR PRADESH","LUCKNOW",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHARAJ GANJ",42,8,45,18,9,80,9,50,9,4,71
"UTTAR PRADESH","MAHOBA",24,23,40,13,0,76,16,41,17,0,74
"UTTAR PRADESH","MEERUT",1,4,0,0,0,4,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",13,183,136,569,0,887,168,143,232,0,543
"UTTAR PRADESH","MORADABAD",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SAHARANPUR",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",2,6,6,3,0,15,1,0,2,0,3
"UTTAR PRADESH","SANT RAVI DAS NAGAR",1,8,2,0,0,10,8,2,0,0,10
"UTTAR PRADESH","SHRAWASTI",0,0,0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SIDDHARTH NAGAR",14,24,15,6,5,50,0,1,0,0,1
"UTTAR PRADESH","SONBHADRA",217,1131,876,388,20,2416,822,638,171,21,1652
"UTTAR PRADESH","VARANASI",26,373,675,957,8,2013,407,613,97,6,1122
"UTTARANCHAL","ALMORA",1786,1942,1946,2,2,3891,858,837,1,1,1698
"UTTARANCHAL","BAGESHWAR",321,641,616,39,1,1297,399,373,36,1,809
"UTTARANCHAL","CHAMOLI",717,700,696,76,6,1478,386,385,43,0,815
"UTTARANCHAL","CHAMPAWAT",203,111,109,82,4,306,36,36,25,1,98
"UTTARANCHAL","DEHRA DUN",86,518,371,141,35,1066,454,318,156,19,947
"UTTARANCHAL","HARIDWAR",8,1051,902,655,469,3078,1038,895,838,186,2959
"UTTARANCHAL","NAINITAL",1862,1993,1987,458,59,4497,1451,1410,453,53,3366
"UTTARANCHAL","PAURI",663,1284,1245,125,5,2659,265,252,19,1,538
"UTTARANCHAL","PITHORAGARH",955,1237,932,43,136,2349,624,454,21,27,1125
"UTTARANCHAL","RUDHARAPARYAG",179,287,210,79,12,588,123,99,9,0,231
"UTTARANCHAL","TEHARI GARHWAL",1330,1000,890,0,59,1950,682,577,0,37,1296
"UTTARANCHAL","UDHAM SINGH NAGAR",257,17009,16688,5408,2291,41396,13552,12790,4080,1225,31648
"UTTARANCHAL","UTTARKASHI",268,390,301,13,11,715,163,124,9,0,296
"WEST BENGAL","BANKURA",8270,41501,19902,217,12209,73829,24021,7316,131,1164,32632
"WEST BENGAL","BIRBHUM",5391,13862,8254,239,4080,26435,4858,4763,130,384,10134
"WEST BENGAL","BURDWAN",1146,7571,3726,33,2550,13880,4054,1113,21,125,5312
"WEST BENGAL","DARJEELING",14,94,76,90,7,267,52,48,65,3,168
"WEST BENGAL","HAORA",5,87,53,0,44,184,65,0,0,1,66
"WEST BENGAL","HOOGHLY",37,68,72,2,13,156,14,50,0,4,68
"WEST BENGAL","JALPAIGURI",15,207,154,102,1,463,6,13,0,0,19
"WEST BENGAL","MALDA",175,580,155,6,184,925,79,62,2,134,277
"WEST BENGAL","MIDNAPORE",261,759,381,2,235,1377,271,253,1,109,633
"WEST BENGAL","MURSHIDABAD",1516,2498,1989,45,788,5320,974,1621,25,168,2788
"WEST BENGAL","NADIA",17,101,21,0,4,126,1,1,0,1,3
"WEST BENGAL","NORTH 24 PARGANAS",338,145,59,1,85,290,102,44,0,58,204
"WEST BENGAL","PURULIA",4403,18837,5295,179,814,25126,12819,3285,53,548,16704
"WEST BENGAL","SOUTH 24 PARGANAS",306,23,33,3,136,194,1,26,2,119,148
"WEST BENGAL","UTTAR DINAJPUR",3,2,2,0,2,6,2,2,0,2,6
