-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.6.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.6.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.9.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.9.csv"
}
-----
"State","District","Block","Horse Power (0-6)","Horse Power (6 - 12)","Horse Power (12 - 18)","Horse Power (Above 18)","Total"
"ANDHRA PRADESH","WEST GODAVARI","TANUKU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","THALLAPUDI",6,2,0,0,8
"ANDHRA PRADESH","WEST GODAVARI","UNDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","UNDRAJAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","UNGUTURU",2,326,652,8,988
"ANDHRA PRADESH","WEST GODAVARI","VEERAVASARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","YELAMANCHILI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","BORDUMSA-DIYUM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","CHANGLANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","KAAGAM-MIAO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","NAMPONG-MANMAO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","ANINI, ETALIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","HUNLI, KRONLI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","ROING-DAMBUK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","BAMENG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","CHYANG TAJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","PAKKE-KESSANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","SEPPA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","MEBO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","PANGIN-BOLENG C.D BK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","PASIGHAT C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","RAMLE-BANGO CD BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","HAWAI-WALLONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","HAYULIANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","NAMSAI-CHOWKHAM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","TEZU-SUNPURA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","WAKRO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","CHAMBANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","DAMIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","KOLORIANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","NYAPIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PALIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PARSI-PARLO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PISTANA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","RAGA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","SANGRAM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","SARLI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","TALI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","YACHULI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","ZIRO-I",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","PAPUM PARE","KIMIN-DOIMUKH",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","PAPUM PARE","SAGALEE",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","LUMLA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","TAWANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","THIMBUMUKTO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","NAMSANG C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","NIAUSA C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","PONGCHAU-WAKKA C.D.",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","JENGGING",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","MARIYANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","TUTING",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","YINGKIONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","DAPORIJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","DUMPORIJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","GIBA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","NACHO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","TALIHA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","DIRANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","KALAKTANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","THRIZINO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","ALONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","BASAR",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","GENSI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","KAYING-PAYUM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","LIROMOBA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","MECHUKHA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","RUMGONG",NA,NA,NA,NA,NA
"ASSAM","BARPETA","BAJALI",0,0,0,2,2
"ASSAM","BARPETA","BARPETA",0,0,0,2,2
"ASSAM","BARPETA","BHAWANIPUR",NA,NA,NA,NA,NA
"ASSAM","BARPETA","CHENGA",0,0,0,5,5
"ASSAM","BARPETA","GOBARDHANA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","JALAH",0,0,0,2,2
"ASSAM","BARPETA","MANDIA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","RUPSI",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOITAMARI",0,0,0,9,9
"ASSAM","BONGAIGAON","BOROBAZAR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","MANIKPUR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",0,0,0,14,14
"ASSAM","BONGAIGAON","SRIJANGRAM",0,0,0,5,5
"ASSAM","CACHAR","KATIGORA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","LAKHIPUR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","NARSHINGPUR",0,0,1,0,1
"ASSAM","CACHAR","RAJABAZAR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SALCHAPRA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SONAI",0,1,2,1,4
"ASSAM","CACHAR","UDARBOND",NA,NA,NA,NA,NA
"ASSAM","DARRANG","DALGAON SIALMARI",0,0,0,22,22
"ASSAM","DARRANG","KALAIGAON",0,0,0,11,11
"ASSAM","DARRANG","KHAIRABARI",NA,NA,NA,NA,NA
"ASSAM","DARRANG","MAZBAT",0,0,0,1,1
"ASSAM","DARRANG","SIPAJHAR",NA,NA,NA,NA,NA
"ASSAM","DARRANG","UDALGURI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","BORDOLONI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","DHEMAJI",0,0,0,15,15
"ASSAM","DHEMAJI","MURKONGSELLECK",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","AGAMONI",0,0,0,4,4
"ASSAM","DHUBRI","BILASIPARA",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","CHAPAR SALKOCHA",0,0,0,2,2
"ASSAM","DHUBRI","GAURIPUR",0,0,0,3,3
"ASSAM","DHUBRI","GOLOKGANJ",0,0,0,6,6
"ASSAM","DHUBRI","MANKACHAR",0,0,0,4,4
"ASSAM","DHUBRI","SOUTH SALMARA",0,0,0,1,1
"ASSAM","DIBRUGARH","BARBARUAH",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","JOYPUR",0,0,0,1,1
"ASSAM","DIBRUGARH","KHOWANG",0,0,0,3,3
"ASSAM","DIBRUGARH","LAHOWAL",0,0,0,9,9
"ASSAM","DIBRUGARH","PANITOLA",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","TENGAKHAT",0,0,0,2,2
"ASSAM","GOALPARA","BALIJANA",0,0,0,10,10
"ASSAM","GOALPARA","DUDHNOI",NA,NA,NA,NA,NA
"ASSAM","GOALPARA","LAKHIPUR",0,0,0,5,5
"ASSAM","GOALPARA","MATIA",0,0,0,21,21
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",0,0,0,24,24
"ASSAM","GOLAGHAT","GOLAGHAT EAST",0,0,7,1,8
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",0,1,0,23,24
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",0,0,3,15,18
"ASSAM","GOLAGHAT","GOLAGHAT WEST",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOMARIGURI",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","HAILAKANDI",0,0,6,0,6
"ASSAM","HAILAKANDI","KATLICHARA",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","LALA",0,0,2,0,2
"ASSAM","JORHAT","JORHAT",0,0,0,7,7
"ASSAM","JORHAT","JORHAT CENTRAL",0,0,0,31,31
"ASSAM","JORHAT","JORHAT EAST",0,0,0,10,10
"ASSAM","JORHAT","MAJULI",0,0,1,1,2
"ASSAM","JORHAT","NORTH WEST JORHAT",0,0,0,8,8
"ASSAM","JORHAT","TITABOR",0,0,4,1,5
"ASSAM","KAMRUP","BOKO BANGAON",0,0,0,5,5
"ASSAM","KAMRUP","CHAMARIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHANDRAPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHHAYGAON",0,0,0,2,2
"ASSAM","KAMRUP","DIMORIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","HAJO",0,0,0,18,18
"ASSAM","KAMRUP","KAMALPUR",0,0,8,5,13
"ASSAM","KAMRUP","KARARA",0,0,0,1,1
"ASSAM","KAMRUP","RAMPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","RANGIA",0,0,6,4,10
"ASSAM","KAMRUP","RANI",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","AMRI",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","BOKAJAN",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","CHINTHONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","HOWRAGHAT",0,0,0,5,5
"ASSAM","KARBI ANGLONG","LUMBAJONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","NILIP",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RANGMONGWA",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RONGKHONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","SAMILONGSO",0,0,1,2,3
"ASSAM","KARBI ANGLONG","SOCHENG",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","BADARPUR",0,0,0,1,1
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",0,0,0,1,1
"ASSAM","KARIMGANJ","PATHARKANDI",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",0,0,0,3,3
"ASSAM","KOKRAJHAR","DOTOMA",0,0,0,1,1
"ASSAM","KOKRAJHAR","GOSSAIGAON",0,0,0,3,3
"ASSAM","KOKRAJHAR","KACHUGAON",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","KOKRAJHAR",0,0,0,2,2
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","BIHPURIA",0,0,0,18,18
"ASSAM","LAKHIMPUR","BORDALANI",0,0,0,1,1
"ASSAM","LAKHIMPUR","DHAKUAKHANA",0,0,0,1,1
"ASSAM","LAKHIMPUR","LAKHIMPUR",0,0,0,1,1
"ASSAM","LAKHIMPUR","NARAYANPUR",0,0,0,24,24
"ASSAM","LAKHIMPUR","NOWBOICHA",0,0,0,10,10
"ASSAM","MARIGAON","BHURBANDHA",0,0,0,5,5
"ASSAM","MARIGAON","KAPILI",NA,NA,NA,NA,NA
"ASSAM","MARIGAON","LAHARIGHAT",0,0,0,3,3
"ASSAM","MARIGAON","MAYONG",NA,NA,NA,NA,NA
"ASSAM","NAGAON","BATADRAVA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","JUGIJAN",NA,NA,NA,NA,NA
"ASSAM","NAGAON","JURIA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KALIABOR",0,0,0,1,1
"ASSAM","NAGAON","KAPILI",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KAPILI PT.I",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KATHIATOLI",0,0,0,7,7
"ASSAM","NAGAON","KHAGARIJAN",0,0,0,8,8
"ASSAM","NAGAON","LANKA",0,0,0,2,2
"ASSAM","NAGAON","LAOKHOWA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","RUPAHI",0,0,0,6,6
"ASSAM","NALBARI","BARIGOG BANBHAG",0,0,0,13,13
"ASSAM","NALBARI","BARKHETRI",0,0,0,12,12
"ASSAM","NALBARI","BASKA",0,0,0,5,5
"ASSAM","NALBARI","PASCHIM NALBARI",0,0,0,15,15
"ASSAM","NALBARI","PUB NALBARI",0,0,0,19,19
"ASSAM","NALBARI","TAMULPUR",0,0,0,2,2
"ASSAM","NALBARI","TIHU BARAMA",0,0,0,3,3
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","DIYUNGBRA",1,0,1,0,2
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","JATINGA VALLEY",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","AMGURI",0,0,0,4,4
"ASSAM","SIBSAGAR","DEMOW",0,0,0,1,1
"ASSAM","SIBSAGAR","NAZIRA",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SAPEKHATI",0,0,0,3,3
"ASSAM","SIBSAGAR","SIBSAGAR",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SONARI",0,0,0,2,2
"ASSAM","SONITPUR","BALIPARA",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","BEHALI",0,0,0,3,3
"ASSAM","SONITPUR","BISWANATH",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","CHAIDUAR",0,0,0,2,2
"ASSAM","SONITPUR","DHEKIAJULI",0,0,0,6,6
"ASSAM","SONITPUR","GABHORU",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","NADUAR",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","HAPJAN",3,0,0,9,12
"ASSAM","TINSUKIA","KAKOPATHAR",0,8,3,4,15
"ASSAM","TINSUKIA","MARGHERITA",1,0,2,6,9
"ASSAM","TINSUKIA","SADIYA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","ARARIA",6,0,0,0,6
"BIHAR","ARARIA","BHARGAMA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","FORBESGANJ",3,0,3,3,9
"BIHAR","ARARIA","JOKIHAT",NA,NA,NA,NA,NA
"BIHAR","ARARIA","KURSAKATTA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","NARPAIGANJ",NA,NA,NA,NA,NA
"BIHAR","ARARIA","PALASI",NA,NA,NA,NA,NA
"BIHAR","ARARIA","RANIGANJ",NA,NA,NA,NA,NA
"BIHAR","ARARIA","SIKTI",NA,NA,NA,NA,NA
"BIHAR","AURANGABAD","AURANGABAD",0,0,3,0,3
"BIHAR","AURANGABAD","BARUN",3,4,1,5,13
"BIHAR","AURANGABAD","DAUDNAGAR",NA,NA,NA,NA,NA
"BIHAR","AURANGABAD","DEO",NA,NA,NA,NA,NA
"BIHAR","AURANGABAD","GOH",0,0,4,4,8
"BIHAR","AURANGABAD","HASPURA",0,1,3,0,4
"BIHAR","AURANGABAD","KUTUMBA",3,0,0,0,3
"BIHAR","AURANGABAD","MADANPUR",0,0,13,0,13
"BIHAR","AURANGABAD","NABINAGAR",21,4,6,9,40
"BIHAR","AURANGABAD","OBRA",NA,NA,NA,NA,NA
"BIHAR","AURANGABAD","RAFIGANJ",NA,NA,NA,NA,NA
"BIHAR","BANKA","AMARPUR",NA,NA,NA,NA,NA
"BIHAR","BANKA","BANKA",0,0,0,1,1
"BIHAR","BANKA","BARAHAT",NA,NA,NA,NA,NA
"BIHAR","BANKA","BAUSI",NA,NA,NA,NA,NA
"BIHAR","BANKA","BELHAR",NA,NA,NA,NA,NA
"BIHAR","BANKA","CHANAN",NA,NA,NA,NA,NA
"BIHAR","BANKA","DHURAIYA",0,2,0,0,2
"BIHAR","BANKA","KATORIA",NA,NA,NA,NA,NA
"BIHAR","BANKA","PHULLIDUMAR",NA,NA,NA,NA,NA
"BIHAR","BANKA","RAJAN",NA,NA,NA,NA,NA
"BIHAR","BANKA","SAMBHUGANJ",NA,NA,NA,NA,NA
"BIHAR","BEGUSARAI","BACHHAWARA",0,2,3,5,10
"BIHAR","BEGUSARAI","BAKHARI",0,1,7,1,9
"BIHAR","BEGUSARAI","BALIA",0,0,7,3,10
"BIHAR","BEGUSARAI","BARAUNI",0,1,12,6,19
"BIHAR","BEGUSARAI","BEGUSARAI",1,0,33,21,55
"BIHAR","BEGUSARAI","BHAGAWANPUR",0,0,5,7,12
"BIHAR","BEGUSARAI","BIRPUR",0,0,7,0,7
"BIHAR","BEGUSARAI","CHERIA BARIARPUR",1,1,10,5,17
"BIHAR","BEGUSARAI","CHHAURAHI",0,3,24,3,30
"BIHAR","BEGUSARAI","DANDARI",0,0,12,0,12
"BIHAR","BEGUSARAI","GARHPURA",0,0,13,3,16
"BIHAR","BEGUSARAI","KHUDABANDPUR",0,0,10,0,10
"BIHAR","BEGUSARAI","MANSURCHAK",0,0,0,3,3
"BIHAR","BEGUSARAI","MATIHANI",0,0,12,0,12
"BIHAR","BEGUSARAI","NAOKHOTHI",0,0,8,6,14
"BIHAR","BEGUSARAI","SAHEBPUR KAMAL",0,0,4,2,6
"BIHAR","BEGUSARAI","TEGHRA",0,1,7,3,11
"BIHAR","BHABUA","ADHAURA",NA,NA,NA,NA,NA
"BIHAR","BHABUA","BHABUA",1,1,1,0,3
"BIHAR","BHABUA","BHAGWANPUR",NA,NA,NA,NA,NA
"BIHAR","BHABUA","CHAINPUR",NA,NA,NA,NA,NA
"BIHAR","BHABUA","CHAND",1,1,2,2,6
"BIHAR","BHABUA","DURGAWATI",0,0,23,15,38
"BIHAR","BHABUA","KUDRA",0,2,2,4,8
"BIHAR","BHABUA","MOHANIA",0,0,3,13,16
"BIHAR","BHABUA","NUAWN",0,0,7,7,14
"BIHAR","BHABUA","RAMGAR",0,1,13,21,35
"BIHAR","BHABUA","RAMPUR",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","BIHPUR",7,1,0,1,9
"BIHAR","BHAGALPUR","GAURIDIH",0,1,1,0,2
"BIHAR","BHAGALPUR","GOPALPUR",1,0,5,8,14
"BIHAR","BHAGALPUR","ISMAILPUR",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","JAGDISHPUR",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","KAHALGAON",0,0,6,5,11
"BIHAR","BHAGALPUR","KHARIK",0,0,12,0,12
"BIHAR","BHAGALPUR","NARAINPUR",4,0,3,2,9
"BIHAR","BHAGALPUR","NATHNAGAR",1,0,0,19,20
"BIHAR","BHAGALPUR","NAUGACHHIA",0,1,12,7,20
"BIHAR","BHAGALPUR","PIRPAINTI",0,0,0,1,1
"BIHAR","BHAGALPUR","RANGRACHOWK",0,0,4,2,6
"BIHAR","BHAGALPUR","SABOUR",0,0,2,15,17
"BIHAR","BHAGALPUR","SHAHKUND",NA,NA,NA,NA,NA
"BIHAR","BHAGALPUR","SONHAULLA",0,0,4,14,18
"BIHAR","BHAGALPUR","SULTANGANJ",4,1,27,11,43
"BIHAR","BHOJPUR","AGIAON",1,19,0,0,20
"BIHAR","BHOJPUR","ARRAHSADAR",0,0,22,3,25
"BIHAR","BHOJPUR","BARBARA",0,0,9,3,12
"BIHAR","BHOJPUR","BEHIA",0,2,18,0,20
"BIHAR","BHOJPUR","CHARPOKHARI",1,0,0,0,1
"BIHAR","BHOJPUR","GARHANI",0,0,1,3,4
"BIHAR","BHOJPUR","JAGDISHPUR",0,0,2,4,6
"BIHAR","BHOJPUR","KOILWAR",0,0,7,64,71
"BIHAR","BHOJPUR","PIRO",NA,NA,NA,NA,NA
"BIHAR","BHOJPUR","SAHAR",NA,NA,NA,NA,NA
"BIHAR","BHOJPUR","SAHPUR",0,0,4,1,5
"BIHAR","BHOJPUR","SANDISH",0,0,5,2,7
"BIHAR","BHOJPUR","TARARI",NA,NA,NA,NA,NA
"BIHAR","BHOJPUR","UDWABTNAGAR",3,2,0,18,23
"BIHAR","BOKARO","BERMO",NA,NA,NA,NA,NA
"BIHAR","BOKARO","CHANDAN KIYOI",NA,NA,NA,NA,NA
"BIHAR","BOKARO","CHAS",NA,NA,NA,NA,NA
"BIHAR","BOKARO","GOMIA",NA,NA,NA,NA,NA
"BIHAR","BOKARO","JARIDIH",NA,NA,NA,NA,NA
"BIHAR","BOKARO","KASMAR",NA,NA,NA,NA,NA
"BIHAR","BOKARO","NAWADIH",NA,NA,NA,NA,NA
"BIHAR","BOKARO","PETARWAR",NA,NA,NA,NA,NA
"BIHAR","BUXAR","BRAHAMPUR",1,0,6,0,7
"BIHAR","BUXAR","BUXAR",12,0,36,10,58
"BIHAR","BUXAR","CHANGAIN",0,0,8,0,8
"BIHAR","BUXAR","CHARKKI",NA,NA,NA,NA,NA
"BIHAR","BUXAR","CHAUSA",3,7,8,0,18
"BIHAR","BUXAR","DUMRAIN",0,3,27,6,36
"BIHAR","BUXAR","ITARHI",2,1,0,0,3
"BIHAR","BUXAR","KESATH",NA,NA,NA,NA,NA
"BIHAR","BUXAR","NAWANAGAR",NA,NA,NA,NA,NA
"BIHAR","BUXAR","RAJPUR",0,0,2,0,2
"BIHAR","BUXAR","SIMRI",5,0,9,23,37
"BIHAR","CHAMPARAN EAST","ADAPUR",0,5,0,0,5
"BIHAR","CHAMPARAN EAST","ARERAJ",1,0,0,2,3
"BIHAR","CHAMPARAN EAST","BANJARIA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHAKIYA",8,1,12,4,25
"BIHAR","CHAMPARAN EAST","CHAURADANO",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","CHIRAIYA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","DHAKA",5,2,4,2,13
"BIHAR","CHAMPARAN EAST","FENHARA",0,0,1,9,10
"BIHAR","CHAMPARAN EAST","GHORASAHAN",0,0,1,25,26
"BIHAR","CHAMPARAN EAST","HARSIDHI",0,0,0,2,2
"BIHAR","CHAMPARAN EAST","KALYANPUR",0,1,8,0,9
"BIHAR","CHAMPARAN EAST","KESARIA",3,7,2,9,21
"BIHAR","CHAMPARAN EAST","KOTWA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","MADHUBAN",0,0,0,30,30
"BIHAR","CHAMPARAN EAST","MEHSHI",10,2,0,12,24
"BIHAR","CHAMPARAN EAST","MOTIHARI",1,2,14,12,29
"BIHAR","CHAMPARAN EAST","PAHARPUR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",1,0,7,7,15
"BIHAR","CHAMPARAN EAST","PATAHI",0,0,5,6,11
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",0,1,3,6,10
"BIHAR","CHAMPARAN EAST","RAMGARHWA",0,0,2,0,2
"BIHAR","CHAMPARAN EAST","RAXAUL",21,0,1,0,22
"BIHAR","CHAMPARAN EAST","SANGRAMPUR",0,0,7,2,9
"BIHAR","CHAMPARAN EAST","SUGAULI",0,0,0,7,7
"BIHAR","CHAMPARAN EAST","TETARIA",0,0,0,8,8
"BIHAR","CHAMPARAN EAST","TURKAULIA",0,1,0,0,1
"BIHAR","CHAMPARAN WEST","BAGAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BAIRIA",0,0,3,0,3
"BIHAR","CHAMPARAN WEST","BETTIAN",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","BHITAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","CHANPATIYA",4,0,4,2,10
"BIHAR","CHAMPARAN WEST","GAUNAHA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","LAURIYA",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MADHUBANI",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAINATANR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",3,3,30,3,39
"BIHAR","CHAMPARAN WEST","NARKATIYAGANJ",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","NAUTAN",0,3,2,0,5
"BIHAR","CHAMPARAN WEST","PIPRASI",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","RAMNAGAR",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIDHAW",NA,NA,NA,NA,NA
"BIHAR","CHAMPARAN WEST","SIKTA",NA,NA,NA,NA,NA
