-----
{
 "description": "This dataset represents the requirement and availability of major fertilizer products like DAP, MAP, MOP, TSP, NPK, and UREA State-wise and month-wise in the year 2012-13(April-2012 to March-2013).", 
 "file_name": "Statewise_and_Monthwise_Requirement_and_Availability.xls", 
 "title": "Download XLS for Requirement And Availability Of Major Fertilizers In The Year 2012-13", 
 "url": "http://data.gov.in/sites/default/files/Statewise_and_Monthwise_Requirement_and_Availability.xls"
}
-----
"Year","Month","Product","State","Requirement(in 000'MTS)","Availability(in 000'MTS)"
"2012-13","June","UREA","Delhi",500.0,0.0
"2012-13","June","DAP","Goa",1000.0,50.0
"2012-13","June","MAP","Goa",0.0,0.0
"2012-13","June","MOP","Goa",120.0,30.0
"2012-13","June","NPK","Goa",1380.0,20.0
"2012-13","June","TSP","Goa",0.0,0.0
"2012-13","June","UREA","Goa",800.0,43.5
"2012-13","June","DAP","Gujarat",110.0,21544.83
"2012-13","June","MAP","Gujarat",0.0,0.0
"2012-13","June","MOP","Gujarat",22000.0,1596.1
"2012-13","June","NPK","Gujarat",59000.0,35171.238
"2012-13","June","TSP","Gujarat",0.0,6250.55
"2012-13","June","UREA","Gujarat",215000.0,36999.42
"2012-13","June","DAP","Harayana",85000.0,6366.05
"2012-13","June","MAP","Harayana",0.0,3598.9
"2012-13","June","MOP","Harayana",5000.0,3598.9
"2012-13","June","NPK","Harayana",10000.0,6715.05
"2012-13","June","TSP","Harayana",0.0,0.0
"2012-13","June","UREA","Harayana",220000.0,20845.45
"2012-13","June","DAP","Himachal Pradesh",0.0,0.0
"2012-13","June","MAP","Himachal Pradesh",0.0,0.0
"2012-13","June","MOP","Himachal Pradesh",200.0,0.0
"2012-13","June","NPK","Himachal Pradesh",2500.0,106.6
"2012-13","June","TSP","Himachal Pradesh",0.0,0.0
"2012-13","June","UREA","Himachal Pradesh",15000.0,108.95
"2012-13","June","DAP","Jammu & Kashmir",10000.0,0.0
"2012-13","June","MAP","Jammu & Kashmir",0.0,0.0
"2012-13","June","MOP","Jammu & Kashmir",2500.0,1002.05
"2012-13","June","NPK","Jammu & Kashmir",0.0,0.0
"2012-13","June","TSP","Jammu & Kashmir",0.0,0.0
"2012-13","June","UREA","Jammu & Kashmir",15000.0,133.7
"2012-13","June","DAP","Jharkhand",15000.0,1807.15
"2012-13","June","MAP","Jharkhand",0.0,0.0
"2012-13","June","MOP","Jharkhand",5000.0,95.55
"2012-13","June","NPK","Jharkhand",8000.0,42333.05
"2012-13","June","TSP","Jharkhand",0.0,0.0
"2012-13","June","UREA","Jharkhand",27000.0,6360.7
"2012-13","June","DAP","Karnataka",123000.0,24677.947
"2012-13","June","MAP","Karnataka",0.0,2917.15
"2012-13","June","MOP","Karnataka",50000.0,14857.05
"2012-13","June","NPK","Karnataka",144600.0,88825.687
"2012-13","June","TSP","Karnataka",0.0,11905.4
"2012-13","June","UREA","Karnataka",15000.0,13824.232
"2012-13","June","DAP","Kerala",5000.0,239.6
"2012-13","June","MAP","Kerala",0.0,0.0
"2012-13","June","MOP","Kerala",24000.0,6921.199
"2012-13","June","NPK","Kerala",30000.0,24354.289
"2012-13","June","TSP","Kerala",0.0,3348.75
"2012-13","June","UREA","Kerala",24000.0,623.05
"2012-13","June","DAP","Lakshadeeep",0.0,0.0
"2012-13","June","MAP","Lakshadeeep",0.0,0.0
"2012-13","June","MOP","Lakshadeeep",0.0,0.0
"2012-13","June","NPK","Lakshadeeep",0.0,0.0
"2012-13","June","TSP","Lakshadeeep",0.0,0.0
"2012-13","June","UREA","Lakshadeeep",0.0,0.0
"2012-13","June","DAP","Madhya Pradesh",162500.0,14215.0
"2012-13","June","MAP","Madhya Pradesh",0.0,6388.15
"2012-13","June","MOP","Madhya Pradesh",42120.0,6739.55
"2012-13","June","NPK","Madhya Pradesh",55174.0,55573.25
"2012-13","June","TSP","Madhya Pradesh",0.0,8443.85
"2012-13","June","UREA","Madhya Pradesh",187500.0,31635.15
"2012-13","June","DAP","Maharastra",135000.0,50633.14
"2012-13","June","MAP","Maharastra",0.0,2409.0
"2012-13","June","MOP","Maharastra",60000.0,8867.65
"2012-13","June","NPK","Maharastra",208500.0,127589.68
"2012-13","June","TSP","Maharastra",0.0,16.2
"2012-13","June","UREA","Maharastra",260000.0,73611.925
"2012-13","June","DAP","Manipur",1500.0,0.0
"2012-13","June","MAP","Manipur",0.0,0.0
"2012-13","June","MOP","Manipur",400.0,0.0
"2012-13","June","NPK","Manipur",0.0,0.0
"2012-13","June","TSP","Manipur",0.0,0.0
"2012-13","June","UREA","Manipur",8500.0,0.0
"2012-13","June","DAP","Megalaya",450.0,300.0
"2012-13","June","MAP","Megalaya",0.0,0.0
"2012-13","June","MOP","Megalaya",50.0,0.0
"2012-13","June","NPK","Megalaya",0.0,0.0
"2012-13","June","TSP","Megalaya",0.0,0.0
"2012-13","June","UREA","Megalaya",500.0,0.0
"2012-13","June","DAP","Mizoram",1050.0,0.0
"2012-13","June","MAP","Mizoram",0.0,0.0
"2012-13","June","MOP","Mizoram",1400.0,0.0
"2012-13","June","NPK","Mizoram",100.0,0.0
"2012-13","June","TSP","Mizoram",0.0,0.0
"2012-13","June","UREA","Mizoram",1700.0,0.0
"2012-13","June","DAP","Nagaland",140.0,0.0
"2012-13","June","MAP","Nagaland",0.0,0.0
"2012-13","June","MOP","Nagaland",31.0,0.0
"2012-13","June","NPK","Nagaland",36.0,0.0
"2012-13","June","TSP","Nagaland",0.0,0.0
"2012-13","June","UREA","Nagaland",186.0,0.0
"2012-13","June","DAP","Odisha",30160.0,17315.15
"2012-13","June","MAP","Odisha",0.0,0.0
"2012-13","June","MOP","Odisha",18550.0,4615.45
"2012-13","June","NPK","Odisha",44840.0,34829.95
"2012-13","June","TSP","Odisha",0.0,0.0
"2012-13","June","UREA","Odisha",44650.0,29783.047
"2012-13","June","DAP","Pondicherry",1000.0,0.0
"2012-13","June","MAP","Pondicherry",0.0,0.0
"2012-13","June","MOP","Pondicherry",800.0,0.0
"2012-13","June","NPK","Pondicherry",4053.0,1236.6
"2012-13","June","TSP","Pondicherry",0.0,0.0
"2012-13","June","UREA","Pondicherry",4000.0,0.0
"2012-13","June","DAP","Punjab",100000.0,43094.3
"2012-13","June","MAP","Punjab",0.0,6575.3
"2012-13","June","MOP","Punjab",10000.0,7135.85
"2012-13","June","NPK","Punjab",8000.0,6496.5
"2012-13","June","TSP","Punjab",0.0,3355.3
"2012-13","June","UREA","Punjab",300000.0,22989.2
"2012-13","June","DAP","Rajasthan",45000.0,11093.98
"2012-13","June","MAP","Rajasthan",0.0,0.0
"2012-13","June","MOP","Rajasthan",4000.0,66.6
"2012-13","June","NPK","Rajasthan",15200.0,10432.5
"2012-13","June","TSP","Rajasthan",0.0,3526.25
"2012-13","June","UREA","Rajasthan",120000.0,"51.867.961"
"2012-13","June","DAP","Sikkim",0.0,0.0
"2012-13","June","MAP","Sikkim",0.0,0.0
"2012-13","June","MOP","Sikkim",0.0,0.0
"2012-13","June","NPK","Sikkim",0.0,0.0
"2012-13","June","TSP","Sikkim",0.0,0.0
"2012-13","June","UREA","Sikkim",0.0,0.0
"2012-13","June","DAP","Tamil Nadu",30000.0,2859.3
"2012-13","June","MAP","Tamil Nadu",0.0,0.0
"2012-13","June","MOP","Tamil Nadu",35000.0,4484.55
"2012-13","June","NPK","Tamil Nadu",43800.0,117819.5
"2012-13","June","TSP","Tamil Nadu",0.0,0.0
"2012-13","June","UREA","Tamil Nadu",80000.0,855.65
"2012-13","June","DAP","Tripura",588.0,0.0
"2012-13","June","MAP","Tripura",0.0,0.0
"2012-13","June","MOP","Tripura",2500.0,0.0
"2012-13","June","NPK","Tripura",0.0,0.0
"2012-13","June","TSP","Tripura",0.0,0.0
"2012-13","June","UREA","Tripura",5920.0,2569.5
"2012-13","June","DAP","Uttar Pradesh",100000.0,55962.05
"2012-13","June","MAP","Uttar Pradesh",0.0,122.8
"2012-13","June","MOP","Uttar Pradesh",15000.0,7455.65
"2012-13","June","NPK","Uttar Pradesh",100000.0,112148.05
"2012-13","June","TSP","Uttar Pradesh",0.0,16125.25
"2012-13","June","UREA","Uttar Pradesh",500000.0,94273.25
"2012-13","June","DAP","Uttaranchal",4000.0,402.65
"2012-13","June","MAP","Uttaranchal",0.0,0.0
"2012-13","June","MOP","Uttaranchal",500.0,0.0
"2012-13","June","NPK","Uttaranchal",5000.0,4097.4
"2012-13","June","TSP","Uttaranchal",0.0,0.0
"2012-13","June","UREA","Uttaranchal",35000.0,7375.75
"2012-13","June","DAP","West Bengal",42700.0,22184.29
"2012-13","June","MAP","West Bengal",0.0,0.0
"2012-13","June","MOP","West Bengal",25700.0,4839.7
"2012-13","June","NPK","West Bengal",72400.0,91583.997
"2012-13","June","TSP","West Bengal",0.0,7377.55
"2012-13","June","UREA","West Bengal",96200.0,27062.784
"2012-13","July","DAP","Andaman & Nicobar",100.0,0.0
"2012-13","July","MAP","Andaman & Nicobar",0.0,0.0
"2012-13","July","MOP","Andaman & Nicobar",100.0,0.0
"2012-13","July","NPK","Andaman & Nicobar",30.0,0.0
"2012-13","July","TSP","Andaman & Nicobar",0.0,0.0
"2012-13","July","UREA","Andaman & Nicobar",85.0,0.0
"2012-13","July","DAP","Andhra Pradesh",200.0,25510.0
"2012-13","July","MAP","Andhra Pradesh",0.0,23.05
"2012-13","July","MOP","Andhra Pradesh",55000.0,16479.45
"2012-13","July","NPK","Andhra Pradesh",200000.0,149359.673
"2012-13","July","TSP","Andhra Pradesh",0.0,1.9
"2012-13","July","UREA","Andhra Pradesh",350000.0,69811.75
"2012-13","July","DAP","Arunachal Pradesh",8.0,0.0
"2012-13","July","MAP","Arunachal Pradesh",0.0,0.0
"2012-13","July","MOP","Arunachal Pradesh",7.0,0.0
"2012-13","July","NPK","Arunachal Pradesh",0.0,0.0
"2012-13","July","TSP","Arunachal Pradesh",0.0,0.0
"2012-13","July","UREA","Arunachal Pradesh",80.0,0.0
"2012-13","July","DAP","Assam",5750.0,1541.75
"2012-13","July","MAP","Assam",0.0,0.0
"2012-13","July","MOP","Assam",13800.0,-413.25
"2012-13","July","NPK","Assam",1725.0,2414.1
"2012-13","July","TSP","Assam",0.0,0.0
"2012-13","July","UREA","Assam",33350.0,2572.5
"2012-13","July","DAP","Bihar",70000.0,12513.45
"2012-13","July","MAP","Bihar",0.0,2224.95
"2012-13","July","MOP","Bihar",20000.0,495.95
"2012-13","July","NPK","Bihar",50000.0,21337.05
"2012-13","July","TSP","Bihar",0.0,7673.75
"2012-13","July","UREA","Bihar",225000.0,19201.0
"2012-13","July","DAP","Chandigarh",0.0,0.0
"2012-13","July","MAP","Chandigarh",0.0,0.0
"2012-13","July","MOP","Chandigarh",0.0,0.0
"2012-13","July","NPK","Chandigarh",0.0,0.0
"2012-13","July","TSP","Chandigarh",0.0,0.0
"2012-13","July","UREA","Chandigarh",0.0,0.0
"2012-13","July","DAP","Chattishgarh",66000.0,7561.2
"2012-13","July","MAP","Chattishgarh",0.0,-400.0
"2012-13","July","MOP","Chattishgarh",29000.0,5807.95
"2012-13","July","NPK","Chattishgarh",38000.0,10399.2
"2012-13","July","TSP","Chattishgarh",0.0,3858.25
"2012-13","July","UREA","Chattishgarh",145000.0,9440.2
"2012-13","July","DAP","Dadra & Nagar Haveli",100.0,35.25
"2012-13","July","MAP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","July","MOP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","July","NPK","Dadra & Nagar Haveli",0.0,0.0
"2012-13","July","TSP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","July","UREA","Dadra & Nagar Haveli",100.0,43.8
"2012-13","July","DAP","Daman & Diu",20.0,0.0
"2012-13","July","MAP","Daman & Diu",0.0,0.0
"2012-13","July","MOP","Daman & Diu",5.0,0.0
"2012-13","July","NPK","Daman & Diu",0.0,0.0
"2012-13","July","TSP","Daman & Diu",0.0,0.0
"2012-13","July","UREA","Daman & Diu",30.0,0.0
"2012-13","July","DAP","Delhi",800.0,0.0
"2012-13","July","MAP","Delhi",0.0,0.0
"2012-13","July","MOP","Delhi",200.0,0.0
"2012-13","July","NPK","Delhi",250.0,0.0
"2012-13","July","TSP","Delhi",0.0,0.0
"2012-13","July","UREA","Delhi",800.0,0.0
"2012-13","July","DAP","Goa",850.0,70.0
"2012-13","July","MAP","Goa",0.0,0.0
"2012-13","July","MOP","Goa",200.0,0.0
"2012-13","July","NPK","Goa",1155.0,252.65
"2012-13","July","TSP","Goa",0.0,0.0
"2012-13","July","UREA","Goa",900.0,73.5
"2012-13","July","DAP","Gujarat",70000.0,16219.9
"2012-13","July","MAP","Gujarat",0.0,0.0
"2012-13","July","MOP","Gujarat",20000.0,1239.2
"2012-13","July","NPK","Gujarat",48000.0,29946.898
"2012-13","July","TSP","Gujarat",0.0,6250.55
"2012-13","July","UREA","Gujarat",240000.0,15313.89
"2012-13","July","DAP","Harayana",65000.0,3184.15
"2012-13","July","MAP","Harayana",0.0,3179.95
"2012-13","July","MOP","Harayana",5000.0,3928.5
"2012-13","July","NPK","Harayana",5000.0,6628.15
"2012-13","July","TSP","Harayana",0.0,0.0
"2012-13","July","UREA","Harayana",240000.0,19494.35
"2012-13","July","DAP","Himachal Pradesh",0.0,0.0
"2012-13","July","MAP","Himachal Pradesh",0.0,0.0
"2012-13","July","MOP","Himachal Pradesh",0.0,0.0
"2012-13","July","NPK","Himachal Pradesh",0.0,39.05
"2012-13","July","TSP","Himachal Pradesh",0.0,0.0
"2012-13","July","UREA","Himachal Pradesh",7500.0,179.85
"2012-13","July","DAP","Jammu & Kashmir",10000.0,0.0
"2012-13","July","MAP","Jammu & Kashmir",0.0,0.0
"2012-13","July","MOP","Jammu & Kashmir",2500.0,723.75
"2012-13","July","NPK","Jammu & Kashmir",0.0,0.0
"2012-13","July","TSP","Jammu & Kashmir",0.0,0.0
"2012-13","July","UREA","Jammu & Kashmir",12500.0,2683.3
"2012-13","July","DAP","Jharkhand",30000.0,-0.35
"2012-13","July","MAP","Jharkhand",0.0,0.0
"2012-13","July","MOP","Jharkhand",5000.0,-0.45
"2012-13","July","NPK","Jharkhand",10500.0,2945.1
"2012-13","July","TSP","Jharkhand",0.0,0.0
"2012-13","July","UREA","Jharkhand",45000.0,4661.15
"2012-13","July","DAP","Karnataka",150000.0,14656.13
"2012-13","July","MAP","Karnataka",0.0,163.9
"2012-13","July","MOP","Karnataka",55000.0,14378.706
"2012-13","July","NPK","Karnataka",131900.0,63870.091
"2012-13","July","TSP","Karnataka",0.0,11905.4
"2012-13","July","UREA","Karnataka",150000.0,20619.636
"2012-13","July","DAP","Kerala",5000.0,1207.2
"2012-13","July","MAP","Kerala",0.0,0.0
"2012-13","July","MOP","Kerala",21000.0,6081.947
"2012-13","July","NPK","Kerala",36000.0,12257.639
"2012-13","July","TSP","Kerala",0.0,3260.95
"2012-13","July","UREA","Kerala",25000.0,116.05
"2012-13","July","DAP","Lakshadeeep",0.0,0.0
"2012-13","July","MAP","Lakshadeeep",0.0,0.0
"2012-13","July","MOP","Lakshadeeep",0.0,0.0
"2012-13","July","NPK","Lakshadeeep",0.0,0.0
"2012-13","July","TSP","Lakshadeeep",0.0,0.0
"2012-13","July","UREA","Lakshadeeep",0.0,0.0
"2012-13","July","DAP","Madhya Pradesh",110500.0,29956.2
"2012-13","July","MAP","Madhya Pradesh",0.0,377.05
"2012-13","July","MOP","Madhya Pradesh",13050.0,8928.6
"2012-13","July","NPK","Madhya Pradesh",30189.0,36469.95
"2012-13","July","TSP","Madhya Pradesh",0.0,8443.85
"2012-13","July","UREA","Madhya Pradesh",134063.0,18126.2
"2012-13","July","DAP","Maharastra",200000.0,35572.79
"2012-13","July","MAP","Maharastra",0.0,165.85
"2012-13","July","MOP","Maharastra",60000.0,14799.9
"2012-13","July","NPK","Maharastra",161500.0,71706.38
"2012-13","July","TSP","Maharastra",0.0,16.2
"2012-13","July","UREA","Maharastra",265000.0,24198.63
"2012-13","July","DAP","Manipur",1150.0,0.0
"2012-13","July","MAP","Manipur",20.0,0.0
"2012-13","July","MOP","Manipur",450.0,0.0
"2012-13","July","NPK","Manipur",0.0,0.0
"2012-13","July","TSP","Manipur",0.0,0.0
"2012-13","July","UREA","Manipur",9000.0,0.0
"2012-13","July","DAP","Megalaya",800.0,250.0
"2012-13","July","MAP","Megalaya",0.0,0.0
"2012-13","July","MOP","Megalaya",100.0,0.0
"2012-13","July","NPK","Megalaya",0.0,0.0
"2012-13","July","TSP","Megalaya",0.0,0.0
"2012-13","July","UREA","Megalaya",1300.0,0.0
"2012-13","July","DAP","Mizoram",300.0,0.0
"2012-13","July","MAP","Mizoram",0.0,0.0
"2012-13","July","MOP","Mizoram",1100.0,0.0
"2012-13","July","NPK","Mizoram",50.0,0.0
"2012-13","July","TSP","Mizoram",0.0,0.0
"2012-13","July","UREA","Mizoram",1700.0,0.0
"2012-13","July","DAP","Nagaland",82.0,0.0
"2012-13","July","MAP","Nagaland",0.0,0.0
"2012-13","July","MOP","Nagaland",36.0,0.0
"2012-13","July","NPK","Nagaland",28.0,0.0
"2012-13","July","TSP","Nagaland",0.0,0.0
"2012-13","July","UREA","Nagaland",208.0,0.0
"2012-13","July","DAP","Odisha",57170.0,16949.0
"2012-13","July","MAP","Odisha",0.0,0.0
"2012-13","July","MOP","Odisha",29750.0,2969.85
"2012-13","July","NPK","Odisha",61330.0,21933.5
"2012-13","July","TSP","Odisha",0.0,0.0
"2012-13","July","UREA","Odisha",105230.0,25404.847
"2012-13","July","DAP","Pondicherry",1000.0,0.0
"2012-13","July","MAP","Pondicherry",0.0,0.0
"2012-13","July","MOP","Pondicherry",800.0,0.0
"2012-13","July","NPK","Pondicherry",3907.0,1035.6
"2012-13","July","TSP","Pondicherry",0.0,0.0
"2012-13","July","UREA","Pondicherry",4000.0,0.0
"2012-13","July","DAP","Punjab",100000.0,17959.4
"2012-13","July","MAP","Punjab",0.0,6575.3
"2012-13","July","MOP","Punjab",10000.0,9164.8
"2012-13","July","NPK","Punjab",4000.0,8294.1
"2012-13","July","TSP","Punjab",0.0,3355.3
"2012-13","July","UREA","Punjab",300000.0,11389.25
"2012-13","July","DAP","Rajasthan",103000.0,5132.35
"2012-13","July","MAP","Rajasthan",0.0,0.0
"2012-13","July","MOP","Rajasthan",5500.0,584.9
"2012-13","July","NPK","Rajasthan",16200.0,3686.45
"2012-13","July","TSP","Rajasthan",0.0,3526.25
"2012-13","July","UREA","Rajasthan",130000.0,30997.979
"2012-13","July","DAP","Sikkim",0.0,0.0
"2012-13","July","MAP","Sikkim",0.0,0.0
"2012-13","July","MOP","Sikkim",0.0,0.0
"2012-13","July","NPK","Sikkim",0.0,0.0
"2012-13","July","TSP","Sikkim",0.0,0.0
"2012-13","July","UREA","Sikkim",0.0,0.0
"2012-13","July","DAP","Tamil Nadu",40000.0,3641.15
"2012-13","July","MAP","Tamil Nadu",0.0,0.0
"2012-13","July","MOP","Tamil Nadu",45000.0,8715.1
"2012-13","July","NPK","Tamil Nadu",50000.0,93292.3
"2012-13","July","TSP","Tamil Nadu",0.0,0.0
"2012-13","July","UREA","Tamil Nadu",80000.0,521.15
"2012-13","July","DAP","Tripura",504.0,0.0
"2012-13","July","MAP","Tripura",0.0,0.0
"2012-13","July","MOP","Tripura",0.0,0.0
"2012-13","July","NPK","Tripura",0.0,0.0
"2012-13","July","TSP","Tripura",0.0,0.0
"2012-13","July","UREA","Tripura",3400.0,2269.5
"2012-13","July","DAP","Uttar Pradesh",250000.0,53115.57
"2012-13","July","MAP","Uttar Pradesh",0.0,1.55
"2012-13","July","MOP","Uttar Pradesh",25000.0,42.3
"2012-13","July","NPK","Uttar Pradesh",110000.0,102355.6
"2012-13","July","TSP","Uttar Pradesh",0.0,16125.25
"2012-13","July","UREA","Uttar Pradesh",600000.0,92113.95
"2012-13","July","DAP","Uttaranchal",2500.0,2691.85
"2012-13","July","MAP","Uttaranchal",0.0,0.0
"2012-13","July","MOP","Uttaranchal",500.0,0.0
"2012-13","July","NPK","Uttaranchal",5000.0,1518.85
"2012-13","July","TSP","Uttaranchal",0.0,0.0
"2012-13","July","UREA","Uttaranchal",30000.0,7727.35
"2012-13","July","DAP","West Bengal",81000.0,15080.34
"2012-13","July","MAP","West Bengal",0.0,0.0
"2012-13","July","MOP","West Bengal",37600.0,4450.4
"2012-13","July","NPK","West Bengal",94800.0,68895.4
"2012-13","July","TSP","West Bengal",0.0,7377.55
"2012-13","July","UREA","West Bengal",111800.0,34181.134
"2012-13","August","DAP","Andaman & Nicobar",100.0,500.0
"2012-13","August","MAP","Andaman & Nicobar",0.0,0.0
"2012-13","August","MOP","Andaman & Nicobar",70.0,0.0
"2012-13","August","NPK","Andaman & Nicobar",35.0,0.0
"2012-13","August","TSP","Andaman & Nicobar",0.0,0.0
"2012-13","August","UREA","Andaman & Nicobar",70.0,0.0
"2012-13","August","DAP","Andhra Pradesh",100000.0,58041.15
"2012-13","August","MAP","Andhra Pradesh",0.0,1110.9
"2012-13","August","MOP","Andhra Pradesh",75000.0,24238.6
"2012-13","August","NPK","Andhra Pradesh",220000.0,167710.183
"2012-13","August","TSP","Andhra Pradesh",0.0,0.0
"2012-13","August","UREA","Andhra Pradesh",400000.0,37355.6
"2012-13","August","DAP","Arunachal Pradesh",8.0,0.0
"2012-13","August","MAP","Arunachal Pradesh",0.0,0.0
"2012-13","August","MOP","Arunachal Pradesh",7.0,0.0
"2012-13","August","NPK","Arunachal Pradesh",0.0,0.0
"2012-13","August","TSP","Arunachal Pradesh",0.0,0.0
"2012-13","August","UREA","Arunachal Pradesh",80.0,0.0
"2012-13","August","DAP","Assam",5250.0,1383.0
"2012-13","August","MAP","Assam",0.0,0.0
"2012-13","August","MOP","Assam",12600.0,5478.75
"2012-13","August","NPK","Assam",1575.0,2076.6
"2012-13","August","TSP","Assam",0.0,0.0
"2012-13","August","UREA","Assam",30450.0,9039.3
"2012-13","August","DAP","Bihar",20000.0,10211.05
"2012-13","August","MAP","Bihar",0.0,287.3
"2012-13","August","MOP","Bihar",20000.0,6074.45
"2012-13","August","NPK","Bihar",25000.0,16818.95
"2012-13","August","TSP","Bihar",0.0,7673.75
"2012-13","August","UREA","Bihar",225000.0,13909.95
"2012-13","August","DAP","Chandigarh",0.0,0.0
"2012-13","August","MAP","Chandigarh",0.0,0.0
"2012-13","August","MOP","Chandigarh",0.0,0.0
"2012-13","August","NPK","Chandigarh",0.0,0.0
"2012-13","August","TSP","Chandigarh",0.0,0.0
"2012-13","August","UREA","Chandigarh",0.0,0.0
"2012-13","August","DAP","Chattishgarh",66000.0,13302.35
"2012-13","August","MAP","Chattishgarh",0.0,2904.4
"2012-13","August","MOP","Chattishgarh",25000.0,2239.0
"2012-13","August","NPK","Chattishgarh",32000.0,12582.8
"2012-13","August","TSP","Chattishgarh",0.0,3858.25
"2012-13","August","UREA","Chattishgarh",145000.0,6220.55
"2012-13","August","DAP","Dadra & Nagar Haveli",60.0,16.85
"2012-13","August","MAP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","August","MOP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","August","NPK","Dadra & Nagar Haveli",0.0,0.0
"2012-13","August","TSP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","August","UREA","Dadra & Nagar Haveli",60.0,15.7
"2012-13","August","DAP","Daman & Diu",20.0,0.0
"2012-13","August","MAP","Daman & Diu",0.0,0.0
"2012-13","August","MOP","Daman & Diu",5.0,0.0
"2012-13","August","NPK","Daman & Diu",5.0,0.0
"2012-13","August","TSP","Daman & Diu",0.0,0.0
"2012-13","August","UREA","Daman & Diu",20.0,0.0
"2012-13","August","DAP","Delhi",400.0,0.0
"2012-13","August","MAP","Delhi",0.0,0.0
"2012-13","August","MOP","Delhi",100.0,0.0
"2012-13","August","NPK","Delhi",50.0,0.0
"2012-13","August","TSP","Delhi",0.0,0.0
"2012-13","August","UREA","Delhi",300.0,0.0
"2012-13","August","DAP","Goa",200.0,50.0
"2012-13","August","MAP","Goa",0.0,0.0
"2012-13","August","MOP","Goa",200.0,0.0
"2012-13","August","NPK","Goa",815.0,12.65
"2012-13","August","TSP","Goa",0.0,0.0
"2012-13","August","UREA","Goa",850.0,90.0
"2012-13","August","DAP","Gujarat",55000.0,19131.2
"2012-13","August","MAP","Gujarat",0.0,0.0
"2012-13","August","MOP","Gujarat",16000.0,2515.75
"2012-13","August","NPK","Gujarat",40000.0,36088.001
"2012-13","August","TSP","Gujarat",0.0,6250.05
"2012-13","August","UREA","Gujarat",230000.0,14350.455
"2012-13","August","DAP","Harayana",25000.0,3480.05
"2012-13","August","MAP","Harayana",0.0,1.2
"2012-13","August","MOP","Harayana",5000.0,5107.4
"2012-13","August","NPK","Harayana",5000.0,8344.75
"2012-13","August","TSP","Harayana",0.0,0.0
"2012-13","August","UREA","Harayana",155000.0,7377.95
"2012-13","August","DAP","Himachal Pradesh",0.0,0.0
"2012-13","August","MAP","Himachal Pradesh",0.0,0.0
"2012-13","August","MOP","Himachal Pradesh",0.0,0.0
"2012-13","August","NPK","Himachal Pradesh",2500.0,13.3
"2012-13","August","TSP","Himachal Pradesh",0.0,0.0
"2012-13","August","UREA","Himachal Pradesh",2500.0,115.35
"2012-13","August","DAP","Jammu & Kashmir",2500.0,2639.55
"2012-13","August","MAP","Jammu & Kashmir",0.0,0.0
"2012-13","August","MOP","Jammu & Kashmir",500.0,701.25
"2012-13","August","NPK","Jammu & Kashmir",0.0,0.0
"2012-13","August","TSP","Jammu & Kashmir",0.0,0.0
"2012-13","August","UREA","Jammu & Kashmir",8000.0,1095.55
"2012-13","August","DAP","Jharkhand",10000.0,2540.3
"2012-13","August","MAP","Jharkhand",0.0,0.0
"2012-13","August","MOP","Jharkhand",2500.0,1005.65
"2012-13","August","NPK","Jharkhand",9000.0,1869.7
"2012-13","August","TSP","Jharkhand",0.0,0.0
"2012-13","August","UREA","Jharkhand",44000.0,3295.0
"2012-13","August","DAP","Karnataka",74000.0,46739.516
"2012-13","August","MAP","Karnataka",0.0,2006.1
"2012-13","August","MOP","Karnataka",65000.0,37919.383
"2012-13","August","NPK","Karnataka",138600.0,80270.251
"2012-13","August","TSP","Karnataka",0.0,11905.4
"2012-13","August","UREA","Karnataka",200000.0,9648.794
"2012-13","August","DAP","Kerala",5000.0,2419.1
"2012-13","August","MAP","Kerala",0.0,0.0
"2012-13","August","MOP","Kerala",13000.0,3626.127
"2012-13","August","NPK","Kerala",19000.0,13516.089
"2012-13","August","TSP","Kerala",0.0,3260.95
"2012-13","August","UREA","Kerala",14000.0,525.9
"2012-13","August","DAP","Lakshadeeep",0.0,0.0
"2012-13","August","MAP","Lakshadeeep",0.0,0.0
"2012-13","August","MOP","Lakshadeeep",0.0,0.0
"2012-13","August","NPK","Lakshadeeep",0.0,0.0
"2012-13","August","TSP","Lakshadeeep",0.0,0.0
"2012-13","August","UREA","Lakshadeeep",0.0,0.0
"2012-13","August","DAP","Madhya Pradesh",109687.0,24438.2
"2012-13","August","MAP","Madhya Pradesh",0.0,5104.6
"2012-13","August","MOP","Madhya Pradesh",4410.0,16452.65
"2012-13","August","NPK","Madhya Pradesh",29842.0,32877.1
"2012-13","August","TSP","Madhya Pradesh",0.0,8443.85
"2012-13","August","UREA","Madhya Pradesh",180000.0,20806.8
"2012-13","August","DAP","Maharastra",135000.0,58733.64
"2012-13","August","MAP","Maharastra",0.0,12666.75
"2012-13","August","MOP","Maharastra",60000.0,48614.75
"2012-13","August","NPK","Maharastra",161500.0,98288.13
"2012-13","August","TSP","Maharastra",0.0,16.2
"2012-13","August","UREA","Maharastra",300000.0,24643.53
"2012-13","August","DAP","Manipur",1200.0,0.0
"2012-13","August","MAP","Manipur",0.0,0.0
"2012-13","August","MOP","Manipur",500.0,0.0
