-----
{
 "description": "The table refers to block wise distribution of surface flow schemes according to social status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.4.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes according to social status for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.4.csv"
}
-----
State,District,Block,Scheduled caste,Scheduled tribe,Other social status of farmers,Total
ASSAM,DHUBRI,AGAMONI,NA,NA,NA,NA
ASSAM,DHUBRI,BILASIPARA,1,1,1,3
ASSAM,DHUBRI,CHAPAR SALKOCHA,0,2,36,38
ASSAM,DHUBRI,GAURIPUR,0,0,0,0
ASSAM,DHUBRI,GOLOKGANJ,NA,NA,NA,NA
ASSAM,DHUBRI,MANKACHAR,NA,NA,NA,NA
ASSAM,DHUBRI,SOUTH SALMARA,NA,NA,NA,NA
ASSAM,DIBRUGARH,BARBARUAH,NA,NA,NA,NA
ASSAM,DIBRUGARH,JOYPUR,NA,NA,NA,NA
ASSAM,DIBRUGARH,KHOWANG,NA,NA,NA,NA
ASSAM,DIBRUGARH,LAHOWAL,NA,NA,NA,NA
ASSAM,DIBRUGARH,PANITOLA,NA,NA,NA,NA
ASSAM,DIBRUGARH,TENGAKHAT,0,0,0,0
ASSAM,GOALPARA,BALIJANA,NA,NA,NA,NA
ASSAM,GOALPARA,DUDHNOI,0,0,86,86
ASSAM,GOALPARA,LAKHIPUR,0,0,0,0
ASSAM,GOALPARA,MATIA,NA,NA,NA,NA
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,NA,NA,NA,NA
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT NORTH,NA,NA,NA,NA
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT WEST,0,0,0,0
ASSAM,GOLAGHAT,GOMARIGURI,NA,NA,NA,NA
ASSAM,HAILAKANDI,HAILAKANDI,NA,NA,NA,NA
ASSAM,HAILAKANDI,KATLICHARA,NA,NA,NA,NA
ASSAM,HAILAKANDI,LALA,NA,NA,NA,NA
ASSAM,JORHAT,JORHAT,NA,NA,NA,NA
ASSAM,JORHAT,JORHAT CENTRAL,0,0,0,0
ASSAM,JORHAT,JORHAT EAST,0,0,0,0
ASSAM,JORHAT,MAJULI,NA,NA,NA,NA
ASSAM,JORHAT,NORTH WEST JORHAT,NA,NA,NA,NA
ASSAM,JORHAT,TITABOR,0,0,0,0
ASSAM,KAMRUP,BOKO BANGAON,0,0,0,0
ASSAM,KAMRUP,CHAMARIA,NA,NA,NA,NA
ASSAM,KAMRUP,CHANDRAPUR,0,0,19,19
ASSAM,KAMRUP,CHHAYGAON,NA,NA,NA,NA
ASSAM,KAMRUP,DIMORIA,1,1,77,79
ASSAM,KAMRUP,HAJO,NA,NA,NA,NA
ASSAM,KAMRUP,KAMALPUR,NA,NA,NA,NA
ASSAM,KAMRUP,KARARA,NA,NA,NA,NA
ASSAM,KAMRUP,RAMPUR,0,0,0,0
ASSAM,KAMRUP,RANGIA,NA,NA,NA,NA
ASSAM,KAMRUP,RANI,0,0,0,0
ASSAM,KARBI ANGLONG,AMRI,2,96,88,186
ASSAM,KARBI ANGLONG,BOKAJAN,0,19,11,30
ASSAM,KARBI ANGLONG,CHINTHONG,1,89,29,119
ASSAM,KARBI ANGLONG,HOWRAGHAT,0,0,0,0
ASSAM,KARBI ANGLONG,LUMBAJONG,0,71,13,84
ASSAM,KARBI ANGLONG,NILIP,0,0,93,93
ASSAM,KARBI ANGLONG,RANGMONGWA,0,0,1,1
ASSAM,KARBI ANGLONG,RONGKHONG,0,0,248,248
ASSAM,KARBI ANGLONG,SAMILONGSO,0,0,7,7
ASSAM,KARBI ANGLONG,SOCHENG,0,0,0,0
ASSAM,KARIMGANJ,BADARPUR,NA,NA,NA,NA
ASSAM,KARIMGANJ,NORTH KARIMGANJ,NA,NA,NA,NA
ASSAM,KARIMGANJ,PATHARKANDI,0,0,0,0
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,NA,NA,NA,NA
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,NA,NA,NA,NA
ASSAM,KOKRAJHAR,DOTOMA,0,0,0,0
ASSAM,KOKRAJHAR,GOSSAIGAON,NA,NA,NA,NA
ASSAM,KOKRAJHAR,KACHUGAON,0,0,0,0
ASSAM,KOKRAJHAR,KOKRAJHAR,0,0,0,0
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),0,0,0,0
ASSAM,LAKHIMPUR,BIHPURIA,NA,NA,NA,NA
ASSAM,LAKHIMPUR,BORDALANI,NA,NA,NA,NA
ASSAM,LAKHIMPUR,DHAKUAKHANA,NA,NA,NA,NA
ASSAM,LAKHIMPUR,LAKHIMPUR,0,0,0,0
ASSAM,LAKHIMPUR,NARAYANPUR,0,0,0,0
ASSAM,LAKHIMPUR,NOWBOICHA,NA,NA,NA,NA
ASSAM,MARIGAON,BHURBANDHA,0,0,0,0
ASSAM,MARIGAON,KAPILI,1,4,0,5
ASSAM,MARIGAON,LAHARIGHAT,0,0,0,0
ASSAM,MARIGAON,MAYONG,0,0,0,0
ASSAM,NAGAON,BATADRAVA,0,0,0,0
ASSAM,NAGAON,JUGIJAN,NA,NA,NA,NA
ASSAM,NAGAON,JURIA,0,0,0,0
ASSAM,NAGAON,KALIABOR,0,0,0,0
ASSAM,NAGAON,KAPILI,0,0,0,0
ASSAM,NAGAON,KAPILI PT.I,0,0,0,0
ASSAM,NAGAON,KATHIATOLI,0,0,0,0
ASSAM,NAGAON,KHAGARIJAN,0,0,0,0
ASSAM,NAGAON,LANKA,0,0,0,0
ASSAM,NAGAON,LAOKHOWA,0,0,0,0
ASSAM,NAGAON,RUPAHI,0,0,0,0
ASSAM,NALBARI,BARIGOG BANBHAG,NA,NA,NA,NA
ASSAM,NALBARI,BARKHETRI,NA,NA,NA,NA
ASSAM,NALBARI,BASKA,0,2,10,12
ASSAM,NALBARI,PASCHIM NALBARI,NA,NA,NA,NA
ASSAM,NALBARI,PUB NALBARI,NA,NA,NA,NA
ASSAM,NALBARI,TAMULPUR,15,37,12,64
ASSAM,NALBARI,TIHU BARAMA,0,0,0,0
ASSAM,NORTH CACHAR HILLS,DIYANG VALLEY,0,0,0,0
ASSAM,NORTH CACHAR HILLS,DIYUNGBRA,0,35,3,38
ASSAM,NORTH CACHAR HILLS,HARANGAJAW,0,47,0,47
ASSAM,NORTH CACHAR HILLS,JATINGA VALLEY,0,5,1,6
ASSAM,SIBSAGAR,AMGURI,0,0,0,0
ASSAM,SIBSAGAR,DEMOW,NA,NA,NA,NA
ASSAM,SIBSAGAR,NAZIRA,0,0,0,0
ASSAM,SIBSAGAR,SAPEKHATI,0,0,0,0
ASSAM,SIBSAGAR,SIBSAGAR,NA,NA,NA,NA
ASSAM,SIBSAGAR,SONARI,0,0,0,0
ASSAM,SONITPUR,BALIPARA,0,0,0,0
ASSAM,SONITPUR,BEHALI,1,0,5,6
ASSAM,SONITPUR,BISWANATH,0,0,0,0
ASSAM,SONITPUR,CHAIDUAR,0,0,2,2
ASSAM,SONITPUR,DHEKIAJULI,0,0,0,0
ASSAM,SONITPUR,GABHORU,NA,NA,NA,NA
ASSAM,SONITPUR,NADUAR,0,0,0,0
ASSAM,TINSUKIA,HAPJAN,NA,NA,NA,NA
ASSAM,TINSUKIA,KAKOPATHAR,0,0,0,0
ASSAM,TINSUKIA,MARGHERITA,NA,NA,NA,NA
ASSAM,TINSUKIA,SADIYA,0,0,2,2
BIHAR,ARARIA,ARARIA,NA,NA,NA,NA
BIHAR,ARARIA,BHARGAMA,NA,NA,NA,NA
BIHAR,ARARIA,FORBESGANJ,7,0,33,40
BIHAR,ARARIA,JOKIHAT,NA,NA,NA,NA
BIHAR,ARARIA,KURSAKATTA,NA,NA,NA,NA
BIHAR,ARARIA,NARPAIGANJ,NA,NA,NA,NA
BIHAR,ARARIA,PALASI,NA,NA,NA,NA
BIHAR,ARARIA,RANIGANJ,NA,NA,NA,NA
BIHAR,ARARIA,SIKTI,NA,NA,NA,NA
BIHAR,AURANGABAD,AURANGABAD,NA,NA,NA,NA
BIHAR,AURANGABAD,BARUN,NA,NA,NA,NA
BIHAR,AURANGABAD,DAUDNAGAR,NA,NA,NA,NA
BIHAR,AURANGABAD,DEO,NA,NA,NA,NA
BIHAR,AURANGABAD,GOH,NA,NA,NA,NA
BIHAR,AURANGABAD,HASPURA,NA,NA,NA,NA
BIHAR,AURANGABAD,KUTUMBA,NA,NA,NA,NA
BIHAR,AURANGABAD,MADANPUR,NA,NA,NA,NA
BIHAR,AURANGABAD,NABINAGAR,NA,NA,NA,NA
BIHAR,AURANGABAD,OBRA,NA,NA,NA,NA
BIHAR,AURANGABAD,RAFIGANJ,NA,NA,NA,NA
BIHAR,BANKA,AMARPUR,1,0,18,19
BIHAR,BANKA,BANKA,0,0,12,12
BIHAR,BANKA,BARAHAT,0,0,16,16
BIHAR,BANKA,BAUSI,2,0,15,17
BIHAR,BANKA,BELHAR,0,0,3,3
BIHAR,BANKA,CHANAN,0,0,21,21
BIHAR,BANKA,DHURAIYA,1,0,26,27
BIHAR,BANKA,KATORIA,2,3,36,41
BIHAR,BANKA,PHULLIDUMAR,0,0,2,2
BIHAR,BANKA,RAJAN,5,0,32,37
BIHAR,BANKA,SAMBHUGANJ,0,0,5,5
BIHAR,BEGUSARAI,BACHHAWARA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BAKHARI,NA,NA,NA,NA
BIHAR,BEGUSARAI,BALIA,NA,NA,NA,NA
BIHAR,BEGUSARAI,BARAUNI,NA,NA,NA,NA
BIHAR,BEGUSARAI,BEGUSARAI,NA,NA,NA,NA
BIHAR,BEGUSARAI,BHAGAWANPUR,NA,NA,NA,NA
BIHAR,BEGUSARAI,BIRPUR,NA,NA,NA,NA
BIHAR,BEGUSARAI,CHERIA BARIARPUR,NA,NA,NA,NA
BIHAR,BEGUSARAI,CHHAURAHI,NA,NA,NA,NA
BIHAR,BEGUSARAI,DANDARI,0,0,0,0
BIHAR,BEGUSARAI,GARHPURA,NA,NA,NA,NA
BIHAR,BEGUSARAI,KHUDABANDPUR,NA,NA,NA,NA
BIHAR,BEGUSARAI,MANSURCHAK,NA,NA,NA,NA
BIHAR,BEGUSARAI,MATIHANI,NA,NA,NA,NA
BIHAR,BEGUSARAI,NAOKHOTHI,NA,NA,NA,NA
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,NA,NA,NA,NA
BIHAR,BEGUSARAI,TEGHRA,NA,NA,NA,NA
BIHAR,BHABUA,ADHAURA,4,33,12,49
BIHAR,BHABUA,BHABUA,0,0,13,13
BIHAR,BHABUA,BHAGWANPUR,5,0,2,7
BIHAR,BHABUA,CHAINPUR,0,0,0,0
BIHAR,BHABUA,CHAND,0,0,0,0
BIHAR,BHABUA,DURGAWATI,NA,NA,NA,NA
BIHAR,BHABUA,KUDRA,0,0,1,1
BIHAR,BHABUA,MOHANIA,0,0,0,0
BIHAR,BHABUA,NUAWN,NA,NA,NA,NA
BIHAR,BHABUA,RAMGAR,NA,NA,NA,NA
BIHAR,BHABUA,RAMPUR,0,0,2,2
BIHAR,BHAGALPUR,BIHPUR,NA,NA,NA,NA
BIHAR,BHAGALPUR,GAURIDIH,0,0,26,26
BIHAR,BHAGALPUR,GOPALPUR,0,0,1,1
BIHAR,BHAGALPUR,ISMAILPUR,NA,NA,NA,NA
BIHAR,BHAGALPUR,JAGDISHPUR,0,0,5,5
BIHAR,BHAGALPUR,KAHALGAON,0,0,2,2
BIHAR,BHAGALPUR,KHARIK,NA,NA,NA,NA
BIHAR,BHAGALPUR,NARAINPUR,NA,NA,NA,NA
BIHAR,BHAGALPUR,NATHNAGAR,0,0,0,0
BIHAR,BHAGALPUR,NAUGACHHIA,NA,NA,NA,NA
BIHAR,BHAGALPUR,PIRPAINTI,0,0,0,0
BIHAR,BHAGALPUR,RANGRACHOWK,NA,NA,NA,NA
BIHAR,BHAGALPUR,SABOUR,0,0,0,0
BIHAR,BHAGALPUR,SHAHKUND,0,0,12,12
BIHAR,BHAGALPUR,SONHAULLA,0,0,12,12
BIHAR,BHAGALPUR,SULTANGANJ,0,0,0,0
BIHAR,BHOJPUR,AGIAON,0,0,0,0
BIHAR,BHOJPUR,ARRAHSADAR,0,0,0,0
BIHAR,BHOJPUR,BARBARA,NA,NA,NA,NA
BIHAR,BHOJPUR,BEHIA,0,0,0,0
BIHAR,BHOJPUR,CHARPOKHARI,0,0,0,0
BIHAR,BHOJPUR,GARHANI,0,0,0,0
BIHAR,BHOJPUR,JAGDISHPUR,NA,NA,NA,NA
BIHAR,BHOJPUR,KOILWAR,0,0,0,0
BIHAR,BHOJPUR,PIRO,0,0,0,0
BIHAR,BHOJPUR,SAHAR,0,0,0,0
BIHAR,BHOJPUR,SAHPUR,0,0,2,2
BIHAR,BHOJPUR,SANDISH,0,0,0,0
BIHAR,BHOJPUR,TARARI,0,0,0,0
BIHAR,BHOJPUR,UDWABTNAGAR,6,0,0,6
BIHAR,BOKARO,BERMO,1,1,1,3
BIHAR,BOKARO,CHANDAN KIYOI,205,80,644,929
BIHAR,BOKARO,CHAS,49,59,421,529
BIHAR,BOKARO,GOMIA,NA,NA,NA,NA
BIHAR,BOKARO,JARIDIH,4,13,39,56
BIHAR,BOKARO,KASMAR,3,10,74,87
BIHAR,BOKARO,NAWADIH,0,0,0,0
BIHAR,BOKARO,PETARWAR,9,93,191,293
BIHAR,BUXAR,BRAHAMPUR,NA,NA,NA,NA
BIHAR,BUXAR,BUXAR,NA,NA,NA,NA
BIHAR,BUXAR,CHANGAIN,NA,NA,NA,NA
BIHAR,BUXAR,CHARKKI,NA,NA,NA,NA
BIHAR,BUXAR,CHAUSA,NA,NA,NA,NA
BIHAR,BUXAR,DUMRAIN,0,0,0,0
BIHAR,BUXAR,ITARHI,0,0,2,2
BIHAR,BUXAR,KESATH,0,0,0,0
BIHAR,BUXAR,NAWANAGAR,0,0,0,0
BIHAR,BUXAR,RAJPUR,0,0,0,0
BIHAR,BUXAR,SIMRI,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,ADAPUR,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,ARERAJ,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,BANJARIA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,CHAKIYA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,CHAURADANO,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,CHIRAIYA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,DHAKA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,FENHARA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,GHORASAHAN,0,0,0,0
BIHAR,CHAMPARAN EAST,HARSIDHI,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,KALYANPUR,0,0,18,18
BIHAR,CHAMPARAN EAST,KESARIA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,KOTWA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,MADHUBAN,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,MEHSHI,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,MOTIHARI,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,PAHARPUR,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,PATAHI,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,RAMGARHWA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,RAXAUL,0,0,0,0
BIHAR,CHAMPARAN EAST,SANGRAMPUR,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,SUGAULI,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,TETARIA,NA,NA,NA,NA
BIHAR,CHAMPARAN EAST,TURKAULIA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,BAGAHA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,BAIRIA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,BETTIAN,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,BHITAHA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,CHANPATIYA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,GAUNAHA,7,0,23,30
BIHAR,CHAMPARAN WEST,LAURIYA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,MADHUBANI,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,MAINATANR,0,0,16,16
BIHAR,CHAMPARAN WEST,MAJHAWALIA,0,0,0,0
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,NAUTAN,0,0,0,0
BIHAR,CHAMPARAN WEST,PIPRASI,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,RAMNAGAR,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,SIDHAW,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,SIKTA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,THAKRAHA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,YOGAPATTI,NA,NA,NA,NA
BIHAR,CHATRA,CHATRA,8,4,44,56
BIHAR,CHATRA,GIDDHAUR,75,0,1,76
BIHAR,CHATRA,HUNTERGANJ,504,2,76,582
BIHAR,CHATRA,ITKHORI,320,5,165,490
BIHAR,CHATRA,KUNDA,47,2,88,137
BIHAR,CHATRA,LAVALONG,0,0,4,4
BIHAR,CHATRA,PATTHERGARHA,18,1,3,22
BIHAR,CHATRA,PRATAP PUR,42,0,47,89
BIHAR,CHATRA,SEMARIA,0,0,7,7
BIHAR,CHATRA,TANDAWA,0,0,2,2
BIHAR,DARBHANGA,AUNAGAR,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHADURPUR,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHERI,NA,NA,NA,NA
BIHAR,DARBHANGA,BENIPUR,NA,NA,NA,NA
BIHAR,DARBHANGA,BIRAUL,NA,NA,NA,NA
BIHAR,DARBHANGA,DARBHANGA,NA,NA,NA,NA
BIHAR,DARBHANGA,GHANSHYAMPUR,NA,NA,NA,NA
BIHAR,DARBHANGA,GORA BOURAM,NA,NA,NA,NA
BIHAR,DARBHANGA,HAYAGHAT,NA,NA,NA,NA
BIHAR,DARBHANGA,JALE,10,0,75,85
BIHAR,DARBHANGA,KEOTI(RANWAY),NA,NA,NA,NA
BIHAR,DARBHANGA,KIRATPUR,NA,NA,NA,NA
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,NA,NA,NA,NA
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,NA,NA,NA,NA
BIHAR,DARBHANGA,MANIGACHHI,NA,NA,NA,NA
BIHAR,DARBHANGA,SINGHWARA,NA,NA,NA,NA
BIHAR,DEOGHAR,DEOGHAR,14,5,148,167
BIHAR,DEOGHAR,DEVIPUR,45,27,180,252
BIHAR,DEOGHAR,KARON,NA,NA,NA,NA
BIHAR,DEOGHAR,MADHUPUR,33,13,114,160
BIHAR,DEOGHAR,MOHANPUR,21,9,188,218
BIHAR,DEOGHAR,PALAJORI,NA,NA,NA,NA
BIHAR,DEOGHAR,SARATH,7,46,155,208
BIHAR,DEOGHAR,SARWAN,16,10,245,271
BIHAR,DHANBAD,BAGHMARA,0,0,2,2
BIHAR,DHANBAD,BALIAPUR,30,5,59,94
BIHAR,DHANBAD,DHANBAD,0,0,21,21
BIHAR,DHANBAD,GOBINDPUR,3,11,34,48
BIHAR,DHANBAD,JHARIA,NA,NA,NA,NA
BIHAR,DHANBAD,NIRSA,51,86,114,251
BIHAR,DHANBAD,TOPCHACHI,0,1,39,40
BIHAR,DHANBAD,TUNDI,15,77,88,180
BIHAR,DUMKA,DUMKA,0,10,10,20
BIHAR,DUMKA,GOPIKANDAR,4,359,7,370
BIHAR,DUMKA,JAMA,6,86,69,161
BIHAR,DUMKA,JAMTARA,34,199,196,429
BIHAR,DUMKA,JARMUNDI,8,7,31,46
BIHAR,DUMKA,KATHIKUND,5,147,50,202
BIHAR,DUMKA,KUNDHIT,92,753,605,1450
BIHAR,DUMKA,MASALIA,74,479,154,707
BIHAR,DUMKA,NALA,144,1090,764,1998
BIHAR,DUMKA,NARAYANPUR,17,194,191,402
BIHAR,DUMKA,RAMGARH,5,16,27,48
BIHAR,DUMKA,RANESHWAR,56,556,395,1007
BIHAR,DUMKA,SARAIYAHAT,17,24,182,223
BIHAR,DUMKA,SHIKARIPARA,73,633,119,825
BIHAR,GARHWA,BHANDARIA,5,45,17,67
BIHAR,GARHWA,BHAWNATHPUR,17,7,102,126
BIHAR,GARHWA,CHIRIA,5,59,40,104
BIHAR,GARHWA,DANDAI,9,21,41,71
BIHAR,GARHWA,DHURKI,7,19,65,91
BIHAR,GARHWA,GARHWA,67,9,185,261
BIHAR,GARHWA,KHARAUNDHI,7,10,58,75
BIHAR,GARHWA,MAJHIAURA,79,4,207,290
BIHAR,GARHWA,MEVAL,68,4,26,98
BIHAR,GARHWA,NAYARKTARI,3,0,78,81
BIHAR,GARHWA,RAMIA,105,38,50,193
BIHAR,GARHWA,RAMKANDA,3,24,22,49
BIHAR,GARHWA,RANKA,20,96,152,268
BIHAR,GAYA,AMAS,0,0,2,2
BIHAR,GAYA,ATARI,6,0,60,66
BIHAR,GAYA,BANROYBAZAR,0,0,0,0
BIHAR,GAYA,BARACHATTI,0,0,1,1
BIHAR,GAYA,BELAGANJ,0,0,0,0
BIHAR,GAYA,BODHGAYA,1,0,3,4
BIHAR,GAYA,DOBBI,2,0,44,46
BIHAR,GAYA,DUMARIA,0,0,5,5
BIHAR,GAYA,FETHPUR,0,0,0,0
BIHAR,GAYA,GARARU,7,0,2,9
BIHAR,GAYA,GAYA SADAR,0,0,0,0
BIHAR,GAYA,GURUA,3,0,104,107
BIHAR,GAYA,IMAMGANJ,4,0,20,24
BIHAR,GAYA,KHIZIRSORAI,0,1,17,18
BIHAR,GAYA,KONCH,0,0,1,1
BIHAR,GAYA,MANPUR,3,0,41,44
BIHAR,GAYA,MOHANPUR,0,0,121,121
BIHAR,GAYA,NIMCHAK BATHANI,0,0,39,39
BIHAR,GAYA,PARAIYA,0,0,0,0
BIHAR,GAYA,SHERGHATI,0,0,0,0
BIHAR,GAYA,TANKUPPA,0,0,0,0
BIHAR,GAYA,TEKARI,1,0,118,119
BIHAR,GAYA,WAZGANJ,7,0,698,705
BIHAR,GIRIDIH,BAGODAR,1,4,51,56
BIHAR,GIRIDIH,BENGABAD,2,1,13,16
BIHAR,GIRIDIH,BIRNI,5,0,37,42
BIHAR,GIRIDIH,DEORI,5,21,83,109
BIHAR,GIRIDIH,DYMIR,4,6,77,87
BIHAR,GIRIDIH,GANDEY,0,1,26,27
BIHAR,GIRIDIH,GAWAN,1,2,26,29
BIHAR,GIRIDIH,GIRIDIH,0,1,0,1
BIHAR,GIRIDIH,JAMYA,11,0,140,151
BIHAR,GIRIDIH,PIRTANR,0,16,21,37
BIHAR,GIRIDIH,RAJ DHANWAR,4,1,88,93
BIHAR,GIRIDIH,TISRI,1,1,10,12
BIHAR,GODDA,BOARIJORE,1,67,9,77
BIHAR,GODDA,GODDA,7,50,83,140
BIHAR,GODDA,MAHAGAMA,9,14,20,43
BIHAR,GODDA,MEHARWAN,0,0,6,6
BIHAR,GODDA,PATHARGAMA,2,54,94,150
BIHAR,GODDA,PORAIYHAT,NA,NA,NA,NA
BIHAR,GODDA,SUNDAR PAHARI,0,55,6,61
BIHAR,GODDA,THAKUR BANGTI,1,1,4,6
BIHAR,GOPALGANJ,BAIKUNTHPUR,NA,NA,NA,NA
BIHAR,GOPALGANJ,BARAULI,NA,NA,NA,NA
BIHAR,GOPALGANJ,BHOREY,NA,NA,NA,NA
BIHAR,GOPALGANJ,BIJAIPUR,NA,NA,NA,NA
BIHAR,GOPALGANJ,GOPALGANJ,NA,NA,NA,NA
BIHAR,GOPALGANJ,HATHUA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KATAIYA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KUCHAIKOTE,NA,NA,NA,NA
BIHAR,GOPALGANJ,MANJHA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PHULWARIYA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PUNCHDEORI,NA,NA,NA,NA
BIHAR,GOPALGANJ,SIDHWALIA,NA,NA,NA,NA
BIHAR,GOPALGANJ,THAWE,NA,NA,NA,NA
BIHAR,GOPALGANJ,UCHKAGAON,NA,NA,NA,NA
BIHAR,GUMLA,BALBA,0,3,0,3
BIHAR,GUMLA,BANO,0,0,0,0
BIHAR,GUMLA,BASIA,NA,NA,NA,NA
BIHAR,GUMLA,BHARNO,17,5,4,26
BIHAR,GUMLA,BISHUNPUR,0,7,19,26
BIHAR,GUMLA,CHAINPUR,0,14,2,16
BIHAR,GUMLA,DUMRI,0,0,0,0
BIHAR,GUMLA,GHAGHRA,1,10,5,16
BIHAR,GUMLA,GUMLA,0,0,0,0
BIHAR,GUMLA,JALDEGA,NA,NA,NA,NA
BIHAR,GUMLA,KANIDARA,NA,NA,NA,NA
BIHAR,GUMLA,KOLUBIRA,2,8,6,16
BIHAR,GUMLA,KURDEG,6,6,8,20
BIHAR,GUMLA,PALKOT,0,0,2,2
BIHAR,GUMLA,RAIDIH,0,5,0,5
BIHAR,GUMLA,SIMDEGA,0,5,0,5
BIHAR,GUMLA,SISAI,NA,NA,NA,NA
BIHAR,GUMLA,THETHAITANGA,0,0,0,0
BIHAR,HAZARIBAG,BARHI,1,0,9,10
BIHAR,HAZARIBAG,BARKAGAON,0,0,0,0
BIHAR,HAZARIBAG,BARKATTHA,0,0,0,0
BIHAR,HAZARIBAG,BISHNUGARH,0,0,0,0
BIHAR,HAZARIBAG,CHAUPARAN,1,0,6,7
BIHAR,HAZARIBAG,CHURCHU,0,0,0,0
BIHAR,HAZARIBAG,GOLA,0,0,5,5
BIHAR,HAZARIBAG,HAZARIBAGH,0,0,5,5
BIHAR,HAZARIBAG,ICHAK,0,0,1,1
BIHAR,HAZARIBAG,KATKAMSANDI,0,0,0,0
BIHAR,HAZARIBAG,KEREDARI,0,0,2,2
BIHAR,HAZARIBAG,MANDY,NA,NA,NA,NA
BIHAR,HAZARIBAG,PADMA,0,0,1,1
BIHAR,HAZARIBAG,PATRATU,NA,NA,NA,NA
BIHAR,HAZARIBAG,RAMGARH,NA,NA,NA,NA
BIHAR,JAMUI,ALIGANJ,1,0,185,186
BIHAR,JAMUI,BARHAT,0,6,15,21
BIHAR,JAMUI,CHAKAI,72,5,64,141
BIHAR,JAMUI,GIDHOUR,0,0,0,0
BIHAR,JAMUI,JAMUI,0,0,227,227
BIHAR,JAMUI,JHAJHA,9,3,51,63
BIHAR,JAMUI,KHAIRA,2,0,17,19
BIHAR,JAMUI,LAKSHMIPUR,34,0,67,101
BIHAR,JAMUI,SIKANDRA,19,0,6,25
BIHAR,JAMUI,SONO,11,11,331,353
BIHAR,JEHANABAD,ARWAL,0,1,22,23
BIHAR,JEHANABAD,BANSI SURUJPUR,NA,NA,NA,NA
BIHAR,JEHANABAD,GHOSI,0,0,12,12
BIHAR,JEHANABAD,JEHANABAD,22,0,32,54
BIHAR,JEHANABAD,KAKU,0,0,0,0
BIHAR,JEHANABAD,KALEV,0,0,0,0
BIHAR,JEHANABAD,KARPI,4,0,39,43
