-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes(on Stream) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.17.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes(on Stream) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.17.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","NAMAKKAL",0,0,0,0,0,0,0,0,0
"TAMIL NADU","NILGIRIS",0,105,105,0,88,88,0,81,81
"TAMIL NADU","PERAMBALUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","SALEM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","SIVAGANGA",0,0,0,0,0,0,0,0,0
"TAMIL NADU","THANJAVUR",0,2,2,0,13,13,0,13,13
"TAMIL NADU","THENI",0,9,9,0,13,13,0,13,13
"TAMIL NADU","THIRUVALLUR",0,1,1,0,43,43,0,10,10
"TAMIL NADU","THIRUVARUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TIRUCHIRAPPALLI",0,1,1,0,3,3,0,3,3
"TAMIL NADU","TIRUNELVELI",1,0,1,14,0,14,14,0,14
"TAMIL NADU","TIRUVANNAMALAI",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TUTICORIN DISTRICT",2,0,2,17,0,17,13,0,13
"TAMIL NADU","VELLORE",0,0,0,0,0,0,0,0,0
"TAMIL NADU","VILLUPPURAM",14,143,157,5,93,99,5,56,61
"TRIPURA","DHALAI",21,0,21,810,0,810,581,0,581
"TRIPURA","NORTH TRIPURA",30,3,33,2392,27,2419,1315,6,1321
"TRIPURA","SOUTH TRIPURA",68,65,133,3594,184,3779,2662,161,2823
"TRIPURA","WEST TRIPURA",22,16,38,1226,117,1343,844,92,937
"UTTAR PRADESH","ALIGARH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",0,35,35,0,107,107,0,64,64
"UTTAR PRADESH","BAHARAICH",2,0,2,13,0,13,10,0,10
"UTTAR PRADESH","BALRAMPUR",16,6,22,139,12,151,67,12,79
"UTTAR PRADESH","BANDA",0,46,46,0,132,132,0,105,105
"UTTAR PRADESH","BAREILLY",0,4,4,0,5,5,0,3,3
"UTTAR PRADESH","BIJNOR",0,2,2,0,3,3,0,3,3
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHANDAULI",0,9,9,0,32,32,0,31,31
"UTTAR PRADESH","CHITRAKOOT",0,336,336,0,1099,1099,0,1041,1041
"UTTAR PRADESH","DEORIA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","FARRUKHABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GONDA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","HAMIRPUR",1,43,44,10,99,109,10,99,109
"UTTAR PRADESH","HARDOI",0,1,1,0,4,4,0,4,4
"UTTAR PRADESH","JALAUN",0,107,107,0,263,263,0,263,263
"UTTAR PRADESH","JAUNPUR",0,1,1,0,4,4,0,1,1
"UTTAR PRADESH","JHANSI",1,633,634,125,2019,2144,125,2016,2141
"UTTAR PRADESH","KANNAUJ",0,16,16,0,44,44,0,2,2
"UTTAR PRADESH","KANPUR DEHAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR NAGAR",0,2,2,0,1,1,0,1,1
"UTTAR PRADESH","LALITPUR",1,266,267,125,964,1089,125,964,1089
"UTTAR PRADESH","LUCKNOW",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHARAJ GANJ",0,13,13,0,59,59,0,48,48
"UTTAR PRADESH","MAHOBA",0,51,51,0,145,145,0,145,145
"UTTAR PRADESH","MEERUT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,94,94,0,808,808,0,590,590
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAEBARELI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",1,3,4,80,9,89,70,3,73
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SHRAWASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SIDDHARTH NAGAR",6,17,23,36,104,140,22,86,108
"UTTAR PRADESH","SONBHADRA",0,119,119,0,599,599,0,443,443
"UTTAR PRADESH","SULTANPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","VARANASI",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","ALMORA",10,0,10,148,0,148,129,0,129
"UTTARANCHAL","BAGESHWAR",15,1,16,268,4,272,258,4,262
"UTTARANCHAL","CHAMOLI",38,0,38,679,0,679,568,0,568
"UTTARANCHAL","CHAMPAWAT",7,0,7,220,0,220,143,0,143
"UTTARANCHAL","DEHRA DUN",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","HARIDWAR",1,0,1,10,0,10,9,0,9
"UTTARANCHAL","NAINITAL",61,3,64,1629,40,1669,1214,24,1238
"UTTARANCHAL","PAURI",35,3,38,445,184,630,293,16,309
"UTTARANCHAL","PITHORAGARH",49,0,49,629,0,629,518,0,518
"UTTARANCHAL","RUDHARAPARYAG",8,0,8,185,0,185,184,0,184
"UTTARANCHAL","TEHARI GARHWAL",16,0,16,138,0,138,64,0,64
"UTTARANCHAL","UDHAM SINGH NAGAR",2,13,15,120,63,183,100,33,133
"UTTARANCHAL","UTTARKASHI",1,0,1,18,0,18,8,0,8
"WEST BENGAL","BANKURA",34,268,302,1134,959,2093,603,515,1119
"WEST BENGAL","BIRBHUM",31,84,115,999,287,1286,395,158,553
"WEST BENGAL","BURDWAN",15,29,44,515,82,597,330,62,392
"WEST BENGAL","COOCHBEHAR",9,49,58,348,83,430,71,40,110
"WEST BENGAL","DAKSHIN DINAJPUR",2,11,13,16,6,23,13,4,16
"WEST BENGAL","DARJEELING",0,6,6,0,582,582,0,582,582
"WEST BENGAL","HAORA",6,347,353,327,4243,4570,138,3398,3535
"WEST BENGAL","HOOGHLY",5,260,265,263,421,684,103,354,457
"WEST BENGAL","JALPAIGURI",2,10,12,52,986,1038,33,984,1017
"WEST BENGAL","MALDA",2,6,8,42,7,49,12,5,17
"WEST BENGAL","MIDNAPORE",69,808,877,1066,2223,3289,474,1852,2326
"WEST BENGAL","MURSHIDABAD",14,6,20,820,19,839,337,7,344
"WEST BENGAL","NADIA",5,1,6,516,1,517,134,0,134
"WEST BENGAL","NORTH 24 PARGANAS",2,1,3,152,0,152,66,0,66
"WEST BENGAL","PURULIA",21,20,41,3955,23,3978,588,17,605
"WEST BENGAL","SOUTH 24 PARGANAS",0,253,253,0,1290,1290,0,684,684
"WEST BENGAL","UTTAR DINAJPUR",1,1,2,67,45,112,41,23,64
