-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes (on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.19.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes (on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.19.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
ANDHRA PRADESH,PRAKASAM,KORISAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,KOTHAPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,KURICHEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,LINGASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,MADDIPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,MARKAPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,MARTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,MUNDLAMURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,NAGULUPPALAPADU,0,7,7,0,14,14,0,14,14
ANDHRA PRADESH,PRAKASAM,ONGOLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,PAMUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,PARCHUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,PEDACHERLOPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,PODILI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,PONNALURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,SANTHAMAGULURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,SANTHANUTHLAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,SINGARAYAKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,TANGUTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,THALLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,TRIPURANTHAKAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,ULAVAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,VETAPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,VOLETIVARIPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,YEDDANAPUDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,ZARUGUMILLI,0,1,1,0,17,17,0,17,17
ANDHRA PRADESH,RANGAREDDY,BASHEERABAD,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,GHATKESAR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,MARPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,TANDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,UPPAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,BHAMINI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,ETCHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,GARA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,KOTHURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,L.N.PETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,MANDASA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,MEILAPUTTI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,PALAKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,PATHAPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,REGIDIAMADALAVALASA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SARAVAKOTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SARUBUJJILI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SEETHAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SOMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SRIKAKULAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,VANGARA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,ARAKU VALLEY,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,HUKUMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,PADERU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,BOBBILI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,GUMMALAKSHMIPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,SALUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,CHENNARAOPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,DORNAKAL,0,25,25,0,27,27,0,25,25
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GUDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,2,0,2,47,0,47,47,0,47
ANDHRA PRADESH,WARANGAL,KURAVI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,MANGAPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,TADVAI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,0,10,10,0,69,69,0,69,69
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,ROING-DAMBUK,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,NAMSAI-CHOWKHAM,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,TEZU-SUNPURA,1,1,2,80,70,150,80,70,150
ARUNACHAL PRADESH,TIRAP,NIAUSA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SUBANSIRI,DAPORIJO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SUBANSIRI,NACHO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST KAMENG,KALAKTANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST KAMENG,THRIZINO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,BASAR,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,BARPETA,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,CHAK-CHAKA,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,CHENGA,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,GOBARDHANA,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,JALAH,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,RUPSI -PT,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,BAITAMARI,0,1,1,0,2,2,0,2,2
ASSAM,BONGAIGAON,DANGTOLA,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,MANIKPUR,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,SRIJANGRAM,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,TAPALARI,0,7,7,0,36,36,0,34,34
ASSAM,CACHAR,BARJALENGA,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,BAR-KHOLA,0,5,5,0,52,52,0,38,38
ASSAM,CACHAR,BASKANDI,0,1,1,0,15,15,0,15,15
ASSAM,CACHAR,BINNAPANDI PT.,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,KALAIN,0,6,6,0,347,347,0,128,128
ASSAM,CACHAR,KATIGORAH,0,6,6,0,229,229,0,205,205
ASSAM,CACHAR,LAKHIPUR,0,1,1,0,17,17,0,2,2
ASSAM,CACHAR,NARSINGPUR,0,4,4,0,102,102,0,102,102
ASSAM,CACHAR,PALANGHAT,0,1,1,0,42,42,0,7,7
ASSAM,CACHAR,RAJA BAZAR,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,SAL-CHAPRA,0,1,1,0,34,34,0,20,20
ASSAM,CACHAR,SILCHAR,2,49,51,110,2249,2359,60,98,158
ASSAM,CACHAR,SONAI,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,TAPANG,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,UDARBAND,0,11,11,0,80,80,0,43,43
ASSAM,DARRANG,DOLGAON-SIALMARI,0,1,1,0,30,30,0,30,30
ASSAM,DARRANG,KALAIGAON,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,KHIRABARI,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,PACHIM-MANGALDAI,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,MACH KHOWA,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,MSTD BLOCK,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,SISSIBOR GAON,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,BILASHI PARA,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,CHAPAR-SALKOCHS,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,DEBITOLA,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,GOLOKGANJ,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,JAMADARHAT,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,MANKACHAR,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,SOUTH SALMARA,0,0,0,0,0,0,0,0,0
ASSAM,DIBRUGARH,BARBARUA,0,0,0,0,0,0,0,0,0
ASSAM,DIBRUGARH,KHOWANG,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,BALIJAN,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,JALESWAR,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,KRISHNAI,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,KUSHDHAWA,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,LAKHIPUR,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,MATIA,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,29,29,0,58,58,0,58,58
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,HAILAKANDI,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,LALA,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,SOUTH HAILAKANDI,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,JORHAT NORTH WEST,3,0,3,356,0,356,356,0,356
ASSAM,JORHAT,KALIAPANI,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,MAJULI,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,UJANI MAJULI,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,BONGAON,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,CHAMARIA,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,CHANDRAPUR,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,CHHAYGAON,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,DIMORIA,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,GAROI MARI,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,GORESWAR,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,HAJO,0,15,15,0,16,16,0,16,16
ASSAM,KAMRUP,RANGIA,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,SUALKUCHI,0,4,4,0,4,4,0,4,4
ASSAM,KARBIANGLONG,BOKAJAN,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,HOWRAGHAT,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,LONGSOMEPI,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,LUMBATANG,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,NILIP,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,RONGKHAG,0,4,4,0,20,20,0,20,20
ASSAM,KARIMGANJ,BADARPUR,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,DULLV  CHERRA,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,PATHERKANDI,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,DOTOMA,0,12,12,0,23,23,0,20,20
ASSAM,KOKRAJHAR,GOSSAIGAON,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,KACHUGAON,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,KOKRAJHAR,1,1,2,40,2,42,30,2,32
ASSAM,LAKHIMPUR,BIHPURIA,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,DHAKUAKHANA,1,1,2,2,2,4,2,2,4
ASSAM,LAKHIMPUR,NOWBOICHA,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,BHUR- BANDHA,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,LAHORIGHAT,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,MAYONG,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,BAJIAGAON,1,4,5,280,287,567,280,12,292
ASSAM,NAGOAN,BARHAMPUR,0,1,1,0,2,2,0,2,2
ASSAM,NAGOAN,BATADRAWA,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,BINNAKANDI,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,DALONG GHAT,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,JOGIJAN,0,3,3,0,5,5,0,5,5
ASSAM,NAGOAN,JURIA,0,1,1,0,1,1,0,1,1
ASSAM,NAGOAN,KALIABOR,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,KATHITOLI,0,66,66,0,121,121,0,113,113
ASSAM,NAGOAN,KHAGARIJAN,0,1,1,0,94,94,0,94,94
ASSAM,NAGOAN,LIMDING DEV,0,2,2,0,9,9,0,9,9
ASSAM,NAGOAN,RAHA,0,3,3,0,120,120,0,120,120
ASSAM,NAGOAN,RUPAHI,1,0,1,308,0,308,308,0,308
ASSAM,NAGOAN,UDALI,0,4,4,0,27,27,0,18,18
ASSAM,NALBARI,BARKHETRI,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,BASKA,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,MADHUPUR,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,NAGRIJULI,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,PACHIM NALBARI,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,PUB-NALBARI,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,TAMULPUR,0,3,3,0,13,13,0,8,8
ASSAM,NALBARI,TIHU,0,0,0,0,0,0,0,0,0
ASSAM,NC HILLS,DIYANG VELLEY,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,DEMOW,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,GOURISAGAR,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,NAZIRA,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,SIBSAGAR,1,4,5,1,606,607,1,2,3
ASSAM,SIBSAGAR,SONARI,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BAGHMARA,0,1,1,0,1,1,0,0,0
ASSAM,SONITPUR,BIHAGURI,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BISHWANATH,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,CHATIA,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,DHEKIAJULI,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,GABHARU,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,PUB-CHAIDUAR,0,0,0,0,0,0,0,0,0
ASSAM,TINSUKIA,KAKAPATHAR,0,0,0,0,0,0,0,0,0
ASSAM,TINSUKIA,MARGHERITA,0,0,0,0,0,0,0,0,0
ASSAM,TINSUKIA,SADIYA,0,59,59,0,123,123,0,123,123
ASSAM,TINSUKIA,SAIKHOWA,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,AURANGABAD,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,BARUN,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,DAUDNAGAR,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,DEO,0,1,1,0,1,1,0,1,1
BIHAR,AURANGABAD,GOH,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,MADANPUR,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,OBRA,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,RAFIGANAJ,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,BANKA,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,BELHAR,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,BOUNSI,1,1,2,3,3,6,3,2,6
BIHAR,BANKA,CHANAN,10,11,21,31,64,95,28,55,82
BIHAR,BANKA,DHORAIYA,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,KATORIYA,30,4,34,183,22,205,175,22,197
BIHAR,BEGUSARAI,BACHHAWARA,1,106,107,5,324,329,5,324,329
BIHAR,BEGUSARAI,BAKHRI,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,BEGUSARAI,0,6,6,0,28,28,0,28,28
BIHAR,BEGUSARAI,BHAGWANPUR,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,BIRPUR,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,CH.BARIYARPUR,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,DANDARI,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,GADHPURA,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,KHODAWANDPUR,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,MANSOORCHAK,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,NAWAKOTHI,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,S.KAMAL,0,10,10,0,133,133,0,131,131
BIHAR,BHAGALPUR,GOURADIH,3,0,3,2,0,2,2,0,2
BIHAR,BHAGALPUR,KHARIK,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,SANHAULA,14,0,14,96,0,96,95,0,95
BIHAR,BHAGALPUR,SHAHKUND,0,6,6,0,32,32,0,23,23
BIHAR,BHAGALPUR,SULTANGANJ,1,0,1,5,0,5,5,0,5
BIHAR,BHOJPUR,JAGDISHPUR,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,SAHAR,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,SHAHPUR,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,BRAHMPUR,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,BUXAR,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,DUMRAON,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,BAHERI,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,BIRAUL,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,DARBHANGA,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,GAURA BAURAM,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,KEOTI RUNWAY,2,0,2,8,0,8,5,0,5
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,MANIGACHHI,57,38,95,508,246,754,457,236,693
BIHAR,DARBHANGA,SINGHWARA,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,TARDIH,53,14,67,348,58,406,281,41,322
BIHAR,EAST CHAMPARAN,ADAPUR,0,4,4,0,400,400,0,302,302
BIHAR,EAST CHAMPARAN,AREARAJ,0,8,8,0,29,29,0,28,28
BIHAR,EAST CHAMPARAN,BANKATWA,1,0,1,1250,0,1250,1200,0,1200
BIHAR,EAST CHAMPARAN,CHAURADANO,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,GHORASAHAN,1,0,1,1300,0,1300,1200,0,1200
BIHAR,EAST CHAMPARAN,HARSIDHI,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,KALYANPUR,4,0,4,405,0,405,49,0,49
BIHAR,EAST CHAMPARAN,KESARIA,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,MOTIHARI,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,PAKRIDYAL,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,RAMGARHWA,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,RAXAUL,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,TETARIA,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,TURKAULIA,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,ATRI,3,0,3,62,0,62,62,0,62
BIHAR,GAYA,DOBHI,0,1,1,0,5,5,0,0,0
BIHAR,GAYA,DUMARIYA,5,0,5,6,0,6,4,0,4
BIHAR,GAYA,FATEHPUR,0,1,1,0,6,6,0,4,4
BIHAR,GAYA,GURARU,2,0,2,2,0,2,2,0,2
BIHAR,GAYA,MOHANPUR,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,TEKARI,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,BAIKUNTHPUR,2,0,2,92,0,92,0,0,0
BIHAR,GOPAALGANJ,BHOREY,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,BIJAIPUR,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,HATHUA,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,PANCHDEWRI,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,UCHKAGAON,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,BARHAT,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,CHAKAI,22,9,31,73,85,158,70,76,146
BIHAR,JAMUI,GHIDHOR,1,0,1,301,0,301,301,0,301
BIHAR,JAMUI,JHAJHA,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,KHAIRA,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,LAXMIPUR,2,0,2,9,0,9,9,0,9
BIHAR,JAMUI,SONO,16,10,26,174,50,225,122,38,160
BIHAR,JEHANABAD,JEHANABAD,0,23,23,0,11,11,0,11,11
BIHAR,JEHANABAD,MAKHDUMPUR,0,0,0,0,0,0,0,0,0
BIHAR,KAIMUR (BHABUA),ADHAURA,2,6,8,6,12,19,2,7,9
BIHAR,KAIMUR (BHABUA),BHABUA,0,4,4,0,28,28,0,28,28
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,0,0,0,0,0,0,0,0,0
BIHAR,KAIMUR (BHABUA),CHAINPUR,0,0,0,0,0,0,0,0,0
BIHAR,KAIMUR (BHABUA),CHAND,0,3,3,0,12,12,0,12,12
BIHAR,KAIMUR (BHABUA),DURGAWATI,0,0,0,0,0,0,0,0,0
BIHAR,KAIMUR (BHABUA),KUDRA,0,0,0,0,0,0,0,0,0
BIHAR,KAIMUR (BHABUA),MOHANIA,0,0,0,0,0,0,0,0,0
BIHAR,KAIMUR (BHABUA),NUAON,0,6,6,0,27,27,0,23,23
BIHAR,KAIMUR (BHABUA),RAMGARH,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,BARARI,0,0,0,0,0,0,0,0,0
