-----
{
 "description": "The table refers to district wise potential utilized through dug-wells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.14.csv", 
 "title": "Download CSV for District wise Irrigation potential utilised through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.14.csv"
}
-----
"State","District","Actual area irrigated (Ha) - Kharif","Actual area irrigated (Ha) - Rabi","Actual area irrigated (Ha) - Perennial","Actual area irrigated (Ha) - Others","Total"
"UTTAR PRADESH","PILIBHIT",NA,NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",312,800,9,95,1216
"UTTAR PRADESH","RAEBARELY",1379,1200,130,113,2822
"UTTAR PRADESH","RAMPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR",72,60,5,57,194
"UTTAR PRADESH","SANT RAVIDAS NAGAR",167,244,91,20,522
"UTTAR PRADESH","SHAHJAHANPUR",828,2547,144,23,3542
"UTTAR PRADESH","SIDDHARTH NAGAR",527,722,246,116,1611
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA",3295,3332,2271,94,8992
"UTTAR PRADESH","SULTANPUR",94,121,87,52,354
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",3196,3147,2216,131,8690
"UTTAR PRADESH","UNNAO",1646,1971,62,99,3778
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",4649,5282,586,540,11057
"WEST BENGAL","BANKURA",1733,1763,96,309,3901
"WEST BENGAL","BIRBHUM",197,221,13,26,457
"WEST BENGAL","BURDWAN",69,39,3,33,144
"WEST BENGAL","COOCHBEHAR",87,1760,4,48,1899
"WEST BENGAL","DAKSHIN DINAJPUR",30,40,3,21,94
"WEST BENGAL","DARJEELING",19,21,1,0,41
"WEST BENGAL","HOOGLY",73,59,1,31,164
"WEST BENGAL","HOWRAH",1,0,0,2,3
"WEST BENGAL","JALPAIGURI",989,758,26,141,1914
"WEST BENGAL","MALDA",11,7,2,0,20
"WEST BENGAL","MIDNAPORE",2538,4535,412,569,8054
"WEST BENGAL","MURSHIDABAD",16,10,1,12,39
"WEST BENGAL","NADIA",121,54,8,51,234
"WEST BENGAL","NORTH 24 PARGANAS",14,5,0,4,23
"WEST BENGAL","PURULIA",2157,2783,156,206,5302
"WEST BENGAL","SOUTH 24 PARGANAS",17,21,6,33,77
"WEST BENGAL","UTTAR DINAJPUR",43,35,0,16,94
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",393,170,157,22,742
"DAMAN & DIU","",NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",NA,NA,NA,NA,NA
"DELHI","SOUTH-WEST",NA,NA,NA,NA,NA
"DELHI","WEST",NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",0,4,0,0,4
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",136,170,66,17,389
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA
