-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to the farmers holding size. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.3.csv", 
 "title": "Download CSV for Villagewise Distribution of Surface Flow Schemes according to the holding size for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.3.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to social status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.4.csv", 
 "title": "Download CSV for Villagewise Distribution of Surface Flow Schemes according to social status for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.4.csv"
}
-----
-----
{
 "description": "The table refers to village wise surface flow schemes constructed over the years. It has been sourced from 2nd census of minor irrigation scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.1.csv", 
 "title": "Download CSV for Villagewise Distribution of surface flow schemes consutructed over the years for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.1.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface flow schemes according to constraints. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.14.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes according to the constraints for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.14.csv"
}
-----
-----
{
 "description": "The table refers to block wise irrigation through supplemntary sources under surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.13.csv", 
 "title": "Download CSV for Blockwise Irrigation through supplementary sources under Surface Flow Schemes for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.13.csv"
}
-----
State,District,Block,Supplementary irrigation (Ha) - Kharif,Supplementary irrigation (Ha) - Rabi,Supplementary irrigation (Ha) - Perennial,Supplementary irrigation (Ha) - Others,Total
BIHAR,CHATRA,CHATRA,2,1,0,0,3
BIHAR,CHATRA,GIDDHAUR,0,0,0,0,0
BIHAR,CHATRA,HUNTERGANJ,72,0,0,0,72
BIHAR,CHATRA,ITKHORI,19,43,0,0,62
BIHAR,CHATRA,KUNDA,0,0,0,0,0
BIHAR,CHATRA,LAVALONG,0,0,0,0,0
BIHAR,CHATRA,PATTHERGARHA,0,0,0,0,0
BIHAR,CHATRA,PRATAP PUR,0,0,0,0,0
BIHAR,CHATRA,SEMARIA,0,0,0,0,0
BIHAR,CHATRA,TANDAWA,0,0,0,0,0
BIHAR,DARBHANGA,AUNAGAR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHADURPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHERI,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BENIPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BIRAUL,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,DARBHANGA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,GHANSHYAMPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,GORA BOURAM,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,HAYAGHAT,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,JALE,0,0,0,0,0
BIHAR,DARBHANGA,KEOTI(RANWAY),NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KIRATPUR,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,MANIGACHHI,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,SINGHWARA,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,DEOGHAR,16,10,7,1,34
BIHAR,DEOGHAR,DEVIPUR,0,0,0,0,0
BIHAR,DEOGHAR,KARON,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,MADHUPUR,0,0,0,0,0
BIHAR,DEOGHAR,MOHANPUR,33,8,0,0,41
BIHAR,DEOGHAR,PALAJORI,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,SARATH,0,0,0,0,0
BIHAR,DEOGHAR,SARWAN,0,0,0,0,0
BIHAR,DHANBAD,BAGHMARA,1,0,0,0,1
BIHAR,DHANBAD,BALIAPUR,0,0,0,3,3
BIHAR,DHANBAD,DHANBAD,42,0,0,0,42
BIHAR,DHANBAD,GOBINDPUR,18,3,0,2,23
BIHAR,DHANBAD,JHARIA,NA,NA,NA,NA,NA
BIHAR,DHANBAD,NIRSA,4,0,0,0,4
BIHAR,DHANBAD,TOPCHACHI,17,2,0,0,19
BIHAR,DHANBAD,TUNDI,9,8,0,0,17
BIHAR,DUMKA,DUMKA,0,0,0,0,0
BIHAR,DUMKA,GOPIKANDAR,42,0,0,0,42
BIHAR,DUMKA,JAMA,6,0,0,0,6
BIHAR,DUMKA,JAMTARA,0,0,0,0,0
BIHAR,DUMKA,JARMUNDI,0,0,0,0,0
BIHAR,DUMKA,KATHIKUND,11,6,0,1,18
BIHAR,DUMKA,KUNDHIT,167,28,0,9,204
BIHAR,DUMKA,MASALIA,11,2,0,0,13
BIHAR,DUMKA,NALA,40,13,7,15,75
BIHAR,DUMKA,NARAYANPUR,0,0,0,0,0
BIHAR,DUMKA,RAMGARH,19,1,0,1,21
BIHAR,DUMKA,RANESHWAR,15,1,0,0,16
BIHAR,DUMKA,SARAIYAHAT,41,3,0,0,44
BIHAR,DUMKA,SHIKARIPARA,3,1,0,0,4
BIHAR,GARHWA,BHANDARIA,166,72,19,0,257
BIHAR,GARHWA,BHAWNATHPUR,0,0,0,0,0
BIHAR,GARHWA,CHIRIA,0,0,0,0,0
BIHAR,GARHWA,DANDAI,67,68,0,0,135
BIHAR,GARHWA,DHURKI,379,18,7,0,404
BIHAR,GARHWA,GARHWA,85,0,0,0,85
BIHAR,GARHWA,KHARAUNDHI,0,0,0,0,0
BIHAR,GARHWA,MAJHIAURA,12,0,0,0,12
BIHAR,GARHWA,MEVAL,0,0,0,0,0
BIHAR,GARHWA,NAYARKTARI,39,0,0,0,39
BIHAR,GARHWA,RAMIA,0,0,0,0,0
BIHAR,GARHWA,RAMKANDA,0,0,0,0,0
BIHAR,GARHWA,RANKA,0,0,0,0,0
BIHAR,GAYA,AMAS,145,25,0,0,170
BIHAR,GAYA,ATARI,0,0,0,0,0
BIHAR,GAYA,BANROYBAZAR,0,0,0,0,0
BIHAR,GAYA,BARACHATTI,0,0,0,0,0
BIHAR,GAYA,BELAGANJ,4,0,0,0,4
BIHAR,GAYA,BODHGAYA,118,81,0,0,199
BIHAR,GAYA,DOBBI,254,0,0,0,254
BIHAR,GAYA,DUMARIA,0,0,0,0,0
BIHAR,GAYA,FETHPUR,27,0,0,0,27
BIHAR,GAYA,GARARU,40,0,0,0,40
BIHAR,GAYA,GAYA SADAR,518,83,0,0,601
BIHAR,GAYA,GURUA,3119,0,0,0,3119
BIHAR,GAYA,IMAMGANJ,62,0,0,0,62
BIHAR,GAYA,KHIZIRSORAI,363,0,0,0,363
BIHAR,GAYA,KONCH,416,0,0,0,416
BIHAR,GAYA,MANPUR,12,10,0,0,22
BIHAR,GAYA,MOHANPUR,0,0,0,0,0
BIHAR,GAYA,NIMCHAK BATHANI,0,0,0,0,0
BIHAR,GAYA,PARAIYA,155,0,0,0,155
BIHAR,GAYA,SHERGHATI,0,0,0,0,0
BIHAR,GAYA,TANKUPPA,1,0,0,0,1
BIHAR,GAYA,TEKARI,1302,44,0,0,1346
BIHAR,GAYA,WAZGANJ,0,0,0,0,0
BIHAR,GIRIDIH,BAGODAR,1194,603,0,0,1797
BIHAR,GIRIDIH,BENGABAD,12,12,12,2,38
BIHAR,GIRIDIH,BIRNI,216,47,0,0,263
BIHAR,GIRIDIH,DEORI,0,0,0,0,0
BIHAR,GIRIDIH,DYMIR,16,7,2,0,25
BIHAR,GIRIDIH,GANDEY,1,0,0,0,1
BIHAR,GIRIDIH,GAWAN,3,0,0,0,3
BIHAR,GIRIDIH,GIRIDIH,0,0,0,0,0
BIHAR,GIRIDIH,JAMYA,6,0,0,0,6
BIHAR,GIRIDIH,PIRTANR,0,0,0,0,0
BIHAR,GIRIDIH,RAJ DHANWAR,0,0,0,0,0
BIHAR,GIRIDIH,TISRI,0,0,0,0,0
BIHAR,GODDA,BOARIJORE,54,0,0,0,54
BIHAR,GODDA,GODDA,441,390,0,0,831
BIHAR,GODDA,MAHAGAMA,843,491,64,5,1403
BIHAR,GODDA,MEHARWAN,218,133,0,0,351
BIHAR,GODDA,PATHARGAMA,40,298,30,0,368
BIHAR,GODDA,PORAIYHAT,NA,NA,NA,NA,NA
BIHAR,GODDA,SUNDAR PAHARI,35,4,0,0,39
BIHAR,GODDA,THAKUR BANGTI,286,88,0,0,374
BIHAR,GOPALGANJ,BAIKUNTHPUR,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BARAULI,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BHOREY,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BIJAIPUR,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,GOPALGANJ,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,HATHUA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KATAIYA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KUCHAIKOTE,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,MANJHA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PHULWARIYA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PUNCHDEORI,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,SIDHWALIA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,THAWE,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,UCHKAGAON,NA,NA,NA,NA,NA
BIHAR,GUMLA,BALBA,0,0,0,0,0
BIHAR,GUMLA,BANO,0,0,0,0,0
BIHAR,GUMLA,BASIA,NA,NA,NA,NA,NA
BIHAR,GUMLA,BHARNO,0,0,0,0,0
BIHAR,GUMLA,BISHUNPUR,0,0,0,0,0
BIHAR,GUMLA,CHAINPUR,0,0,0,0,0
BIHAR,GUMLA,DUMRI,0,0,0,0,0
BIHAR,GUMLA,GHAGHRA,0,0,0,0,0
BIHAR,GUMLA,GUMLA,0,0,0,0,0
BIHAR,GUMLA,JALDEGA,NA,NA,NA,NA,NA
BIHAR,GUMLA,KANIDARA,NA,NA,NA,NA,NA
BIHAR,GUMLA,KOLUBIRA,0,0,0,0,0
BIHAR,GUMLA,KURDEG,30,55,40,0,125
BIHAR,GUMLA,PALKOT,0,0,0,0,0
BIHAR,GUMLA,RAIDIH,0,0,0,0,0
BIHAR,GUMLA,SIMDEGA,2,3,0,0,5
BIHAR,GUMLA,SISAI,NA,NA,NA,NA,NA
BIHAR,GUMLA,THETHAITANGA,0,0,0,0,0
BIHAR,HAZARIBAG,BARHI,51,12,0,0,63
BIHAR,HAZARIBAG,BARKAGAON,0,0,0,0,0
BIHAR,HAZARIBAG,BARKATTHA,40,18,0,2,60
BIHAR,HAZARIBAG,BISHNUGARH,0,0,0,0,0
BIHAR,HAZARIBAG,CHAUPARAN,10,12,0,4,26
BIHAR,HAZARIBAG,CHURCHU,0,0,0,0,0
BIHAR,HAZARIBAG,GOLA,0,0,0,0,0
BIHAR,HAZARIBAG,HAZARIBAGH,0,0,0,0,0
BIHAR,HAZARIBAG,ICHAK,0,0,0,0,0
BIHAR,HAZARIBAG,KATKAMSANDI,0,0,0,0,0
BIHAR,HAZARIBAG,KEREDARI,0,0,0,0,0
BIHAR,HAZARIBAG,MANDY,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,PADMA,103,8,0,0,111
BIHAR,HAZARIBAG,PATRATU,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,RAMGARH,NA,NA,NA,NA,NA
BIHAR,JAMUI,ALIGANJ,630,0,0,0,630
BIHAR,JAMUI,BARHAT,28,329,40,0,397
BIHAR,JAMUI,CHAKAI,21,0,0,0,21
BIHAR,JAMUI,GIDHOUR,0,77,0,0,77
BIHAR,JAMUI,JAMUI,1517,114,0,0,1631
BIHAR,JAMUI,JHAJHA,23,4,0,0,27
BIHAR,JAMUI,KHAIRA,1149,572,167,172,2060
BIHAR,JAMUI,LAKSHMIPUR,100,53,10,8,171
BIHAR,JAMUI,SIKANDRA,0,0,0,0,0
BIHAR,JAMUI,SONO,0,0,0,0,0
BIHAR,JEHANABAD,ARWAL,572,363,1,10,946
BIHAR,JEHANABAD,BANSI SURUJPUR,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,GHOSI,0,0,0,0,0
BIHAR,JEHANABAD,JEHANABAD,0,0,0,0,0
BIHAR,JEHANABAD,KAKU,0,0,0,0,0
BIHAR,JEHANABAD,KALEV,473,336,0,0,809
BIHAR,JEHANABAD,KARPI,0,0,0,0,0
BIHAR,JEHANABAD,KURTHA,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,MAKHDOMPUR,0,0,0,0,0
BIHAR,JEHANABAD,RATNI FARIDPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AMDABAET,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AZAMNAGAR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BALRAMPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BANPUR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARARI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARSOI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,DANDKHORA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,FALKA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,HASANGANJ,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KADWA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KATIHAR,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KORHA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KURSELA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANIHARI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANSHAHI,NA,NA,NA,NA,NA
BIHAR,KATIHAR,SAMELI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,ALAULI,0,0,0,0,0
BIHAR,KHAGARIA,BELDAUR,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,CHAUTHAM,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,GOGRI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,KHAGARIA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,MANSI,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,PARBATTA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,BAHADURGANJ,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,DHIGHATBANK,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KISHANGANJ,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KOCHADHAMIN,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,POTHIA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,TERHAGACHH,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,THAKURGANJ,NA,NA,NA,NA,NA
BIHAR,KODARMA,CHANDWA,0,0,0,0,0
BIHAR,KODARMA,JAINAGAR,NA,NA,NA,NA,NA
BIHAR,KODARMA,KODARAMA,0,0,0,0,0
BIHAR,KODARMA,MARKACHO,0,0,0,0,0
BIHAR,KODARMA,SATGAWAN,0,0,0,0,0
BIHAR,LAKHISARAI,BARAHIYA,NA,NA,NA,NA,NA
BIHAR,LAKHISARAI,HALSI,75,0,0,0,75
BIHAR,LAKHISARAI,LOKHISARAI,270,25,0,0,295
BIHAR,LAKHISARAI,PIPARIA,0,0,0,0,0
BIHAR,LAKHISARAI,SURAJGARA,0,0,0,0,0
BIHAR,LOHARDAGA,BHANDRA,0,0,0,0,0
BIHAR,LOHARDAGA,KISKO,0,0,0,0,0
BIHAR,LOHARDAGA,KURU,0,0,0,0,0
BIHAR,LOHARDAGA,LOHARDAGA,NA,NA,NA,NA,NA
BIHAR,LOHARDAGA,SENHA,0,0,0,0,0
BIHAR,MADHEPURA,ALAMNAGAR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,BIHARIGANJ,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,CHAUSA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,GAWALPARA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,KUMAR KHAND,0,0,0,0,0
BIHAR,MADHEPURA,MADHEPURA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,MURLIGANJ,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,PURAINI,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SHANKERPUR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SINGHESWAR,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,UDA KISHANGANJ,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,ANDHARADATHI,0,0,0,0,0
BIHAR,MADHUBANI,BABUBARHI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,BASOPATTI,116,96,0,0,212
BIHAR,MADHUBANI,BENIPATTI,0,0,0,0,0
BIHAR,MADHUBANI,BISFI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,GHOGARDIHA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,HARLAKHI,0,0,0,0,0
BIHAR,MADHUBANI,JAITYAGAR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,JHANJHARPUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,KHAJAULI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LADANIA,0,0,0,0,0
BIHAR,MADHUBANI,LAKHNAUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MADHAWAPUR,0,0,0,0,0
BIHAR,MADHUBANI,MADUBANI,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MEDEPUR,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PANDAUL,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PHULPARAS,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,RAJNAGAR,NA,NA,NA,NA,NA
BIHAR,MUNGER,BARIAPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,DHARHARA,48,48,0,0,96
BIHAR,MUNGER,JAMALPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,KHARAGPUR,1544,307,0,0,1851
BIHAR,MUNGER,MUNGER,NA,NA,NA,NA,NA
BIHAR,MUNGER,SANGRAMPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,TARAPUR,NA,NA,NA,NA,NA
BIHAR,MUNGER,TETIA BUMBER,0,0,0,0,0
BIHAR,MUZAFFARPUR,AURAI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,BANDRA,0,0,0,0,0
BIHAR,MUZAFFARPUR,BOCHAHA,0,0,0,0,0
BIHAR,MUZAFFARPUR,GAIGHAT,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KANTI,0,0,0,0,0
BIHAR,MUZAFFARPUR,KATRA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KURHANI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MINAPUR,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MORAUL,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MOTIPUR,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MUSHAHARI,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,PAROO,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAHEBGANJ,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAKRA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SARAIYA,NA,NA,NA,NA,NA
BIHAR,NALANDA,ASTHAWAN,0,0,0,0,0
BIHAR,NALANDA,BEN,0,0,0,0,0
BIHAR,NALANDA,BIHARSARIF,0,0,0,0,0
BIHAR,NALANDA,BIND,0,0,0,0,0
BIHAR,NALANDA,CHANDI,NA,NA,NA,NA,NA
BIHAR,NALANDA,EKANGARSARAI,415,2,0,0,417
BIHAR,NALANDA,GIRIAK,42,0,0,0,42
BIHAR,NALANDA,HARNAUT,0,0,0,0,0
BIHAR,NALANDA,HILSA,362,60,0,0,422
BIHAR,NALANDA,ISLAMPUR,64,0,0,0,64
BIHAR,NALANDA,KARAI PARSURAI,0,0,0,0,0
BIHAR,NALANDA,KATRISARAI,NA,NA,NA,NA,NA
BIHAR,NALANDA,NAGAR NAUSA,NA,NA,NA,NA,NA
BIHAR,NALANDA,NOORSARAI,0,0,0,0,0
BIHAR,NALANDA,PARWALPUR,106,70,10,0,186
BIHAR,NALANDA,RAHUI,0,0,0,0,0
BIHAR,NALANDA,RAJGIR,0,0,0,0,0
BIHAR,NALANDA,SARMERA,0,0,0,0,0
BIHAR,NALANDA,SILAO,0,0,0,0,0
BIHAR,NALANDA,THARTHARI,100,0,0,0,100
BIHAR,NAWADA,AKBARPUR,0,0,0,0,0
BIHAR,NAWADA,GOBINDPUR,0,0,0,0,0
BIHAR,NAWADA,HISUA,0,0,0,0,0
BIHAR,NAWADA,KANWAKOL,0,0,0,0,0
BIHAR,NAWADA,KASHICHOK,248,0,0,0,248
BIHAR,NAWADA,MESKAUR,207,2,183,0,392
BIHAR,NAWADA,NARDIGANJ,0,0,0,0,0
BIHAR,NAWADA,NARHAT,0,0,0,0,0
BIHAR,NAWADA,NAWADA,34,0,0,0,34
BIHAR,NAWADA,PAKRIWARAMA,102,0,0,0,102
BIHAR,NAWADA,RAJANLI,0,0,0,0,0
BIHAR,NAWADA,ROH,0,0,0,0,0
BIHAR,NAWADA,SIRDOLA,0,0,0,0,0
BIHAR,NAWADA,WARSHALAGANJ,1166,0,0,0,1166
BIHAR,PAKUR,AMRAPARA,0,0,0,0,0
BIHAR,PAKUR,HIRANPUR,5,2,0,0,7
BIHAR,PAKUR,LITIPARA,0,0,0,0,0
BIHAR,PAKUR,MAHESHPUR,0,0,0,0,0
BIHAR,PAKUR,PAKUR,14,1,0,0,15
BIHAR,PAKUR,PAKURIA,0,0,0,0,0
BIHAR,PALAMU,BALUMATH,0,0,0,0,0
BIHAR,PALAMU,BARWADIH,15,0,0,0,15
BIHAR,PALAMU,BISHRAMPUR,0,0,0,0,0
BIHAR,PALAMU,CHAINPUR,0,0,0,0,0
BIHAR,PALAMU,CHANDWA,0,0,0,0,0
BIHAR,PALAMU,CHHALAPUR,214,9,0,0,223
BIHAR,PALAMU,DALTENGANJ,0,0,0,0,0
BIHAR,PALAMU,GARU,0,0,0,0,0
BIHAR,PALAMU,HARIHARGANJ,96,34,0,0,130
BIHAR,PALAMU,HUSAINABAD,0,0,0,0,0
BIHAR,PALAMU,LATEHAR,1,0,0,0,1
BIHAR,PALAMU,LESTIGANJ,27,5,0,0,32
BIHAR,PALAMU,MAHUADANR,257,89,0,1,347
BIHAR,PALAMU,MANATU,0,0,0,0,0
BIHAR,PALAMU,MANIKA,0,0,0,0,0
BIHAR,PALAMU,PANKI,3,0,0,0,3
BIHAR,PALAMU,PATAN,52,44,44,43,183
BIHAR,PALAMU,SATWARWH,564,255,0,0,819
BIHAR,PATNA,ATHMAL GOLA,NA,NA,NA,NA,NA
BIHAR,PATNA,BAKHTIARPUR,NA,NA,NA,NA,NA
BIHAR,PATNA,BARH,NA,NA,NA,NA,NA
BIHAR,PATNA,BELCHI,NA,NA,NA,NA,NA
BIHAR,PATNA,BIHTA,0,0,0,0,0
BIHAR,PATNA,BIKRAM,8,8,0,0,16
BIHAR,PATNA,DANAPUR,0,0,0,0,0
BIHAR,PATNA,DANIAWAN,NA,NA,NA,NA,NA
BIHAR,PATNA,DHANARUA,NA,NA,NA,NA,NA
BIHAR,PATNA,DULHAN BAZAR,NA,NA,NA,NA,NA
BIHAR,PATNA,FATUHA,NA,NA,NA,NA,NA
BIHAR,PATNA,GHOSWARI,NA,NA,NA,NA,NA
BIHAR,PATNA,KHUSRUPUR,NA,NA,NA,NA,NA
BIHAR,PATNA,MANER,12,0,0,0,12
BIHAR,PATNA,MASAURHI,0,0,0,0,0
BIHAR,PATNA,MOKAMAH,NA,NA,NA,NA,NA
BIHAR,PATNA,NAUBATPUR,5,0,0,0,5
BIHAR,PATNA,PALIGANJ,4539,2926,92,10,7567
BIHAR,PATNA,PANDARAK,NA,NA,NA,NA,NA
BIHAR,PATNA,PATNA SADAR,NA,NA,NA,NA,NA
BIHAR,PATNA,PHULWARISARIF,NA,NA,NA,NA,NA
BIHAR,PATNA,PUNPUN,NA,NA,NA,NA,NA
BIHAR,PATNA,SAMPATCHAK,NA,NA,NA,NA,NA
BIHAR,PURNIA,AMOUR,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISA,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAISI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BAMNANKHI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BARAHARAKOTHI,NA,NA,NA,NA,NA
BIHAR,PURNIA,BHAWANIPUR,NA,NA,NA,NA,NA
BIHAR,PURNIA,DAGARUA,NA,NA,NA,NA,NA
BIHAR,PURNIA,DHAMDAHA,NA,NA,NA,NA,NA
BIHAR,PURNIA,JALALGARH,NA,NA,NA,NA,NA
BIHAR,PURNIA,KASBA,NA,NA,NA,NA,NA
BIHAR,PURNIA,KRITYANANDNAGAR,NA,NA,NA,NA,NA
BIHAR,PURNIA,PURNIA EAST,14,14,0,0,28
BIHAR,PURNIA,RUPAULI,NA,NA,NA,NA,NA
BIHAR,PURNIA,SOINAGAR,NA,NA,NA,NA,NA
BIHAR,RANCHI,ANGARA,0,0,0,0,0
BIHAR,RANCHI,ARKI,0,0,0,0,0
BIHAR,RANCHI,BERO,0,0,0,0,0
BIHAR,RANCHI,BUNDU,NA,NA,NA,NA,NA
BIHAR,RANCHI,BURMU,0,0,0,0,0
BIHAR,RANCHI,CHANHO,0,0,0,0,0
BIHAR,RANCHI,KANKE,NA,NA,NA,NA,NA
BIHAR,RANCHI,KARRA,0,0,0,0,0
BIHAR,RANCHI,KHUNTI,0,0,0,0,0
BIHAR,RANCHI,LAPUNG,187,55,63,22,327
BIHAR,RANCHI,MANDAR,0,0,0,0,0
BIHAR,RANCHI,MURHU,0,0,0,0,0
BIHAR,RANCHI,NAMKUM,0,0,0,0,0
BIHAR,RANCHI,ORMANJI,NA,NA,NA,NA,NA
BIHAR,RANCHI,RANIA,0,0,0,0,0
BIHAR,RANCHI,RATU,0,0,0,0,0
BIHAR,RANCHI,SILLI,7,4,1,0,12
BIHAR,RANCHI,SONAHATU,0,0,0,0,0
BIHAR,RANCHI,TAMAR,0,0,0,0,0
BIHAR,RANCHI,TORPA,0,0,0,0,0
BIHAR,ROHTAS,AKORHIGOLA,NA,NA,NA,NA,NA
BIHAR,ROHTAS,BIKRAMGANJ,NA,NA,NA,NA,NA
BIHAR,ROHTAS,CHENARI,207,24,0,0,231
BIHAR,ROHTAS,DAWATH,NA,NA,NA,NA,NA
