-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.5.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.5.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.12.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.12.csv"
}
-----
"State","District","Block","Total","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",213,0,14,0
"MADHYA PRADESH","CHHINDWARA","AMARWADA",40,73,85,0
"MADHYA PRADESH","CHHINDWARA","BICHHIYA",NA,NA,NA,NA
"MADHYA PRADESH","CHHINDWARA","CHAURAI",615,0,53,12
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",861,0,26,57
"MADHYA PRADESH","CHHINDWARA","HARRAI",NA,NA,NA,NA
"MADHYA PRADESH","CHHINDWARA","JAMAIE",10,36,29,0
"MADHYA PRADESH","CHHINDWARA","MOHKHED",6,1,92,41
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",6,0,421,0
"MADHYA PRADESH","CHHINDWARA","PARASIYA",343,3,24,36
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",NA,NA,NA,NA
"MADHYA PRADESH","CHHINDWARA","TAMIYA",NA,NA,NA,NA
"MADHYA PRADESH","DAMOH","DAMOH",NA,NA,NA,NA
"MADHYA PRADESH","DAMOH","HATA",100,0,164,51
"MADHYA PRADESH","DAMOH","JABERA",31,0,21,0
"MADHYA PRADESH","DAMOH","PATERA",2,0,0,223
"MADHYA PRADESH","DAMOH","PATHARIYA",7,95,129,0
"MADHYA PRADESH","DAMOH","PATIYAGARH",80,36,47,49
"MADHYA PRADESH","DAMOH","TENDUKHEDA",NA,NA,NA,NA
"MADHYA PRADESH","DATIA","DATIA",NA,NA,NA,NA
"MADHYA PRADESH","DATIA","SEONDHA",NA,NA,NA,NA
"MADHYA PRADESH","DEWAS","BAGALI",420,2,28,7
"MADHYA PRADESH","DEWAS","DEWAS",523,2,15,16
"MADHYA PRADESH","DEWAS","KANNAUD",5,0,69,0
"MADHYA PRADESH","DEWAS","KHATEGAON",50,0,0,0
"MADHYA PRADESH","DEWAS","SONKACHH",32,0,0,83
"MADHYA PRADESH","DEWAS","TONK KHURD",NA,NA,NA,NA
"MADHYA PRADESH","DHAR","BADNAWAR",60,0,40,65
"MADHYA PRADESH","DHAR","BAKANER",NA,NA,NA,NA
"MADHYA PRADESH","DHAR","BANDH",1,0,8,0
"MADHYA PRADESH","DHAR","DAHEE",5,0,0,230
"MADHYA PRADESH","DHAR","DHAR",NA,NA,NA,NA
"MADHYA PRADESH","DHAR","DHARAMPURI",1,0,0,0
"MADHYA PRADESH","DHAR","GANDHWANI",161,2,12,9
"MADHYA PRADESH","DHAR","KUKSHI",14,0,50,171
"MADHYA PRADESH","DHAR","MANAWAR",116,15,86,34
"MADHYA PRADESH","DHAR","NALCHHA",NA,NA,NA,NA
"MADHYA PRADESH","DHAR","NISARPUR",46,7,249,0
"MADHYA PRADESH","DHAR","SARDARPUR",44,0,73,39
"MADHYA PRADESH","DHAR","TIRLA",NA,NA,NA,NA
"MADHYA PRADESH","DURG","BALOD",3,6,10,0
"MADHYA PRADESH","DURG","BEMETARA",9,0,19,0
"MADHYA PRADESH","DURG","BERLA",24,2,12,0
"MADHYA PRADESH","DURG","DHAMDA",7,0,15,0
"MADHYA PRADESH","DURG","DONDI",1,80,0,0
"MADHYA PRADESH","DURG","DONDILOHARA",3,0,248,0
"MADHYA PRADESH","DURG","DURG",40,3,53,3
"MADHYA PRADESH","DURG","GUNDARDEHI",13,2,17,0
"MADHYA PRADESH","DURG","GURUR",4,0,28,0
"MADHYA PRADESH","DURG","NAWAGARH",15,0,39,0
"MADHYA PRADESH","DURG","PATAN",2,0,118,0
"MADHYA PRADESH","DURG","SAJA",26,0,9,0
"MADHYA PRADESH","GUNA","ARON",9,0,0,278
"MADHYA PRADESH","GUNA","ASHOKNAGAR",22,0,0,0
"MADHYA PRADESH","GUNA","BAGHOGARH",16,0,110,0
"MADHYA PRADESH","GUNA","BAMORI",318,0,54,20
"MADHYA PRADESH","GUNA","CHACHAUDA",20,0,3,0
"MADHYA PRADESH","GUNA","CHANDERI",NA,NA,NA,NA
"MADHYA PRADESH","GUNA","GUNA",NA,NA,NA,NA
"MADHYA PRADESH","GUNA","ISAGARH",70,33,38,0
"MADHYA PRADESH","GUNA","MUNGAOLI",8,70,21,0
"MADHYA PRADESH","GWALIOR","BHANDER",2,0,263,0
"MADHYA PRADESH","GWALIOR","BHITARWAR",NA,NA,NA,NA
"MADHYA PRADESH","GWALIOR","DABRA",NA,NA,NA,NA
"MADHYA PRADESH","GWALIOR","GHATI GAON",45,0,95,6
"MADHYA PRADESH","GWALIOR","MORAR",NA,NA,NA,NA
"MADHYA PRADESH","HOSHANGABAD","BABAI",6,152,274,0
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",15,86,50,0
"MADHYA PRADESH","HOSHANGABAD","HARDA",5,0,17,53
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",24,46,225,0
"MADHYA PRADESH","HOSHANGABAD","KESALI",12,0,100,0
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",36,0,245,0
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",21,115,104,10
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",1,200,100,0
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",23,81,164,76
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",NA,NA,NA,NA
"MADHYA PRADESH","INDORE","DEPALPUR",14,0,4,94
"MADHYA PRADESH","INDORE","INDORE",318,0,38,6
"MADHYA PRADESH","INDORE","MHOW",653,1,47,103
"MADHYA PRADESH","INDORE","SANWER",NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","BADWARA",15,104,29,0
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",73,11,40,0
"MADHYA PRADESH","JABALPUR","BARGI",20,0,8,43
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","KATNI",NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","KUNDAM",NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","MAJHAULI",2,75,0,0
"MADHYA PRADESH","JABALPUR","PANAGARH",14,234,0,0
"MADHYA PRADESH","JABALPUR","PATAN",39,233,25,76
"MADHYA PRADESH","JABALPUR","RITHI",NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","SHAHPURA",348,117,66,32
"MADHYA PRADESH","JABALPUR","SIHORA",NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","ALIRAJPUR",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","BHAWRA",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","JHABUA",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","JOBAT",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","KANTHIWADA",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","MEGHNAGAR",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","PETALAWAD",42,86,15,23
"MADHYA PRADESH","JHABUA","RAMA",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","RANAPUR",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","SONDWA",NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","THANDLA",11,0,8,81
"MADHYA PRADESH","JHABUA","UDAIGARH",NA,NA,NA,NA
"MADHYA PRADESH","KHANDWA","BALDEE",1,100,200,0
"MADHYA PRADESH","KHANDWA","BURHANPUR",365,19,80,357
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",135,7,59,87
"MADHYA PRADESH","KHANDWA","HARSUD",156,0,50,200
"MADHYA PRADESH","KHANDWA","KHAKNER",195,0,37,181
"MADHYA PRADESH","KHANDWA","KHALWA",28,0,24,110
"MADHYA PRADESH","KHANDWA","KHANDWA",48,0,31,72
"MADHYA PRADESH","KHANDWA","PANDHANA",34,19,47,103
"MADHYA PRADESH","KHANDWA","PUNASA",NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","BADWAH",485,4,70,98
"MADHYA PRADESH","KHARGONE","BADWANI",193,0,31,113
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",44,0,9,78
"MADHYA PRADESH","KHARGONE","GOGAWAN",5,0,0,69
"MADHYA PRADESH","KHARGONE","JHIRANYA",NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","KASRAWAD",53,9,31,89
"MADHYA PRADESH","KHARGONE","KHARGONE",37,0,38,138
"MADHYA PRADESH","KHARGONE","MAHESHWAR",134,4,16,37
"MADHYA PRADESH","KHARGONE","NIWALI",4,23,4,30
"MADHYA PRADESH","KHARGONE","PANSEMAL",2,0,23,0
"MADHYA PRADESH","KHARGONE","PATEE",NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","RAJPUR",100,0,18,108
"MADHYA PRADESH","KHARGONE","SEGAON",8,0,167,106
"MADHYA PRADESH","KHARGONE","SENDHWA",NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","THIKARI",150,0,51,94
"MADHYA PRADESH","MANDLA","AMARPUR",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","BAJANG",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","BEEJADANDI",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","BICHHIYA",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","DINDORI",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","GHUGHARI",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","KARANJIYA",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","MANDLA",2,20,110,0
"MADHYA PRADESH","MANDLA","MAWAI",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","MEHADWANI",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","MOHGAON",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","MOWAS",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","NAINPUR",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","NARAYANGANJ",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","SAMNAPUR",NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","SHAHPURA",NA,NA,NA,NA
"MADHYA PRADESH","MANDSAUR","BHANPURA",NA,NA,NA,NA
"MADHYA PRADESH","MANDSAUR","GAROTH",NA,NA,NA,NA
"MADHYA PRADESH","MANDSAUR","JAWAD",497,2,34,37
"MADHYA PRADESH","MANDSAUR","MALHARGARH",96,0,32,62
"MADHYA PRADESH","MANDSAUR","MANASA",130,2,94,190
"MADHYA PRADESH","MANDSAUR","MANDSAUR",167,1,48,65
"MADHYA PRADESH","MANDSAUR","NEEMACH",199,0,38,63
"MADHYA PRADESH","MANDSAUR","SITAMAU",76,0,50,29
"MADHYA PRADESH","MORENA","AMBAH",2,0,300,0
"MADHYA PRADESH","MORENA","JAURA",NA,NA,NA,NA
"MADHYA PRADESH","MORENA","KAILARAS",5,40,115,0
"MADHYA PRADESH","MORENA","KARAHAL",147,0,106,0
"MADHYA PRADESH","MORENA","MORENA",3,0,175,0
"MADHYA PRADESH","MORENA","PAHARGARH",NA,NA,NA,NA
"MADHYA PRADESH","MORENA","PAROSA",NA,NA,NA,NA
"MADHYA PRADESH","MORENA","SABALGARH",NA,NA,NA,NA
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",119,0,84,0
"MADHYA PRADESH","MORENA","VIJAIPUR",12,0,138,0
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",238,16,95,43
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",54,0,38,37
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",33,0,8,204
"MADHYA PRADESH","NARSIMHAPUR","KARELI",718,0,44,8
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",202,0,23,367
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",195,26,118,4
"MADHYA PRADESH","PANNA","AJAIGARH",NA,NA,NA,NA
"MADHYA PRADESH","PANNA","GUNNAUR",34,0,82,19
"MADHYA PRADESH","PANNA","PANNA",18,4,0,0
"MADHYA PRADESH","PANNA","PAWAI",NA,NA,NA,NA
"MADHYA PRADESH","PANNA","SHAHNAGAR",7,0,150,0
"MADHYA PRADESH","RAIGARH","BAGEECHA",3,0,0,0
"MADHYA PRADESH","RAIGARH","CHARGHODA",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",40,0,0,0
"MADHYA PRADESH","RAIGARH","DULDHLA",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","JASHPURNAGAR",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","KANSABEL",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","KHARASIYA",65,11,2,0
"MADHYA PRADESH","RAIGARH","KUNKURI",125,0,0,0
"MADHYA PRADESH","RAIGARH","LALLUNGA",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","NANORA",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","PATTHALGAON",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","PUSAUR",166,0,88,0
"MADHYA PRADESH","RAIGARH","RAIGARH",NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","SARANGARH",14,0,41,0
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",2,100,0,0
"MADHYA PRADESH","RAIGARH","TAMNAR",18,0,146,0
"MADHYA PRADESH","RAIGARH","TAPKARA",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","ABHANPUR",1,0,90,0
"MADHYA PRADESH","RAIPUR","BAGBAHRA",6,5,19,0
"MADHYA PRADESH","RAIPUR","BASNA",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","BHATAPARA",36,4,235,0
"MADHYA PRADESH","RAIPUR","BILAIGARH",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","CHANDKHURAI(ARANG)",35,9,42,0
"MADHYA PRADESH","RAIPUR","CHHURA",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","DEOBHOG",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","DHAMTARI",20,0,98,0
"MADHYA PRADESH","RAIPUR","GARIYABAND",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","KASDOL",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","KURUD",3,0,17,0
"MADHYA PRADESH","RAIPUR","MAGARLOD",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","MAHASAMUND",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","MAINPUR",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","PALARI",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","PITHORA",3,0,30,0
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",25,83,50,37
"MADHYA PRADESH","RAIPUR","RAJIM",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","SARAIPALI",NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","SIHAWA",3,17,20,0
"MADHYA PRADESH","RAIPUR","SIMGA",7,0,17,0
"MADHYA PRADESH","RAIPUR","TILDA",43,0,11,0
"MADHYA PRADESH","RAISEN","BARELI",37,0,169,22
"MADHYA PRADESH","RAISEN","BEGAMGANJ",33,0,0,185
"MADHYA PRADESH","RAISEN","GAIRATGANJ",NA,NA,NA,NA
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",33,0,26,62
"MADHYA PRADESH","RAISEN","SANCHI",2,0,0,168
"MADHYA PRADESH","RAISEN","SILWANI",NA,NA,NA,NA
"MADHYA PRADESH","RAISEN","UDAIPURA",NA,NA,NA,NA
"MADHYA PRADESH","RAJGARH","BIAORA",3,0,100,0
"MADHYA PRADESH","RAJGARH","JEERAPUR",119,0,50,19
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",3,0,33,0
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",24,0,70,0
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",8,0,106,231
"MADHYA PRADESH","RAJGARH","RAJGARH",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","BODLA",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","CHAUKI",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","CHHUIKHANDAN",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","CHHURIA",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","DOMGARGARH",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",24,46,109,0
"MADHYA PRADESH","RAJNANDGAON","KAWARDHA",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",7,0,30,0
"MADHYA PRADESH","RAJNANDGAON","MANPUR",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","MOHLA",NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","RAJNANDGAON",5,0,23,0
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",34,2,74,0
"MADHYA PRADESH","RATLAM","ALOT",34,0,250,57
"MADHYA PRADESH","RATLAM","BAJNA",58,0,186,12
"MADHYA PRADESH","RATLAM","JAWRA",124,1,39,74
"MADHYA PRADESH","RATLAM","PIPLODA",389,0,51,59
"MADHYA PRADESH","RATLAM","RATLAM",1167,0,18,32
"MADHYA PRADESH","RATLAM","SAILANA",55,0,41,31
"MADHYA PRADESH","REWA","GANGEO",3,0,200,0
"MADHYA PRADESH","REWA","HANUMANA",NA,NA,NA,NA
"MADHYA PRADESH","REWA","JAWA",NA,NA,NA,NA
"MADHYA PRADESH","REWA","MAUGANJ",75,1,108,0
"MADHYA PRADESH","REWA","NAIGARHI",63,42,197,33
"MADHYA PRADESH","REWA","RAIPUR",16,0,114,0
"MADHYA PRADESH","REWA","REWA",54,0,230,0
"MADHYA PRADESH","REWA","SIRMAUR",306,0,211,2
"MADHYA PRADESH","REWA","TYONTHAR",NA,NA,NA,NA
"MADHYA PRADESH","SAGAR","BANDA",28,32,6,47
"MADHYA PRADESH","SAGAR","BEENA",NA,NA,NA,NA
"MADHYA PRADESH","SAGAR","DEORI",4,0,0,0
"MADHYA PRADESH","SAGAR","JAISINAGAR",24,0,16,80
"MADHYA PRADESH","SAGAR","KESALI",1,0,10,0
"MADHYA PRADESH","SAGAR","KHURAI",24,0,44,29
"MADHYA PRADESH","SAGAR","MALTHON",1,0,0,600
"MADHYA PRADESH","SAGAR","RAHATGARH",2,0,50,100
"MADHYA PRADESH","SAGAR","REHALI",19,0,25,16
"MADHYA PRADESH","SAGAR","SAGAR",14,0,77,54
"MADHYA PRADESH","SAGAR","SHAHGARH",75,0,7,0
"MADHYA PRADESH","SATNA","AMARPATAN",494,0,150,0
"MADHYA PRADESH","SATNA","CHITRAKOOT",16,0,28,0
"MADHYA PRADESH","SATNA","MAIHAR",218,7,198,19
"MADHYA PRADESH","SATNA","NAGOD",275,0,106,10
"MADHYA PRADESH","SATNA","RAMNAGAR",2,0,15,0
"MADHYA PRADESH","SATNA","RAMPUR",495,8,150,4
"MADHYA PRADESH","SATNA","SATNA",271,0,68,12
"MADHYA PRADESH","SATNA","UNCHEHARA",24,82,265,103
"MADHYA PRADESH","SEHORE","AASHTA",NA,NA,NA,NA
"MADHYA PRADESH","SEHORE","BUDANI",4,0,0,250
"MADHYA PRADESH","SEHORE","ICHHAWER",NA,NA,NA,NA
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",NA,NA,NA,NA
"MADHYA PRADESH","SEHORE","SIHORE",1,0,40,0
"MADHYA PRADESH","SEONI","BARGHAT",NA,NA,NA,NA
"MADHYA PRADESH","SEONI","CHHAPARA",NA,NA,NA,NA
"MADHYA PRADESH","SEONI","DHANORA",NA,NA,NA,NA
"MADHYA PRADESH","SEONI","KAHANAPUS",123,0,0,41
"MADHYA PRADESH","SEONI","KEOLARI",117,0,16,0
"MADHYA PRADESH","SEONI","KURAI",100,0,0,11
"MADHYA PRADESH","SEONI","LAKHNADAUN",39,0,2,30
"MADHYA PRADESH","SEONI","SEONI",888,0,32,5
"MADHYA PRADESH","SHAHDOL","ANUPPUR",NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","BUDHAR",1,50,0,0
"MADHYA PRADESH","SHAHDOL","BYOHARI",34,1,138,0
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","JAITAHARI",3,0,52,0
"MADHYA PRADESH","SHAHDOL","KOTAMA",NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","MANPUR",127,0,132,20
"MADHYA PRADESH","SHAHDOL","PALEE-1",NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","PALEE-2",5,0,465,0
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",8,0,168,0
"MADHYA PRADESH","SHAHDOL","UMARIYA",14,0,193,0
"MADHYA PRADESH","SHAJAPUR","AGAR",NA,NA,NA,NA
"MADHYA PRADESH","SHAJAPUR","BAROD",3,0,40,0
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",16,0,0,291
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",441,0,4,70
"MADHYA PRADESH","SHAJAPUR","NALKHEDA",NA,NA,NA,NA
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",127,0,2,59
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",1,0,0,200
"MADHYA PRADESH","SHAJAPUR","SUSNER",NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","BADARWAS",10,0,90,0
"MADHYA PRADESH","SHIVPURI","KARERA",NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","KOLARAS",14,2,26,0
"MADHYA PRADESH","SHIVPURI","NARWAR",NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","PICHHORE",NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","POHARI",NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","SHIVPURI",219,0,122,38
"MADHYA PRADESH","SIDHI","BAIDHAN",2,0,65,0
"MADHYA PRADESH","SIDHI","CHITRANGI",6,0,130,0
"MADHYA PRADESH","SIDHI","DEOSAR",1,0,200,0
"MADHYA PRADESH","SIDHI","KUSAMI",NA,NA,NA,NA
"MADHYA PRADESH","SIDHI","MAJHAULI",NA,NA,NA,NA
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",16,19,261,34
"MADHYA PRADESH","SIDHI","SIDHI",NA,NA,NA,NA
"MADHYA PRADESH","SIDHI","SIHAWAL",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BAIKUNTHPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BALRAMPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BATOLI",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BHARATPUR",238,0,0,0
"MADHYA PRADESH","SURGUJA","KHARGAWAN",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","KUSAMI",668,0,0,0
"MADHYA PRADESH","SURGUJA","LAKHANPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","LUNDRA",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","MAINPAT",60,0,34,0
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",99,0,0,0
"MADHYA PRADESH","SURGUJA","ODAGI",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","PRATAPPUR",518,0,31,25
"MADHYA PRADESH","SURGUJA","PREMNAGAR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","RAJPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SHANKARGARH",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SITAPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SONHAT",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SURAJPUR",41,0,0,0
"MADHYA PRADESH","SURGUJA","UDAYPUR",11,0,8,0
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",17,0,21,0
"MADHYA PRADESH","TIKAMGARH","JATARA",649,0,23,0
"MADHYA PRADESH","TIKAMGARH","NIWARI",141,0,13,0
"MADHYA PRADESH","TIKAMGARH","PALERA",NA,NA,NA,NA
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",NA,NA,NA,NA
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",NA,NA,NA,NA
"MADHYA PRADESH","UJJAIN","BADNAGAR",232,1,26,4
"MADHYA PRADESH","UJJAIN","GHATIYA",35,0,0,180
"MADHYA PRADESH","UJJAIN","KHACHRAUD",1133,0,24,41
"MADHYA PRADESH","UJJAIN","MAHIDPUR",76,0,0,153
"MADHYA PRADESH","UJJAIN","TARANA",195,0,24,0
"MADHYA PRADESH","UJJAIN","UJJAIN",427,0,18,21
"MADHYA PRADESH","VIDISHA","BASODA",91,0,26,128
"MADHYA PRADESH","VIDISHA","GYARASPUR",NA,NA,NA,NA
"MADHYA PRADESH","VIDISHA","KURWAI",1,0,0,225
"MADHYA PRADESH","VIDISHA","LATERI",3,0,0,254
"MADHYA PRADESH","VIDISHA","NATERAN",66,2,21,11
"MADHYA PRADESH","VIDISHA","SIRONJ",NA,NA,NA,NA
"MADHYA PRADESH","VIDISHA","VIDISHA",23,0,400,185
"MAHARASHTRA","","",NA,NA,NA,NA
"MANIPUR","BISHNUPUR","BISHNUPUR",NA,NA,NA,NA
"MANIPUR","BISHNUPUR","MOIRANG",NA,NA,NA,NA
"MANIPUR","CHANDEL","CHAKPIKARONG",NA,NA,NA,NA
"MANIPUR","CHANDEL","CHANDEL",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","CHURACHANDPUR",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","HENGLEP",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","SINGHAT",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","THANGLON",NA,NA,NA,NA
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",NA,NA,NA,NA
