-----
{
 "description": "The table refers to district wise distribution of Deep Tubewells according to ownership . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Statedptbwltab3.2.csv", 
 "title": "Download CSV for District wise Distribution of Deep Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedptbwltab3.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"UTTAR PRADESH","GONDA",0,0,0,0,388,0,388
"UTTAR PRADESH","GORAKHPUR",593,0,0,0,0,0,593
"UTTAR PRADESH","HAMIRPUR",92,0,0,1,67,0,160
"UTTAR PRADESH","HARDOI",42,0,0,0,12,0,54
"UTTAR PRADESH","HARDWAR",4,0,0,7,0,0,11
"UTTAR PRADESH","JALAUN",300,0,0,47,89,0,436
"UTTAR PRADESH","JAUNPUR",98,0,0,2,25,0,125
"UTTAR PRADESH","JHANSI",2,0,0,0,0,0,2
"UTTAR PRADESH","KANPUR DEHAT",99,0,221,113,116,0,549
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,8,0,8
"UTTAR PRADESH","KHIRI",145,0,0,0,30,0,175
"UTTAR PRADESH","KUSHI NAGAR",38,0,0,0,4,0,42
"UTTAR PRADESH","LALITPUR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW",28,0,0,3,2,0,33
"UTTAR PRADESH","MAHOBA",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ",37,0,0,1,9,0,47
"UTTAR PRADESH","MAINPURI",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MATHURA",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",221,0,0,0,4,0,225
"UTTAR PRADESH","MIRZAPUR",222,0,1,0,11,0,234
"UTTAR PRADESH","MORADABAD",13,0,0,0,55,0,68
"UTTAR PRADESH","MUZAFFER NAGAR",244,1,0,9,16,0,270
"UTTAR PRADESH","NAINITAL",67,10,0,0,0,0,77
"UTTAR PRADESH","PAURI GARHWAL",2,0,0,0,0,0,2
"UTTAR PRADESH","PILIBHIT",18,1,0,1,12,0,32
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY",10,0,0,0,4,0,14
"UTTAR PRADESH","RAMPUR",175,0,0,20,0,0,195
"UTTAR PRADESH","SAHARANPUR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SANT RAVIDAS NAGAR",410,3,1,0,23,0,437
"UTTAR PRADESH","SHAHJAHANPUR",92,0,1,2,2,0,97
"UTTAR PRADESH","SIDDHARTH NAGAR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR",97,1,0,2,13,0,113
"UTTAR PRADESH","SONBHADRA",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR",0,0,0,0,91,0,91
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",232,10,0,5,93,0,340
"UTTAR PRADESH","UNNAO",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",586,19,2,1,70,0,678
"WEST BENGAL","BANKURA",103,0,0,0,0,0,103
"WEST BENGAL","BIRBHUM",82,0,0,0,0,0,82
"WEST BENGAL","BURDWAN",512,0,0,0,0,0,512
"WEST BENGAL","COOCHBEHAR",73,0,0,0,0,0,73
"WEST BENGAL","DAKSHIN DINAJPUR",100,0,0,0,0,0,100
"WEST BENGAL","DARJEELING",1,0,0,0,19,0,20
"WEST BENGAL","HOOGLY",431,0,0,0,0,0,431
"WEST BENGAL","HOWRAH",147,0,0,0,0,0,147
"WEST BENGAL","JALPAIGURI",48,0,5,1,60,0,114
"WEST BENGAL","MALDA",271,0,0,0,0,0,271
"WEST BENGAL","MIDNAPORE",441,0,0,0,0,0,441
"WEST BENGAL","MURSHIDABAD",545,0,0,0,0,0,545
"WEST BENGAL","NADIA",713,0,0,0,0,0,713
"WEST BENGAL","NORTH 24 PARGANAS",282,0,0,0,0,0,282
"WEST BENGAL","PURULIA",NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","SOUTH 24 PARGANAS",31,0,0,0,0,0,31
"WEST BENGAL","UTTAR DINAJPUR",174,0,0,0,0,0,174
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",NA,NA,NA,NA,NA,NA,NA
"DAMAN & DIU","",NA,NA,NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",0,1,0,0,370,0,371
"DELHI","SOUTH-WEST",0,0,0,191,129,0,320
"DELHI","WEST",NA,NA,NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",1,0,0,3,414,0,418
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA,NA,NA
