"","Department of Higher Education","","","","","","","","",""
1.0,"University Grants Commission",1911.5,1408.25,3319.75,1694.21,1419.89,3114.1,1715.2,1520.02,3235.22
2.0,"Indira Gandhi National Open University",31.5,0.3,31.8,31.5,0.27,31.77,37.5,0.3,37.8
3.0,"Community Polytechnics",45.0,"...",45.0,18.0,"",18.0,"...","...","..."
4.0,"National Institute of Technical Teacher's ","","","","","","","","",""
"","Training & Research",10.5,18.24,28.74,9.6,16.44,26.04,10.5,"...",10.5
5.0,"Sant Longowal Institute of Engineering & ","","","","","","","","",""
"","Technology",4.8,8.36,13.16,3.15,7.37,10.52,"...","...","..."
6.0,"Upgradation of Existing/Setting up of ","","","","","","","","",""
"","new Polytechnic",252.0,"...",252.0,126.0,"...",126.0,"...","...","..."
7.0,"National Council for Promotion of ","","","","","","","","",""
"","Urdu Langauge",8.4,"...",8.4,12.0,"...",12.0,"...","...","..."
8.0,"Rashtriya Sanskrit Sansthan",18.0,"...",18.0,26.84,16.84,43.68,"...","...","..."
9.0,"Central Institute of Indian Language",15.42,3.56,18.98,15.42,3.41,18.83,"...","...","..."
10.0,"Kendriya Hindi Sansthan",3.0,4.62,7.62,3.0,6.12,9.12,"...","...","..."
11.0,"Central Hindi Directorate",4.5,0.93,5.43,4.5,3.44,7.94,"...","...","..."
12.0,"North Eastern Regional Institute of ","","","","","","","","",""
"","Science and Technology, Itanagar",3.0,10.92,13.92,1.34,11.28,12.62,"...","...","..."
13.0,"Central Institute of Technology, Kokrajhar",6.6,"...",6.6,15.0,"...",15.0,"...","...","..."
14.0,"Scholarship for College & University Students",125.0,"...",125.0,79.06,"...",79.06,175.0,"...",175.0
15.0,"Education Loan Interest Subsidy",240.0,"...",240.0,300.0,"...",300.0,"...","...","..."
16.0,"National Mission in Education through ","","","","","","","","",""
"","Information and Communication Technology",255.0,"...",255.0,66.6,"...",66.6,120.0,"...",120.0
17.0,"Indian Institutes of Technology",523.64,359.4,883.04,581.24,394.68,975.92,1047.27,435.03,1482.3
18.0,"Indian Institutes of Management",75.6,11.56,87.16,47.8,9.8,57.6,147.0,12.23,159.23
19.0,"Indian Institute of Science, Bengaluru",45.0,65.56,110.56,54.0,65.56,119.56,"...",69.88,69.88
20.0,"Indian Institute of Information Technology ","","","","","","","","",""
"","(Design & Manufacturing), Kanchipuram",24.0,"...",24.0,24.0,"...",24.0,"...","...","..."
21.0,"National Institute for Industrial Engineering, ","","","","","","","","",""
"","Mumbai",11.1,9.2,20.3,1.8,7.65,9.45,1.8,8.18,9.98
22.0,"National Institute for Forge and Foundary ","","","","","","","","",""
"","Technology, Ranchi",3.43,4.23,7.66,5.14,6.28,11.42,"...",6.88,6.88
23.0,"Indian School of Mines, Dhanbad",33.0,13.98,46.98,40.5,16.17,56.67,33.0,17.42,50.42
24.0,"Indian Institutes of Information Technology",7.5,"...",7.5,2.4,"...",2.4,"...","...","..."
25.0,"Indian Institutes of Science for Education ","","","","","","","","",""
"","and Research",195.0,"...",195.0,204.0,"...",204.0,"...","...","..."
26.0,"National Institutes of Technology",326.37,209.77,536.14,281.62,224.74,506.36,424.29,242.72,667.01
27.0,"Schools of Planning and Architecture",8.7,5.83,14.53,1.89,5.83,7.72,"...",7.72,7.72
28.0,"Grants for promotion of Indian languages","...","...","...","...","...","...",69.0,24.97,93.97
29.0,"Support for the Polytechnics in the States","...","...","...","...","...","...",280.0,"...",280.0
30.0,"Support to Indian Institute of Science (IISC)  ","","","","","","","","",""
"","and Indian Institute (s) of Science ","","","","","","","","",""
"","","","","","","","","","",""
"","Education & Research (IISER)","...","...","...","...","...","...",257.85,69.88,327.73
31.0,"Interest Subsidy and contribution ","","","","","","","","",""
"","for guarantee fund","...","...","...","...","...","...",330.0,"...",330.0
32.0,"Assistance to other institutes including ","","","","","","","","",""
"","SLIET, NERIST Ranchi, CIT Kokrajhar","...","...","...","...","...","...",20.4,26.98,47.38
33.0,"New SPA","...","...","...","...","...","...",25.5,6.29,31.79
"","Total",4187.56,2134.71,6322.27,3650.61,2215.77,5866.38,4694.31,2448.5,7142.81
"Demand No. 62","","","","","","","","","",""
"","Ministry of Labour","","","","","","","","",""
1.0,"Improvement in working conditions ","","","","","","","","",""
"","of child/women labour",150.0,"...",150.0,132.0,"...",132.0,200.0,"...",200.0
"Demand No. 66","","","","","","","","","",""
"","Ministry of Micro, Small & Medium ","","","","","","","","",""
"","Enterprises","","","","","","","","",""
1.0,"Prime Minister's Employment Generation ","","","","","","","","",""
"","Programme ",382.88,"...",382.88,382.88,"...",382.88,425.48,"...",425.48
2.0,"Workshed Scheme for Khadi Artisans ","","","","","","","","",""
"","(Now merged into SFURTI)",30.0,"...",30.0,4.96,"...",4.96,6.0,"...",6.0
3.0,"Scheme for enhancing Productivity and ","","","","","","","","",""
"","Competitiveness for Khadi Industries ","","","","","","","","",""
"","Artisans (Now merged into SFURTI)","...","...","...","...","...","...",4.5,"...",4.5
4.0,"Rejuvenation, Modernisation and ","","","","","","","","",""
"","Technology Upgradation of Coir Industries",4.8,"...",4.8,1.5,"...",1.5,4.8,"...",4.8
5.0,"Scheme of fund for Regeneration of ","","","","","","","","",""
"","Traditional Industries","...","...","...",1.5,"...",1.5,16.64,"...",16.64
6.0,"Strengthening of Infrastructure of existing ","","","","","","","","",""
"","weak  Khadi Institutions and Assistance ","","","","","","","","",""
"","for marketing  Infrastructure (Now merged ","","","","","","","","",""
"","into SFURTI)","...","...","...",1.8,"...",1.8,2.25,"...",2.25
7.0,"Khadi Reform Development Package ","","","","","","","","",""
"","(ADB Assistance)",15.0,"...",15.0,"...","...","...",15.0,"...",15.0
8.0,"Interest Subsidy Eligibility Certificate for ","","","","","","","","",""
"","Khadi and Polyvastra",7.8,"...",7.8,"...","...","...","...","...","..."
9.0,"SFURTI (Coir)",0.6,"...",0.6,"...","...","...","...","...","..."
10.0,"Market Promotion (including Export ","","","","","","","","",""
"","Promotion) & Publicity (inclusive of ","","","","","","","","",""
"","new component of marketing/plazas ","","","","","","","","",""
"","and Modified MDA",36.0,"...",36.0,"...","...","...","...","...","..."
11.0,"Khadi Grant","...","...","...",50.49,"...",50.49,35.49,"...",35.49
"","Total",477.08,"...",477.08,443.13,"...",443.13,510.16,"...",510.16
"Demand No. 68","","","","","","","","","",""
"","Ministry of Minority Affairs","","","","","","","","",""
1.0,"Merit -cum-Means scholarships for ","","","","","","","","",""
"","professional & technical courses of ","","","","","","","","",""
"","undergraduate & post-graduate level",220.0,"...",220.0,184.07,"...",184.07,270.0,"...",270.0
2.0,"Pre-Matric Scholarship for Minorities",900.0,"...",900.0,795.78,"...",795.78,950.0,"...",950.0
3.0,"Post-Matric Scholarship for Minorities",500.0,"...",500.0,340.75,"...",340.75,548.5,"...",548.5
4.0,"Maulana Azad National fellowship for ","","","","","","","","",""
"","minority students ",70.0,"...",70.0,66.0,"...",66.0,90.0,"...",90.0
5.0,"Interest subsidy on educational loans ","","","","","","","","",""
"","for overseas studies","...","...","...",0.02,"...",0.02,2.0,"...",2.0
6.0,"Free Coaching and Allied Scheme",20.0,"...",20.0,14.42,"...",14.42,25.0,"...",25.0
7.0,"Support of students clearing Preliminary ","","","","","","","","",""
"","conducted by UPSC, SSC, State Public ","","","","","","","","",""
"","Services Commissions etc.",4.0,"...",4.0,0.02,"...",0.02,3.0,"...",3.0
"","Total",1714.0,"...",1714.0,1401.06,"...",1401.06,1888.5,"...",1888.5
"Demand No. 69","","","","","","","","","",""
"","Ministry of New & Renewable Energy","","","","","","","","",""
1.0,"Biogas Programme",154.0,"...",154.0,118.0,"...",118.0,123.0,"...",123.0
2.0,"Cook Stove",14.0,"...",14.0,3.5,"...",3.5,5.0,"...",5.0
3.0,"Solar Cooker",5.0,"...",5.0,0.5,"...",0.5,3.0,"...",3.0
"","Total",173.0,"...",173.0,122.0,"...",122.0,131.0,"...",131.0
"Demand No.71","","","","","","","","","",""
"","Ministry of Panchayati Raj","","","","","","","","",""
1.0,"Panchayat Mahila Evam Yuva Shakti ","","","","","","","","",""
"","Abhiyan (now subsumed in RGPSA)","...","...","...",1.75,"...",1.75,"...","...","..."
2.0,"Rashtriya Gram Swaraj Yojna ","","","","","","","","",""
"","(now subsumed in RGPSA)","...","...","...",90.0,"...",90.0,"...","...","..."
3.0,"Rajiv Gandhi Panchayat Sashaktikaran ","","","","","","","","",""
"","Abhiyan (RGPSA)",106.0,"...",106.0,50.0,"...",50.0,455.0,"...",455.0
"","Total",106.0,"...",106.0,141.75,"...",141.75,455.0,"...",455.0
"Demand No.83","","","","","","","","","",""
"","Department of Rural Development","","","","","","","","",""
1.0,"Mahatma Gandhi National Rural ","","","","","","","","",""
"","Employment Guarantee Scheme",10989.0,"...",10989.0,9794.68,"...",9794.68,11000.0,"...",11000.0
2.0,"Aajeevika ",1757.5,"...",1757.5,1300.0,"...",1300.0,2000.0,"...",2000.0
"","Total",12746.5,"...",12746.5,11094.68,"...",11094.68,13000.0,"...",13000.0
"Demand No. 89","","","","","","","","","",""
"","Ministry of Social Justice & Empowerment","","","","","","","","",""
1.0,"Special Central Assistance for ","","","","","","","","",""
"","Scheduled Castes Sub Plan",352.8,"...",352.8,308.4,"...",308.4,309.0,"...",309.0
2.0,"Post Matric Scholarship for SCs",441.0,"...",441.0,438.6,"...",438.6,441.0,"...",441.0
3.0,"Machinery for Implementation of PCR ","","","","","","","","",""
"","Act 1955 & Prevention of Atrocities Act 1989",29.4,"...",29.4,24.6,"...",24.6,26.4,"...",26.4
4.0,"Assistance to Voluntary Organisations for SCs",14.7,"...",14.7,4.35,"...",4.35,8.25,"...",8.25
5.0,"Grants to Non- Government institutions ","","","","","","","","",""
"","for running pre-examination Training ","","","","","","","","",""
"","Centre for SCs renamed as Free ","","","","","","","","",""
"","Coaching of SCs and OBCs",3.3,"...",3.3,1.6,"...",1.6,3.45,"...",3.45
6.0,"National Commission for SCs","...",3.83,3.83,"...",3.49,3.49,"...",3.77,3.77
7.0,"Rajiv Gandhi National Fellowship for SCs",36.9,"...",36.9,7.2,"...",7.2,29.4,"...",29.4
8.0,"Share Capital to SCs Development Corporation",6.0,"...",6.0,1.5,"...",1.5,6.0,"...",6.0
9.0,"Self Employment Scheme -Liberation ","","","","","","","","",""
"","and Rehabilitation of Scavengers",29.4,"...",29.4,6.0,"...",6.0,167.1,"...",167.1
10.0,"Top Class Education for SCs",7.2,"...",7.2,4.35,"...",4.35,6.0,"...",6.0
11.0,"Boys and Girls Hostels for BCs",12.0,"...",12.0,6.0,"...",6.0,12.0,"...",12.0
12.0,"Post Matric Scholarship for BCs",195.3,"...",195.3,194.21,"...",194.21,243.0,"...",243.0
13.0,"Assistance to voluntary Organisations for BCs",1.35,"...",1.35,0.4,"...",0.4,1.35,"...",1.35
14.0,"Deendayal Disabled Rehabilitation Scheme",30.9,"...",30.9,19.8,"...",19.8,32.06,"...",32.06
15.0,"National Institute of Social Defence",2.7,0.38,3.08,1.35,0.33,1.68,2.7,0.4,3.1
16.0,"National Institute for Disabled/handicapped",18.9,13.01,31.91,16.1,13.08,29.18,20.1,13.95,34.05
17.0,"Aids and appliances for the Handicapped",26.4,"...",26.4,19.9,"...",19.9,28.8,"...",28.8
18.0,"Spinal Injury Centre",0.6,"...",0.6,0.6,"...",0.6,0.6,"...",0.6
19.0,"Implementation of the Persons with ","","","","","","","","",""
"","Disability Act",28.5,"...",28.5,5.4,"...",5.4,29.7,"...",29.7
20.0,"Distribution Expenses of Commodity ","","","","","","","","",""
"","Assistance under bilateral agreement","...",0.3,0.3,"...",0.27,0.27,"...",0.27,0.27
21.0,"Assistance to Voluntary Organisation ","","","","","","","","",""
"","for Old age home",10.8,"...",10.8,4.8,"...",4.8,12.0,"...",12.0
22.0,"Scheme of Assistance for Establishment ","","","","","","","","",""
"","of Old Age Home for Indigent Senior Citizens",21.6,"...",21.6,"...","...","...","...","...","..."
23.0,"Scheme for Monitoring of the schemes ","","","","","","","","",""
"","through States and District level VMCs",2.1,"...",2.1,"...","...","...","...","...","..."
24.0,"Assistance to Voluntary Organisation ","","","","","","","","",""
"","for providing Social Defence services",1.5,"...",1.5,0.9,"...",0.9,0.9,"...",0.9
25.0,"Information and Mass Education Cell",8.1,"...",8.1,0.9,"...",0.9,12.0,"...",12.0
26.0,"National Handicapped Finance & ","","","","","","","","",""
"","Development Corporation",8.1,"...",8.1,6.0,"...",6.0,9.3,"...",9.3
27.0,"Employment of Physically Challenged",1.2,"...",1.2,0.15,"...",0.15,1.2,"...",1.2
28.0,"National Finance & Development ","","","","","","","","",""
"","Corporation for weaker section",65.7,"...",65.7,54.0,"...",54.0,71.1,"...",71.1
29.0,"Lump sum allocation for NE & Sikkim",73.8,"...",73.8,56.75,"...",56.75,85.32,"...",85.32
30.0,"Other Scheme under Ministry of Social ","","","","","","","","",""
"","Justice and  Empowerment benefiting Women",50.55,10.5,61.05,6.24,3.12,9.36,53.0,3.57,56.57
31.0,"Pradhan Mantri Adarsh Gram Yojana",0.3,"...",0.3,"...","...","...",30.0,"...",30.0
"","Total",1481.1,28.02,1509.12,1190.1,20.29,1210.39,1641.73,21.96,1663.69
"Demand No.93","","","","","","","","","",""
"","Ministry of Textiles","","","","","","","","",""
1.0,"Integrated Handloom Development Scheme",52.43,"...",52.43,"...","...","...","...","...","..."
2.0,"Marketing and Export Promotion Scheme",15.84,"...",15.84,"...","...","...","...","...","..."
3.0,"Handloom Weavers Comprehensive ","","","","","","","","",""
"","Welfare Scheme",42.0,"...",42.0,42.0,"...",42.0,28.5,"...",28.5
4.0,"Mill Gate Price Scheme",94.42,"...",94.42,40.0,"...",40.0,30.0,"...",30.0
5.0,"Diversified Handloom Development Scheme",4.56,"...",4.56,"...","...","...","...","...","..."
6.0,"Ambedkar Hastshilp Vikas Yojana",15.0,"...",15.0,15.0,"...",15.0,1.2,"...",1.2
7.0,"Design & Technology Upgradation",4.2,"...",4.2,6.0,"...",6.0,8.4,"...",8.4
8.0,"Marketing Support, Services & Export Promotion",16.5,"...",16.5,16.5,"...",16.5,13.5,"...",13.5
9.0,"Research & Development",3.85,"...",3.85,3.85,"...",3.85,3.0,"...",3.0
10.0,"Handicraft Artisans Comprehensive ","","","","","","","","",""
"","Welfare Scheme",7.8,"...",7.8,7.8,"...",7.8,11.7,"...",11.7
11.0,"Human Resource Development Scheme",6.54,"...",6.54,6.54,"...",6.54,7.8,"...",7.8
12.0,"R&D, Training & IT Initiatives",11.7,"...",11.7,11.7,"...",11.7,10.2,"...",10.2
13.0,"Seed Organisation and HRD",10.8,"...",10.8,10.8,"...",10.8,12.8,"...",12.8
14.0,"Catalytic Development Programme",65.76,"...",65.76,65.76,"...",65.76,70.0,"...",70.0
15.0,"Quality Certificate Systems",1.7,"...",1.7,1.7,"...",1.7,2.0,"...",2.0
16.0,"CFC for Integrated Wool Processing",1.2,"...",1.2,1.7,"...",1.7,2.0,"...",2.0
17.0,"Other Schemes of the Ministry ",3.3,"...",3.3,3.3,"...",3.3,4.0,"...",4.0
18.0,"Comprehensive Handloom Weavers' Scheme","...","...","...",67.8,"...",67.8,35.1,"...",35.1
"","Total",357.6,"...",357.6,300.45,"...",300.45,240.2,"...",240.2
"Demand No.95","","","","","","","","","",""
"","Ministry of Tribal Affairs","","","","","","","","",""
1.0,"SCA to Tribal Sub-Plan",360.0,"...",360.0,304.5,"...",304.5,360.0,"...",360.0
2.0,"Grants under Article 275(1) of the Constitution",395.1,"",395.1,333.38,"...",333.38,395.1,"...",395.1
3.0,"Post Matric Scholarship",374.25,"...",374.25,410.84,"...",410.84,374.25,"...",374.25
4.0,"Upgradation of Merit",0.75,"...",0.75,1.05,"...",1.05,0.75,"...",0.75
5.0,"Pre-Matric Scholarship ",40.5,"...",40.5,25.0,"...",25.0,40.5,"...",40.5
6.0,"Establishment of Ashram School",37.5,"...",37.5,37.5,"...",37.5,37.5,"...",37.5
7.0,"Boys and Girls Hostel",39.0,"...",39.0,39.0,"...",39.0,39.0,"...",39.0
8.0,"Vocational Training Centres in Tribal Areas",3.0,"...",3.0,3.0,"...",3.0,3.0,"...",3.0
9.0,"Rajiv Gandhi National Fellowship ",45.0,"...",45.0,42.47,"...",42.47,45.0,"...",45.0
10.0,"Top Class Education ",6.5,"...",6.5,3.5,"...",3.5,6.5,"...",6.5
11.0,"National Overseas Scholarship",0.5,"...",0.5,0.5,"...",0.5,0.5,"...",0.5
12.0,"Research Education & Mass Education ","","","","","","","","",""
"","Tribal Festivals and others (Component: ","","","","","","","","",""
"","Exchange of visits)",0.13,"...",0.13,0.11,"...",0.11,0.13,"...",0.13
13.0,"Grants-in-Aid to NGOs for STs including ","","","","","","","","",""
"","Coaching and Allied Scheme and Award ","","","","","","","","",""
"","for Exemplary Service",18.0,"...",18.0,18.0,"...",18.0,18.0,"...",18.0
"","Total",1320.23,"...",1320.23,1218.85,"...",1218.85,1320.23,"...",1320.23
"Demand No.96","","","","","","","","","",""
"","Andaman and Nicobar Islands",3.0,"...",3.0,3.0,"...",3.0,7.0,"...",7.0
"Demand No.97","","","","","","","","","",""
"","Chandigarh",83.8,143.36,227.16,69.72,96.68,166.4,87.06,105.44,192.5
"Demand No.98","","","","","","","","","",""
"","Dadra and Nagar Haveli",8.53,"...",8.53,8.53,"...",8.53,0.02,"...",0.02
"Demand No.99","","","","","","","","","",""
"","Daman and Diu",0.43,"...",0.43,0.43,"...",0.43,0.5,"...",0.5
"Demand No.100","","","","","","","","","",""
"","Lakshadweep",0.48,"...",0.48,0.48,"...",0.48,0.63,"...",0.63
"Demand No. 105","","","","","","","","","",""
"","Ministry of Women & Child Development","","","","","","","","",""
1.0,"Rajiv Gandhi National Creche Scheme",55.0,"...",55.0,53.75,"...",53.75,55.0,"...",55.0
2.0,"Scheme for the Welfare of Working ","","","","","","","","",""
"","Children in need of care & Protection",5.0,"...",5.0,4.25,"...",4.25,5.0,"...",5.0
3.0,"Integrated Child Development ","","","","","","","","",""
"","Scheme (ICDS)",9351.5,"...",9351.5,9351.5,"...",9351.5,10443.0,"...",10443.0
4.0,"Integrated Child Protection Scheme (ICPS)",200.0,"...",200.0,136.6,"...",136.6,150.0,"...",150.0
5.0,"National Nutrition Mission",125.0,"...",125.0,41.5,"...",41.5,150.0,"...",150.0
6.0,"National Institute of Public Cooperation & ","","","","","","","","",""
"","Child Development",6.0,8.25,14.25,5.5,8.12,13.62,6.5,8.87,15.37
7.0,"National Commission for the Protection ","","","","","","","","",""
"","of Child Rights",6.0,"...",6.0,5.25,"...",5.25,6.5,"...",6.5
8.0,"Central Adoption Resource Agency",4.5,1.05,5.55,3.75,0.95,4.7,4.5,0.95,5.45
9.0,"Innovative Work on Women & Children",1.5,"...",1.5,0.55,"...",0.55,1.5,"...",1.5
10.0,"Nutrition Education Scheme (Food & ","","","","","","","","",""
"","Nutrition Board)",5.0,6.17,11.17,5.0,6.11,11.11,6.5,6.5,13.0
11.0,"World Bank ICDS-IV Project",51.4,"...",51.4,4.0,"...",4.0,73.0,"...",73.0
"","Total",9810.9,15.47,9826.37,9611.65,15.18,9626.83,10901.5,16.32,10917.82
"Demand No.106","","","","","","","","","",""
"","Ministry of Youth Affairs and Sports","","","","","","","","",""
1.0,"Nehru Yuva Kendra Sangathan",31.5,8.85,40.35,31.91,8.54,40.45,31.91,9.63,41.54
2.0,"National Service Scheme",21.78,2.07,23.85,21.78,2.36,24.14,22.65,2.5,25.15
3.0,"Youth Hostels",0.6,"...",0.6,0.6,"...",0.6,0.45,"...",0.45
4.0,"Scouting & Guiding",0.49,"...",0.49,0.49,"...",0.49,0.3,"...",0.3
5.0,"Rajiv Gandhi National Institute of ","","","","","","","","",""
"","Youth Development",6.0,0.27,6.27,6.0,0.51,6.51,6.0,0.51,6.51
6.0,"Scheme relating to Talent Search ","","","","","","","","",""
"","and Training",0.19,"...",0.19,"...","...","...",3.0,"...",3.0
7.0,"National Programme for Youth and ","","","","","","","","",""
"","Adolescent Development",6.83,"...",6.83,6.83,"...",6.83,6.83,"...",6.83
8.0,"National Youth Corps",19.06,"...",19.06,15.81,"...",15.81,15.78,"...",15.78
"","Total",86.45,11.19,97.64,83.42,11.41,94.83,86.92,12.64,99.56
"","Total (PART B-30% women ","","","","","","","","",""
"","specific programmes)",60775.82,4398.05,65173.87,54554.2,4678.76,59232.96,64809.76,5075.75,69885.51
"","GRAND TOTAL (PART A and B)",83598.04,4544.76,88142.8,73314.76,4796.68,78111.44,91858.17,5275.53,97133.7
