-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes (Tanks) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.14.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes (Tanks) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,174,0,174,2170,0,2170,2007,0,2007
ANDHRA PRADESH,VIZIANAGARAM,GAJAPATHINAGARAM,347,0,347,3936,0,3936,3495,0,3495
ANDHRA PRADESH,VIZIANAGARAM,GANTYADA,350,0,350,6969,0,6969,3589,0,3589
ANDHRA PRADESH,VIZIANAGARAM,GARIVIDI,329,0,329,2854,0,2854,1578,0,1578
ANDHRA PRADESH,VIZIANAGARAM,GARUGUBILLI,270,0,270,3636,0,3636,3595,0,3595
ANDHRA PRADESH,VIZIANAGARAM,GUMMALAKSHMIPURAM,29,0,29,515,0,515,346,0,346
ANDHRA PRADESH,VIZIANAGARAM,GURLA,357,0,357,3677,0,3677,1807,0,1807
ANDHRA PRADESH,VIZIANAGARAM,JAMI,184,0,184,3267,0,3267,3260,0,3260
ANDHRA PRADESH,VIZIANAGARAM,JIYYAMMA VALASA,107,0,107,1324,0,1324,1268,0,1268
ANDHRA PRADESH,VIZIANAGARAM,KOMARADA,268,0,268,2781,0,2781,2234,0,2234
ANDHRA PRADESH,VIZIANAGARAM,KOTHAVALASA,252,4,256,2564,11,2575,1466,5,1471
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,79,0,79,870,0,870,869,0,869
ANDHRA PRADESH,VIZIANAGARAM,LAKKAVARAPUKOTA,359,10,369,5708,35,5743,4356,32,4388
ANDHRA PRADESH,VIZIANAGARAM,MAKKUVA,122,0,122,931,0,931,931,0,931
ANDHRA PRADESH,VIZIANAGARAM,MENTADA,295,0,295,4401,0,4401,3875,0,3875
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,285,1,286,2488,1,2489,2335,1,2336
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,134,0,134,2425,0,2425,1501,0,1501
ANDHRA PRADESH,VIZIANAGARAM,PACHIPENTA,78,0,78,408,0,408,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,PARVATHIPURAM,488,1,489,9239,31,9270,7559,27,7586
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,245,2,247,3154,44,3198,2795,42,2838
ANDHRA PRADESH,VIZIANAGARAM,RAMABHADRAPURAM,233,0,233,2915,0,2915,1937,0,1937
ANDHRA PRADESH,VIZIANAGARAM,SALUR,228,1,229,1889,8,1898,1889,8,1898
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,257,5,262,3109,25,3134,2627,11,2638
ANDHRA PRADESH,VIZIANAGARAM,SRUNGAVARAPUKOTA,232,0,232,4402,0,4402,4114,0,4114
ANDHRA PRADESH,VIZIANAGARAM,THERLAM,467,0,467,5074,0,5074,4301,0,4301
ANDHRA PRADESH,VIZIANAGARAM,VEPADA,354,0,354,4733,0,4733,4422,0,4422
ANDHRA PRADESH,VIZIANAGARAM,VIZIANAGARAM,255,0,255,3400,0,3400,2847,0,2847
ANDHRA PRADESH,WARANGAL,ATMAKUR,109,13,122,8467,559,9025,5716,370,6086
ANDHRA PRADESH,WARANGAL,BACHANNAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,50,0,50,4306,0,4306,3623,0,3623
ANDHRA PRADESH,WARANGAL,CHENNARAOPET,39,13,52,4265,182,4446,4265,182,4446
ANDHRA PRADESH,WARANGAL,CHERIYAL,1,0,1,147,0,147,110,0,110
ANDHRA PRADESH,WARANGAL,CHITYAL,114,0,114,6266,0,6266,4085,0,4085
ANDHRA PRADESH,WARANGAL,DEVARUPPULA,9,1,10,715,126,841,621,86,707
ANDHRA PRADESH,WARANGAL,DHARMASAGAR,1,0,1,5,0,5,5,0,5
ANDHRA PRADESH,WARANGAL,DORNAKAL,47,1,48,3684,32,3716,3662,31,3693
ANDHRA PRADESH,WARANGAL,DUGGONDI,15,0,15,617,0,617,527,0,527
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,36,0,36,1800,0,1800,1800,0,1800
ANDHRA PRADESH,WARANGAL,GEESUGONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GHANAPUR,62,7,69,6293,31,6324,5838,28,5866
ANDHRA PRADESH,WARANGAL,GHANPUR(stn),4,0,4,1685,0,1685,663,0,663
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,29,2,31,1996,18,2014,1996,18,2014
ANDHRA PRADESH,WARANGAL,GUDUR,11,13,24,834,2240,3074,790,2180,2970
ANDHRA PRADESH,WARANGAL,HANAMKONDA,51,9,60,2999,1536,4535,1940,1509,3448
ANDHRA PRADESH,WARANGAL,HASANPARTHY,17,0,17,818,0,818,738,0,738
ANDHRA PRADESH,WARANGAL,JANGAON,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,KESAMUDRAM,26,0,26,8030,0,8030,3346,0,3346
ANDHRA PRADESH,WARANGAL,KHANAPUR,8,3,11,813,37,850,813,37,850
ANDHRA PRADESH,WARANGAL,KODAKANDLA,33,2,35,3153,270,3423,3107,210,3317
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,46,0,46,3316,0,3316,3071,0,3071
ANDHRA PRADESH,WARANGAL,KURAVI,107,0,107,5512,0,5512,4489,0,4489
ANDHRA PRADESH,WARANGAL,LINGALA GHANPUR,3,0,3,662,0,662,140,0,140
ANDHRA PRADESH,WARANGAL,MADDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,MAHABUBABAD,50,0,50,3586,0,3586,3125,0,3125
ANDHRA PRADESH,WARANGAL,MANGAPET,49,0,49,3526,0,3526,3163,0,3163
ANDHRA PRADESH,WARANGAL,MARIPEDA,78,2,80,5844,86,5930,5332,69,5401
ANDHRA PRADESH,WARANGAL,MOGULLAPALLE,29,0,29,2194,0,2194,1902,0,1902
ANDHRA PRADESH,WARANGAL,MULUG,125,3,128,8437,512,8949,8424,512,8936
ANDHRA PRADESH,WARANGAL,NALLABELLY,60,0,60,2928,0,2928,2850,0,2850
ANDHRA PRADESH,WARANGAL,NARMETTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,NARSAMPET,55,2,57,6423,9,6432,6423,9,6432
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,39,0,39,3198,0,3198,2523,0,2523
ANDHRA PRADESH,WARANGAL,NEKKONDA,80,0,80,9543,0,9543,5816,0,5816
ANDHRA PRADESH,WARANGAL,NELLIKUDUR,12,0,12,1791,0,1791,1589,0,1589
ANDHRA PRADESH,WARANGAL,PALAKURTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,PARKAL,106,1,107,9008,97,9105,7947,60,8007
ANDHRA PRADESH,WARANGAL,PARVATHAGIRI,1,18,19,48,3247,3295,48,2870,2918
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,5,0,5,2491,0,2491,1125,0,1125
ANDHRA PRADESH,WARANGAL,RAIPARTHY,80,0,80,7820,0,7820,4556,0,4556
ANDHRA PRADESH,WARANGAL,REGONDA,28,0,28,11061,0,11061,5142,0,5142
ANDHRA PRADESH,WARANGAL,SANGEM,103,0,103,5390,0,5390,5235,0,5235
ANDHRA PRADESH,WARANGAL,SHAYAMPET,0,75,75,0,4817,4817,0,4435,4435
ANDHRA PRADESH,WARANGAL,TADVAI,46,4,50,3842,52,3894,3325,52,3377
ANDHRA PRADESH,WARANGAL,THORRUR,23,0,23,7130,0,7130,4284,0,4284
ANDHRA PRADESH,WARANGAL,VENKATAPUR,72,0,72,6267,0,6267,6187,0,6187
ANDHRA PRADESH,WARANGAL,WARDHANNAPET,30,0,30,7408,0,7408,5998,0,5998
ANDHRA PRADESH,WARANGAL,ZAFFERGADH,14,0,14,3533,0,3533,1766,0,1766
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,11,0,11,284,0,284,169,0,169
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,48,0,48,2586,0,2586,1102,0,1102
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,162,0,162,3921,0,3921,3920,0,3920
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,98,0,98,2478,0,2478,1573,0,1573
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,10,0,10,1413,0,1413,1293,0,1293
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,111,0,111,2974,0,2974,2853,0,2853
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,96,19,115,2289,64,2353,2158,64,2222
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,45,1,46,2333,0,2333,2333,0,2333
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,36,0,36,1424,0,1424,871,0,871
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,175,0,175,2849,0,2849,2849,0,2849
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,1,0,1,16,0,16,15,0,15
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,86,3,89,1121,13,1134,902,13,914
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,94,0,94,2388,0,2388,2388,0,2388
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,24,0,24,334,0,334,175,0,175
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,98,0,98,4123,0,4123,2804,0,2804
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,14,0,14,1300,0,1300,748,0,748
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,87,0,87,1440,0,1440,1440,0,1440
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,36,0,36,2132,0,2132,1316,0,1316
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,1,0,1,52,0,52,33,0,33
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,42,0,42,881,0,881,703,0,703
ARUNACHAL PRADESH,CHANGLANG,BORDUMSA-DIYUN,1,1,2,32,45,77,19,45,64
ARUNACHAL PRADESH,CHANGLANG,CHANGLANG,1,0,1,6,0,6,6,0,6
ARUNACHAL PRADESH,CHANGLANG,KHAGAM MIAO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,NAMPONG-MANMAO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,ANINI-ETALIN,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,HUNLI KRONLI,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,ROING-DAMBUK,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,EAST KAMENG,BAMENG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,EAST KAMENG,CHIYAN-TAJO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,EAST KAMENG,PAKKE-KESSANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,EAST KAMENG,SEPPA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,EAST SIANG,BOLENG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,EAST SIANG,MEBO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,EAST SIANG,PASIGHAT,0,2,2,0,50,50,0,35,35
ARUNACHAL PRADESH,EAST SIANG,RAMLE-BANGO,0,4,4,0,41,41,0,41,41
ARUNACHAL PRADESH,LOHIT,HAWAI-WALLONG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,HAYULIANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,NAMSAI-CHOWKHAM,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,TEZU-SUNPURA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,WAKRO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,CHAMBANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,DAMIN,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,KOLORIANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,NYAPIN,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,PALIN,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,PARSIPARLO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,PISTANA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,RAGA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,SANGRAM,0,1,1,0,15,15,0,10,10
ARUNACHAL PRADESH,LOWER SUBANSIRI,SARLI,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,TALI,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,YACHULI,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOWER SUBANSIRI,ZIRO-I,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,1,1,2,80,10,90,20,8,28
ARUNACHAL PRADESH,PAPUMPARE,SAGALEE,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TAWANG,LUMLA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TAWANG,TAWANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TAWANG,THIMBU-MUKTO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,NAMSANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,NIAUSA,2,0,2,22,0,22,22,0,22
ARUNACHAL PRADESH,TIRAP,PONGCHAU-WAKKA,1,0,1,16,0,16,0,0,0
ARUNACHAL PRADESH,UPPER SIANG,JENGGING,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SIANG,MARIYANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SIANG,TUTING,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SIANG,YINGKIONG,1,0,1,45,0,45,45,0,45
ARUNACHAL PRADESH,UPPER SUBANSIRI,DAPORIJO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SUBANSIRI,DUMPORIJO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SUBANSIRI,GIBA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SUBANSIRI,NACHO,1,0,1,5,0,5,5,0,5
ARUNACHAL PRADESH,UPPER SUBANSIRI,TALIHA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST KAMENG,DIRANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST KAMENG,KALAKTANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST KAMENG,THRIZINO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,ALONG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,BASAR,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,GENSI,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,KAYING PAYUM,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,LIROMOBA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,MECHUKA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,RUMGONG,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,BAJALI,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,GOBARDHANA,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,JALAH,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,BOROBAZAR,0,1,1,0,55,55,0,55,55
ASSAM,BONGAIGAON,MANIKPUR,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,SIDLI- CHIRANG PT,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,BARJALENGA,2,0,2,20,0,20,20,0,20
ASSAM,CACHAR,LAKHIPUR,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,NARSINGPUR,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,PALANGHAT,3,3,6,15,10,25,15,10,25
ASSAM,CACHAR,SILCHAR,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,SONAI,0,2,2,0,35,35,0,35,35
ASSAM,DARRANG,BECHIMARI,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,BHERGAON,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,KALAIGAON,0,74,74,0,199,199,0,161,161
ASSAM,DARRANG,KHIRABARI,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,MAZBAT,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,PACHIM-MANGALDAI,0,1,1,0,1,1,0,0,0
ASSAM,DARRANG,PUB-MANGALDAI,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,SIPAJHAR,0,25,25,0,97,97,0,14,14
ASSAM,DARRANG,UDALGURI,0,4,4,0,207,207,0,207,207
ASSAM,DHUBRI,DEBITOLA,1,0,1,35,0,35,32,0,32
ASSAM,DHUBRI,MANKACHAR,0,8,8,0,16,16,0,16,16
ASSAM,GOALPARA,DUDHNAI,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,JALESWAR,2,0,2,40,0,40,40,0,40
ASSAM,GOALPARA,KUSHDHAWA,0,1,1,0,75,75,0,75,75
ASSAM,GOALPARA,LAKHIPUR,2,0,2,30,0,30,30,0,30
ASSAM,GOLAGHAT,GAMARIGURI,0,2,2,0,6,6,0,6,6
ASSAM,HAILAKANDI,ALGAPUR,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,HAILAKANDI,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,JORHAT CENTRAL,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,KALIAPANI,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,TITABAR,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,BOKO BONGAON,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,BONGAON,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,CHANDRAPUR,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,CHHAYGAON,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,DIMORIA,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,RANI,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,AMRI,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,BOKAJAN,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,CHINTHONG,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,HOWRAGHAT,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,LONGSOMEPI,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,LUMBATANG,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,NILIP,0,1,1,0,11,11,0,11,11
ASSAM,KARBIANGLONG,RONGKHAG,0,3,3,0,202,202,0,202,202
ASSAM,KARBIANGLONG,RONGMONGWAY,1,1,2,20,6,26,20,6,26
ASSAM,KARBIANGLONG,SOCHENG,0,0,0,0,0,0,0,0,0
ASSAM,KARBIANGLONG,SOMILANGSO,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,PATHERKANDI,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,DOTOMA,0,13,13,0,199,199,0,146,146
ASSAM,KOKRAJHAR,KACHUGAON,0,1,1,0,13,13,0,13,13
ASSAM,KOKRAJHAR,KOKRAJHAR,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,0,3,3,0,245,245,0,152,152
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,NARAYANPUR,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,BHUR- BANDHA,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,MAYONG,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,BINNAKANDI,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,KALIABOR,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,KATHITOLI,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,KHAGARIJAN,0,0,0,0,0,0,0,0,0
ASSAM,NAGOAN,LIMDING DEV,0,1,1,0,1,1,0,1,1
ASSAM,NAGOAN,RAHA,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,BASKA,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,DHAMDHAMA,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,TAMULPUR,0,0,0,0,0,0,0,0,0
ASSAM,NC HILLS,DIYANG VELLEY,0,11,11,0,480,480,0,480,480
ASSAM,NC HILLS,DIYUNGBRA,0,0,0,0,0,0,0,0,0
ASSAM,NC HILLS,HARANGAJAO,0,0,0,0,0,0,0,0,0
ASSAM,NC HILLS,JATINGA VALLEY,0,1,1,0,1,1,0,1,1
ASSAM,NC HILLS,NEW SANGBAR,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,DEMOW,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,LAKWA,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,NAZIRA,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,SEPEKHATI,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,SIBSAGAR,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BAGHMARA,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BALIPARA,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BEHELI,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BORCHALA,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,CHATIA,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,DHEKIAJULI,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,NADUAR,0,2,2,0,124,124,0,124,124
ASSAM,SONITPUR,PUB-CHAIDUAR,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,SOKAMATHA,0,0,0,0,0,0,0,0,0
BIHAR,ARARIA,BHARGAMA,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,AURANGABAD,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,BARUN,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,DEO,15,0,15,565,0,565,505,0,505
BIHAR,AURANGABAD,GOH,0,1,1,0,2,2,0,2,2
BIHAR,AURANGABAD,HASPURA,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,KUTUMBA,17,0,17,119,0,119,0,0,0
BIHAR,AURANGABAD,MADANPUR,16,9,25,120,55,175,80,20,100
BIHAR,AURANGABAD,NABINAGAR,16,12,28,1203,149,1352,1129,136,1265
BIHAR,AURANGABAD,OBRA,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,RAFIGANAJ,14,1,15,179,8,187,140,0,140
BIHAR,BANKA,AMARPUR,7,0,7,175,0,175,169,0,169
BIHAR,BANKA,BANKA,3,0,3,32,0,32,27,0,27
BIHAR,BANKA,BARAHAT,7,0,7,89,0,89,45,0,45
BIHAR,BANKA,BELHAR,0,2,2,0,45,45,0,45,45
BIHAR,BANKA,BOUNSI,5,1,6,19,3,22,15,3,18
BIHAR,BANKA,CHANAN,7,0,7,101,0,101,85,0,85
BIHAR,BANKA,DHORAIYA,15,0,15,714,0,714,552,0,552
BIHAR,BANKA,KATORIYA,34,9,43,361,21,381,338,18,356
BIHAR,BANKA,PHULLIDUMER,3,0,3,105,0,105,59,0,59
BIHAR,BANKA,RAJOUN,2,0,2,130,0,130,130,0,130
BIHAR,BANKA,SAMBHUGANJ,11,0,11,446,0,446,377,0,377
BIHAR,BEGUSARAI,BACHHAWARA,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,BAKHRI,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,GADHPURA,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,S.KAMAL,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,GOURADIH,2,0,2,20,0,20,20,0,20
BIHAR,BHAGALPUR,JAGDISHPUR,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,KHARIK,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,PIRPAINTY,1,0,1,50,0,50,48,0,48
BIHAR,BHAGALPUR,SANHAULA,6,0,6,237,0,237,206,0,206
BIHAR,BHAGALPUR,SHAHKUND,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,SULTANGANJ,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,JAGDISHPUR,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,PIRO,8,0,8,493,0,493,13,0,13
BIHAR,BHOJPUR,SAHAR,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,SANDESH,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,UDWANTNAGAR,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,ITARHI,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,NAWANAGAR,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,CHIRIYA,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,KALYANPUR,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,AMAS,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,ATRI,1,0,1,1,0,1,1,0,1
BIHAR,GAYA,BANKE BAZAR,7,0,7,11,0,11,11,0,11
BIHAR,GAYA,BARACHATTY,50,0,50,288,0,288,270,0,270
BIHAR,GAYA,BATHANI,1,0,1,5,0,5,5,0,5
BIHAR,GAYA,BELAGANJ,14,0,14,245,0,245,160,0,160
BIHAR,GAYA,BODHGAYA,0,1,1,0,1,1,0,0,0
BIHAR,GAYA,DOBHI,19,1,20,30,5,35,17,5,22
BIHAR,GAYA,DUMARIYA,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,FATEHPUR,15,3,18,24,1,25,23,1,24
BIHAR,GAYA,GAYA NAGAR,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,GURARU,5,0,5,38,0,38,25,0,25
