-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes(Tanks) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.14.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes(Tanks) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.14.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"ORISSA","NAWARANGAPUR",34,4,38,267,3,270,193,3,196
"ORISSA","NAYAGARH",161,27,188,5590,91,5681,2832,58,2890
"ORISSA","NUAPADA",191,63,254,4591,740,5331,2242,180,2422
"ORISSA","PURI",1,4,5,10,91,101,10,91,101
"ORISSA","RAYAGADA",834,577,1411,12780,4126,16906,7237,2460,9696
"ORISSA","SAMBALPUR",239,29,268,7742,101,7843,4658,74,4731
"ORISSA","SONEPUR",221,2,223,7113,13,7126,4844,13,4857
"ORISSA","SUNDARGARH",92,16,108,9195,338,9533,4758,109,4866
"PONDICHERRY","KARAIKAL",0,14,14,0,18,18,0,18,18
"PONDICHERRY","PONDICHERRY",19,977,996,848,468,1316,485,466,951
"PONDICHERRY","YANAM",0,2,2,0,3,3,0,3,3
"PUNJAB","GURDASPUR",0,0,0,0,0,0,0,0,0
"PUNJAB","HOSHIARPUR",1,8,9,7,219,226,7,209,216
"PUNJAB","MOGA",0,9,9,0,55,55,0,48,48
"PUNJAB","PATIALA",0,20,20,0,183,183,0,183,183
"PUNJAB","ROPAR",0,177,177,0,310,310,0,310,310
"RAJASTHAN","AJMER",245,27,272,24396,515,24911,7516,98,7614
"RAJASTHAN","ALWAR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","BANSWARA",34,0,34,2807,0,2807,1842,0,1842
"RAJASTHAN","BARAN",29,0,29,5229,0,5229,4053,0,4053
"RAJASTHAN","BHARATPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","BHILWARA",222,19,241,24576,1402,25978,10002,268,10270
"RAJASTHAN","BUNDI",78,0,78,2069,0,2069,1310,0,1310
"RAJASTHAN","CHITTORGARH",34,0,34,1375,0,1375,797,0,797
"RAJASTHAN","DAUSA",3,0,3,138,0,138,134,0,134
"RAJASTHAN","DHOLPUR",7,6,13,603,56,659,442,33,475
"RAJASTHAN","DUNGARPUR",10,1,11,756,107,863,591,107,698
"RAJASTHAN","JAIPUR",1,0,1,79,0,79,79,0,79
"RAJASTHAN","JAISALMER",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JALORE",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JHALAWAR",15,0,15,979,0,979,628,0,628
"RAJASTHAN","JHUNJHUNU",0,0,0,0,0,0,0,0,0
"RAJASTHAN","KAROLI",12,23,35,677,266,943,448,111,559
"RAJASTHAN","KOTA",16,0,16,772,0,772,518,0,518
"RAJASTHAN","NAGAUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","PALI",13,0,13,2167,0,2167,1107,0,1107
"RAJASTHAN","RAJSAMAND",18,1,19,551,25,576,108,8,116
"RAJASTHAN","SAWAI MADHOPUR",4,20,24,236,222,457,236,137,373
"RAJASTHAN","SIROHI",6,0,6,159,0,159,16,0,16
"RAJASTHAN","TONK",42,36,78,4713,119,4831,3965,109,4074
"RAJASTHAN","UDAIPUR",28,3,31,1159,50,1209,665,15,680
"SIKKIM","EAST",20,0,20,1199,0,1199,1136,0,1136
"SIKKIM","NORTH",0,0,0,0,0,0,0,0,0
"SIKKIM","SOUTH",0,0,0,0,0,0,0,0,0
"SIKKIM","WEST",0,0,0,0,0,0,0,0,0
"TAMIL NADU","COIMBATORE",0,21,21,0,289,289,0,39,39
"TAMIL NADU","CUDDALORE",32,694,726,3312,4130,7442,2157,3577,5734
"TAMIL NADU","DHARMAPURI",829,976,1805,12323,7043,19366,6378,2598,8976
"TAMIL NADU","DINDIGUL",96,394,490,2082,1566,3648,602,769,1371
"TAMIL NADU","ERODE",50,74,124,36,177,214,18,74,92
"TAMIL NADU","KANCHEEPURAM",937,356,1293,44992,1796,46788,32902,1037,33939
"TAMIL NADU","KANYAKUMARI",61,0,61,1009,0,1009,1009,0,1009
"TAMIL NADU","KARUR",16,287,303,939,1971,2910,448,948,1397
"TAMIL NADU","MADURAI",202,1103,1305,11308,29829,41137,8683,22836,31519
"TAMIL NADU","NAGAPATTINAM",0,1,1,0,744,744,0,446,446
"TAMIL NADU","NAMAKKAL",206,0,206,7106,0,7106,2961,0,2961
"TAMIL NADU","NILGIRIS",0,230,230,0,1467,1467,0,1467,1467
"TAMIL NADU","PERAMBALUR",404,189,593,6063,636,6699,4104,523,4627
"TAMIL NADU","PUDUKKOTTAI",1739,8,1747,48410,203,48613,40463,156,40619
"TAMIL NADU","RAMANATHAPURAM",1091,6,1097,54307,185,54492,47400,146,47546
"TAMIL NADU","SALEM",145,0,145,9159,0,9159,7324,0,7324
"TAMIL NADU","SIVAGANGA",1657,8,1665,40424,577,41002,28529,558,29087
"TAMIL NADU","THANJAVUR",0,71,71,0,10616,10616,0,9829,9829
"TAMIL NADU","THENI",0,67,67,0,3354,3354,0,2435,2435
"TAMIL NADU","THIRUVALLUR",160,1979,2139,42759,41745,84504,15362,14475,29837
"TAMIL NADU","THIRUVARUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TIRUCHIRAPPALLI",110,435,545,16030,304,16334,15005,242,15247
"TAMIL NADU","TIRUNELVELI",89,12,101,5245,891,6136,2193,775,2968
"TAMIL NADU","TIRUVANNAMALAI",2231,138,2369,68244,274,68519,28767,155,28922
"TAMIL NADU","TUTICORIN DISTRICT",35,9,44,6218,874,7092,4728,624,5351
"TAMIL NADU","VELLORE",104,324,428,6792,2312,9103,4414,1036,5449
"TAMIL NADU","VILLUPPURAM",427,288,715,23473,12040,35513,14935,9233,24168
"TAMIL NADU","VIRUDHUNAGAR",167,11,178,6465,815,7280,5796,732,6528
"TRIPURA","DHALAI",1,1,2,80,1,81,50,0,50
"TRIPURA","NORTH TRIPURA",1,7,8,18,24,42,15,13,28
"TRIPURA","SOUTH TRIPURA",29,72,101,1189,948,2136,856,846,1702
"TRIPURA","WEST TRIPURA",30,49,79,423,1700,2122,342,1605,1947
"UTTAR PRADESH","ALIGARH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",0,84,84,0,411,411,0,151,151
"UTTAR PRADESH","BAGHPAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BAHARAICH",1,0,1,6,0,6,4,0,4
"UTTAR PRADESH","BANDA",0,45,45,0,106,106,0,106,106
"UTTAR PRADESH","BAREILLY",2,43,45,916,86,1002,913,84,997
"UTTAR PRADESH","BASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHANDAULI",0,19,19,0,41,41,0,41,41
"UTTAR PRADESH","CHITRAKOOT",0,82,82,0,197,197,0,197,197
"UTTAR PRADESH","DEORIA",0,9,9,0,24,24,0,24,24
"UTTAR PRADESH","FATEHPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIABAD",3,0,3,292,0,292,292,0,292
"UTTAR PRADESH","GORAKHPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","HAMIRPUR",0,22,22,0,58,58,0,58,58
"UTTAR PRADESH","JALAUN",0,14,14,0,22,22,0,22,22
"UTTAR PRADESH","JAUNPUR",0,3,3,0,19,19,0,14,14
"UTTAR PRADESH","JHANSI",1,257,258,0,441,441,0,421,422
"UTTAR PRADESH","KANNAUJ",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR DEHAT",0,26,26,0,61,61,0,61,61
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KAUSHAMBI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","LALITPUR",0,223,223,0,388,388,0,368,368
"UTTAR PRADESH","LUCKNOW",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHARAJ GANJ",0,42,42,0,80,80,0,71,71
"UTTAR PRADESH","MAHOBA",0,23,23,0,74,74,0,74,74
"UTTAR PRADESH","MEERUT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,10,10,0,558,558,0,543,543
"UTTAR PRADESH","MORADABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SAHARANPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",0,1,1,0,4,4,0,3,3
"UTTAR PRADESH","SANT RAVI DAS NAGAR",1,0,1,10,0,10,10,0,10
"UTTAR PRADESH","SHRAWASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SIDDHARTH NAGAR",0,1,1,0,1,1,0,1,1
"UTTAR PRADESH","SONBHADRA",0,156,156,0,1776,1776,0,1652,1652
"UTTAR PRADESH","VARANASI",2,22,24,1950,56,2006,1084,38,1122
"UTTARANCHAL","ALMORA",620,274,894,1412,446,1858,1311,386,1698
"UTTARANCHAL","BAGESHWAR",135,50,185,701,187,888,647,161,809
"UTTARANCHAL","CHAMOLI",251,171,422,589,265,855,554,260,815
"UTTARANCHAL","CHAMPAWAT",56,28,84,89,44,133,65,33,98
"UTTARANCHAL","DEHRA DUN",31,40,71,464,590,1054,360,588,947
"UTTARANCHAL","HARIDWAR",8,0,8,3078,0,3078,2959,0,2959
"UTTARANCHAL","NAINITAL",251,1283,1534,998,2904,3902,884,2483,3366
"UTTARANCHAL","PAURI",119,165,284,502,963,1465,312,226,538
"UTTARANCHAL","PITHORAGARH",377,175,552,1113,299,1411,891,234,1125
"UTTARANCHAL","RUDHARAPARYAG",43,34,77,212,43,255,196,36,231
"UTTARANCHAL","TEHARI GARHWAL",456,568,1024,825,735,1560,757,539,1296
"UTTARANCHAL","UDHAM SINGH NAGAR",208,16,224,35050,1750,36800,30013,1635,31648
"UTTARANCHAL","UTTARKASHI",86,51,137,327,82,409,250,46,296
"WEST BENGAL","BANKURA",307,6914,7221,3880,58640,62520,2243,30390,32632
"WEST BENGAL","BIRBHUM",215,4635,4850,1360,20754,22114,596,9538,10134
"WEST BENGAL","BURDWAN",105,893,998,1126,10474,11601,508,4804,5312
"WEST BENGAL","DARJEELING",5,6,11,154,103,257,96,72,168
"WEST BENGAL","HAORA",1,3,4,92,80,172,25,41,66
"WEST BENGAL","HOOGHLY",1,29,30,2,130,132,1,68,68
"WEST BENGAL","JALPAIGURI",3,5,8,285,8,293,13,6,19
"WEST BENGAL","MALDA",21,100,121,88,300,388,86,191,277
"WEST BENGAL","MIDNAPORE",26,197,223,293,720,1012,178,456,633
"WEST BENGAL","MURSHIDABAD",59,1366,1425,241,4324,4565,112,2676,2788
"WEST BENGAL","NADIA",0,1,1,0,3,3,0,3,3
"WEST BENGAL","NORTH 24 PARGANAS",0,299,299,0,282,282,0,204,204
"WEST BENGAL","PURULIA",259,3593,3852,1827,18979,20806,1477,15227,16704
"WEST BENGAL","SOUTH 24 PARGANAS",1,297,298,13,158,172,11,136,148
"WEST BENGAL","UTTAR DINAJPUR",0,3,3,0,6,6,0,6,6
