-----
{
 "description": "The table refers to district wise distribution of dug-wells according to horse power of lifting device. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.10.csv", 
 "title": "Download CSV for District wise Dugwells according to horse power of lifting device for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.10.csv"
}
-----
"State","District","Horse Power (0-2)","Horse Power (2 - 4)","Horse Power (4 - 6)","Horse Power (6 -8)","Horse Power (8 - 10)","Horse Power (Above 10)","Unspecified","Total"
"TAMIL NADU","TIRUNELVELI",1553,35772,17000,404,53,190,13620,68592
"TAMIL NADU","TIRUVALLUR",848,1707,15263,2431,1011,646,1410,23316
"TAMIL NADU","TIRUVANNAMALAI",2332,51154,69102,3218,224,1173,16929,144132
"TAMIL NADU","TIRUVARUR",0,0,47,21,0,1,0,69
"TAMIL NADU","TRICHIRAPPALLI",351,23659,21149,2121,217,85,16610,64192
"TAMIL NADU","VELLORE",450,36334,47048,3325,202,139,8993,96491
"TAMIL NADU","VILLUPURAM",2531,27282,82000,8657,903,906,12857,135136
"TAMIL NADU","VIRUDHUNAGAR",1626,19878,11577,275,25,181,7143,40705
"TRIPURA","DHALAI",0,0,0,0,0,0,116,116
"TRIPURA","NORTH",0,0,1,0,0,0,32,33
"TRIPURA","SOUTH",1,0,83,0,0,3,568,655
"TRIPURA","WEST",0,0,0,0,0,0,1,1
"UTTAR PRADESH","AGRA",4,0,21,4721,1163,1,0,5910
"UTTAR PRADESH","ALIGARH",2,0,73,179,11,4,0,269
"UTTAR PRADESH","ALLAHABAD",78,1,52,2563,690,6,0,3390
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH",4,11,49,54,0,3,0,121
"UTTAR PRADESH","BADAUN",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH",0,0,6,87,2,0,565,660
"UTTAR PRADESH","BALLIA",66,3,132,234,46,7,9,497
"UTTAR PRADESH","BANDA",360,4,620,3124,2359,35,46,6548
"UTTAR PRADESH","BARABANKI",1458,0,3,201,21,45,19,1747
"UTTAR PRADESH","BAREILLY",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI",207,8,133,596,158,13,0,1115
"UTTAR PRADESH","BIJNOR",1,0,44,127,99,6,2,279
"UTTAR PRADESH","BULANDSHAHR",0,0,0,35,63,0,0,98
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",0,0,3,10,18,1,3,35
"UTTAR PRADESH","DEORIA",99,438,1039,838,114,2,828,3358
"UTTAR PRADESH","ETAH",987,4,147,610,62,10,0,1820
"UTTAR PRADESH","ETAWAH",81,8,3,173,277,1,71,614
"UTTAR PRADESH","FAIZABAD",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD",0,0,0,9,48,0,0,57
"UTTAR PRADESH","FATEHPUR",97,0,8,51,509,890,0,1555
"UTTAR PRADESH","FIROZABAD",4,0,74,453,140,0,760,1431
"UTTAR PRADESH","GHAZIABAD",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR",153,0,135,120,19,2,2,431
"UTTAR PRADESH","GONDA",0,0,1,1,0,0,726,728
"UTTAR PRADESH","GORAKHPUR",0,0,72,110,0,2,2159,2343
"UTTAR PRADESH","HAMIRPUR",9,1,123,1438,614,4,31,2220
"UTTAR PRADESH","HARDOI",12,1,2,1137,4,1,30,1187
"UTTAR PRADESH","HARDWAR",0,0,28,160,57,9,0,254
"UTTAR PRADESH","JALAUN",78,10,296,2041,799,6,155,3385
"UTTAR PRADESH","JAUNPUR",414,12,423,531,69,0,541,1990
"UTTAR PRADESH","JHANSI",218,167,2150,32005,172,137,1220,36069
"UTTAR PRADESH","KANPUR DEHAT",2,0,2,38,50,1,0,93
"UTTAR PRADESH","KANPUR NAGAR",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR",410,294,68,107,5,0,3,887
"UTTAR PRADESH","LALITPUR",25,32,97,20822,222,0,2563,23761
"UTTAR PRADESH","LUCKNOW",3,0,29,318,387,9,0,746
"UTTAR PRADESH","MAHOBA",195,14,822,11424,217,20,127,12819
"UTTAR PRADESH","MAHRAJGANJ",60,64,4,135,3,0,45,311
"UTTAR PRADESH","MAINPURI",6,0,22,127,33,0,155,343
"UTTAR PRADESH","MATHURA",0,0,38,770,65,3,0,876
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",0,0,2,8,1,0,0,11
"UTTAR PRADESH","MIRZAPUR",25,7,264,2401,475,15,77,3264
"UTTAR PRADESH","MORADABAD",6,3,65,1207,347,5,0,1633
"UTTAR PRADESH","MUZAFFER NAGAR",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL",2,1,0,0,0,0,0,3
"UTTAR PRADESH","PAURI GARHWAL",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",2,2,20,307,21,3,1,356
"UTTAR PRADESH","RAEBARELY",69,1,50,862,6,1,0,989
"UTTAR PRADESH","RAMPUR",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR",16,0,0,9,32,4,0,61
"UTTAR PRADESH","SANT RAVIDAS NAGAR",4,0,205,80,12,2,206,509
"UTTAR PRADESH","SHAHJAHANPUR",2,1,40,617,301,2,12,975
"UTTAR PRADESH","SIDDHARTH NAGAR",160,2,43,529,18,3,0,755
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA",58,8,149,3330,242,14,134,3935
"UTTAR PRADESH","SULTANPUR",1,577,68,69,3,1,439,1158
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",37,0,47,93,7,8,469,661
"UTTAR PRADESH","UNNAO",36,1,177,899,231,1,0,1345
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",311,7,913,1229,186,29,47,2722
"WEST BENGAL","BANKURA",197,601,2644,0,0,0,4169,7611
"WEST BENGAL","BIRBHUM",7,7,627,0,0,0,555,1196
"WEST BENGAL","BURDWAN",8,0,204,0,0,0,146,358
"WEST BENGAL","COOCHBEHAR",3,2,168,0,0,0,6697,6870
"WEST BENGAL","DAKSHIN DINAJPUR",0,0,126,0,0,0,182,308
"WEST BENGAL","DARJEELING",0,1,87,0,0,0,36,124
"WEST BENGAL","HOOGLY",0,39,117,0,0,0,14,170
"WEST BENGAL","HOWRAH",0,0,1,0,0,0,3,4
"WEST BENGAL","JALPAIGURI",6,518,2811,0,0,0,461,3796
"WEST BENGAL","MALDA",0,0,1,0,0,0,24,25
"WEST BENGAL","MIDNAPORE",1220,3973,6315,0,0,0,4114,15622
"WEST BENGAL","MURSHIDABAD",0,0,81,0,0,0,0,81
"WEST BENGAL","NADIA",1,0,182,0,0,0,10,193
"WEST BENGAL","NORTH 24 PARGANAS",0,0,10,0,0,0,0,10
"WEST BENGAL","PURULIA",758,1782,279,0,0,0,16629,19448
"WEST BENGAL","SOUTH 24 PARGANAS",0,0,76,0,0,0,1,77
"WEST BENGAL","UTTAR DINAJPUR",8,0,62,0,0,0,20,90
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",3,151,236,0,10,13,0,413
"DAMAN & DIU","",NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-WEST",NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","WEST",NA,NA,NA,NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",1,0,0,1,0,0,0,2
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",0,0,116,88,7,9,0,220
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA,NA,NA,NA
