-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to source of finance. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.7.csv"
}
-----
"State","District","Block","Government fund","Farmers saving","Loan & Saving","Subsidy & Bank Loan","Subsidy Only","Others","Total"
"ANDHRA PRADESH","PRAKASAM","THALLUR",1,0,1,0,0,0,2
"ANDHRA PRADESH","PRAKASAM","TRIPURANTHAKAM",4,0,0,0,0,0,4
"ANDHRA PRADESH","PRAKASAM","ULAVAPADU",126,0,0,0,0,0,126
"ANDHRA PRADESH","PRAKASAM","VETA PALEM",3,0,1,1,0,0,5
"ANDHRA PRADESH","PRAKASAM","VOLETIVARI PALEM",1,0,0,0,0,0,1
"ANDHRA PRADESH","PRAKASAM","YADDANA PUDI",56,0,7,1,0,0,64
"ANDHRA PRADESH","PRAKASAM","ZARUGUMALLI",2,0,3,14,0,0,19
"ANDHRA PRADESH","RANGA REDDY","BASHEERABAD",0,0,0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","DHARUR",0,0,0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","GHATKESAR",66,5,33,0,0,0,104
"ANDHRA PRADESH","RANGA REDDY","HAYATHNAGAR",162,0,2,1,0,0,165
"ANDHRA PRADESH","RANGA REDDY","RAJENDRANAGAR",25,0,0,0,0,0,25
"ANDHRA PRADESH","RANGA REDDY","UPPAL",155,0,0,0,0,0,155
"ANDHRA PRADESH","SRIKAKULUM","BHAMINI",0,0,0,1,0,0,1
"ANDHRA PRADESH","SRIKAKULUM","ETCHERLA",0,0,0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","GARA",11,4,2,0,0,0,17
"ANDHRA PRADESH","SRIKAKULUM","KOTTURU",0,0,0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","MANDASA",0,0,0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","PALAKONDA",0,0,0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","SARAVAKOTA",0,0,0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","SEETHAMPETA",0,0,1,2,0,0,3
"ANDHRA PRADESH","SRIKAKULUM","SOMPETA",0,0,2,1,0,0,3
"ANDHRA PRADESH","SRIKAKULUM","VANGARA",1,0,0,0,0,0,1
"ANDHRA PRADESH","VIJAYA NAGARAM","BOBBILI",0,0,0,0,0,10,10
"ANDHRA PRADESH","VIJAYA NAGARAM","DENKADA",0,0,0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","GAJAPATHINAGARAM",0,0,0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","GARIVIDI",0,0,0,0,0,3,3
"ANDHRA PRADESH","VIJAYA NAGARAM","GUMMALAKSHMIPURAM",0,0,0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","KURUPAM",0,0,0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","MAKKUVA",0,0,0,0,0,4,4
"ANDHRA PRADESH","VIJAYA NAGARAM","MERAKAMUDIDAM",0,0,0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","NELLIMARLA",0,0,0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","PUSAPATIREGA",0,0,0,0,0,3,3
"ANDHRA PRADESH","VIJAYA NAGARAM","RAMABHADRAPURAM",0,0,0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","SALUR",0,0,0,0,0,9,9
"ANDHRA PRADESH","VIJAYA NAGARAM","SEETHANAGARAM",0,0,0,0,0,95,95
"ANDHRA PRADESH","VIJAYA NAGARAM","SRUNGAVARAPUKOTA",0,0,0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","ANAKAPALLE",1,0,0,0,0,0,1
"ANDHRA PRADESH","VISAKHAPATNAM","ARAKU VALLEY",0,0,0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","DEVARAPALLE",0,0,1,2,0,0,3
"ANDHRA PRADESH","VISAKHAPATNAM","DUMBRIGUDA",2,0,0,0,0,0,2
"ANDHRA PRADESH","VISAKHAPATNAM","HUKUMPETA",0,0,0,1,7,0,8
"ANDHRA PRADESH","VISAKHAPATNAM","MADUGULA",0,0,0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","MUNAGAPAKA",22,0,3,0,0,0,25
"ANDHRA PRADESH","VISAKHAPATNAM","PAYAKARAOPETA",0,0,0,0,0,1,1
"ANDHRA PRADESH","WARANGAL","BHUPALPALLE",0,0,0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","CHENNARAOPET",0,0,0,1,0,0,1
"ANDHRA PRADESH","WARANGAL","DORNAKAL",15,0,0,0,0,0,15
"ANDHRA PRADESH","WARANGAL","GOVINDARAOPET",196,13,25,62,1,0,297
"ANDHRA PRADESH","WARANGAL","GUDUR",16,0,0,0,0,0,16
"ANDHRA PRADESH","WARANGAL","KODAKANDLA",0,0,0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","KOTHAGUDEM",78,0,4,0,0,0,82
"ANDHRA PRADESH","WARANGAL","MANGAPET",11,0,0,0,0,0,11
"ANDHRA PRADESH","WARANGAL","MULUG",59,0,71,0,0,0,130
"ANDHRA PRADESH","WARANGAL","TADVAI",1,0,0,0,0,0,1
"ANDHRA PRADESH","WARANGAL","THORRUR",19,0,0,0,0,0,19
"ANDHRA PRADESH","WEST GODAVARI","CHAGALLU",39,2,22,0,0,1,64
"ANDHRA PRADESH","WEST GODAVARI","DENDULURU",0,0,0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","ELURU",19,0,0,0,0,0,19
"ANDHRA PRADESH","WEST GODAVARI","KOVVUR",0,0,0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","NIDADAVOLE",7,0,0,0,0,0,7
"ANDHRA PRADESH","WEST GODAVARI","PEDAPADU",5,0,0,1,0,2,8
"ANDHRA PRADESH","WEST GODAVARI","PENTAPADU",1,0,0,0,0,0,1
"ANDHRA PRADESH","WEST GODAVARI","PERAVALI",0,0,0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","POLAVARAM",18,6,0,0,0,0,24
"ANDHRA PRADESH","WEST GODAVARI","TADEPALLIGUDEM",0,0,0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","THALLAPUDI",0,0,0,0,0,0,0
"ASSAM","BARPETA","BAJALI",0,1,0,4,0,0,5
"ASSAM","BARPETA","BARPETA",0,0,0,3,27,0,30
"ASSAM","BARPETA","BHAWANIPUR",0,0,0,7,1,0,8
"ASSAM","BARPETA","CHENGA",0,0,0,1,1,0,2
"ASSAM","BARPETA","GOBARDHANA",1,0,12,9,1,0,23
"ASSAM","BARPETA","JALAH",0,4,0,32,8,0,44
"ASSAM","BARPETA","MANDIA",0,19,8,11,13,0,51
"ASSAM","BARPETA","RUPSI",0,1,1,38,1,0,41
"ASSAM","BONGAIGAON","BOITAMARI",0,6,0,19,12,2,39
"ASSAM","BONGAIGAON","BOROBAZAR",0,0,0,56,1,0,57
"ASSAM","BONGAIGAON","MANIKPUR",0,0,0,0,13,0,13
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",0,0,0,2,8,0,10
"ASSAM","BONGAIGAON","SRIJANGRAM",0,1,0,0,0,0,1
"ASSAM","CACHAR","KATIGORA",0,0,0,0,0,0,0
"ASSAM","CACHAR","RAJABAZAR",0,0,0,0,0,0,0
"ASSAM","CACHAR","SALCHAPRA",0,0,0,0,0,0,0
"ASSAM","CACHAR","SONAI",0,0,0,0,0,0,0
"ASSAM","CACHAR","UDARBOND",0,0,0,0,0,0,0
"ASSAM","DARRANG","DALGAON SIALMARI",0,18,0,68,7,0,93
"ASSAM","DARRANG","KALAIGAON",0,0,0,45,7,0,52
"ASSAM","DARRANG","KHAIRABARI",0,33,0,7,48,0,88
"ASSAM","DARRANG","MAZBAT",0,0,0,1,67,0,68
"ASSAM","DARRANG","SIPAJHAR",0,105,0,76,7,0,188
"ASSAM","DARRANG","UDALGURI",0,1,4,3,33,0,41
"ASSAM","DHEMAJI","BORDOLONI",0,0,0,0,76,0,76
"ASSAM","DHEMAJI","DHEMAJI",0,24,0,0,32,0,56
"ASSAM","DHEMAJI","MURKONGSELLECK",0,0,0,0,2,0,2
"ASSAM","DHUBRI","AGAMONI",0,0,0,0,1,0,1
"ASSAM","DHUBRI","BILASIPARA",0,9,0,15,6,0,30
"ASSAM","DHUBRI","CHAPAR SALKOCHA",0,0,0,0,0,0,0
"ASSAM","DHUBRI","GAURIPUR",0,0,0,1,0,0,1
"ASSAM","DHUBRI","GOLOKGANJ",0,2,0,0,12,0,14
"ASSAM","DHUBRI","MANKACHAR",0,0,0,0,0,0,0
"ASSAM","DHUBRI","SOUTH SALMARA",0,0,0,5,0,0,5
"ASSAM","DIBRUGARH","BARBARUAH",0,0,1,70,7,0,78
"ASSAM","DIBRUGARH","JOYPUR",0,0,0,1,43,0,44
"ASSAM","DIBRUGARH","KHOWANG",0,0,0,0,144,0,144
"ASSAM","DIBRUGARH","LAHOWAL",0,0,0,0,35,0,35
"ASSAM","DIBRUGARH","TENGAKHAT",0,0,0,0,72,0,72
"ASSAM","GOALPARA","BALIJANA",0,62,0,0,54,0,116
"ASSAM","GOALPARA","DUDHNOI",0,21,7,11,149,0,188
"ASSAM","GOALPARA","LAKHIPUR",0,3,1,57,21,0,82
"ASSAM","GOALPARA","MATIA",0,11,0,0,59,0,70
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",0,1,0,0,65,0,66
"ASSAM","GOLAGHAT","GOLAGHAT EAST",0,0,0,0,23,0,23
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",0,0,0,0,0,0,0
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",0,0,36,106,31,0,173
"ASSAM","GOLAGHAT","GOLAGHAT WEST",0,10,2,1,1,0,14
"ASSAM","GOLAGHAT","GOMARIGURI",0,1,0,0,51,0,52
"ASSAM","HAILAKANDI","HAILAKANDI",0,0,0,0,0,0,0
"ASSAM","HAILAKANDI","KATLICHARA",0,0,0,0,0,0,0
"ASSAM","HAILAKANDI","LALA",0,0,0,0,0,0,0
"ASSAM","JORHAT","JORHAT",0,2,0,96,67,0,165
"ASSAM","JORHAT","JORHAT CENTRAL",0,0,0,0,240,0,240
"ASSAM","JORHAT","JORHAT EAST",0,0,0,0,199,0,199
"ASSAM","JORHAT","MAJULI",1,3,0,92,243,0,339
"ASSAM","JORHAT","NORTH WEST JORHAT",0,5,0,0,73,0,78
"ASSAM","JORHAT","TITABOR",1,14,2,244,9,0,270
"ASSAM","KAMRUP","BOKO BANGAON",0,0,0,3,109,0,112
"ASSAM","KAMRUP","CHAMARIA",1,1,0,0,39,0,41
"ASSAM","KAMRUP","CHANDRAPUR",0,0,0,0,0,0,0
"ASSAM","KAMRUP","CHHAYGAON",6,8,0,1,20,0,35
"ASSAM","KAMRUP","DIMORIA",0,1,0,0,352,0,353
"ASSAM","KAMRUP","HAJO",0,0,0,0,19,0,19
"ASSAM","KAMRUP","KAMALPUR",0,0,0,1,44,0,45
"ASSAM","KAMRUP","KARARA",0,0,0,0,11,0,11
"ASSAM","KAMRUP","RAMPUR",0,4,0,8,12,0,24
"ASSAM","KAMRUP","RANGIA",0,0,0,0,22,0,22
"ASSAM","KAMRUP","RANI",0,1,0,1,1,0,3
"ASSAM","KARBI ANGLONG","BOKAJAN",0,0,0,0,1,0,1
"ASSAM","KARBI ANGLONG","HOWRAGHAT",0,0,0,0,0,0,0
"ASSAM","KARBI ANGLONG","LUMBAJONG",0,0,0,0,15,0,15
"ASSAM","KARBI ANGLONG","RONGKHONG",0,2,0,3,4,0,9
"ASSAM","KARIMGANJ","BADARPUR",0,0,0,0,0,0,0
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",0,0,0,0,0,0,0
"ASSAM","KARIMGANJ","PATHARKANDI",0,0,0,0,0,0,0
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",0,0,0,0,0,0,0
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",0,0,0,0,0,0,0
"ASSAM","KOKRAJHAR","DOTOMA",0,0,0,0,0,0,0
"ASSAM","KOKRAJHAR","GOSSAIGAON",0,0,0,0,0,0,0
"ASSAM","KOKRAJHAR","KACHUGAON",0,0,0,0,32,0,32
"ASSAM","KOKRAJHAR","KOKRAJHAR",0,0,0,0,50,0,50
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",0,0,0,0,0,0,0
"ASSAM","LAKHIMPUR","BIHPURIA",0,0,0,0,12,0,12
"ASSAM","LAKHIMPUR","BORDALANI",0,0,0,0,6,0,6
"ASSAM","LAKHIMPUR","DHAKUAKHANA",0,0,0,0,22,0,22
"ASSAM","LAKHIMPUR","LAKHIMPUR",0,0,0,3,49,0,52
"ASSAM","LAKHIMPUR","NARAYANPUR",0,0,0,0,23,0,23
"ASSAM","LAKHIMPUR","NOWBOICHA",0,5,0,13,17,0,35
"ASSAM","MARIGAON","BHURBANDHA",0,41,1,0,30,0,72
"ASSAM","MARIGAON","KAPILI",0,8,0,0,9,0,17
"ASSAM","MARIGAON","LAHARIGHAT",0,123,0,0,91,0,214
"ASSAM","MARIGAON","MAYONG",0,40,0,0,63,0,103
"ASSAM","NAGAON","BATADRAVA",0,24,0,0,27,0,51
"ASSAM","NAGAON","JUGIJAN",0,0,0,0,109,0,109
"ASSAM","NAGAON","JURIA",0,12,0,0,131,0,143
"ASSAM","NAGAON","KALIABOR",0,123,0,0,73,0,196
"ASSAM","NAGAON","KAPILI",0,3,0,0,101,0,104
"ASSAM","NAGAON","KAPILI PT.I",0,46,0,0,260,0,306
"ASSAM","NAGAON","KATHIATOLI",0,35,0,0,469,0,504
"ASSAM","NAGAON","KHAGARIJAN",0,36,0,0,90,0,126
"ASSAM","NAGAON","LANKA",0,43,0,0,177,0,220
"ASSAM","NAGAON","LAOKHOWA",0,9,0,0,65,0,74
"ASSAM","NAGAON","RUPAHI",0,8,0,0,48,0,56
"ASSAM","NALBARI","BARIGOG BANBHAG",1,0,0,5,24,0,30
"ASSAM","NALBARI","BARKHETRI",0,0,0,0,14,0,14
"ASSAM","NALBARI","BASKA",0,2,0,12,12,0,26
"ASSAM","NALBARI","PASCHIM NALBARI",0,0,0,0,23,0,23
"ASSAM","NALBARI","PUB NALBARI",0,0,2,1,42,0,45
"ASSAM","NALBARI","TAMULPUR",0,2,0,2,20,0,24
"ASSAM","NALBARI","TIHU BARAMA",0,0,1,9,18,0,28
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",0,0,0,0,0,0,0
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",0,0,0,0,0,0,0
"ASSAM","SIBSAGAR","AMGURI",0,0,0,1,0,0,1
"ASSAM","SIBSAGAR","DEMOW",0,1,0,33,88,0,122
"ASSAM","SIBSAGAR","NAZIRA",0,0,0,0,0,0,0
"ASSAM","SIBSAGAR","SAPEKHATI",0,0,0,212,0,0,212
"ASSAM","SIBSAGAR","SIBSAGAR",0,0,0,0,0,0,0
"ASSAM","SIBSAGAR","SONARI",0,0,4,177,35,0,216
"ASSAM","SONITPUR","BALIPARA",0,0,0,0,52,0,52
"ASSAM","SONITPUR","BEHALI",0,2,12,7,3,0,24
"ASSAM","SONITPUR","BISWANATH",0,17,0,29,1,0,47
"ASSAM","SONITPUR","CHAIDUAR",1,1,9,30,136,0,177
"ASSAM","SONITPUR","DHEKIAJULI",0,2,1,0,49,0,52
"ASSAM","SONITPUR","GABHORU",0,0,0,0,2,0,2
"ASSAM","SONITPUR","NADUAR",0,10,0,0,152,0,162
"ASSAM","TINSUKIA","HAPJAN",0,0,20,2,0,0,22
"ASSAM","TINSUKIA","KAKOPATHAR",1,0,11,35,0,0,47
"ASSAM","TINSUKIA","MARGHERITA",6,3,1,41,7,0,58
"ASSAM","TINSUKIA","SADIYA",0,43,9,174,10,0,236
"BIHAR","ARARIA","BHARGAMA",0,0,0,0,0,0,0
"BIHAR","ARARIA","FORBESGANJ",0,0,0,0,0,0,0
"BIHAR","ARARIA","JOKIHAT",0,0,0,0,0,0,0
"BIHAR","ARARIA","PALASI",1,0,0,0,0,0,1
"BIHAR","AURANGABAD","AURANGABAD",0,0,0,0,0,0,0
"BIHAR","AURANGABAD","BARUN",4,0,0,0,0,0,4
"BIHAR","AURANGABAD","GOH",0,0,0,0,0,0,0
"BIHAR","AURANGABAD","HASPURA",0,0,0,0,0,0,0
"BIHAR","AURANGABAD","KUTUMBA",0,0,0,1,0,0,1
"BIHAR","AURANGABAD","NABINAGAR",0,3,0,0,0,0,3
"BIHAR","AURANGABAD","OBRA",2,3,0,0,0,4,9
"BIHAR","AURANGABAD","RAFIGANJ",17,0,0,0,0,0,17
"BIHAR","BANKA","AMARPUR",0,0,0,0,0,0,0
"BIHAR","BANKA","BANKA",0,0,0,0,0,0,0
"BIHAR","BANKA","BAUSI",0,2,0,0,0,0,2
"BIHAR","BANKA","CHANAN",7,5,1,0,0,0,13
"BIHAR","BANKA","DHURAIYA",3,0,0,0,0,0,3
"BIHAR","BANKA","KATORIA",11,0,1,5,0,1,18
"BIHAR","BANKA","SAMBHUGANJ",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","BACHHAWARA",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","BAKHARI",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","BEGUSARAI",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","BHAGAWANPUR",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","BIRPUR",1,0,0,0,0,0,1
"BIHAR","BEGUSARAI","CHERIA BARIARPUR",1,1,0,0,0,0,2
"BIHAR","BEGUSARAI","DANDARI",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","GARHPURA",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","KHUDABANDPUR",0,1,0,0,0,0,1
"BIHAR","BEGUSARAI","MANSURCHAK",0,0,0,0,0,0,0
"BIHAR","BEGUSARAI","NAOKHOTHI",0,0,0,0,0,0,0
"BIHAR","BHABUA","ADHAURA",0,0,0,0,0,0,0
"BIHAR","BHABUA","BHABUA",0,1,0,0,0,0,1
"BIHAR","BHABUA","BHAGWANPUR",0,0,0,0,0,0,0
"BIHAR","BHABUA","CHAINPUR",0,0,0,12,0,0,12
"BIHAR","BHABUA","CHAND",0,0,0,0,0,0,0
"BIHAR","BHABUA","DURGAWATI",0,0,0,0,0,0,0
"BIHAR","BHABUA","KUDRA",0,2,0,0,0,0,2
"BIHAR","BHABUA","MOHANIA",0,0,0,0,0,0,0
"BIHAR","BHABUA","RAMGAR",0,0,0,0,0,0,0
"BIHAR","BHAGALPUR","JAGDISHPUR",0,0,0,0,0,0,0
"BIHAR","BHAGALPUR","KAHALGAON",0,0,0,0,0,0,0
"BIHAR","BHAGALPUR","KHARIK",1,0,0,0,0,0,1
"BIHAR","BHAGALPUR","NATHNAGAR",3,0,0,3,0,0,6
"BIHAR","BHAGALPUR","NAUGACHHIA",0,0,0,0,0,0,0
"BIHAR","BHAGALPUR","PIRPAINTI",5,0,0,0,1,0,6
"BIHAR","BHAGALPUR","RANGRACHOWK",0,0,0,0,0,0,0
"BIHAR","BHAGALPUR","SABOUR",0,0,0,0,0,0,0
"BIHAR","BHAGALPUR","SHAHKUND",8,17,0,0,0,0,25
"BIHAR","BHAGALPUR","SONHAULLA",1,0,3,0,0,0,4
"BIHAR","BHAGALPUR","SULTANGANJ",1,3,0,0,0,0,4
"BIHAR","BHOJPUR","AGIAON",0,0,0,0,0,0,0
"BIHAR","BHOJPUR","ARRAHSADAR",0,0,0,0,0,0,0
"BIHAR","BHOJPUR","BARBARA",1,0,0,0,0,0,1
"BIHAR","BHOJPUR","BEHIA",0,0,0,0,0,0,0
"BIHAR","BHOJPUR","GARHANI",0,0,0,0,0,0,0
"BIHAR","BHOJPUR","KOILWAR",0,0,0,0,0,0,0
"BIHAR","BHOJPUR","SAHAR",0,0,0,0,0,0,0
"BIHAR","BHOJPUR","SAHPUR",0,3,0,0,0,0,3
"BIHAR","BHOJPUR","SANDISH",0,0,0,0,0,0,0
"BIHAR","BHOJPUR","TARARI",10,7,0,2,2,0,21
"BIHAR","BHOJPUR","UDWABTNAGAR",0,0,0,0,0,4,4
"BIHAR","BOKARO","CHAS",0,0,0,0,0,0,0
"BIHAR","BUXAR","BUXAR",2,0,0,0,0,0,2
"BIHAR","BUXAR","ITARHI",0,0,0,0,0,0,0
"BIHAR","BUXAR","RAJPUR",5,0,0,0,0,0,5
"BIHAR","CHAMPARAN EAST","ADAPUR",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","CHAURADANO",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","CHIRAIYA",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","GHORASAHAN",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","HARSIDHI",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","KALYANPUR",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","MADHUBAN",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","RAMGARHWA",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","RAXAUL",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","SUGAULI",1,0,0,0,9,0,10
"BIHAR","CHAMPARAN EAST","TETARIA",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","TURKAULIA",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN WEST","GAUNAHA",6,2,0,0,0,0,8
"BIHAR","CHAMPARAN WEST","LAURIYA",0,0,0,0,0,0,0
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",4,0,0,0,0,0,4
"BIHAR","CHAMPARAN WEST","NAUTAN",0,0,0,0,0,0,0
"BIHAR","CHATRA","CHATRA",1,0,0,1,1,0,3
"BIHAR","CHATRA","GIDDHAUR",0,0,4,0,0,0,4
"BIHAR","CHATRA","HUNTERGANJ",2,1,0,0,1,1,5
"BIHAR","CHATRA","ITKHORI",0,0,0,0,0,0,0
"BIHAR","CHATRA","LAVALONG",0,0,0,0,0,0,0
"BIHAR","CHATRA","PATTHERGARHA",0,0,0,0,0,0,0
"BIHAR","CHATRA","PRATAP PUR",0,0,0,0,3,0,3
"BIHAR","CHATRA","SEMARIA",3,3,0,0,0,0,6
"BIHAR","CHATRA","TANDAWA",0,0,0,0,0,0,0
"BIHAR","DARBHANGA","BAHERI",0,0,0,0,0,0,0
"BIHAR","DARBHANGA","BENIPUR",1,0,0,0,0,0,1
"BIHAR","DARBHANGA","DARBHANGA",5,0,0,0,0,0,5
"BIHAR","DARBHANGA","GHANSHYAMPUR",0,0,0,0,0,0,0
"BIHAR","DARBHANGA","KEOTI(RANWAY)",0,0,0,0,0,0,0
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",0,0,0,0,0,0,0
"BIHAR","DARBHANGA","MANIGACHHI",0,0,0,0,0,0,0
"BIHAR","DEOGHAR","KARON",67,41,6,22,23,8,167
"BIHAR","DEOGHAR","MADHUPUR",42,26,2,57,15,4,146
"BIHAR","DEOGHAR","SARATH",23,42,0,3,0,0,68
"BIHAR","DHANBAD","BAGHMARA",0,0,0,1,0,0,1
"BIHAR","DHANBAD","NIRSA",7,23,1,0,24,0,55
"BIHAR","DHANBAD","TUNDI",1,3,0,0,0,0,4
"BIHAR","DUMKA","DUMKA",5,0,0,3,0,0,8
"BIHAR","DUMKA","GOPIKANDAR",0,0,0,0,0,0,0
"BIHAR","DUMKA","JAMA",15,4,0,2,19,0,40
"BIHAR","DUMKA","JAMTARA",12,17,1,8,2,1,41
"BIHAR","DUMKA","JARMUNDI",3,0,0,3,2,0,8
"BIHAR","DUMKA","KATHIKUND",6,19,0,116,65,0,206
"BIHAR","DUMKA","KUNDHIT",0,22,0,2,11,1,36
"BIHAR","DUMKA","MASALIA",14,54,0,26,267,2,363
"BIHAR","DUMKA","NALA",83,179,0,45,40,0,347
"BIHAR","DUMKA","NARAYANPUR",7,0,0,89,20,0,116
"BIHAR","DUMKA","RAMGARH",3,0,0,0,0,0,3
"BIHAR","DUMKA","RANESHWAR",16,23,0,34,17,0,90
"BIHAR","DUMKA","SHIKARIPARA",21,93,13,87,64,7,285
"BIHAR","GARHWA","BHANDARIA",0,0,0,0,0,0,0
"BIHAR","GARHWA","BHAWNATHPUR",0,0,0,1,0,0,1
"BIHAR","GARHWA","CHIRIA",0,0,0,0,0,0,0
"BIHAR","GARHWA","DHURKI",0,4,0,0,20,0,24
"BIHAR","GARHWA","GARHWA",1,0,0,2,3,0,6
"BIHAR","GARHWA","MAJHIAURA",0,0,4,0,0,0,4
"BIHAR","GARHWA","NAYARKTARI",0,0,0,0,4,0,4
"BIHAR","GARHWA","RAMIA",14,0,0,1,0,0,15
"BIHAR","GAYA","ATARI",0,0,0,0,0,4,4
"BIHAR","GAYA","DUMARIA",7,9,1,0,0,0,17
"BIHAR","GAYA","GAYA SADAR",0,0,0,0,0,0,0
"BIHAR","GAYA","KHIZIRSORAI",0,0,0,0,0,0,0
"BIHAR","GAYA","KONCH",0,0,0,0,0,0,0
"BIHAR","GAYA","NIMCHAK BATHANI",0,0,0,0,0,0,0
"BIHAR","GAYA","TANKUPPA",2,0,0,0,0,0,2
"BIHAR","GIRIDIH","BAGODAR",0,0,0,0,0,0,0
"BIHAR","GIRIDIH","BENGABAD",10,0,1,1,2,0,14
"BIHAR","GIRIDIH","BIRNI",5,4,1,9,0,0,19
"BIHAR","GIRIDIH","DEORI",0,0,0,0,0,0,0
"BIHAR","GIRIDIH","DYMIR",2,2,0,4,0,0,8
"BIHAR","GIRIDIH","GANDEY",5,0,0,0,0,0,5
"BIHAR","GIRIDIH","GAWAN",0,0,0,0,0,0,0
"BIHAR","GIRIDIH","JAMYA",0,0,0,2,0,0,2
"BIHAR","GIRIDIH","RAJ DHANWAR",0,4,0,1,0,0,5
"BIHAR","GODDA","BOARIJORE",74,0,0,9,0,0,83
"BIHAR","GODDA","GODDA",3,0,0,5,0,0,8
"BIHAR","GODDA","MAHAGAMA",0,0,0,0,0,0,0
"BIHAR","GODDA","MEHARWAN",0,0,1,0,0,0,1
"BIHAR","GODDA","PATHARGAMA",1,0,0,0,0,0,1
"BIHAR","GODDA","THAKUR BANGTI",7,6,0,4,6,0,23
"BIHAR","GOPALGANJ","BAIKUNTHPUR",0,0,0,0,0,1,1
"BIHAR","GOPALGANJ","BARAULI",0,0,0,0,0,0,0
"BIHAR","GOPALGANJ","BHOREY",0,0,0,0,0,0,0
"BIHAR","GOPALGANJ","KUCHAIKOTE",0,0,1,1,0,0,2
"BIHAR","GOPALGANJ","PHULWARIYA",0,0,0,0,0,0,0
"BIHAR","GOPALGANJ","UCHKAGAON",0,0,0,0,0,0,0
"BIHAR","GUMLA","BALBA",0,0,0,0,0,0,0
"BIHAR","GUMLA","BANO",0,0,0,1,0,0,1
"BIHAR","GUMLA","BASIA",0,0,0,0,0,0,0
"BIHAR","GUMLA","BHARNO",20,0,0,1,0,0,21
"BIHAR","GUMLA","BISHUNPUR",0,0,0,5,1,0,6
"BIHAR","GUMLA","CHAINPUR",0,0,0,0,0,0,0
