-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to irrigation through supplementary source . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.15.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Irrigation through supplementary source  for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.15.csv"
}
-----
"State","District","Block","Supplementary irrigation (Ha) - Kharif","Supplementary irrigation (Ha) - Rabi","Supplementary irrigation (Ha) - Perennial","Supplementary irrigation (Ha) - Others","Total"
"MADHYA PRADESH","MORENA","SABALGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",0,0,0,0,0
"MADHYA PRADESH","MORENA","VIJAIPUR",0,0,0,0,0
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",0,0,0,0,0
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",0,0,0,0,0
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",0,0,0,0,0
"MADHYA PRADESH","NARSIMHAPUR","KARELI",0,0,0,0,0
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",0,0,0,0,0
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",0,0,0,0,0
"MADHYA PRADESH","PANNA","AJAIGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","PANNA","GUNNAUR",0,0,0,0,0
"MADHYA PRADESH","PANNA","PANNA",0,0,0,0,0
"MADHYA PRADESH","PANNA","PAWAI",NA,NA,NA,NA,NA
"MADHYA PRADESH","PANNA","SHAHNAGAR",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","BAGEECHA",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","CHARGHODA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","DULDHLA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","JASHPURNAGAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","KANSABEL",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","KHARASIYA",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","KUNKURI",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","LALLUNGA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","NANORA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","PATTHALGAON",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","PUSAUR",1,46,0,0,47
"MADHYA PRADESH","RAIGARH","RAIGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","SARANGARH",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","TAMNAR",0,0,0,0,0
"MADHYA PRADESH","RAIGARH","TAPKARA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","ABHANPUR",2,0,0,0,2
"MADHYA PRADESH","RAIPUR","BAGBAHRA",0,0,0,0,0
"MADHYA PRADESH","RAIPUR","BASNA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","BHATAPARA",0,0,0,0,0
"MADHYA PRADESH","RAIPUR","BILAIGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","CHANDKHURAI(ARANG)",2,3,2,0,7
"MADHYA PRADESH","RAIPUR","CHHURA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","DEOBHOG",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","DHAMTARI",68,0,0,0,68
"MADHYA PRADESH","RAIPUR","GARIYABAND",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","KASDOL",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","KURUD",6,6,0,0,12
"MADHYA PRADESH","RAIPUR","MAGARLOD",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","MAHASAMUND",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","MAINPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","PALARI",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","PITHORA",0,0,0,0,0
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",0,0,0,0,0
"MADHYA PRADESH","RAIPUR","RAJIM",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","SARAIPALI",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIPUR","SIHAWA",0,0,0,0,0
"MADHYA PRADESH","RAIPUR","SIMGA",0,0,0,0,0
"MADHYA PRADESH","RAIPUR","TILDA",0,0,0,0,0
"MADHYA PRADESH","RAISEN","BARELI",0,0,0,0,0
"MADHYA PRADESH","RAISEN","BEGAMGANJ",0,0,0,0,0
"MADHYA PRADESH","RAISEN","GAIRATGANJ",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",0,0,0,0,0
"MADHYA PRADESH","RAISEN","SANCHI",0,0,0,0,0
"MADHYA PRADESH","RAISEN","SILWANI",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAISEN","UDAIPURA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJGARH","BIAORA",0,0,0,0,0
"MADHYA PRADESH","RAJGARH","JEERAPUR",0,0,0,0,0
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",0,0,0,0,0
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",0,0,0,0,0
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",0,0,0,0,0
"MADHYA PRADESH","RAJGARH","RAJGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","BODLA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","CHAUKI",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","CHHUIKHANDAN",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","CHHURIA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","DOMGARGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",0,0,0,0,0
"MADHYA PRADESH","RAJNANDGAON","KAWARDHA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",0,0,0,0,0
"MADHYA PRADESH","RAJNANDGAON","MANPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","MOHLA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAJNANDGAON","RAJNANDGAON",0,0,0,0,0
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",0,0,0,0,0
"MADHYA PRADESH","RATLAM","ALOT",0,0,0,0,0
"MADHYA PRADESH","RATLAM","BAJNA",0,0,0,0,0
"MADHYA PRADESH","RATLAM","JAWRA",0,0,4,2,6
"MADHYA PRADESH","RATLAM","PIPLODA",0,0,0,0,0
"MADHYA PRADESH","RATLAM","RATLAM",9,2,0,0,11
"MADHYA PRADESH","RATLAM","SAILANA",0,0,0,0,0
"MADHYA PRADESH","REWA","GANGEO",0,0,0,0,0
"MADHYA PRADESH","REWA","HANUMANA",NA,NA,NA,NA,NA
"MADHYA PRADESH","REWA","JAWA",NA,NA,NA,NA,NA
"MADHYA PRADESH","REWA","MAUGANJ",0,0,0,0,0
"MADHYA PRADESH","REWA","NAIGARHI",0,0,0,0,0
"MADHYA PRADESH","REWA","RAIPUR",0,0,0,0,0
"MADHYA PRADESH","REWA","REWA",0,0,0,0,0
"MADHYA PRADESH","REWA","SIRMAUR",0,0,0,0,0
"MADHYA PRADESH","REWA","TYONTHAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SAGAR","BANDA",0,0,0,0,0
"MADHYA PRADESH","SAGAR","BEENA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SAGAR","DEORI",0,0,0,0,0
"MADHYA PRADESH","SAGAR","JAISINAGAR",0,0,0,0,0
"MADHYA PRADESH","SAGAR","KESALI",0,0,0,0,0
"MADHYA PRADESH","SAGAR","KHURAI",0,0,0,0,0
"MADHYA PRADESH","SAGAR","MALTHON",0,0,0,0,0
"MADHYA PRADESH","SAGAR","RAHATGARH",0,0,0,0,0
"MADHYA PRADESH","SAGAR","REHALI",0,0,0,0,0
"MADHYA PRADESH","SAGAR","SAGAR",0,0,0,0,0
"MADHYA PRADESH","SAGAR","SHAHGARH",0,0,0,0,0
"MADHYA PRADESH","SATNA","AMARPATAN",0,0,0,0,0
"MADHYA PRADESH","SATNA","CHITRAKOOT",0,14,0,0,14
"MADHYA PRADESH","SATNA","MAIHAR",0,0,0,0,0
"MADHYA PRADESH","SATNA","NAGOD",0,10,0,0,10
"MADHYA PRADESH","SATNA","RAMNAGAR",0,0,0,0,0
"MADHYA PRADESH","SATNA","RAMPUR",0,0,0,4,4
"MADHYA PRADESH","SATNA","SATNA",0,0,0,0,0
"MADHYA PRADESH","SATNA","UNCHEHARA",0,0,0,0,0
"MADHYA PRADESH","SEHORE","AASHTA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SEHORE","BUDANI",0,6,0,0,6
"MADHYA PRADESH","SEHORE","ICHHAWER",NA,NA,NA,NA,NA
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",NA,NA,NA,NA,NA
"MADHYA PRADESH","SEHORE","SIHORE",0,0,0,0,0
"MADHYA PRADESH","SEONI","BARGHAT",NA,NA,NA,NA,NA
"MADHYA PRADESH","SEONI","CHHAPARA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SEONI","DHANORA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SEONI","KAHANAPUS",0,0,0,0,0
"MADHYA PRADESH","SEONI","KEOLARI",0,2,0,0,2
"MADHYA PRADESH","SEONI","KURAI",0,0,0,0,0
"MADHYA PRADESH","SEONI","LAKHNADAUN",0,0,0,0,0
"MADHYA PRADESH","SEONI","SEONI",0,0,0,0,0
"MADHYA PRADESH","SHAHDOL","ANUPPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","BUDHAR",0,0,0,0,0
"MADHYA PRADESH","SHAHDOL","BYOHARI",0,0,0,0,0
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","JAITAHARI",0,0,0,0,0
"MADHYA PRADESH","SHAHDOL","KOTAMA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","MANPUR",0,0,0,0,0
"MADHYA PRADESH","SHAHDOL","PALEE-1",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","PALEE-2",0,0,0,0,0
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",0,0,0,0,0
"MADHYA PRADESH","SHAHDOL","UMARIYA",0,0,0,0,0
"MADHYA PRADESH","SHAJAPUR","AGAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHAJAPUR","BAROD",0,0,0,0,0
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",0,0,0,0,0
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",0,0,0,0,0
"MADHYA PRADESH","SHAJAPUR","NALKHEDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",0,0,0,0,0
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",0,0,0,0,0
"MADHYA PRADESH","SHAJAPUR","SUSNER",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","BADARWAS",0,4,0,0,4
"MADHYA PRADESH","SHIVPURI","KARERA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","KOLARAS",0,0,0,0,0
"MADHYA PRADESH","SHIVPURI","NARWAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","PICHHORE",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","POHARI",NA,NA,NA,NA,NA
"MADHYA PRADESH","SHIVPURI","SHIVPURI",0,0,0,0,0
"MADHYA PRADESH","SIDHI","BAIDHAN",0,0,0,0,0
"MADHYA PRADESH","SIDHI","CHITRANGI",0,0,0,0,0
"MADHYA PRADESH","SIDHI","DEOSAR",0,0,0,0,0
"MADHYA PRADESH","SIDHI","KUSAMI",NA,NA,NA,NA,NA
"MADHYA PRADESH","SIDHI","MAJHAULI",NA,NA,NA,NA,NA
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",0,0,0,0,0
"MADHYA PRADESH","SIDHI","SIDHI",NA,NA,NA,NA,NA
"MADHYA PRADESH","SIDHI","SIHAWAL",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BAIKUNTHPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BALRAMPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BATOLI",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","BHARATPUR",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","KHARGAWAN",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","KUSAMI",0,3,0,0,3
"MADHYA PRADESH","SURGUJA","LAKHANPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","LUNDRA",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","MAINPAT",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","ODAGI",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","PRATAPPUR",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","PREMNAGAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","RAJPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SHANKARGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SITAPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SONHAT",NA,NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SURAJPUR",0,0,0,0,0
"MADHYA PRADESH","SURGUJA","UDAYPUR",0,1,0,0,1
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",0,0,0,0,0
"MADHYA PRADESH","TIKAMGARH","JATARA",0,10,0,0,10
"MADHYA PRADESH","TIKAMGARH","NIWARI",0,0,0,0,0
"MADHYA PRADESH","TIKAMGARH","PALERA",NA,NA,NA,NA,NA
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","UJJAIN","BADNAGAR",0,0,0,0,0
"MADHYA PRADESH","UJJAIN","GHATIYA",0,0,0,0,0
"MADHYA PRADESH","UJJAIN","KHACHRAUD",0,0,0,0,0
"MADHYA PRADESH","UJJAIN","MAHIDPUR",0,0,0,0,0
"MADHYA PRADESH","UJJAIN","TARANA",0,0,0,0,0
"MADHYA PRADESH","UJJAIN","UJJAIN",0,0,0,0,0
"MADHYA PRADESH","VIDISHA","BASODA",0,0,0,0,0
"MADHYA PRADESH","VIDISHA","GYARASPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","VIDISHA","KURWAI",0,0,0,0,0
"MADHYA PRADESH","VIDISHA","LATERI",0,0,0,0,0
"MADHYA PRADESH","VIDISHA","NATERAN",0,26,1,0,27
"MADHYA PRADESH","VIDISHA","SIRONJ",NA,NA,NA,NA,NA
"MADHYA PRADESH","VIDISHA","VIDISHA",0,0,0,0,0
"MAHARASHTRA","","",NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR","BISHNUPUR",NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR","MOIRANG",NA,NA,NA,NA,NA
"MANIPUR","CHANDEL","CHAKPIKARONG",NA,NA,NA,NA,NA
"MANIPUR","CHANDEL","CHANDEL",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","CHURACHANDPUR",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","HENGLEP",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","SINGHAT",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","THANGLON",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","IRILBUNG(IMPHAL-E)",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","SWOMBUNG(IMPHAL-E)",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","WAQNGOI(I-W)",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","KANGPOKPI",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","PAOMATA",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","PURUL",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","SAIKHUL",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","TADUBI",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG","NUNGBA",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMEI",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMENGLONG",NA,NA,NA,NA,NA
"MANIPUR","THOUBAL","KAKCHING",NA,NA,NA,NA,NA
"MANIPUR","THOUBAL","THOUBAL",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","CHINGAI",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","KAMJONG",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","PHUNGYAR",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","UKHRUL",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","DAMBO RONGJENG",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","RESU-BELPARA",0,0,0,0,0
"MEGHALAYA","EAST GARO HILLS","SAMANDA.",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","SONGSAK",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWKYNREW",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWPHLANG",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWRYNGKNENG",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWSYNRAM",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MYLLIEM",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","PYNURSLA",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","SHELLA BHOLAGANGH",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","AMLAREM",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","LASKEIN",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMLING  C&D BLOCK",NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","CHOKPOT",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","BETASING",0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS","DADENGGIRI",NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","DALUS",NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","RONGRAM",NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","SELSELLA",0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS","TIKKIRKILLA",0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS","ZIKZAK",3,0,1,0,4
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWKYRWAT",NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWSHYNRUT",NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","NONGSTOIN",NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","RANIKOR",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","AIBAWK",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","DARLAWN",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","KHAWZAWL",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","LUNGDAR 'E'",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","NGOPA",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","PHAILENG 'W'",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","REIEK",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","SERCHHIP",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","THINGDAWL",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","THINGSULTHLIAH",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","TLANGNUAM",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL","ZAWLNUAM",NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","CHAWNGTE",NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","LAWNGTLAI",NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","SANGAU",NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","TUIPANG",NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI","BUNGHMUN",NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI","HNAHTHIAL",NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI","LUNGLEI",NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI","LUNGSEN",NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI","VILL1",NA,NA,NA,NA,NA
"NAGALAND","KOHIMA","JALUKIE",NA,NA,NA,NA,NA
"NAGALAND","KOHIMA","KOHIMA",NA,NA,NA,NA,NA
"NAGALAND","KOHIMA","KUHUBOTO",NA,NA,NA,NA,NA
"NAGALAND","KOHIMA","MEDZIPHEMA",0,0,0,0,0
"NAGALAND","KOHIMA","TSEMINYU",NA,NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","CHANGTONGYA",NA,NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","MANGOLEMBA",NA,NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","ONGPANGKONG",NA,NA,NA,NA,NA
"NAGALAND","MON","CHEN",NA,NA,NA,NA,NA
"NAGALAND","MON","MON",NA,NA,NA,NA,NA
"NAGALAND","MON","TOBU",NA,NA,NA,NA,NA
"NAGALAND","MON","WAKCHING",NA,NA,NA,NA,NA
"NAGALAND","PHEK","KIKRUMA",NA,NA,NA,NA,NA
"NAGALAND","PHEK","MELURI",NA,NA,NA,NA,NA
"NAGALAND","PHEK","PHEK",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG","KIPHIRE",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGKHIM",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGLENG",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG","NOKLAK",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG","SANGSANGYU",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG","SHAMATOR",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG","SITIMI",NA,NA,NA,NA,NA
"NAGALAND","WOKHA","BAGHTY",NA,NA,NA,NA,NA
"NAGALAND","WOKHA","WOKHA",NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","AKULUTO",NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","GHATASHI",NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","TOKIYE",NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","ZUNHEBOTO",NA,NA,NA,NA,NA
"ORISSA","ANGUL","ANUGUL",NA,NA,NA,NA,NA
"ORISSA","ANGUL","ATHAMALLICK",NA,NA,NA,NA,NA
"ORISSA","ANGUL","BANANPULA",NA,NA,NA,NA,NA
"ORISSA","ANGUL","CHHENDIAPADA",NA,NA,NA,NA,NA
"ORISSA","ANGUL","KANIHA",NA,NA,NA,NA,NA
"ORISSA","ANGUL","KISONAGAR",NA,NA,NA,NA,NA
"ORISSA","ANGUL","PALALAHARA",NA,NA,NA,NA,NA
"ORISSA","ANGUL","TALCHER",NA,NA,NA,NA,NA
"ORISSA","BALASORE","BAHANAGA",0,0,0,0,0
"ORISSA","BALASORE","BALASORE",0,0,0,0,0
"ORISSA","BALASORE","BALIPAL",0,0,0,0,0
"ORISSA","BALASORE","BASTA",0,0,0,0,0
"ORISSA","BALASORE","BHOGARAI",0,0,0,0,0
"ORISSA","BALASORE","JALESWAR",0,0,0,0,0
"ORISSA","BALASORE","JILGIRI",0,0,0,0,0
"ORISSA","BALASORE","KHAIRA",0,0,0,0,0
"ORISSA","BALASORE","OUPADA",0,0,0,0,0
"ORISSA","BALASORE","REMUNA",0,0,0,0,0
"ORISSA","BALASORE","SIMULIA",0,0,0,0,0
"ORISSA","BALASORE","SORO",0,0,0,0,0
"ORISSA","BARAGARH","AMBABHANA",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","ATABIRA",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","BARAGARH",0,0,0,0,0
"ORISSA","BARAGARH","BARAPALI",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","BHATALI",0,0,0,0,0
"ORISSA","BARAGARH","BHENDENI",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","BIJEPUR",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","GAISILAT",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","JHARABANDHA",0,0,0,0,0
"ORISSA","BARAGARH","PADMAPUR",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","PAIKMAL",NA,NA,NA,NA,NA
"ORISSA","BARAGARH","SOHELA",0,0,0,0,0
"ORISSA","BHADRAK","BASUDEVPUR",2,0,0,0,2
"ORISSA","BHADRAK","BHADRAK",0,0,0,0,0
"ORISSA","BHADRAK","BHANDARIPOKHARI",156,12,0,0,168
"ORISSA","BHADRAK","BONTH",0,0,0,0,0
"ORISSA","BHADRAK","CHANDABALI",0,0,0,0,0
"ORISSA","BHADRAK","DHAMANAGAR",49,0,0,0,49
"ORISSA","BHADRAK","TIHIDI",0,0,0,0,0
