-----
{
 "description": "The table refers to block wise irrigation through supplemntary sources under surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.15.csv", 
 "title": "Download CSV for Blockwise Irrigation through supplementary sources under surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.15.csv"
}
-----
-----
{
 "description": "The table refers to block wise irrigation through supplemntary sources under surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.15.csv", 
 "title": "Download CSV for Blockwise Irrigation through supplementary sources under surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.15.csv"
}
-----
"State","District","Block","Supplementary irrigation - Kharif","Supplementary irrigation - Rabi","Supplementary irrigation - Perennial","Supplementary irrigation - Others","Total"
"ANDHRA PRADESH","SRIKAKULUM","SARAVAKOTA",9,0,0,0,9
"ANDHRA PRADESH","SRIKAKULUM","SEETHAMPETA",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","SOMPETA",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","VANGARA",12,0,0,0,12
"ANDHRA PRADESH","VIJAYA NAGARAM","BOBBILI",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","DENKADA",73,0,15,0,88
"ANDHRA PRADESH","VIJAYA NAGARAM","GAJAPATHINAGARAM",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","GARIVIDI",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","GUMMALAKSHMIPURAM",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","KURUPAM",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","MAKKUVA",7,0,0,0,7
"ANDHRA PRADESH","VIJAYA NAGARAM","MERAKAMUDIDAM",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","NELLIMARLA",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","PUSAPATIREGA",15,0,0,0,15
"ANDHRA PRADESH","VIJAYA NAGARAM","RAMABHADRAPURAM",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","SALUR",0,0,0,0,0
"ANDHRA PRADESH","VIJAYA NAGARAM","SEETHANAGARAM",42,4,0,0,46
"ANDHRA PRADESH","VIJAYA NAGARAM","SRUNGAVARAPUKOTA",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","ANAKAPALLE",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","ARAKU VALLEY",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","DEVARAPALLE",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","DUMBRIGUDA",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","HUKUMPETA",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","MADUGULA",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","MUNAGAPAKA",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","PAYAKARAOPETA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","BHUPALPALLE",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","CHENNARAOPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","DORNAKAL",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","GOVINDARAOPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","GUDUR",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","KODAKANDLA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","KOTHAGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MANGAPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MULUG",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","TADVAI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","THORRUR",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","CHAGALLU",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","DENDULURU",63,0,0,0,63
"ANDHRA PRADESH","WEST GODAVARI","ELURU",0,40,0,0,40
"ANDHRA PRADESH","WEST GODAVARI","KOVVUR",81,728,0,0,809
"ANDHRA PRADESH","WEST GODAVARI","NIDADAVOLE",825,577,424,0,1826
"ANDHRA PRADESH","WEST GODAVARI","PEDAPADU",976,0,0,0,976
"ANDHRA PRADESH","WEST GODAVARI","PENTAPADU",45,45,0,0,90
"ANDHRA PRADESH","WEST GODAVARI","PERAVALI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","POLAVARAM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","TADEPALLIGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","THALLAPUDI",0,0,0,0,0
"ASSAM","BARPETA","BAJALI",0,0,0,0,0
"ASSAM","BARPETA","BARPETA",0,0,0,0,0
"ASSAM","BARPETA","BHAWANIPUR",0,0,0,0,0
"ASSAM","BARPETA","CHENGA",0,0,0,0,0
"ASSAM","BARPETA","GOBARDHANA",0,0,0,0,0
"ASSAM","BARPETA","JALAH",0,0,0,0,0
"ASSAM","BARPETA","MANDIA",0,0,0,0,0
"ASSAM","BARPETA","RUPSI",0,0,0,0,0
"ASSAM","BONGAIGAON","BOITAMARI",0,0,0,0,0
"ASSAM","BONGAIGAON","BOROBAZAR",0,0,0,0,0
"ASSAM","BONGAIGAON","MANIKPUR",0,0,0,0,0
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",0,0,0,0,0
"ASSAM","BONGAIGAON","SRIJANGRAM",0,0,0,0,0
"ASSAM","CACHAR","KATIGORA",0,0,0,0,0
"ASSAM","CACHAR","RAJABAZAR",0,0,0,0,0
"ASSAM","CACHAR","SALCHAPRA",0,0,0,0,0
"ASSAM","CACHAR","SONAI",0,0,0,0,0
"ASSAM","CACHAR","UDARBOND",0,0,0,0,0
"ASSAM","DARRANG","DALGAON SIALMARI",0,0,0,0,0
"ASSAM","DARRANG","KALAIGAON",0,0,0,0,0
"ASSAM","DARRANG","KHAIRABARI",0,0,0,0,0
"ASSAM","DARRANG","MAZBAT",0,0,0,0,0
"ASSAM","DARRANG","SIPAJHAR",0,0,0,0,0
"ASSAM","DARRANG","UDALGURI",0,0,0,0,0
"ASSAM","DHEMAJI","BORDOLONI",0,0,0,0,0
"ASSAM","DHEMAJI","DHEMAJI",0,0,0,0,0
"ASSAM","DHEMAJI","MURKONGSELLECK",0,0,0,0,0
"ASSAM","DHUBRI","AGAMONI",0,0,0,0,0
"ASSAM","DHUBRI","BILASIPARA",0,0,0,0,0
"ASSAM","DHUBRI","CHAPAR SALKOCHA",0,0,0,0,0
"ASSAM","DHUBRI","GAURIPUR",0,0,0,0,0
"ASSAM","DHUBRI","GOLOKGANJ",0,0,0,0,0
"ASSAM","DHUBRI","MANKACHAR",0,0,0,0,0
"ASSAM","DHUBRI","SOUTH SALMARA",0,0,0,0,0
"ASSAM","DIBRUGARH","BARBARUAH",0,0,0,0,0
"ASSAM","DIBRUGARH","JOYPUR",0,0,0,0,0
"ASSAM","DIBRUGARH","KHOWANG",0,0,0,0,0
"ASSAM","DIBRUGARH","LAHOWAL",0,0,0,0,0
"ASSAM","DIBRUGARH","TENGAKHAT",0,0,0,0,0
"ASSAM","GOALPARA","BALIJANA",0,0,0,0,0
"ASSAM","GOALPARA","DUDHNOI",0,0,0,0,0
"ASSAM","GOALPARA","LAKHIPUR",0,0,0,0,0
"ASSAM","GOALPARA","MATIA",0,0,0,0,0
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",0,0,0,0,0
"ASSAM","GOLAGHAT","GOLAGHAT EAST",0,0,0,0,0
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",0,0,0,0,0
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",0,0,0,0,0
"ASSAM","GOLAGHAT","GOLAGHAT WEST",0,0,0,0,0
"ASSAM","GOLAGHAT","GOMARIGURI",0,0,0,0,0
"ASSAM","HAILAKANDI","HAILAKANDI",0,0,0,0,0
"ASSAM","HAILAKANDI","KATLICHARA",0,0,0,0,0
"ASSAM","HAILAKANDI","LALA",0,0,0,0,0
"ASSAM","JORHAT","JORHAT",0,0,0,0,0
"ASSAM","JORHAT","JORHAT CENTRAL",0,0,0,0,0
"ASSAM","JORHAT","JORHAT EAST",0,0,0,0,0
"ASSAM","JORHAT","MAJULI",0,0,0,0,0
"ASSAM","JORHAT","NORTH WEST JORHAT",0,0,0,0,0
"ASSAM","JORHAT","TITABOR",0,0,0,0,0
"ASSAM","KAMRUP","BOKO BANGAON",0,0,0,0,0
"ASSAM","KAMRUP","CHAMARIA",0,0,0,0,0
"ASSAM","KAMRUP","CHANDRAPUR",0,0,0,0,0
"ASSAM","KAMRUP","CHHAYGAON",0,0,0,0,0
"ASSAM","KAMRUP","DIMORIA",0,0,0,0,0
"ASSAM","KAMRUP","HAJO",0,0,0,0,0
"ASSAM","KAMRUP","KAMALPUR",0,0,0,0,0
"ASSAM","KAMRUP","KARARA",0,0,0,0,0
"ASSAM","KAMRUP","RAMPUR",0,0,0,0,0
"ASSAM","KAMRUP","RANGIA",0,0,0,0,0
"ASSAM","KAMRUP","RANI",0,0,0,0,0
"ASSAM","KARBI ANGLONG","BOKAJAN",0,0,0,0,0
"ASSAM","KARBI ANGLONG","HOWRAGHAT",0,0,0,0,0
"ASSAM","KARBI ANGLONG","LUMBAJONG",0,0,0,0,0
"ASSAM","KARBI ANGLONG","RONGKHONG",0,0,0,0,0
"ASSAM","KARIMGANJ","BADARPUR",0,0,0,0,0
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",0,0,0,0,0
"ASSAM","KARIMGANJ","PATHARKANDI",0,0,0,0,0
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",0,0,0,0,0
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",0,0,0,0,0
"ASSAM","KOKRAJHAR","DOTOMA",0,0,0,0,0
"ASSAM","KOKRAJHAR","GOSSAIGAON",0,0,0,0,0
"ASSAM","KOKRAJHAR","KACHUGAON",0,0,0,0,0
"ASSAM","KOKRAJHAR","KOKRAJHAR",0,0,0,0,0
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",0,0,0,0,0
"ASSAM","LAKHIMPUR","BIHPURIA",0,0,0,0,0
"ASSAM","LAKHIMPUR","BORDALANI",0,0,0,0,0
"ASSAM","LAKHIMPUR","DHAKUAKHANA",0,0,0,0,0
"ASSAM","LAKHIMPUR","LAKHIMPUR",0,0,0,0,0
"ASSAM","LAKHIMPUR","NARAYANPUR",0,0,0,0,0
"ASSAM","LAKHIMPUR","NOWBOICHA",0,0,0,0,0
"ASSAM","MARIGAON","BHURBANDHA",0,0,0,0,0
"ASSAM","MARIGAON","KAPILI",0,0,0,0,0
"ASSAM","MARIGAON","LAHARIGHAT",0,0,0,0,0
"ASSAM","MARIGAON","MAYONG",0,0,0,0,0
"ASSAM","NAGAON","BATADRAVA",0,0,0,0,0
"ASSAM","NAGAON","JUGIJAN",0,0,0,0,0
"ASSAM","NAGAON","JURIA",0,0,0,0,0
"ASSAM","NAGAON","KALIABOR",0,0,0,0,0
"ASSAM","NAGAON","KAPILI",0,0,0,0,0
"ASSAM","NAGAON","KAPILI PT.I",0,0,0,0,0
"ASSAM","NAGAON","KATHIATOLI",0,0,0,0,0
"ASSAM","NAGAON","KHAGARIJAN",0,0,0,0,0
"ASSAM","NAGAON","LANKA",0,0,0,0,0
"ASSAM","NAGAON","LAOKHOWA",0,0,0,0,0
"ASSAM","NAGAON","RUPAHI",0,0,0,0,0
"ASSAM","NALBARI","BARIGOG BANBHAG",0,0,0,0,0
"ASSAM","NALBARI","BARKHETRI",0,0,0,0,0
"ASSAM","NALBARI","BASKA",0,0,0,0,0
"ASSAM","NALBARI","PASCHIM NALBARI",0,0,0,0,0
"ASSAM","NALBARI","PUB NALBARI",0,0,0,0,0
"ASSAM","NALBARI","TAMULPUR",0,0,0,0,0
"ASSAM","NALBARI","TIHU BARAMA",0,0,0,0,0
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",0,0,0,0,0
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",0,0,0,0,0
"ASSAM","SIBSAGAR","AMGURI",0,0,0,0,0
"ASSAM","SIBSAGAR","DEMOW",0,0,0,0,0
"ASSAM","SIBSAGAR","NAZIRA",0,0,0,0,0
"ASSAM","SIBSAGAR","SAPEKHATI",0,0,0,0,0
"ASSAM","SIBSAGAR","SIBSAGAR",0,0,0,0,0
"ASSAM","SIBSAGAR","SONARI",0,0,0,0,0
"ASSAM","SONITPUR","BALIPARA",0,0,0,0,0
"ASSAM","SONITPUR","BEHALI",0,0,0,0,0
"ASSAM","SONITPUR","BISWANATH",0,0,0,0,0
"ASSAM","SONITPUR","CHAIDUAR",0,0,0,0,0
"ASSAM","SONITPUR","DHEKIAJULI",0,0,0,0,0
"ASSAM","SONITPUR","GABHORU",0,0,0,0,0
"ASSAM","SONITPUR","NADUAR",0,0,0,0,0
"ASSAM","TINSUKIA","HAPJAN",0,0,0,0,0
"ASSAM","TINSUKIA","KAKOPATHAR",0,0,0,0,0
"ASSAM","TINSUKIA","MARGHERITA",0,0,0,0,0
"ASSAM","TINSUKIA","SADIYA",0,0,0,0,0
"BIHAR","ARARIA","BHARGAMA",0,0,0,0,0
"BIHAR","ARARIA","FORBESGANJ",0,0,0,0,0
"BIHAR","ARARIA","JOKIHAT",0,0,0,0,0
"BIHAR","ARARIA","PALASI",0,0,0,0,0
"BIHAR","AURANGABAD","AURANGABAD",0,0,0,0,0
"BIHAR","AURANGABAD","BARUN",0,0,0,0,0
"BIHAR","AURANGABAD","GOH",0,0,0,0,0
"BIHAR","AURANGABAD","HASPURA",0,0,0,0,0
"BIHAR","AURANGABAD","KUTUMBA",0,0,0,0,0
"BIHAR","AURANGABAD","NABINAGAR",0,0,0,0,0
"BIHAR","AURANGABAD","OBRA",2,0,0,0,2
"BIHAR","AURANGABAD","RAFIGANJ",0,0,0,0,0
"BIHAR","BANKA","AMARPUR",0,0,0,0,0
"BIHAR","BANKA","BANKA",0,0,0,0,0
"BIHAR","BANKA","BAUSI",0,0,0,0,0
"BIHAR","BANKA","CHANAN",0,0,0,0,0
"BIHAR","BANKA","DHURAIYA",0,0,0,0,0
"BIHAR","BANKA","KATORIA",0,0,0,0,0
"BIHAR","BANKA","SAMBHUGANJ",0,0,0,0,0
"BIHAR","BEGUSARAI","BACHHAWARA",0,0,0,0,0
"BIHAR","BEGUSARAI","BAKHARI",0,0,0,0,0
"BIHAR","BEGUSARAI","BEGUSARAI",0,0,0,0,0
"BIHAR","BEGUSARAI","BHAGAWANPUR",0,0,0,0,0
"BIHAR","BEGUSARAI","BIRPUR",0,0,0,0,0
"BIHAR","BEGUSARAI","CHERIA BARIARPUR",0,0,0,0,0
"BIHAR","BEGUSARAI","DANDARI",0,0,0,0,0
"BIHAR","BEGUSARAI","GARHPURA",0,0,0,0,0
"BIHAR","BEGUSARAI","KHUDABANDPUR",0,0,0,0,0
"BIHAR","BEGUSARAI","MANSURCHAK",0,0,0,0,0
"BIHAR","BEGUSARAI","NAOKHOTHI",0,0,0,0,0
"BIHAR","BHABUA","ADHAURA",0,0,0,0,0
"BIHAR","BHABUA","BHABUA",0,0,0,0,0
"BIHAR","BHABUA","BHAGWANPUR",0,0,0,0,0
"BIHAR","BHABUA","CHAINPUR",0,0,0,0,0
"BIHAR","BHABUA","CHAND",0,0,0,0,0
"BIHAR","BHABUA","DURGAWATI",0,0,0,0,0
"BIHAR","BHABUA","KUDRA",2,2,0,0,4
"BIHAR","BHABUA","MOHANIA",0,0,0,0,0
"BIHAR","BHABUA","RAMGAR",0,0,0,0,0
"BIHAR","BHAGALPUR","JAGDISHPUR",0,0,0,0,0
"BIHAR","BHAGALPUR","KAHALGAON",0,0,0,0,0
"BIHAR","BHAGALPUR","KHARIK",0,0,0,0,0
"BIHAR","BHAGALPUR","NATHNAGAR",0,0,0,0,0
"BIHAR","BHAGALPUR","NAUGACHHIA",0,0,0,0,0
"BIHAR","BHAGALPUR","PIRPAINTI",0,0,0,0,0
"BIHAR","BHAGALPUR","RANGRACHOWK",0,0,0,0,0
"BIHAR","BHAGALPUR","SABOUR",0,0,0,0,0
"BIHAR","BHAGALPUR","SHAHKUND",0,0,0,0,0
"BIHAR","BHAGALPUR","SONHAULLA",38,13,0,0,51
"BIHAR","BHAGALPUR","SULTANGANJ",0,0,0,0,0
"BIHAR","BHOJPUR","AGIAON",50,52,0,0,102
"BIHAR","BHOJPUR","ARRAHSADAR",0,0,0,0,0
"BIHAR","BHOJPUR","BARBARA",0,0,0,0,0
"BIHAR","BHOJPUR","BEHIA",0,0,0,0,0
"BIHAR","BHOJPUR","GARHANI",0,0,0,0,0
"BIHAR","BHOJPUR","KOILWAR",0,0,0,0,0
"BIHAR","BHOJPUR","SAHAR",23,0,0,0,23
"BIHAR","BHOJPUR","SAHPUR",0,0,0,0,0
"BIHAR","BHOJPUR","SANDISH",0,0,0,0,0
"BIHAR","BHOJPUR","TARARI",2,2,0,0,4
"BIHAR","BHOJPUR","UDWABTNAGAR",30,0,0,0,30
"BIHAR","BOKARO","CHAS",0,0,0,0,0
"BIHAR","BUXAR","BUXAR",0,0,0,0,0
"BIHAR","BUXAR","ITARHI",0,0,0,0,0
"BIHAR","BUXAR","RAJPUR",15,11,0,0,26
"BIHAR","CHAMPARAN EAST","ADAPUR",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","CHAURADANO",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","CHIRAIYA",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","GHORASAHAN",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","HARSIDHI",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","KALYANPUR",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","MADHUBAN",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","RAMGARHWA",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","RAXAUL",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","SUGAULI",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","TETARIA",0,0,0,0,0
"BIHAR","CHAMPARAN EAST","TURKAULIA",0,0,0,0,0
"BIHAR","CHAMPARAN WEST","GAUNAHA",32,29,0,0,61
"BIHAR","CHAMPARAN WEST","LAURIYA",0,0,0,0,0
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",0,0,0,0,0
"BIHAR","CHAMPARAN WEST","NAUTAN",0,0,0,0,0
"BIHAR","CHATRA","CHATRA",1,0,0,0,1
"BIHAR","CHATRA","GIDDHAUR",0,0,2,0,2
"BIHAR","CHATRA","HUNTERGANJ",2,1,2,1,6
"BIHAR","CHATRA","ITKHORI",0,0,0,0,0
"BIHAR","CHATRA","LAVALONG",0,0,0,0,0
"BIHAR","CHATRA","PATTHERGARHA",0,0,0,0,0
"BIHAR","CHATRA","PRATAP PUR",0,0,0,0,0
"BIHAR","CHATRA","SEMARIA",0,0,0,0,0
"BIHAR","CHATRA","TANDAWA",0,0,0,0,0
"BIHAR","DARBHANGA","BAHERI",0,0,0,0,0
"BIHAR","DARBHANGA","BENIPUR",0,0,0,0,0
"BIHAR","DARBHANGA","DARBHANGA",0,0,0,0,0
"BIHAR","DARBHANGA","GHANSHYAMPUR",0,0,0,0,0
"BIHAR","DARBHANGA","KEOTI(RANWAY)",0,0,0,0,0
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",0,0,0,0,0
"BIHAR","DARBHANGA","MANIGACHHI",0,0,0,0,0
"BIHAR","DEOGHAR","KARON",0,0,0,0,0
"BIHAR","DEOGHAR","MADHUPUR",0,0,0,0,0
"BIHAR","DEOGHAR","SARATH",0,0,0,0,0
"BIHAR","DHANBAD","BAGHMARA",0,0,0,0,0
"BIHAR","DHANBAD","NIRSA",0,0,0,0,0
"BIHAR","DHANBAD","TUNDI",0,0,0,0,0
"BIHAR","DUMKA","DUMKA",0,0,0,0,0
"BIHAR","DUMKA","GOPIKANDAR",0,0,0,0,0
"BIHAR","DUMKA","JAMA",19,12,0,4,35
"BIHAR","DUMKA","JAMTARA",0,0,0,0,0
"BIHAR","DUMKA","JARMUNDI",0,0,0,0,0
"BIHAR","DUMKA","KATHIKUND",0,0,0,0,0
"BIHAR","DUMKA","KUNDHIT",5,3,0,0,8
"BIHAR","DUMKA","MASALIA",0,0,0,0,0
"BIHAR","DUMKA","NALA",1,25,0,24,50
"BIHAR","DUMKA","NARAYANPUR",0,0,0,0,0
"BIHAR","DUMKA","RAMGARH",0,0,0,0,0
"BIHAR","DUMKA","RANESHWAR",0,0,0,0,0
"BIHAR","DUMKA","SHIKARIPARA",0,0,0,0,0
"BIHAR","GARHWA","BHANDARIA",0,0,0,0,0
"BIHAR","GARHWA","BHAWNATHPUR",0,0,0,0,0
"BIHAR","GARHWA","CHIRIA",0,0,0,0,0
"BIHAR","GARHWA","DHURKI",2,4,2,0,8
"BIHAR","GARHWA","GARHWA",0,0,0,0,0
"BIHAR","GARHWA","MAJHIAURA",0,0,0,0,0
"BIHAR","GARHWA","NAYARKTARI",0,0,0,0,0
"BIHAR","GARHWA","RAMIA",0,0,0,0,0
"BIHAR","GAYA","ATARI",0,0,0,0,0
"BIHAR","GAYA","DUMARIA",0,0,0,0,0
"BIHAR","GAYA","GAYA SADAR",0,0,0,0,0
"BIHAR","GAYA","KHIZIRSORAI",0,0,0,0,0
"BIHAR","GAYA","KONCH",0,0,0,0,0
"BIHAR","GAYA","NIMCHAK BATHANI",0,0,0,0,0
"BIHAR","GAYA","TANKUPPA",0,0,0,0,0
"BIHAR","GIRIDIH","BAGODAR",20,5,0,0,25
"BIHAR","GIRIDIH","BENGABAD",1,1,1,2,5
"BIHAR","GIRIDIH","BIRNI",0,0,0,0,0
"BIHAR","GIRIDIH","DEORI",0,0,0,0,0
"BIHAR","GIRIDIH","DYMIR",0,0,0,0,0
"BIHAR","GIRIDIH","GANDEY",6,10,0,0,16
"BIHAR","GIRIDIH","GAWAN",0,0,0,0,0
"BIHAR","GIRIDIH","JAMYA",20,10,0,0,30
"BIHAR","GIRIDIH","RAJ DHANWAR",23,33,0,0,56
"BIHAR","GODDA","BOARIJORE",2419,582,0,0,3001
"BIHAR","GODDA","GODDA",9,6,4,2,21
"BIHAR","GODDA","MAHAGAMA",0,0,0,0,0
"BIHAR","GODDA","MEHARWAN",0,0,0,0,0
"BIHAR","GODDA","PATHARGAMA",0,0,0,0,0
"BIHAR","GODDA","THAKUR BANGTI",14,11,3,4,32
"BIHAR","GOPALGANJ","BAIKUNTHPUR",0,0,0,0,0
"BIHAR","GOPALGANJ","BARAULI",0,0,0,0,0
"BIHAR","GOPALGANJ","BHOREY",0,0,0,0,0
"BIHAR","GOPALGANJ","KUCHAIKOTE",0,0,0,0,0
"BIHAR","GOPALGANJ","PHULWARIYA",0,0,0,0,0
"BIHAR","GOPALGANJ","UCHKAGAON",0,0,0,0,0
"BIHAR","GUMLA","BALBA",0,0,0,0,0
"BIHAR","GUMLA","BANO",0,0,0,0,0
"BIHAR","GUMLA","BASIA",0,0,0,0,0
"BIHAR","GUMLA","BHARNO",0,0,0,0,0
"BIHAR","GUMLA","BISHUNPUR",0,0,0,0,0
"BIHAR","GUMLA","CHAINPUR",0,0,0,0,0
"BIHAR","GUMLA","GHAGHRA",0,0,0,0,0
"BIHAR","GUMLA","KANIDARA",0,0,0,0,0
"BIHAR","GUMLA","KOLUBIRA",0,0,0,0,0
"BIHAR","GUMLA","KURDEG",0,0,0,0,0
"BIHAR","GUMLA","PALKOT",0,0,0,0,0
"BIHAR","GUMLA","RAIDIH",0,0,0,0,0
"BIHAR","GUMLA","SIMDEGA",0,0,0,0,0
"BIHAR","GUMLA","SISAI",0,0,0,0,0
"BIHAR","GUMLA","THETHAITANGA",0,0,0,0,0
"BIHAR","HAZARIBAG","BARHI",0,0,0,0,0
"BIHAR","HAZARIBAG","BARKATTHA",0,0,0,0,0
"BIHAR","HAZARIBAG","BISHNUGARH",0,0,0,0,0
"BIHAR","HAZARIBAG","CHAUPARAN",0,0,0,0,0
"BIHAR","HAZARIBAG","CHURCHU",0,0,0,0,0
"BIHAR","HAZARIBAG","GOLA",0,0,0,0,0
"BIHAR","HAZARIBAG","HAZARIBAGH",0,0,0,0,0
"BIHAR","HAZARIBAG","ICHAK",10,5,0,0,15
"BIHAR","HAZARIBAG","KEREDARI",0,0,0,0,0
"BIHAR","HAZARIBAG","PADMA",0,0,0,0,0
"BIHAR","HAZARIBAG","PATRATU",0,0,0,0,0
"BIHAR","JAMUI","BARHAT",123,117,25,0,265
"BIHAR","JAMUI","GIDHOUR",0,0,0,0,0
"BIHAR","JAMUI","JHAJHA",0,0,0,0,0
"BIHAR","JAMUI","LAKSHMIPUR",16,11,0,0,27
"BIHAR","JAMUI","SIKANDRA",0,0,0,0,0
"BIHAR","JAMUI","SONO",0,0,0,0,0
"BIHAR","JEHANABAD","MAKHDOMPUR",0,0,0,0,0
"BIHAR","KATIHAR","BARARI",0,0,0,0,0
"BIHAR","KATIHAR","HASANGANJ",40,40,0,0,80
"BIHAR","KHAGARIA","ALAULI",0,0,0,0,0
"BIHAR","KHAGARIA","CHAUTHAM",0,0,0,0,0
"BIHAR","KHAGARIA","GOGRI",0,0,0,0,0
"BIHAR","KHAGARIA","KHAGARIA",0,0,0,0,0
"BIHAR","KHAGARIA","MANSI",0,226,0,0,226
"BIHAR","KISHANGANJ","BAHADURGANJ",0,0,0,0,0
"BIHAR","KISHANGANJ","KOCHADHAMIN",0,0,0,0,0
"BIHAR","KISHANGANJ","POTHIA",0,0,0,0,0
"BIHAR","KODARMA","CHANDWA",0,55,0,0,55
"BIHAR","KODARMA","JAINAGAR",0,0,0,0,0
"BIHAR","KODARMA","MARKACHO",0,0,0,0,0
"BIHAR","KODARMA","SATGAWAN",0,16,0,0,16
"BIHAR","LAKHISARAI","SURAJGARA",0,0,0,0,0
"BIHAR","LOHARDAGA","BHANDRA",0,0,0,0,0
"BIHAR","LOHARDAGA","KISKO",0,0,0,0,0
"BIHAR","LOHARDAGA","KURU",0,0,0,0,0
"BIHAR","LOHARDAGA","LOHARDAGA",0,2,0,0,2
"BIHAR","LOHARDAGA","SENHA",0,0,0,0,0
"BIHAR","MADHEPURA","KUMAR KHAND",0,0,0,0,0
"BIHAR","MADHEPURA","MADHEPURA",0,0,0,0,0
"BIHAR","MADHEPURA","UDA KISHANGANJ",0,0,0,0,0
"BIHAR","MADHUBANI","ANDHARADATHI",0,0,0,0,0
"BIHAR","MADHUBANI","BASOPATTI",0,0,0,0,0
"BIHAR","MADHUBANI","BENIPATTI",0,0,0,0,0
"BIHAR","MADHUBANI","KHAJAULI",0,0,0,0,0
"BIHAR","MADHUBANI","LADANIA",0,0,0,0,0
"BIHAR","MADHUBANI","LAKHNAUR",0,0,0,0,0
"BIHAR","MADHUBANI","MADHAWAPUR",2,0,0,0,2
"BIHAR","MADHUBANI","MADUBANI",0,0,0,0,0
"BIHAR","MUNGER","DHARHARA",0,0,0,0,0
"BIHAR","MUNGER","JAMALPUR",0,0,0,0,0
"BIHAR","MUNGER","KHARAGPUR",0,0,0,0,0
"BIHAR","MUZAFFARPUR","AURAI",0,0,0,0,0
