-----
{
 "description": "This table contains data related to Mineral and State wise Resources Reserves as on 1st April 2010.", 
 "file_name": "Mineralwise_Statewise_reserves_resouces_as_on_1.4.2010F_1.xls", 
 "title": "Download XLS for Mineral and State wise Resources Reserves As On 1st April 2010", 
 "url": "http://data.gov.in/sites/default/files/Mineralwise_Statewise_reserves_resouces_as_on_1.4.2010F_1.xls"
}
-----
"Mineral","Unit","All India/State","Reserves","Remaining Resources","Total  Resources"
"Lead & Zinc   ","000 Tonnes","Gujarat Lead & Zinc metal",0.0,0.9,0.9
"Lead & Zinc   ","000 Tonnes","Madhya Pradesh Ore",0.0,14841.13,14841.13
"Lead & Zinc   ","000 Tonnes","Madhya Pradesh Lead metal",0.0,36.29,36.29
"Lead & Zinc   ","000 Tonnes","Madhya Pradesh Zinc metal",0.0,453.62,453.62
"Lead & Zinc   ","000 Tonnes","Maharashtra Ore",0.0,9272.0,9272.0
"Lead & Zinc   ","000 Tonnes","Maharashtra Zinc metal",0.0,589.67,589.67
"Lead & Zinc   ","000 Tonnes","Meghalaya Ore",0.0,880.0,880.0
"Lead & Zinc   ","000 Tonnes","Meghalaya Lead metal",0.0,16.5,16.5
"Lead & Zinc   ","000 Tonnes","Meghalaya Zinc metal",0.0,14.0,14.0
"Lead & Zinc   ","000 Tonnes","Odisha Ore",0.0,1749.5,1749.5
"Lead & Zinc   ","000 Tonnes","Odisha Lead metal",0.0,76.96,76.96
"Lead & Zinc   ","000 Tonnes","Rajasthan Ore",102679.5,504852.27,607531.77
"Lead & Zinc   ","000 Tonnes","Rajasthan Lead metal",2114.25,7979.44,10093.69
"Lead & Zinc   ","000 Tonnes","Rajasthan Zinc metal",12173.83,22600.4,34774.23
"Lead & Zinc   ","000 Tonnes","Rajasthan Lead & Zinc metal",0.0,117.55,117.55
"Lead & Zinc   ","000 Tonnes","Sikkim Ore",499.63,450.0,949.63
"Lead & Zinc   ","000 Tonnes","Sikkim Lead metal",8.58,0.0,8.58
"Lead & Zinc   ","000 Tonnes","Sikkim Zinc metal",16.02,4.05,20.07
"Lead & Zinc   ","000 Tonnes","Tamil Nadu Ore",0.0,790.0,790.0
"Lead & Zinc   ","000 Tonnes","Tamil Nadu Lead metal",0.0,7.74,7.74
"Lead & Zinc   ","000 Tonnes","Tamil Nadu Zinc metal",0.0,36.52,36.52
"Lead & Zinc   ","000 Tonnes","Uttarakhand Ore",0.0,5620.0,5620.0
"Lead & Zinc   ","000 Tonnes","Uttarakhand Lead metal",0.0,182.6,182.6
"Lead & Zinc   ","000 Tonnes","Uttarakhand Zinc metal",0.0,266.83,266.83
"Lead & Zinc   ","000 Tonnes","West Bengal Ore",0.0,3706.3,3706.3
"Lead & Zinc   ","000 Tonnes","West Bengal Lead metal",0.0,140.07,140.07
"Lead & Zinc   ","000 Tonnes","West Bengal Zinc metal",0.0,143.42,143.42
"Limestone","000 Tonnes","All India",14926391.74,170008719.84,184935111.58
"Limestone","000 Tonnes","Andhra Pradesh",4048077.89,33388298.97,37436376.86
"Limestone","000 Tonnes","Arunachal Pradesh",0.0,482795.0,482795.0
"Limestone","000 Tonnes","Assam",336350.24,1110992.02,1447342.26
"Limestone","000 Tonnes","Bihar",8617.19,846923.03,855540.22
"Limestone","000 Tonnes","Chhattisgarh",897896.34,8061550.04,8959446.38
"Limestone","000 Tonnes","Daman & Diu",0.0,128670.0,128670.0
"Limestone","000 Tonnes","Gujarat",810475.44,19200681.17,20011156.61
"Limestone","000 Tonnes","Haryana",0.0,74676.77,74676.77
"Limestone","000 Tonnes","Himachal Pradesh",977362.73,4471701.64,5449064.37
"Limestone","000 Tonnes","Jammu & Kashmir",317105.72,1274246.31,1591352.03
"Limestone","000 Tonnes","Jharkhand",203076.92,431332.6,634409.52
"Limestone","000 Tonnes","Karnataka",1097745.36,51102029.45,52199774.81
"Limestone","000 Tonnes","Kerala",12959.06,183588.58,196547.64
"Limestone","000 Tonnes","Madhya Pradesh",1651823.09,5890702.75,7542525.84
"Limestone","000 Tonnes","Maharashtra",826598.47,1995261.52,2821859.99
"Limestone","000 Tonnes","Manipur",0.0,46053.0,46053.0
"Limestone","000 Tonnes","Meghalaya",232665.74,17273022.11,17505687.85
"Limestone","000 Tonnes","Nagaland",825.0,1037000.0,1037825.0
"Limestone","000 Tonnes","Odisha",873931.84,909054.88,1782986.72
"Limestone","000 Tonnes","Pondichery",0.0,15732.0,15732.0
"Limestone","000 Tonnes","Rajasthan",2259717.47,19400120.58,21659838.05
"Limestone","000 Tonnes","Sikkim",0.0,2380.0,2380.0
"Limestone","000 Tonnes","Tamil Nadu",370112.24,679759.16,1049871.4
"Limestone","000 Tonnes","Uttar pradesh",0.0,415733.0,415733.0
"Limestone","000 Tonnes","Uttarakhand",1051.0,1541709.26,1542760.26
"Limestone","000 Tonnes","West Bengal",0.0,44706.0,44706.0
"Magnesite  ","000 Tonnes","All India",41950.15,293221.51,335171.66
"Magnesite  ","000 Tonnes","Andhra Pradesh",0.0,80.0,80.0
"Magnesite  ","000 Tonnes","Himachal Pradesh",0.0,297.66,297.66
"Magnesite  ","000 Tonnes","Jammu & Kashmir",2610.0,894.68,4244.68
"Magnesite  ","000 Tonnes","Karnataka",331.64,3348.91,4045.55
"Magnesite  ","000 Tonnes","Kerala",0.0,40.43,40.43
"Magnesite  ","000 Tonnes","Rajasthan",1024.0,50678.06,53804.25
"Magnesite  ","000 Tonnes","Tamil Nadu",12462.14,14607.59,40511.3
"Magnesite  ","000 Tonnes","Uttarakhand",4423.56,223274.18,232147.79
"Manganese Ore","000 Tonnes","All India",141977.07,288003.08,429980.15
"Manganese Ore","000 Tonnes","Andhra Pradesh",4155.12,13442.99,17598.11
"Manganese Ore","000 Tonnes","Goa",674.01,12921.55,13595.56
"Manganese Ore","000 Tonnes","Gujarat",0.0,2954.0,2954.0
"Manganese Ore","000 Tonnes","Jharkhand",3455.6,10253.61,13709.21
"Manganese Ore","000 Tonnes","Karnataka",16103.34,80084.75,96188.09
"Manganese Ore","000 Tonnes","Madhya Pradesh",34991.78,20733.38,55725.16
"Manganese Ore","000 Tonnes","Maharashtra",12317.87,21835.02,34152.89
"Manganese Ore","000 Tonnes","Odisha",68499.04,121547.92,190046.96
"Manganese Ore","000 Tonnes","Rajasthan",1780.31,4029.86,5810.17
"Manganese Ore","000 Tonnes","West Bengal",0.0,200.0,200.0
"Marble        ","000 Tonnes","All India",276494.63,1654968.31,1931462.94
"Marble        ","000 Tonnes","Andhra Pradesh",0.0,2.54,2.54
"Marble        ","000 Tonnes","Chhattisgarh",0.0,83000.0,83000.0
"Marble        ","000 Tonnes","Gujarat",0.0,123571.16,123571.16
"Marble        ","000 Tonnes","Haryana",0.0,22328.45,22328.45
"Marble        ","000 Tonnes","Jammu & Kashmir",0.0,404703.0,404703.0
"Marble        ","000 Tonnes","Maharashtra",323.6,57723.15,58046.75
"Marble        ","000 Tonnes","Rajasthan",276171.03,955257.93,1231428.96
"Marble        ","000 Tonnes","Sikkim",0.0,2382.08,2382.08
"Marble        ","000 Tonnes","Uttarakhand",0.0,6000.0,6000.0
"Marl            ","Tonnes","All India",139976150.0,11704870.0,151681020.0
"Marl            ","Tonnes","Gujarat",139976150.0,11704870.0,151681020.0
"Mica         ","Kg","All India",190741448.0,341495531.0,532236979.0
"Mica         ","Kg","Andhra Pradesh",180362078.0,40424150.0,220786228.0
"Mica         ","Kg","Bihar",74233.0,13000134.0,13074367.0
"Mica         ","Kg","Jharkhand",0.0,1665130.0,1665130.0
"Mica         ","Kg","Maharashtra",0.0,81036000.0,81036000.0
"Mica         ","Kg","Odisha",0.0,105280000.0,105280000.0
"Mica         ","Kg","Rajasthan",10305137.0,100090117.0,110395254.0
"Molybdenum       ","Tonnes","All India","","",""
"Molybdenum       ","Tonnes","All India Ore",0.0,19286732.0,19286732.0
"Molybdenum       ","Tonnes","All India Contained MoS2",0.0,12639.57,12639.57
"Molybdenum       ","Tonnes","Karnataka","","",""
"Molybdenum       ","Tonnes","Karnataka  Ore",0.0,1320900.0,1320900.0
"Molybdenum       ","Tonnes","Karnataka Contained MoS2",0.0,1718.7,1718.7
"Molybdenum       ","Tonnes","Madhya Pradesh","","",""
"Molybdenum       ","Tonnes","Madhya Pradesh Ore",0.0,8000000.0,8000000.0
"Molybdenum       ","Tonnes","Madhya Pradesh Contained MoS2",0.0,5020.0,5020.0
"Molybdenum       ","Tonnes","Tamil Nadu","","",""
"Molybdenum       ","Tonnes","Tamil Nadu Ore",0.0,9965832.0,9965832.0
"Molybdenum       ","Tonnes","Tamil Nadu Contained MoS2",0.0,5900.87,5900.87
"Nickle      ","Million tonnes","All India",0.0,189.0,189.0
"Nickle      ","Million tonnes","Jharkhand",0.0,9.0,9.0
"Nickle      ","Million tonnes","Karnataka ",0.0,0.0,0.0
"Nickle      ","Million tonnes","Nagaland",0.0,5.0,5.0
"Nickle      ","Million tonnes","Odisha",0.0,175.0,175.0
"Ochre  ","Tonnes","All India",54942176.0,89319089.0,144261265.0
"Ochre  ","Tonnes","Andhra Pradesh",2668237.0,8214828.0,10883065.0
"Ochre  ","Tonnes","Gujarat",109989.0,2946309.0,3056298.0
"Ochre  ","Tonnes","Jharkhand",68056.0,147039.0,215095.0
"Ochre  ","Tonnes","Karnataka",0.0,1786367.0,1786367.0
"Ochre  ","Tonnes","Madhya Pradesh",655474.0,9787788.0,10443262.0
"Ochre  ","Tonnes","Maharshtra",38260.0,454760.0,493020.0
"Ochre  ","Tonnes","Rajasthan",51402160.0,65911998.0,117314158.0
"Ochre  ","Tonnes","Uttar Pradesh",0.0,70000.0,70000.0
"Perlite  ","000 Tonnes   ","All India",428.0,1978.0,2406.0
"Perlite  ","000 Tonnes   ","Gujarat",428.0,1978.0,2406.0
"Platinum Group of Metals","Tonnes of  metal content","All India",0.0,15.7,15.7
"Platinum Group of Metals","Tonnes of  metal content","Karnataka",0.0,1.5,1.5
"Platinum Group of Metals","Tonnes of  metal content","Odisha",0.0,14.2,14.2
"Potash ","Million tonnes ","All India",0.0,21815.06,21815.06
"Potash ","Million tonnes ","Madhya Pradesh",0.0,1206.0,1206.0
"Potash ","Million tonnes ","Rajasthan",0.0,20419.01,20419.01
"Potash ","Million tonnes ","Uttar Pradesh",0.0,190.05,190.05
"Pyrite  "," '000 Tonnes","All India",0.0,1674401.0,1674401.0
"Pyrite  "," '000 Tonnes","Andhra Pradesh",0.0,880.0,880.0
"Pyrite  "," '000 Tonnes","Bihar",0.0,1574561.0,1574561.0
"Pyrite  "," '000 Tonnes","Himachal Pradesh",0.0,2560.0,2560.0
"Pyrite  "," '000 Tonnes","Karnataka",0.0,3000.0,3000.0
"Pyrite  "," '000 Tonnes","Rajasthan",0.0,90876.0,90876.0
"Pyrite  "," '000 Tonnes","Tamil Nadu",0.0,24.0,24.0
"Pyrite  "," '000 Tonnes","West Bengal",0.0,2500.0,2500.0
"Pyrophyllite            ","Tonnes","All India",23275450.03,32807450.48,56082900.51
"Pyrophyllite            ","Tonnes","Andhra Pradesh",458003.0,892229.0,1350232.0
"Pyrophyllite            ","Tonnes","Jharkhand",1185.43,0.0,1185.43
"Pyrophyllite            ","Tonnes","Madhya Pradesh",14641797.0,16928275.72,31570072.72
"Pyrophyllite            ","Tonnes","Maharashtra",983752.0,3143696.0,4127448.0
"Pyrophyllite            ","Tonnes","Odisha",4856180.0,7435954.76,12292134.76
"Pyrophyllite            ","Tonnes","Rajasthan",326691.0,782054.0,1108745.0
"Pyrophyllite            ","Tonnes","Uttar Pradesh",2007841.6,3625241.0,5633082.6
"Quartz & Silica Sand "," '000 Tonnes","All India",429223.44,3069807.96,3499031.4
"Quartz & Silica Sand "," '000 Tonnes","Andhra Pradesh",72682.6,136348.81,209031.41
"Quartz & Silica Sand "," '000 Tonnes","Assam",0.0,1790.0,1790.0
"Quartz & Silica Sand "," '000 Tonnes","Bihar",2121.28,24651.77,26773.05
"Quartz & Silica Sand "," '000 Tonnes","Chhattisgarh",186.94,8923.6,9110.54
"Quartz & Silica Sand "," '000 Tonnes","Goa",0.0,20004.0,20004.0
"Quartz & Silica Sand "," '000 Tonnes","Gujarat",35982.16,64789.18,100771.34
"Quartz & Silica Sand "," '000 Tonnes","Haryana",8363.34,1802867.71,1811231.05
"Quartz & Silica Sand "," '000 Tonnes","Himachal Pradesh",7.63,3027.24,3034.87
"Quartz & Silica Sand "," '000 Tonnes","Jammu & Kashmir",0.0,3110.0,3110.0
"Quartz & Silica Sand "," '000 Tonnes","Jharkhand",9237.88,147283.37,156521.25
"Quartz & Silica Sand "," '000 Tonnes","Karnataka",14861.21,75986.56,90847.77
"Quartz & Silica Sand "," '000 Tonnes","Kerala",38.26,128096.42,128134.68
"Quartz & Silica Sand "," '000 Tonnes","Madhya Pradesh",168.82,2692.48,2861.3
"Quartz & Silica Sand "," '000 Tonnes","Maharashtra",25325.68,151663.15,176988.83
"Quartz & Silica Sand "," '000 Tonnes","Meghalaya",0.0,7082.7,7082.7
"Quartz & Silica Sand "," '000 Tonnes","Odisha",1366.98,72573.21,73940.19
"Quartz & Silica Sand "," '000 Tonnes","Punjab",0.0,3927.0,3927.0
"Quartz & Silica Sand "," '000 Tonnes","Rajasthan",170364.33,162103.52,332467.85
"Quartz & Silica Sand "," '000 Tonnes","Tamil nadu",60165.69,168432.03,228597.72
"Quartz & Silica Sand "," '000 Tonnes","Tripura",0.0,489.75,489.75
"Quartz & Silica Sand "," '000 Tonnes","Uttar Pradesh",26549.33,79336.86,105886.19
"Quartz & Silica Sand "," '000 Tonnes","West Bengal",1801.31,4628.6,6429.91
"Quartzite          "," '000 Tonnes","All India",86598.77,1164648.37,1251247.14
"Quartzite          "," '000 Tonnes","Andhra Pradesh",4651.16,18931.47,23582.63
"Quartzite          "," '000 Tonnes","Arunachal Pradesh",0.0,5270.0,5270.0
"Quartzite          "," '000 Tonnes","Bihar",32.01,276301.51,276333.52
"Quartzite          "," '000 Tonnes","Chhattisgarh",2671.5,23912.78,26584.28
"Quartzite          "," '000 Tonnes","Haryana",0.0,621979.5,621979.5
"Quartzite          "," '000 Tonnes","Himachal Pradesh",40.74,16.24,56.98
"Quartzite          "," '000 Tonnes","Jammu & Kashmir",1558.0,0.0,1558.0
"Quartzite          "," '000 Tonnes","Jharkhand",1252.69,39339.79,40592.48
"Quartzite          "," '000 Tonnes","Karnataka",1400.6,1920.0,3320.6
"Quartzite          "," '000 Tonnes","Madhya Pradesh",0.0,832.0,832.0
"Quartzite          "," '000 Tonnes","Maharashtra",68180.0,22535.58,90715.58
"Quartzite          "," '000 Tonnes","Odisha",6563.19,53836.96,60400.15
"Quartzite          "," '000 Tonnes","Punjab",0.0,81912.2,81912.2
"Quartzite          "," '000 Tonnes","Rajasthan",248.88,741.64,990.52
"Quartzite          "," '000 Tonnes","Sikkim",0.0,17118.7,17118.7
"Rock Phosphate         ","Tonnes","All India",34778650.0,261505701.0,296284351.0
"Rock Phosphate         ","Tonnes","Gujarat ",0.0,314820.0,314820.0
"Rock Phosphate         ","Tonnes","Jharkhand",0.0,107370000.0,107370000.0
"Rock Phosphate         ","Tonnes","Madhya Prafesh",18140243.0,31277497.0,49417740.0
"Rock Phosphate         ","Tonnes","Meghalaya",0.0,1311035.0,1311035.0
"Rock Phosphate         ","Tonnes","Rajasthan",16638407.0,71280519.0,87918926.0
"Rock Phosphate         ","Tonnes","Uttar Pradesh",0.0,25773444.0,25773444.0
"Rock Phosphate         ","Tonnes","Uttarakhand",0.0,24178386.0,24178386.0
"Rock Salt         ","000 Tonnes","All India",16026.0,0.0,16026.0
"Rock Salt         ","000 Tonnes","Himachal Pradesh",16026.0,0.0,16026.0
"Ruby            ","In Kg","All India",236.1,5112.84,5348.94
"Ruby            ","In Kg","Odisha",236.1,5112.84,5348.94
"Sapphire"," Kg","All India",0.0,450.0,450.0
"Sapphire"," Kg","Jammu & Kashmir",0.0,450.0,450.0
"Shale     ","000 Tonnes    ","All India",15331.21,580.05,15911.26
"Shale     ","000 Tonnes    ","Andhra Pradesh",15331.21,580.05,15911.26
"Sillimanite     ","Tonnes","All India",4085052.0,62902385.0,66987437.0
"Sillimanite     ","Tonnes","Andhra Pradesh",688000.0,8956500.0,9644500.0
"Sillimanite     ","Tonnes","Assam",0.0,4604700.0,4604700.0
"Sillimanite     ","Tonnes","Jharkhand",0.0,83000.0,83000.0
"Sillimanite     ","Tonnes","Karnataka ",0.0,982725.0,982725.0
"Sillimanite     ","Tonnes","Kerala",698056.0,6451993.0,7150049.0
"Sillimanite     ","Tonnes","Madhya Pradesh",0.0,101600.0,101600.0
"Sillimanite     ","Tonnes","Maharashtra",203202.0,2728.0,205930.0
"Sillimanite     ","Tonnes","Meghalaya",0.0,55807.0,55807.0
"Sillimanite     ","Tonnes","Odisha",1602228.0,11500613.0,13102841.0
"Sillimanite     ","Tonnes","Rajasthan",0.0,819.0,819.0
"Sillimanite     ","Tonnes","Tamil Nadu",893566.0,17058900.0,17952466.0
"Sillimanite     ","Tonnes","Uttar Pradesh",0.0,11450000.0,11450000.0
"Sillimanite     ","Tonnes","West Bengal",0.0,1653000.0,1653000.0
"Silver             ","Tonnes","All India Ore",187558668.0,279426291.0,466984959.0
"Silver             ","Tonnes","All India Metal",8039.57,19588.68,27628.25
"Silver             ","Tonnes","Andhra Pradesh Ore",0.0,16950000.0,16950000.0
"Silver             ","Tonnes","Andhra Pradesh Metal",0.0,128.13,128.13
"Silver             ","Tonnes","Jharkhand Ore",0.0,23840000.0,23840000.0
"Silver             ","Tonnes","Jharkhand Metal",0.0,5.22,5.22
"Silver             ","Tonnes","Karnataka Ore",8681065.0,383612.0,9064677.0
"Silver             ","Tonnes","Karnataka Metal",2.67,3.4,6.07
"Silver             ","Tonnes","Madhya Pradesh Ore",0.0,3216000.0,3216000.0
"Silver             ","Tonnes","Madhya Pradesh Metal",0.0,159.86,159.86
"Silver             ","Tonnes","Maharashtra Ore",0.0,235000.0,235000.0
"Silver             ","Tonnes","Maharashtra Metal",0.0,0.23,0.23
"Silver             ","Tonnes","Meghalaya Ore",0.0,880000.0,880000.0
"Silver             ","Tonnes","Meghalaya Metal",0.0,19.8,19.8
"Silver             ","Tonnes","Odisha Ore",0.0,1749500.0,1749500.0
"Silver             ","Tonnes","Odisha Metal",0.0,64.91,64.91
"Silver             ","Tonnes","Rajasthan Ore",178377980.0,227542179.0,405920159.0
"Silver             ","Tonnes","Rajasthan Metal",8021.61,18984.59,27006.2
"Silver             ","Tonnes","Sikkim Ore",499623.0,450000.0,949623.0
"Silver             ","Tonnes","Sikkim Metal",15.29,41.4,56.69
"Silver             ","Tonnes","Tamil Nadu Ore",0.0,790000.0,790000.0
"Silver             ","Tonnes","Tamil Nadu Metal",0.0,42.55,42.55
"Silver             ","Tonnes","Uttarakhand Ore",0.0,3390000.0,3390000.0
"Silver             ","Tonnes","Uttarakhand Metal",0.0,138.59,138.59
"Slate       ","000 Tonnes  ","All India",0.0,2369.13,2369.13
"Slate       ","000 Tonnes  ","Andhra Pradesh",0.0,2369.13,2369.13
"Sulphur (Native)  ","000 Tonnes  ","All India",0.0,210.0,210.0
"Sulphur (Native)  ","000 Tonnes  ","Jammu & Kashmir",0.0,210.0,210.0
"Talc/Steatite/Soapstone ","000 Tonnes  ","All India",90026.43,178996.36,269022.79
"Talc/Steatite/Soapstone ","000 Tonnes  ","Andhra Pradesh",5134.51,6108.78,11243.29
"Talc/Steatite/Soapstone ","000 Tonnes  ","Bihar",149.24,2.7,151.94
"Talc/Steatite/Soapstone ","000 Tonnes  ","Chhattisgarh",29.78,78.11,107.89
"Talc/Steatite/Soapstone ","000 Tonnes  ","Gujarat",6.11,30.98,37.09
"Talc/Steatite/Soapstone ","000 Tonnes  ","Jharkhand",0.0,338.48,338.48
"Talc/Steatite/Soapstone ","000 Tonnes  ","Karnataka",216.86,1851.22,2068.08
"Talc/Steatite/Soapstone ","000 Tonnes  ","Kerala",0.0,14390.0,14390.0
"Talc/Steatite/Soapstone ","000 Tonnes  ","Madhya Pradesh",0.0,9118.9,9118.9
"Talc/Steatite/Soapstone ","000 Tonnes  ","Maharashtra",0.0,16827.3,16827.3
"Talc/Steatite/Soapstone ","000 Tonnes  ","Odisha",413.52,406.47,819.99
"Talc/Steatite/Soapstone ","000 Tonnes  ","Rajasthan",46193.33,85968.69,132162.02
"Talc/Steatite/Soapstone ","000 Tonnes  ","Sikkim",0.0,60.0,60.0
"Talc/Steatite/Soapstone ","000 Tonnes  ","Tamil Nadu",333.0,2327.62,2660.62
"Talc/Steatite/Soapstone ","000 Tonnes  ","Uttarakhand",37550.08,41487.11,79037.19
"Tin  ","Tonnes","All India Ore",7131.0,83719066.0,83726197.0
"Tin  ","Tonnes","All India Metal",1132.43,101142.41,102274.84
"Tin  ","Tonnes","Chhattisgarh Ore",7131.21,29793570.99,29800702.2
"Tin  ","Tonnes","Chhattisgarh Metal",1132.43,14354.2,15486.63
"Tin  ","Tonnes","Haryana Ore",0.0,53910000.0,53910000.0
"Tin  ","Tonnes","Haryana Metal",0.0,86220.6,86220.6
"Tin  ","Tonnes","Odisha Ore",0.0,15494.0,15494.0
"Tin  ","Tonnes","Odisha Metal",0.0,567.61,567.61
"Titanium            ","Tonnes","All India",22030223.0,371965694.0,393995917.0
"Titanium            ","Tonnes","Andhra Pradesh",0.0,76702509.0,76702509.0
"Titanium            ","Tonnes","Jharkahand",0.0,4385000.0,4385000.0
"Titanium            ","Tonnes","Karnataka",0.0,13862094.0,13862094.0
"Titanium            ","Tonnes","Kerala",13796194.0,114916474.0,128712668.0
"Titanium            ","Tonnes","Maharashtra",410955.0,4015322.0,4426277.0
"Titanium            ","Tonnes","Meghalaya",0.0,3345000.0,3345000.0
"Titanium            ","Tonnes","Odisha",4274178.0,39230000.0,43504178.0
"Titanium            ","Tonnes","Tamil Nadu",3548896.0,113230295.0,116779191.0
"Titanium            ","Tonnes","West Bengal",0.0,2279000.0,2279000.0
"Tungsten  ","Tonnes","All India","","",""
"Tungsten  ","Tonnes","All India Ore",0.0,87387464.0,87387464.0
"Tungsten  ","Tonnes","All India Contained WO3",0.0,142094.35,142094.35
"Tungsten  ","Tonnes","Andhra Pradesh Ore",0.0,14802300.0,14802300.0
"Tungsten  ","Tonnes","Andhra Pradesh Contained WO3",0.0,20262.57,20262.57
"Tungsten  ","Tonnes","Haryana  Ore",0.0,2230000.0,2230000.0
"Tungsten  ","Tonnes","Haryana  Contained WO3",0.0,3568.0,3568.0
"Tungsten  ","Tonnes","Karnataka Ore",0.0,36677818.0,36677818.0
"Tungsten  ","Tonnes","Karnataka  Contained WO3",0.0,6235.0,6235.0
"Tungsten  ","Tonnes","Maharashtra  Ore",0.0,8077250.0,8077250.0
"Tungsten  ","Tonnes","Maharashtra  Contained WO3",0.0,16035.0,16035.0
"Tungsten  ","Tonnes","Rajasthan Ore",0.0,23928294.0,23928294.0
"Tungsten  ","Tonnes","Rajasthan  Contained WO3",0.0,93707.94,93707.94
"Tungsten  ","Tonnes","Tamil Nadu Ore",0.0,250000.0,250000.0
"Tungsten  ","Tonnes","Tamil Nadu Contained WO3",0.0,50.0,50.0
"Tungsten  ","Tonnes","Uttarakhand Ore",0.0,658000.0,658000.0
"Tungsten  ","Tonnes","Uttarakhand Contained WO3",0.0,705.0,705.0
"Tungsten  ","Tonnes","West Bengal Ore",0.0,763802.0,763802.0
"Tungsten  ","Tonnes","West Bengal Contained WO3",0.0,1530.84,1530.84
"Vanadium   ","Tonnes","All India  Ore ",410955.0,24307933.0,24718888.0
"Vanadium   ","Tonnes","All India Contained V2O5",1602.72,63284.45,64887.17
"Vanadium   ","Tonnes","Karnataka Ore ",0.0,19384430.0,19384430.0
"Vanadium   ","Tonnes","Karnataka Contained V2O5",0.0,49497.55,49497.55
"Vanadium   ","Tonnes","Maharashtra Ore ",410955.0,58708.0,469663.0
"Vanadium   ","Tonnes","Maharashtra Contained V2O5",1602.72,228.96,1831.68
"Vanadium   ","Tonnes","Odisha Ore ",0.0,4864795.0,4864795.0
"Vanadium   ","Tonnes","Odisha Contained V2O5",0.0,13557.94,13557.94
"Vermiculite  ","Tonnes","All India",1704007.0,803003.02,2507010.02
"Vermiculite  ","Tonnes","Andhra Pradesh",177590.0,176585.93,354175.93
"Vermiculite  ","Tonnes","Gujarat",0.0,1960.0,1960.0
"Vermiculite  ","Tonnes","Jharkhand",0.0,30048.0,30048.0
"Vermiculite  ","Tonnes","Karnataka",0.0,201770.1,201770.1
"Vermiculite  ","Tonnes","Madhya Pradesh",0.0,328.74,328.74
"Vermiculite  ","Tonnes","Rajasthan",0.0,43693.25,43693.25
"Vermiculite  ","Tonnes","Tamil Nadu",1526417.0,343051.0,1869468.0
"Vermiculite  ","Tonnes","West Bengal",0.0,5566.0,5566.0
"Wollastonite  ","Tonnes","All India",2487122.0,14082751.0,16569873.0
"Wollastonite  ","Tonnes","Gujarat",0.0,1990000.0,1990000.0
"Wollastonite  ","Tonnes","Rajasthan",2487122.0,12089218.0,14576340.0
"Wollastonite  ","Tonnes","Tamil Nadu",0.0,3533.0,3533.0
"Zircon  ","Tonnes","All India",1347470.0,1786483.0,3133953.0
"Zircon  ","Tonnes","Kerala",972624.0,1786483.0,2759107.0
"Zircon  ","Tonnes","Odisha",146085.0,0.0,146085.0
"Zircon  ","Tonnes","Tamil Nadu",228761.0,0.0,228761.0
