-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes(on Drain/Canal) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.18.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes(on Drain/Canal) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.18.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"TAMIL NADU","SALEM",0,5,5,0,8,8,0,7,7
"TAMIL NADU","SIVAGANGA",0,0,0,0,0,0,0,0,0
"TAMIL NADU","THANJAVUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","THENI",0,91,91,0,55,55,0,54,54
"TAMIL NADU","THIRUVALLUR",1,0,1,85,0,85,85,0,85
"TAMIL NADU","THIRUVARUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TIRUCHIRAPPALLI",1,331,332,1,304,305,1,277,278
"TAMIL NADU","TIRUNELVELI",1,4,5,68,55,124,65,55,121
"TAMIL NADU","TIRUVANNAMALAI",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TUTICORIN DISTRICT",0,0,0,0,0,0,0,0,0
"TAMIL NADU","VELLORE",0,0,0,0,0,0,0,0,0
"TAMIL NADU","VILLUPPURAM",0,7,7,0,3,3,0,3,3
"TRIPURA","DHALAI",2,0,2,87,0,87,43,0,43
"TRIPURA","NORTH TRIPURA",0,1,1,0,5,5,0,5,5
"TRIPURA","SOUTH TRIPURA",2,19,21,245,221,466,200,206,406
"TRIPURA","WEST TRIPURA",11,17,28,591,137,727,225,118,343
"UTTAR PRADESH","ALIGARH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",0,24,24,0,140,140,0,131,131
"UTTAR PRADESH","BAHARAICH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BALRAMPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BANDA",0,18,18,0,25,25,0,24,24
"UTTAR PRADESH","BAREILLY",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BIJNOR",0,3,3,0,4,4,0,4,4
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHANDAULI",1,44,45,61,247,308,31,219,249
"UTTAR PRADESH","CHITRAKOOT",0,83,83,0,241,241,0,236,236
"UTTAR PRADESH","DEORIA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","FARRUKHABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIPUR",0,1,1,0,4,4,0,4,4
"UTTAR PRADESH","GONDA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","HAMIRPUR",0,143,143,0,257,257,0,257,257
"UTTAR PRADESH","HARDOI",0,1,1,0,4,4,0,4,4
"UTTAR PRADESH","JALAUN",0,37,37,0,83,83,0,83,83
"UTTAR PRADESH","JAUNPUR",0,3,3,0,6,6,0,2,2
"UTTAR PRADESH","JHANSI",4,18,22,774,26,799,638,26,663
"UTTAR PRADESH","KANNAUJ",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR DEHAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR NAGAR",0,15,15,0,39,39,0,39,39
"UTTAR PRADESH","LALITPUR",4,0,4,774,0,774,638,0,638
"UTTAR PRADESH","LUCKNOW",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHARAJ GANJ",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHOBA",0,70,70,0,494,494,0,494,494
"UTTAR PRADESH","MEERUT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,31,31,0,156,156,0,120,120
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAEBARELI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT RAVI DAS NAGAR",4,0,4,82,0,82,78,0,78
"UTTAR PRADESH","SHRAWASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SIDDHARTH NAGAR",0,15,15,0,40,40,0,35,35
"UTTAR PRADESH","SONBHADRA",0,326,326,0,1530,1530,0,1108,1108
"UTTAR PRADESH","SULTANPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","VARANASI",0,2,2,0,8,8,0,8,8
"UTTARANCHAL","ALMORA",5,0,5,153,0,153,133,0,133
"UTTARANCHAL","BAGESHWAR",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","CHAMOLI",2,0,2,40,0,40,30,0,30
"UTTARANCHAL","CHAMPAWAT",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","DEHRA DUN",1,6,7,240,50,290,210,50,260
"UTTARANCHAL","HARIDWAR",1,0,1,313,0,313,275,0,275
"UTTARANCHAL","NAINITAL",3,0,3,48,0,48,40,0,40
"UTTARANCHAL","PAURI",8,0,8,268,0,268,186,0,186
"UTTARANCHAL","PITHORAGARH",7,0,7,68,0,68,55,0,55
"UTTARANCHAL","RUDHARAPARYAG",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","TEHARI GARHWAL",1,0,1,12,0,12,12,0,12
"UTTARANCHAL","UDHAM SINGH NAGAR",1,0,1,230,0,230,120,0,120
"UTTARANCHAL","UTTARKASHI",0,0,0,0,0,0,0,0,0
"WEST BENGAL","BANKURA",37,45,82,2983,362,3345,1738,195,1933
"WEST BENGAL","BIRBHUM",49,108,157,548,541,1089,186,218,405
"WEST BENGAL","BURDWAN",37,116,153,1461,550,2011,855,413,1268
"WEST BENGAL","COOCHBEHAR",6,30,36,172,52,225,53,17,71
"WEST BENGAL","DAKSHIN DINAJPUR",7,32,39,41,220,261,21,48,69
"WEST BENGAL","DARJEELING",1,6,7,28,179,207,16,141,157
"WEST BENGAL","HAORA",60,5753,5813,3408,44004,47411,1788,22185,23973
"WEST BENGAL","HOOGHLY",264,2600,2864,1223,5651,6875,1014,4431,5444
"WEST BENGAL","JALPAIGURI",0,38,38,0,225,225,0,110,110
"WEST BENGAL","MALDA",7,44,51,209,78,287,60,60,120
"WEST BENGAL","MIDNAPORE",217,4463,4680,2113,18339,20452,1580,16321,17901
"WEST BENGAL","MURSHIDABAD",19,146,165,591,382,972,293,150,442
"WEST BENGAL","NADIA",4,14,18,477,9,486,70,9,79
"WEST BENGAL","NORTH 24 PARGANAS",12,114,126,1088,259,1347,369,203,571
"WEST BENGAL","PURULIA",2,0,2,25,0,25,15,0,15
"WEST BENGAL","SOUTH 24 PARGANAS",305,7368,7673,3070,37795,40865,1879,16259,18138
"WEST BENGAL","UTTAR DINAJPUR",1,1,2,53,16,69,20,8,28
