-----
{
 "description": "The table refers to district wise construction of Deep Tubewells over the years . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Statedptbwltab3.1.csv", 
 "title": "Download CSV for District wise Construction of Deep Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedptbwltab3.1.csv"
}
-----
"State","District","Upto 1986-87","During 1987-88","During 1988-89","During 1989-90","During 1990-91","During 1991-92","During 1992-93","During 1993-94","Total"
"TAMIL NADU","NAMAKKAL",935,85,166,148,127,511,37,42,2051
"TAMIL NADU","PERAMBALUR",356,31,34,82,28,12,14,37,594
"TAMIL NADU","PUDUKOTTAI",224,138,57,100,213,170,151,95,1148
"TAMIL NADU","RAMNATHAPURAM",54,20,22,1,13,4,19,21,154
"TAMIL NADU","SALEM",535,69,61,159,151,128,70,46,1219
"TAMIL NADU","SIVAGANGA",52,3,13,10,5,2,1,6,92
"TAMIL NADU","THANJAVUR",736,329,439,489,393,340,182,103,3011
"TAMIL NADU","THE NILGIRIS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","THENI",269,4,4,3,1,1,1,0,283
"TAMIL NADU","THOOTHUGUDI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUNELVELI",10,3,3,3,1,10,3,0,33
"TAMIL NADU","TIRUVALLUR",174,33,42,6,5,1,1,0,262
"TAMIL NADU","TIRUVANNAMALAI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR",245,96,108,157,62,32,36,42,778
"TAMIL NADU","TRICHIRAPPALLI",8,0,0,0,0,0,0,0,8
"TAMIL NADU","VELLORE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","VILLUPURAM",4743,277,457,532,475,248,198,2412,9342
"TAMIL NADU","VIRUDHUNAGAR",2,0,0,0,1,1,0,0,4
"TRIPURA","DHALAI",1,1,0,0,0,0,0,0,2
"TRIPURA","NORTH",6,0,0,0,1,1,0,1,9
"TRIPURA","SOUTH",19,3,0,1,5,1,2,8,39
"TRIPURA","WEST",39,4,6,3,6,11,8,4,81
"UTTAR PRADESH","AGRA",300,20,18,45,110,41,0,0,534
"UTTAR PRADESH","ALIGARH",50,0,2,5,2,1,0,0,60
"UTTAR PRADESH","ALLAHABAD",355,40,31,39,7,6,2,20,500
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",99,0,3,0,1,0,1,0,104
"UTTAR PRADESH","AZAMGARH",41,0,0,0,0,0,0,1,42
"UTTAR PRADESH","BADAUN",599,17,23,23,17,7,4,6,696
"UTTAR PRADESH","BAHRAICH",208,17,10,31,11,12,1,1,291
"UTTAR PRADESH","BALLIA",499,27,16,12,5,5,1,4,569
"UTTAR PRADESH","BANDA",108,6,7,16,22,6,12,9,186
"UTTAR PRADESH","BARABANKI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY",517,21,25,88,12,7,4,22,696
"UTTAR PRADESH","BASTI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR",278,36,14,11,4,6,14,24,387
"UTTAR PRADESH","BULANDSHAHR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",46,3,2,4,11,0,1,1,68
"UTTAR PRADESH","DEORIA",394,18,16,23,3,5,5,6,470
"UTTAR PRADESH","ETAH",15,3,4,4,0,0,0,1,27
"UTTAR PRADESH","ETAWAH",176,22,27,17,8,14,7,10,281
"UTTAR PRADESH","FAIZABAD",167,24,3,12,1,0,0,1,208
"UTTAR PRADESH","FARUKHABAD",25,0,1,6,4,1,0,0,37
"UTTAR PRADESH","FATEHPUR",87,14,40,18,33,16,6,59,273
"UTTAR PRADESH","FIROZABAD",105,0,0,0,2,0,1,0,108
"UTTAR PRADESH","GHAZIABAD",223,13,2,1,2,2,0,0,243
"UTTAR PRADESH","GHAZIPUR",9,10,99,170,56,5,0,0,349
"UTTAR PRADESH","GONDA",269,13,5,25,7,9,53,7,388
"UTTAR PRADESH","GORAKHPUR",418,158,6,7,2,2,0,0,593
"UTTAR PRADESH","HAMIRPUR",43,4,13,17,18,16,22,27,160
"UTTAR PRADESH","HARDOI",46,0,2,3,1,1,0,1,54
"UTTAR PRADESH","HARDWAR",11,0,0,0,0,0,0,0,11
"UTTAR PRADESH","JALAUN",176,52,27,32,45,29,41,34,436
"UTTAR PRADESH","JAUNPUR",111,2,2,4,1,2,0,3,125
"UTTAR PRADESH","JHANSI",0,0,0,0,0,0,0,2,2
"UTTAR PRADESH","KANPUR DEHAT",294,22,21,31,48,36,26,71,549
"UTTAR PRADESH","KANPUR NAGAR",8,0,0,0,0,0,0,0,8
"UTTAR PRADESH","KHIRI",154,4,9,8,0,0,0,0,175
"UTTAR PRADESH","KUSHI NAGAR",39,1,0,0,0,0,0,2,42
"UTTAR PRADESH","LALITPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW",26,1,4,2,0,0,0,0,33
"UTTAR PRADESH","MAHOBA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ",22,0,12,4,8,0,0,1,47
"UTTAR PRADESH","MAINPURI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MATHURA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",212,4,2,1,1,3,1,1,225
"UTTAR PRADESH","MIRZAPUR",157,9,14,16,11,3,5,19,234
"UTTAR PRADESH","MORADABAD",15,4,18,19,4,0,0,8,68
"UTTAR PRADESH","MUZAFFER NAGAR",259,1,0,1,7,1,0,1,270
"UTTAR PRADESH","NAINITAL",56,4,10,2,1,4,0,0,77
"UTTAR PRADESH","PAURI GARHWAL",2,0,0,0,0,0,0,0,2
"UTTAR PRADESH","PILIBHIT",4,26,1,0,0,1,0,0,32
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY",14,0,0,0,0,0,0,0,14
"UTTAR PRADESH","RAMPUR",125,25,45,0,0,0,0,0,195
"UTTAR PRADESH","SAHARANPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SANT RAVIDAS NAGAR",412,4,5,5,5,3,2,1,437
"UTTAR PRADESH","SHAHJAHANPUR",63,3,6,20,2,0,1,2,97
"UTTAR PRADESH","SIDDHARTH NAGAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR",101,1,1,2,0,0,2,6,113
"UTTAR PRADESH","SONBHADRA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR",69,3,10,3,2,0,2,2,91
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",212,33,30,24,11,13,10,7,340
"UTTAR PRADESH","UNNAO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",550,16,28,56,10,6,7,5,678
"WEST BENGAL","BANKURA",73,1,3,3,4,4,6,9,103
"WEST BENGAL","BIRBHUM",51,0,0,1,3,12,7,8,82
"WEST BENGAL","BURDWAN",340,11,12,10,22,27,32,58,512
"WEST BENGAL","COOCHBEHAR",44,1,4,1,6,1,0,16,73
"WEST BENGAL","DAKSHIN DINAJPUR",56,0,4,4,0,12,4,20,100
"WEST BENGAL","DARJEELING",6,5,3,0,1,1,0,4,20
"WEST BENGAL","HOOGLY",344,7,8,4,5,5,21,37,431
"WEST BENGAL","HOWRAH",106,5,0,3,0,2,2,29,147
"WEST BENGAL","JALPAIGURI",52,3,5,19,11,5,6,13,114
"WEST BENGAL","MALDA",136,22,3,4,9,34,33,30,271
"WEST BENGAL","MIDNAPORE",278,21,13,14,19,27,22,47,441
"WEST BENGAL","MURSHIDABAD",412,19,13,8,11,17,35,30,545
"WEST BENGAL","NADIA",572,17,7,4,22,18,28,45,713
"WEST BENGAL","NORTH 24 PARGANAS",235,9,2,5,5,5,11,10,282
"WEST BENGAL","PURULIA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","SOUTH 24 PARGANAS",6,0,0,0,2,5,6,12,31
"WEST BENGAL","UTTAR DINAJPUR",76,4,5,0,2,20,28,39,174
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMAN & DIU","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",34,57,38,29,83,52,54,24,371
"DELHI","SOUTH-WEST",123,23,27,21,33,39,24,30,320
"DELHI","WEST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",170,16,29,47,49,39,31,37,418
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA,NA,NA,NA,NA
