-----
{
 "description": "The table refers to district wise culturable command area and potential created through dug-wells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.13.csv", 
 "title": "Download CSV for District wise Culturable command area and potential created through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.13.csv"
}
-----
"State","District","Culturable Command Area","Irrigation Potential Created - Kharif","Irrigation Potential Created - Rabi","Irrigation Potential Created - Perennial","Irrigation Potential Created - Others","Total"
"UTTAR PRADESH","BAREILLY",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI",5985,3543,3778,2923,240,10484
"UTTAR PRADESH","BIJNOR",656,276,302,346,89,1013
"UTTAR PRADESH","BULANDSHAHR",224,48,144,0,33,225
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",95,57,53,1,6,117
"UTTAR PRADESH","DEORIA",4973,3447,2856,1266,277,7846
"UTTAR PRADESH","ETAH",13506,6988,7612,6739,747,22086
"UTTAR PRADESH","ETAWAH",2079,905,1081,52,43,2081
"UTTAR PRADESH","FAIZABAD",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD",174,30,104,0,44,178
"UTTAR PRADESH","FATEHPUR",3761,2949,1110,501,198,4758
"UTTAR PRADESH","FIROZABAD",6369,3035,3138,1644,167,7984
"UTTAR PRADESH","GHAZIABAD",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR",1727,1169,1376,7,48,2600
"UTTAR PRADESH","GONDA",1348,1308,43,9,18,1378
"UTTAR PRADESH","GORAKHPUR",679,501,176,400,172,1249
"UTTAR PRADESH","HAMIRPUR",6512,938,5907,217,717,7779
"UTTAR PRADESH","HARDOI",4862,2888,3801,1072,675,8436
"UTTAR PRADESH","HARDWAR",611,614,822,1179,28,2643
"UTTAR PRADESH","JALAUN",9510,1909,8787,45,140,10881
"UTTAR PRADESH","JAUNPUR",4315,2346,2830,492,327,5995
"UTTAR PRADESH","JHANSI",90557,14716,66352,2106,20165,103339
"UTTAR PRADESH","KANPUR DEHAT",1227,238,483,638,92,1451
"UTTAR PRADESH","KANPUR NAGAR",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR",736,382,375,265,23,1045
"UTTAR PRADESH","LALITPUR",48337,0,48337,0,0,48337
"UTTAR PRADESH","LUCKNOW",3376,1591,1869,917,668,5045
"UTTAR PRADESH","MAHOBA",31436,5916,25021,191,310,31438
"UTTAR PRADESH","MAHRAJGANJ",839,429,524,91,29,1073
"UTTAR PRADESH","MAINPURI",1232,643,703,156,79,1581
"UTTAR PRADESH","MATHURA",3621,1749,2388,711,294,5142
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",39,19,16,3,1,39
"UTTAR PRADESH","MIRZAPUR",10051,3254,6278,245,276,10053
"UTTAR PRADESH","MORADABAD",3523,2311,2450,403,161,5325
"UTTAR PRADESH","MUZAFFER NAGAR",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL",70,70,70,0,4,144
"UTTAR PRADESH","PAURI GARHWAL",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",1244,498,988,202,153,1841
"UTTAR PRADESH","RAEBARELY",2823,1292,1295,110,128,2825
"UTTAR PRADESH","RAMPUR",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR",186,71,67,16,53,207
"UTTAR PRADESH","SANT RAVIDAS NAGAR",1816,709,971,236,505,2421
"UTTAR PRADESH","SHAHJAHANPUR",2863,852,2585,176,13,3626
"UTTAR PRADESH","SIDDHARTH NAGAR",2688,1063,1326,730,166,3285
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA",11243,4020,4083,2964,175,11242
"UTTAR PRADESH","SULTANPUR",3036,1055,1135,453,394,3037
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",5786,3302,3250,2249,140,8941
"UTTAR PRADESH","UNNAO",9459,4247,5065,37,2952,12301
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",9755,5452,6271,628,640,12991
"WEST BENGAL","BANKURA",3868,3107,2342,157,438,6044
"WEST BENGAL","BIRBHUM",805,681,560,32,40,1313
"WEST BENGAL","BURDWAN",160,129,79,4,51,263
"WEST BENGAL","COOCHBEHAR",3026,4143,2897,10,340,7390
"WEST BENGAL","DAKSHIN DINAJPUR",71,43,44,4,23,114
"WEST BENGAL","DARJEELING",67,68,27,2,0,97
"WEST BENGAL","HOOGLY",92,78,65,1,36,180
"WEST BENGAL","HOWRAH",3,2,2,0,2,6
"WEST BENGAL","JALPAIGURI",2440,2692,591,29,238,3550
"WEST BENGAL","MALDA",19,10,7,2,0,19
"WEST BENGAL","MIDNAPORE",7581,5252,5574,576,928,12330
"WEST BENGAL","MURSHIDABAD",67,72,26,1,12,111
"WEST BENGAL","NADIA",147,146,68,4,64,282
"WEST BENGAL","NORTH 24 PARGANAS",8,14,6,0,4,24
"WEST BENGAL","PURULIA",5936,4103,3307,222,324,7956
"WEST BENGAL","SOUTH 24 PARGANAS",48,18,23,6,36,83
"WEST BENGAL","UTTAR DINAJPUR",48,55,46,0,16,117
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",618,415,230,174,35,854
"DAMAN & DIU","",NA,NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-WEST",NA,NA,NA,NA,NA,NA
"DELHI","WEST",NA,NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",4,0,4,0,0,4
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",237,148,191,68,17,424
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA,NA
