-----
{
 "description": "The table refers to district wise distribution of dugwells according to water lifting device. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.9.csv", 
 "title": "Download CSV for District wise Dugwells according to water lifting device for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.9.csv"
}
-----
"State","District","Electric pumps","Diesel pumps","Wind mills","Solar pumps","Man/Animal operated","Others","Total"
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",8,24,0,0,3,0,35
"UTTAR PRADESH","DEORIA",29,2038,181,246,828,36,3358
"UTTAR PRADESH","ETAH",390,1320,2,0,0,108,1820
"UTTAR PRADESH","ETAWAH",9,463,1,0,71,70,614
"UTTAR PRADESH","FAIZABAD",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD",11,46,0,0,0,0,57
"UTTAR PRADESH","FATEHPUR",195,1360,0,0,0,0,1555
"UTTAR PRADESH","FIROZABAD",143,461,0,0,760,67,1431
"UTTAR PRADESH","GHAZIABAD",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR",286,144,1,0,0,0,431
"UTTAR PRADESH","GONDA",0,2,0,0,724,2,728
"UTTAR PRADESH","GORAKHPUR",1,183,0,0,2159,0,2343
"UTTAR PRADESH","HAMIRPUR",12,2156,10,0,31,11,2220
"UTTAR PRADESH","HARDOI",24,1124,2,6,30,1,1187
"UTTAR PRADESH","HARDWAR",105,137,0,0,0,12,254
"UTTAR PRADESH","JALAUN",86,2910,5,0,155,229,3385
"UTTAR PRADESH","JAUNPUR",874,461,2,0,541,112,1990
"UTTAR PRADESH","JHANSI",1000,33629,53,3,1220,164,36069
"UTTAR PRADESH","KANPUR DEHAT",3,90,0,0,0,0,93
"UTTAR PRADESH","KANPUR NAGAR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR",32,183,0,146,3,523,887
"UTTAR PRADESH","LALITPUR",67,21005,10,2,2563,114,23761
"UTTAR PRADESH","LUCKNOW",18,658,29,0,0,41,746
"UTTAR PRADESH","MAHOBA",131,12247,42,5,127,267,12819
"UTTAR PRADESH","MAHRAJGANJ",3,232,0,0,45,31,311
"UTTAR PRADESH","MAINPURI",7,122,59,0,155,0,343
"UTTAR PRADESH","MATHURA",55,819,0,0,0,2,876
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",11,0,0,0,0,0,11
"UTTAR PRADESH","MIRZAPUR",459,2697,16,0,77,15,3264
"UTTAR PRADESH","MORADABAD",78,1549,1,4,0,1,1633
"UTTAR PRADESH","MUZAFFER NAGAR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL",1,0,0,0,0,2,3
"UTTAR PRADESH","PAURI GARHWAL",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",24,317,14,0,1,0,356
"UTTAR PRADESH","RAEBARELY",66,920,1,1,0,1,989
"UTTAR PRADESH","RAMPUR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR",0,57,0,0,0,4,61
"UTTAR PRADESH","SANT RAVIDAS NAGAR",159,138,0,0,206,6,509
"UTTAR PRADESH","SHAHJAHANPUR",37,925,1,0,12,0,975
"UTTAR PRADESH","SIDDHARTH NAGAR",163,532,13,34,0,13,755
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA",65,3636,0,35,134,65,3935
"UTTAR PRADESH","SULTANPUR",1076,82,0,0,0,0,1158
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",34,118,0,0,469,40,661
"UTTAR PRADESH","UNNAO",190,1154,1,0,0,0,1345
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",1540,1062,14,0,47,59,2722
"WEST BENGAL","BANKURA",41,3103,20,5,4119,323,7611
"WEST BENGAL","BIRBHUM",17,590,1,0,555,33,1196
"WEST BENGAL","BURDWAN",14,184,0,0,146,14,358
"WEST BENGAL","COOCHBEHAR",0,167,1,4,6697,1,6870
"WEST BENGAL","DAKSHIN DINAJPUR",8,119,0,0,181,0,308
"WEST BENGAL","DARJEELING",3,80,1,0,35,5,124
"WEST BENGAL","HOOGLY",65,78,0,0,14,13,170
"WEST BENGAL","HOWRAH",0,1,0,0,3,0,4
"WEST BENGAL","JALPAIGURI",321,2710,4,0,461,300,3796
"WEST BENGAL","MALDA",0,1,0,0,24,0,25
"WEST BENGAL","MIDNAPORE",236,7733,154,23,4113,3363,15622
"WEST BENGAL","MURSHIDABAD",6,75,0,0,0,0,81
"WEST BENGAL","NADIA",28,155,0,0,10,0,193
"WEST BENGAL","NORTH 24 PARGANAS",0,10,0,0,0,0,10
"WEST BENGAL","PURULIA",345,498,26,6,16629,1944,19448
"WEST BENGAL","SOUTH 24 PARGANAS",0,76,0,0,1,0,77
"WEST BENGAL","UTTAR DINAJPUR",2,62,0,0,20,6,90
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",180,233,0,0,0,0,413
"DAMAN & DIU","",NA,NA,NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-WEST",NA,NA,NA,NA,NA,NA,NA
"DELHI","WEST",NA,NA,NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",2,0,0,0,0,0,2
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",213,4,0,0,0,3,220
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA,NA,NA
