-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.6_1.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes by Status", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.6_1.csv"
}
-----
"State","District","In use","Not in use - Temporarily","Not in use - Salinity","Not in use - Dried up","Not in use - Destroyed","Not in use - Others","Total - Not in use","Grand total ( Use  + Not in use)"
"PUNJAB","PATIALA",146,284,0,1,0,9,294,440
"PUNJAB","ROPAR",80,71,0,1,0,1,73,153
"RAJASTHAN","AJMER",381,40,0,0,3,12,55,436
"RAJASTHAN","ALWAR",80,3,0,0,0,0,3,83
"RAJASTHAN","BANSWARA",249,25,0,0,2,1,28,277
"RAJASTHAN","BARAN",232,45,2,0,0,1,48,280
"RAJASTHAN","BHARATPUR",304,24,0,0,0,0,24,328
"RAJASTHAN","BHILWARA",778,130,0,0,0,0,130,908
"RAJASTHAN","BUNDI",2328,259,0,12,0,0,271,2599
"RAJASTHAN","CHITTORGARH",1927,1569,15,44,0,2,1630,3557
"RAJASTHAN","DAUSA",599,242,1,2,2,0,247,846
"RAJASTHAN","DHOLPUR",1338,1236,0,1,0,3,1240,2578
"RAJASTHAN","DUNGARPUR",3269,32,0,0,0,0,32,3301
"RAJASTHAN","JAIPUR",941,131,0,0,0,0,131,1072
"RAJASTHAN","JAISALMER",2280,157,49,5,22,6,239,2519
"RAJASTHAN","JALORE",1,0,0,0,0,0,0,1
"RAJASTHAN","JHALAWAR",245,289,4,2,0,17,312,557
"RAJASTHAN","JHUNJHUNU",498,22,0,0,0,0,22,520
"RAJASTHAN","KAROLI",672,454,7,3,0,3,467,1139
"RAJASTHAN","KOTA",4507,371,20,0,1,4,396,4903
"RAJASTHAN","NAGAUR",1599,93,1,0,0,1,95,1694
"RAJASTHAN","PALI",212,143,0,0,0,0,143,355
"RAJASTHAN","RAJSAMAND",3885,391,1,3,0,5,400,4285
"RAJASTHAN","SAWAI MADHOPUR",294,9,5,1,0,0,15,309
"RAJASTHAN","SIROHI",98,201,0,0,0,0,201,299
"RAJASTHAN","TONK",2222,0,0,0,0,0,0,2222
"RAJASTHAN","UDAIPUR",19,0,0,0,0,0,0,19
"SIKKIM","EAST",870,134,14,1,0,2,151,1021
"SIKKIM","NORTH",1849,569,3,4,5,27,608,2457
"SIKKIM","SOUTH",2827,119,0,0,0,187,306,3133
"SIKKIM","WEST",479,1106,1,0,0,0,1107,1586
"TAMIL NADU","COIMBATORE",453,625,0,0,7,211,843,1296
"TAMIL NADU","CUDDALORE",1110,262,7,30,2,29,330,1440
"TAMIL NADU","DHARMAPURI",532,122,0,0,0,1,123,655
"TAMIL NADU","DINDIGUL",13,0,0,0,0,0,0,13
"TAMIL NADU","ERODE",135,5,2,1,1,0,9,144
"TAMIL NADU","KANCHEEPURAM",453,25,3,1,5,2,36,489
"TAMIL NADU","KANYAKUMARI",242,22,3,13,10,0,48,290
"TAMIL NADU","KARUR",5,34,0,0,0,0,34,39
"TAMIL NADU","MADURAI",415,26,39,11,2,0,78,493
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,0,2,2,2
"TAMIL NADU","NAMAKKAL",3,0,0,0,0,0,0,3
"TAMIL NADU","NILGIRIS",225,3,0,10,0,0,13,238
"TAMIL NADU","PERAMBALUR",415,0,0,0,0,0,0,415
"TAMIL NADU","PUDUKKOTTAI",0,5,0,0,0,0,5,5
"TAMIL NADU","RAMANATHAPURAM",14,0,0,0,0,0,0,14
"TAMIL NADU","SALEM",107,5,0,0,0,0,5,112
"TAMIL NADU","SIVAGANGA",457,3,1,0,0,11,15,472
"TAMIL NADU","THANJAVUR",10,0,0,0,0,0,0,10
"TAMIL NADU","THENI",30,1,0,0,0,0,1,31
"TAMIL NADU","THIRUVALLUR",103,0,0,0,0,0,0,103
"TAMIL NADU","THIRUVARUR",1,0,0,0,0,0,0,1
"TAMIL NADU","TIRUCHIRAPPALLI",360,11,4,2,0,0,17,377
"TAMIL NADU","TIRUNELVELI",584,1,1,15,1,0,18,602
"TAMIL NADU","TIRUVANNAMALAI",5,1,0,0,0,0,1,6
"TAMIL NADU","TUTICORIN DISTRICT",688,57,8,52,14,0,131,819
"TAMIL NADU","VELLORE",15,0,1,0,0,0,1,16
"TAMIL NADU","VILLUPPURAM",27,0,0,0,0,0,0,27
"TAMIL NADU","VIRUDHUNAGAR",0,4,0,0,0,0,4,4
"TRIPURA","DHALAI",2,0,0,0,0,0,0,2
"TRIPURA","NORTH TRIPURA",467,22,8,25,14,0,69,536
"TRIPURA","SOUTH TRIPURA",1,0,0,0,0,0,0,1
"TRIPURA","WEST TRIPURA",100,0,0,0,0,0,0,100
"UTTAR PRADESH","ALIGARH",56,3,0,0,0,0,3,59
"UTTAR PRADESH","ALLAHABAD",0,0,0,0,0,1,1,1
"UTTAR PRADESH","BAGHPAT",146,3,13,1,0,1,18,164
"UTTAR PRADESH","BAHARAICH",13,0,0,0,0,0,0,13
"UTTAR PRADESH","BANDA",0,14,0,0,1,0,15,15
"UTTAR PRADESH","BAREILLY",4,0,0,0,0,0,0,4
"UTTAR PRADESH","BASTI",0,1,0,0,0,0,1,1
"UTTAR PRADESH","BULAND SAHAR",14,1,0,1,0,11,13,27
"UTTAR PRADESH","CHANDAULI",1,0,1,0,0,0,1,2
"UTTAR PRADESH","CHITRAKOOT",13,0,0,0,0,0,0,13
"UTTAR PRADESH","DEORIA",27,3,12,0,0,0,15,42
"UTTAR PRADESH","FATEHPUR",1065,36,246,141,3,6,432,1497
"UTTAR PRADESH","GHAZIABAD",31,0,0,2,0,0,2,33
"UTTAR PRADESH","GORAKHPUR",2038,426,103,476,143,160,1308,3346
"UTTAR PRADESH","HAMIRPUR",1043,156,263,35,35,26,515,1558
"UTTAR PRADESH","JALAUN",1011,384,23,50,93,60,610,1621
"UTTAR PRADESH","JAUNPUR",394,210,92,49,51,31,433,827
"UTTAR PRADESH","JHANSI",770,38,24,4,9,22,97,867
"UTTAR PRADESH","KANNAUJ",19,0,0,0,0,0,0,19
"UTTAR PRADESH","KANPUR DEHAT",2752,164,97,44,70,34,409,3161
"UTTAR PRADESH","KANPUR NAGAR",1766,427,192,105,69,52,845,2611
"UTTAR PRADESH","KAUSHAMBI",2433,314,182,85,260,142,983,3416
"UTTAR PRADESH","LALITPUR",477,119,73,6,45,23,266,743
"UTTAR PRADESH","LUCKNOW",4266,242,128,40,71,30,511,4777
"UTTAR PRADESH","MAHARAJ GANJ",447,18,2,0,0,16,36,483
"UTTAR PRADESH","MAHOBA",1587,295,103,43,30,39,510,2097
"UTTAR PRADESH","MEERUT",12369,741,9,40,26,1584,2400,14769
"UTTAR PRADESH","MIRZAPUR",7087,347,0,0,2,552,901,7988
"UTTAR PRADESH","MORADABAD",1325,127,1,1,50,79,258,1583
"UTTAR PRADESH","MUZZAFARNAGAR",193,112,2,0,2,2,118,311
"UTTAR PRADESH","RAMPUR",466,8,0,0,0,7,15,481
"UTTAR PRADESH","SAHARANPUR",192,12,0,0,0,1,13,205
"UTTAR PRADESH","SANT KABIR NAGAR",357,16,0,2,1,3,22,379
"UTTAR PRADESH","SANT RAVI DAS NAGAR",339,11,0,0,0,51,62,401
"UTTAR PRADESH","SHRAWASTI",1696,179,1,14,2,0,196,1892
"UTTAR PRADESH","SIDDHARTH NAGAR",1755,53,0,0,0,62,115,1870
"UTTAR PRADESH","SONBHADRA",1,37,0,0,0,0,37,38
"UTTAR PRADESH","VARANASI",908,61,4,14,11,1,91,999
"UTTARANCHAL","ALMORA",18388,1079,0,4,0,1815,2898,21286
"UTTARANCHAL","BAGESHWAR",1526,40,1,5,2,1,49,1575
"UTTARANCHAL","CHAMOLI",3,0,1,0,0,0,1,4
"UTTARANCHAL","CHAMPAWAT",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","DEHRA DUN",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","HARIDWAR",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","NAINITAL",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","PAURI",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","PITHORAGARH",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","RUDHARAPARYAG",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","TEHARI GARHWAL",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","UDHAM SINGH NAGAR",NA,NA,NA,NA,NA,NA,NA,NA
"UTTARANCHAL","UTTARKASHI",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","BANKURA",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","BIRBHUM",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","BURDWAN",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","DARJEELING",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","HAORA",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","HOOGHLY",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","JALPAIGURI",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","MALDA",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","MIDNAPORE",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","MURSHIDABAD",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","NADIA",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","NORTH 24 PARGANAS",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","PURULIA",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","SOUTH 24 PARGANAS",NA,NA,NA,NA,NA,NA,NA,NA
"WEST BENGAL","UTTAR DINAJPUR",NA,NA,NA,NA,NA,NA,NA,NA
