-----
{
 "description": "The table refers to district wise distribution of dugwells according to construction over the years. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.1.csv", 
 "title": "Download CSV for District wise Construction of Dugwells over the years for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.1.csv"
}
-----
"State","District","Upto 1986-87","During 1987-88","During 1988-89","During 1989-90","During 1990-91","During 1991-92","During 1992-93","During 1993-94","Total"
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",79045,3090,1375,777,332,261,181,178,85239
"TAMIL NADU","CUDDALORE",9449,591,544,335,211,71,34,40,11275
"TAMIL NADU","DHARMAPURI",76507,10362,4880,2839,1731,718,552,281,97870
"TAMIL NADU","DINDIGUL",56653,4665,2015,2369,2683,740,416,114,69655
"TAMIL NADU","ERODE",89191,6075,2984,1095,691,422,214,153,100825
"TAMIL NADU","KANCHIPURAM",37874,2675,1568,811,486,361,283,162,44220
"TAMIL NADU","KANNIYAKUMARI",1929,143,55,83,41,46,23,50,2370
"TAMIL NADU","KARUR",33003,459,202,187,142,74,152,55,34274
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",33751,1558,1145,518,538,172,95,797,38574
"TAMIL NADU","NAGAPATTINAM",6436,421,312,459,262,206,148,358,8602
"TAMIL NADU","NAMAKKAL",39413,308,245,144,205,371,2,6,40694
"TAMIL NADU","PERAMBALUR",40629,2205,1046,510,340,310,172,180,45392
"TAMIL NADU","PUDUKOTTAI",26738,2429,1846,1180,613,441,249,254,33750
"TAMIL NADU","RAMNATHAPURAM",3903,492,464,247,344,262,130,162,6004
"TAMIL NADU","SALEM",39397,3756,1556,6408,5783,3297,149,915,61261
"TAMIL NADU","SIVAGANGA",8382,1008,633,522,292,161,111,109,11218
"TAMIL NADU","THANJAVUR",2766,485,742,468,358,207,138,72,5236
"TAMIL NADU","THE NILGIRIS",1,1,0,0,0,0,0,254,256
"TAMIL NADU","THENI",15732,1268,749,575,249,116,103,54,18846
"TAMIL NADU","THOOTHUGUDI",19992,602,334,255,225,71,64,51,21594
"TAMIL NADU","TIRUNELVELI",63612,2481,1316,604,259,112,102,106,68592
"TAMIL NADU","TIRUVALLUR",19361,1778,659,429,477,223,259,130,23316
"TAMIL NADU","TIRUVANNAMALAI",117201,11244,6527,2666,1359,598,400,4137,144132
"TAMIL NADU","TIRUVARUR",11,18,6,12,20,0,2,0,69
"TAMIL NADU","TRICHIRAPPALLI",59099,2254,956,541,479,282,259,322,64192
"TAMIL NADU","VELLORE",88031,3665,1924,866,545,318,313,829,96491
"TAMIL NADU","VILLUPURAM",76455,5600,3362,1863,1707,1034,544,44571,135136
"TAMIL NADU","VIRUDHUNAGAR",38160,878,832,466,154,66,90,59,40705
"TRIPURA","DHALAI",25,11,14,6,14,14,10,22,116
"TRIPURA","NORTH",1,0,0,0,10,15,7,0,33
"TRIPURA","SOUTH",88,28,38,27,37,80,62,295,655
"TRIPURA","WEST",0,1,0,0,0,0,0,0,1
"UTTAR PRADESH","AGRA",4438,356,267,206,483,152,7,1,5910
"UTTAR PRADESH","ALIGARH",94,46,55,31,22,9,4,8,269
"UTTAR PRADESH","ALLAHABAD",840,334,427,501,448,428,262,150,3390
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH",51,11,10,7,15,12,7,8,121
"UTTAR PRADESH","BADAUN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH",565,11,53,11,2,10,7,1,660
"UTTAR PRADESH","BALLIA",404,9,12,30,15,10,11,6,497
"UTTAR PRADESH","BANDA",2283,636,698,823,690,468,396,554,6548
"UTTAR PRADESH","BARABANKI",1627,30,10,14,27,9,11,19,1747
"UTTAR PRADESH","BAREILLY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI",557,116,79,101,106,65,41,50,1115
"UTTAR PRADESH","BIJNOR",173,28,22,15,6,10,16,9,279
"UTTAR PRADESH","BULANDSHAHR",63,35,0,0,0,0,0,0,98
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",30,2,0,0,1,0,0,2,35
"UTTAR PRADESH","DEORIA",3112,91,51,39,24,18,12,11,3358
"UTTAR PRADESH","ETAH",1363,78,90,47,89,57,41,55,1820
"UTTAR PRADESH","ETAWAH",299,48,47,59,68,28,28,37,614
"UTTAR PRADESH","FAIZABAD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD",34,15,7,0,1,0,0,0,57
"UTTAR PRADESH","FATEHPUR",946,41,68,35,149,43,69,204,1555
"UTTAR PRADESH","FIROZABAD",982,23,60,60,92,89,40,85,1431
"UTTAR PRADESH","GHAZIABAD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR",272,27,29,27,33,20,9,14,431
"UTTAR PRADESH","GONDA",647,5,10,12,19,13,16,6,728
"UTTAR PRADESH","GORAKHPUR",2121,22,8,17,48,80,37,10,2343
"UTTAR PRADESH","HAMIRPUR",1011,161,187,141,160,152,167,241,2220
"UTTAR PRADESH","HARDOI",267,77,128,168,217,139,134,57,1187
"UTTAR PRADESH","HARDWAR",85,36,28,44,31,16,11,3,254
"UTTAR PRADESH","JALAUN",1762,238,202,217,240,277,250,199,3385
"UTTAR PRADESH","JAUNPUR",1606,78,86,65,57,33,28,37,1990
"UTTAR PRADESH","JHANSI",19272,3736,3144,2521,2140,1801,1471,1984,36069
"UTTAR PRADESH","KANPUR DEHAT",32,12,12,11,10,6,8,2,93
"UTTAR PRADESH","KANPUR NAGAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR",769,19,12,8,12,32,15,20,887
"UTTAR PRADESH","LALITPUR",18039,2067,1324,871,478,402,179,401,23761
"UTTAR PRADESH","LUCKNOW",189,36,83,65,104,67,94,108,746
"UTTAR PRADESH","MAHOBA",6376,739,570,956,902,926,1139,1211,12819
"UTTAR PRADESH","MAHRAJGANJ",121,51,43,31,24,11,9,21,311
"UTTAR PRADESH","MAINPURI",267,17,14,14,9,12,7,3,343
"UTTAR PRADESH","MATHURA",506,39,24,32,237,20,8,10,876
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",10,0,0,0,0,1,0,0,11
"UTTAR PRADESH","MIRZAPUR",1577,331,320,247,247,189,149,204,3264
"UTTAR PRADESH","MORADABAD",297,156,222,170,207,198,179,204,1633
"UTTAR PRADESH","MUZAFFER NAGAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL",0,2,0,1,0,0,0,0,3
"UTTAR PRADESH","PAURI GARHWAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",71,43,34,21,55,50,41,41,356
"UTTAR PRADESH","RAEBARELY",236,112,76,107,116,85,122,135,989
"UTTAR PRADESH","RAMPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR",56,1,1,1,0,0,1,1,61
"UTTAR PRADESH","SANT RAVIDAS NAGAR",464,18,3,5,7,4,4,4,509
"UTTAR PRADESH","SHAHJAHANPUR",68,54,40,49,211,186,195,172,975
"UTTAR PRADESH","SIDDHARTH NAGAR",393,57,33,57,53,64,42,56,755
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA",1306,379,416,362,458,383,345,286,3935
"UTTAR PRADESH","SULTANPUR",952,29,29,39,34,24,15,36,1158
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",290,108,91,79,33,30,21,9,661
"UTTAR PRADESH","UNNAO",516,62,68,106,123,127,156,187,1345
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",1744,176,172,114,95,113,123,185,2722
"WEST BENGAL","BANKURA",2781,571,592,773,818,566,696,814,7611
"WEST BENGAL","BIRBHUM",438,93,91,83,94,134,110,153,1196
"WEST BENGAL","BURDWAN",152,28,23,42,35,32,23,23,358
"WEST BENGAL","COOCHBEHAR",1238,129,59,60,146,241,427,4570,6870
"WEST BENGAL","DAKSHIN DINAJPUR",106,18,33,18,40,22,20,51,308
"WEST BENGAL","DARJEELING",63,4,4,1,4,18,26,4,124
"WEST BENGAL","HOOGLY",22,12,15,31,58,14,12,6,170
"WEST BENGAL","HOWRAH",0,0,0,0,1,1,2,0,4
"WEST BENGAL","JALPAIGURI",505,170,179,275,327,460,725,1155,3796
"WEST BENGAL","MALDA",1,0,0,1,0,23,0,0,25
"WEST BENGAL","MIDNAPORE",6842,2049,1625,1704,1370,979,586,467,15622
"WEST BENGAL","MURSHIDABAD",17,18,2,7,12,10,4,11,81
"WEST BENGAL","NADIA",27,10,11,16,22,18,85,4,193
"WEST BENGAL","NORTH 24 PARGANAS",9,0,1,0,0,0,0,0,10
"WEST BENGAL","PURULIA",9224,1705,1586,1326,1538,1378,1250,1441,19448
"WEST BENGAL","SOUTH 24 PARGANAS",22,1,1,8,25,16,1,3,77
"WEST BENGAL","UTTAR DINAJPUR",7,4,2,12,22,20,17,6,90
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",154,15,26,59,52,22,47,38,413
"DAMAN & DIU","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-EAST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","SOUTH-WEST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELHI","WEST",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",2,0,0,0,0,0,0,0,2
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",151,16,16,8,17,4,2,6,220
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA,NA,NA,NA,NA
