-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes(on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.19.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes(on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.19.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"TAMIL NADU","SIVAGANGA",0,0,0,0,0,0,0,0,0
"TAMIL NADU","THANJAVUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","THENI",0,0,0,0,0,0,0,0,0
"TAMIL NADU","THIRUVALLUR",16,8,24,301,109,410,295,56,351
"TAMIL NADU","THIRUVARUR",0,2,2,0,324,324,0,151,151
"TAMIL NADU","TIRUCHIRAPPALLI",0,134,134,0,144,144,0,104,104
"TAMIL NADU","TIRUNELVELI",0,3,3,0,24,24,0,24,24
"TAMIL NADU","TIRUVANNAMALAI",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TUTICORIN DISTRICT",0,0,0,0,0,0,0,0,0
"TAMIL NADU","VELLORE",0,0,0,0,0,0,0,0,0
"TAMIL NADU","VILLUPPURAM",0,2,2,0,3,3,0,2,2
"TRIPURA","DHALAI",0,0,0,0,0,0,0,0,0
"TRIPURA","NORTH TRIPURA",1,1,2,135,50,185,75,35,110
"TRIPURA","SOUTH TRIPURA",1,103,104,35,414,449,35,322,357
"TRIPURA","WEST TRIPURA",1,49,50,7,156,162,6,126,132
"UTTAR PRADESH","ALIGARH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",0,24,24,0,56,56,0,55,55
"UTTAR PRADESH","BAHARAICH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BALRAMPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BANDA",0,21,21,0,42,42,0,42,42
"UTTAR PRADESH","BAREILLY",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BIJNOR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHANDAULI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHITRAKOOT",0,120,120,0,523,523,0,519,519
"UTTAR PRADESH","DEORIA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","FARRUKHABAD",0,5,5,0,40,40,0,40,40
"UTTAR PRADESH","GHAZIABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GONDA",0,20,20,0,46,46,0,6,6
"UTTAR PRADESH","HAMIRPUR",0,7,7,0,17,17,0,17,17
"UTTAR PRADESH","HARDOI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","JALAUN",0,11,11,0,24,24,0,24,24
"UTTAR PRADESH","JAUNPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","JHANSI",1,13,14,200,26,226,200,25,225
"UTTAR PRADESH","KANNAUJ",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR DEHAT",0,5,5,0,5,5,0,2,2
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","LALITPUR",1,1,2,200,5,205,200,5,205
"UTTAR PRADESH","LUCKNOW",0,1,1,0,110,110,0,110,110
"UTTAR PRADESH","MAHARAJ GANJ",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHOBA",0,54,54,0,116,116,0,116,116
"UTTAR PRADESH","MEERUT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,71,71,0,1204,1204,0,936,936
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAEBARELI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,7,7,0,34,34,0,32,32
"UTTAR PRADESH","SANT KABIR NAGAR",1,0,1,70,0,70,70,0,70
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SHRAWASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SIDDHARTH NAGAR",3,3,6,15,15,30,12,14,26
"UTTAR PRADESH","SONBHADRA",0,123,123,0,735,735,0,664,664
"UTTAR PRADESH","SULTANPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","VARANASI",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","ALMORA",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","BAGESHWAR",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","CHAMOLI",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","CHAMPAWAT",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","DEHRA DUN",1,0,1,66,0,66,66,0,66
"UTTARANCHAL","HARIDWAR",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","NAINITAL",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","PAURI",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","PITHORAGARH",1,0,1,3,0,3,1,0,1
"UTTARANCHAL","RUDHARAPARYAG",1,0,1,27,0,27,5,0,5
"UTTARANCHAL","TEHARI GARHWAL",3,0,3,12,0,12,12,0,12
"UTTARANCHAL","UDHAM SINGH NAGAR",1,0,1,110,0,110,90,0,90
"UTTARANCHAL","UTTARKASHI",3,0,3,42,0,42,13,0,13
"WEST BENGAL","BANKURA",54,992,1046,1005,6398,7404,742,3659,4401
"WEST BENGAL","BIRBHUM",299,6958,7257,1550,32217,33767,630,12544,13174
"WEST BENGAL","BURDWAN",83,3230,3313,439,12494,12934,305,7629,7934
"WEST BENGAL","COOCHBEHAR",15,124,139,893,285,1178,137,112,249
"WEST BENGAL","DAKSHIN DINAJPUR",641,3388,4029,4135,13500,17636,1552,4590,6141
"WEST BENGAL","DARJEELING",0,1,1,0,9,9,0,7,7
"WEST BENGAL","HAORA",3,1742,1745,40,6374,6414,13,4192,4205
"WEST BENGAL","HOOGHLY",45,3869,3914,487,9030,9517,276,6581,6858
"WEST BENGAL","JALPAIGURI",4,40,44,59,149,208,18,82,100
"WEST BENGAL","MALDA",518,3000,3518,1222,5566,6788,873,4413,5287
"WEST BENGAL","MIDNAPORE",276,23771,24047,891,17744,18634,606,10785,11392
"WEST BENGAL","MURSHIDABAD",59,549,608,1650,3427,5077,808,2084,2892
"WEST BENGAL","NADIA",12,2,14,838,1,839,277,0,277
"WEST BENGAL","NORTH 24 PARGANAS",5,664,669,261,612,873,208,510,718
"WEST BENGAL","PURULIA",7,94,101,203,647,849,103,482,585
"WEST BENGAL","SOUTH 24 PARGANAS",79,16433,16512,468,26269,26737,219,14053,14272
"WEST BENGAL","UTTAR DINAJPUR",17,75,92,64,745,809,31,124,155
