-----
{
 "description": "The table refers to block wise distribution of dugwells according to the farmers holding size. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.3.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to the holding size for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.3.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells by status. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.6.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells by its status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.6.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to source of finance. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.7.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to Finance source for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.7.csv"
}
-----
-----
{
 "description": "The table refers to block wise culturable command area and potential created through dugwells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.13.csv", 
 "title": "Download CSV for Block wise Culturable command area and potential created through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.13.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to the farmers holding size. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.3.csv", 
 "title": "Download CSV for Village wise Distribution of Dugwells according to the holding size for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.3.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells in The command of major/medium projects and average pumping hours. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.11_1.csv", 
 "title": "Download CSV for Block wise Dugwells in the command of major/medium projects and average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.11_1.csv"
}
-----
-----
{
 "description": "The table refers to block wise irrigation through supplementary sources. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.15.csv", 
 "title": "Download CSV for Block wise Irrigation through supplementary sources with Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.15.csv"
}
-----
"State","District","Block","Supplementary irrigation (Ha) - Kharif","Supplementary irrigation (Ha) - Rabi","Supplementary irrigation (Ha) - Perennial","Supplementary irrigation (Ha) - Others","Total"
"ANDHRA PRADESH","WARANGAL","KODAKANDLA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","KOTHAGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","KURAVI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","LINGALAGHANPUR",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MADDUR",1,0,0,0,1
"ANDHRA PRADESH","WARANGAL","MAHABUBABAD",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MANGAPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MARIPEDA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MOGULLAPALLE",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MULUG",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","NALLA BELLI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","NALLIKUDUR",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","NARASAMPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","NARMETTA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","NARSIMHULAPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","NEKKONDA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","PALAKURTHI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","PARKAL",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","RAGHUNATHPALLE",1,0,0,0,1
"ANDHRA PRADESH","WARANGAL","RAIPARTHY",1,1,0,0,2
"ANDHRA PRADESH","WARANGAL","RARVATHAGIRI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","REGONDA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","SANGAM",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","SHAYAMPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","TADVAI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","THORRUR",1,1,0,0,2
"ANDHRA PRADESH","WARANGAL","VENKATAPUR",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","WARDHANNA PET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","ZAFFARGADH",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","ACHANTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","AKIVEEDU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","ATTILI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","BHEEMAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","BHIMADOLE",14,5,0,0,19
"ANDHRA PRADESH","WEST GODAVARI","BUTTAYAGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","CHAGALLU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","CHINTALAPUDI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","DENDULURU",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","DEVARAPALLE",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","DWARAKATIRUMALA",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","ELURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","GANAPAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","GOPALAPURAM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","IRAGAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","JANGAREDDIGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","JEELUGU MILLI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","KALLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","KAMAVARAPUKOTA",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","KOVVUR",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","KOYYALAGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","LINGAPALEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","MOGALTHUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","NALLAJERLA",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","NARASAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","NIDADAVOLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","NIDAMARRU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PALACOLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PALAKODERU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PEDAPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PEDAVEGI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","PENTAPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PENUGONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PENUMANTRA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PERAVALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PODURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","POLAVARAM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","T.NARASAPURAM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","TADEPALLIGUDEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","TANUKU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","THALLAPUDI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","UNDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","UNDRAJAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","UNGUTURU",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","VEERAVASARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","YELAMANCHILI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","BORDUMSA-DIYUM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","CHANGLANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","KAAGAM-MIAO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","NAMPONG-MANMAO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","ANINI, ETALIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","HUNLI, KRONLI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","ROING-DAMBUK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","BAMENG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","CHYANG TAJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","PAKKE-KESSANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","SEPPA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","MEBO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","PANGIN-BOLENG C.D BK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","PASIGHAT C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","RAMLE-BANGO CD BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","HAWAI-WALLONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","HAYULIANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","NAMSAI-CHOWKHAM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","TEZU-SUNPURA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","WAKRO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","CHAMBANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","DAMIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","KOLORIANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","NYAPIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PALIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PARSI-PARLO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PISTANA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","RAGA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","SANGRAM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","SARLI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","TALI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","YACHULI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","ZIRO-I",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","PAPUM PARE","KIMIN-DOIMUKH",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","PAPUM PARE","SAGALEE",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","LUMLA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","TAWANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","THIMBUMUKTO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","NAMSANG C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","NIAUSA C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","PONGCHAU-WAKKA C.D.",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","JENGGING",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","MARIYANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","TUTING",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","YINGKIONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","DAPORIJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","DUMPORIJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","GIBA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","NACHO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","TALIHA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","DIRANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","KALAKTANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","THRIZINO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","ALONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","BASAR",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","GENSI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","KAYING-PAYUM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","LIROMOBA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","MECHUKHA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","RUMGONG",NA,NA,NA,NA,NA
"ASSAM","BARPETA","BAJALI",NA,NA,NA,NA,NA
"ASSAM","BARPETA","BARPETA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","BHAWANIPUR",NA,NA,NA,NA,NA
"ASSAM","BARPETA","CHENGA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","GOBARDHANA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","JALAH",NA,NA,NA,NA,NA
"ASSAM","BARPETA","MANDIA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","RUPSI",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOITAMARI",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOROBAZAR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","MANIKPUR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","SRIJANGRAM",NA,NA,NA,NA,NA
"ASSAM","CACHAR","KATIGORA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","LAKHIPUR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","NARSHINGPUR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","RAJABAZAR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SALCHAPRA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SONAI",NA,NA,NA,NA,NA
"ASSAM","CACHAR","UDARBOND",NA,NA,NA,NA,NA
"ASSAM","DARRANG","DALGAON SIALMARI",NA,NA,NA,NA,NA
"ASSAM","DARRANG","KALAIGAON",NA,NA,NA,NA,NA
"ASSAM","DARRANG","KHAIRABARI",NA,NA,NA,NA,NA
"ASSAM","DARRANG","MAZBAT",NA,NA,NA,NA,NA
"ASSAM","DARRANG","SIPAJHAR",NA,NA,NA,NA,NA
"ASSAM","DARRANG","UDALGURI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","BORDOLONI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","DHEMAJI",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI","MURKONGSELLECK",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","AGAMONI",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","BILASIPARA",0,0,0,0,0
"ASSAM","DHUBRI","CHAPAR SALKOCHA",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","GAURIPUR",0,0,0,0,0
"ASSAM","DHUBRI","GOLOKGANJ",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","MANKACHAR",NA,NA,NA,NA,NA
"ASSAM","DHUBRI","SOUTH SALMARA",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","BARBARUAH",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","JOYPUR",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","KHOWANG",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","LAHOWAL",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","PANITOLA",NA,NA,NA,NA,NA
"ASSAM","DIBRUGARH","TENGAKHAT",NA,NA,NA,NA,NA
"ASSAM","GOALPARA","BALIJANA",NA,NA,NA,NA,NA
"ASSAM","GOALPARA","DUDHNOI",NA,NA,NA,NA,NA
"ASSAM","GOALPARA","LAKHIPUR",0,0,0,0,0
"ASSAM","GOALPARA","MATIA",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT EAST",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOLAGHAT WEST",NA,NA,NA,NA,NA
"ASSAM","GOLAGHAT","GOMARIGURI",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","HAILAKANDI",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","KATLICHARA",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI","LALA",NA,NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT",NA,NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT CENTRAL",NA,NA,NA,NA,NA
"ASSAM","JORHAT","JORHAT EAST",NA,NA,NA,NA,NA
"ASSAM","JORHAT","MAJULI",NA,NA,NA,NA,NA
"ASSAM","JORHAT","NORTH WEST JORHAT",NA,NA,NA,NA,NA
"ASSAM","JORHAT","TITABOR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","BOKO BANGAON",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHAMARIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHANDRAPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","CHHAYGAON",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","DIMORIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","HAJO",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","KAMALPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","KARARA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","RAMPUR",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","RANGIA",NA,NA,NA,NA,NA
"ASSAM","KAMRUP","RANI",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","AMRI",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","BOKAJAN",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","CHINTHONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","HOWRAGHAT",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","LUMBAJONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","NILIP",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RANGMONGWA",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","RONGKHONG",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","SAMILONGSO",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG","SOCHENG",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","BADARPUR",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","PATHARKANDI",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","DOTOMA",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","GOSSAIGAON",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","KACHUGAON",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","KOKRAJHAR",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","BIHPURIA",0,0,0,0,0
"ASSAM","LAKHIMPUR","BORDALANI",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","DHAKUAKHANA",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","LAKHIMPUR",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","NARAYANPUR",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR","NOWBOICHA",NA,NA,NA,NA,NA
"ASSAM","MARIGAON","BHURBANDHA",0,0,0,0,0
"ASSAM","MARIGAON","KAPILI",NA,NA,NA,NA,NA
"ASSAM","MARIGAON","LAHARIGHAT",NA,NA,NA,NA,NA
"ASSAM","MARIGAON","MAYONG",NA,NA,NA,NA,NA
"ASSAM","NAGAON","BATADRAVA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","JUGIJAN",NA,NA,NA,NA,NA
"ASSAM","NAGAON","JURIA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KALIABOR",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KAPILI",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KAPILI PT.I",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KATHIATOLI",NA,NA,NA,NA,NA
"ASSAM","NAGAON","KHAGARIJAN",NA,NA,NA,NA,NA
"ASSAM","NAGAON","LANKA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","LAOKHOWA",NA,NA,NA,NA,NA
"ASSAM","NAGAON","RUPAHI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","BARIGOG BANBHAG",NA,NA,NA,NA,NA
"ASSAM","NALBARI","BARKHETRI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","BASKA",NA,NA,NA,NA,NA
"ASSAM","NALBARI","PASCHIM NALBARI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","PUB NALBARI",NA,NA,NA,NA,NA
"ASSAM","NALBARI","TAMULPUR",NA,NA,NA,NA,NA
"ASSAM","NALBARI","TIHU BARAMA",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","DIYUNGBRA",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS","JATINGA VALLEY",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","AMGURI",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","DEMOW",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","NAZIRA",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SAPEKHATI",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SIBSAGAR",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR","SONARI",0,0,0,0,0
"ASSAM","SONITPUR","BALIPARA",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","BEHALI",0,0,0,0,0
"ASSAM","SONITPUR","BISWANATH",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","CHAIDUAR",0,0,0,0,0
"ASSAM","SONITPUR","DHEKIAJULI",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","GABHORU",NA,NA,NA,NA,NA
"ASSAM","SONITPUR","NADUAR",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","HAPJAN",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","KAKOPATHAR",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","MARGHERITA",NA,NA,NA,NA,NA
"ASSAM","TINSUKIA","SADIYA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","ARARIA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","BHARGAMA",0,0,0,0,0
"BIHAR","ARARIA","FORBESGANJ",NA,NA,NA,NA,NA
"BIHAR","ARARIA","JOKIHAT",0,0,0,0,0
"BIHAR","ARARIA","KURSAKATTA",NA,NA,NA,NA,NA
"BIHAR","ARARIA","NARPAIGANJ",NA,NA,NA,NA,NA
"BIHAR","ARARIA","PALASI",NA,NA,NA,NA,NA
"BIHAR","ARARIA","RANIGANJ",1,1,0,1,3
"BIHAR","ARARIA","SIKTI",0,0,0,0,0
"BIHAR","AURANGABAD","AURANGABAD",190,128,2,2,322
"BIHAR","AURANGABAD","BARUN",76,76,7,0,159
"BIHAR","AURANGABAD","DAUDNAGAR",0,0,0,0,0
"BIHAR","AURANGABAD","DEO",95,14,0,0,109
"BIHAR","AURANGABAD","GOH",12,6,0,0,18
"BIHAR","AURANGABAD","HASPURA",86,75,5,0,166
"BIHAR","AURANGABAD","KUTUMBA",0,0,10,8,18
"BIHAR","AURANGABAD","MADANPUR",53,0,0,4,57
"BIHAR","AURANGABAD","NABINAGAR",446,416,11,8,881
"BIHAR","AURANGABAD","OBRA",40,22,0,0,62
"BIHAR","AURANGABAD","RAFIGANJ",136,76,1,0,213
"BIHAR","BANKA","AMARPUR",6,6,0,0,12
"BIHAR","BANKA","BANKA",1,0,0,0,1
"BIHAR","BANKA","BARAHAT",43,29,0,1,73
"BIHAR","BANKA","BAUSI",16,1,0,0,17
"BIHAR","BANKA","BELHAR",33,40,1,2,76
"BIHAR","BANKA","CHANAN",0,0,0,0,0
"BIHAR","BANKA","DHURAIYA",23,4,0,0,27
"BIHAR","BANKA","KATORIA",0,0,0,0,0
"BIHAR","BANKA","PHULLIDUMAR",13,8,2,1,24
"BIHAR","BANKA","RAJAN",0,0,0,0,0
"BIHAR","BANKA","SAMBHUGANJ",131,69,7,0,207
"BIHAR","BEGUSARAI","BACHHAWARA",NA,NA,NA,NA,NA
