-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes(Other Storage) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.15.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes(Other Storage) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.15.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"PONDICHERRY","KARAIKAL",179,13561,13740,83,7223,7305,82,7211,7293
"PONDICHERRY","PONDICHERRY",0,1,1,0,1,1,0,1,1
"PONDICHERRY","YANAM",0,0,0,0,0,0,0,0,0
"PUNJAB","GURDASPUR",0,0,0,0,0,0,0,0,0
"PUNJAB","HOSHIARPUR",0,20,20,0,21,21,0,15,15
"PUNJAB","MOGA",0,11,11,0,63,63,0,47,47
"PUNJAB","PATIALA",0,14,14,0,218,218,0,218,218
"PUNJAB","ROPAR",0,2,2,0,4,4,0,4,4
"RAJASTHAN","AJMER",11,132,143,3166,1019,4185,323,158,482
"RAJASTHAN","ALWAR",4,0,4,1151,0,1151,450,0,450
"RAJASTHAN","BANSWARA",1,0,1,1,0,1,1,0,1
"RAJASTHAN","BARAN",3,6,9,2255,12,2267,2255,12,2267
"RAJASTHAN","BHARATPUR",3,0,3,1234,0,1234,1234,0,1234
"RAJASTHAN","BHILWARA",6,0,6,452,0,452,37,0,37
"RAJASTHAN","BUNDI",2,0,2,46,0,46,5,0,5
"RAJASTHAN","CHITTORGARH",2,0,2,8,0,8,8,0,8
"RAJASTHAN","DAUSA",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DHOLPUR",25,0,25,1099,0,1099,912,0,912
"RAJASTHAN","DUNGARPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JAIPUR",1,0,1,579,0,579,1,0,1
"RAJASTHAN","JAISALMER",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JALORE",0,10,10,0,69,69,0,33,33
"RAJASTHAN","JHALAWAR",16,0,16,2446,0,2446,1730,0,1730
"RAJASTHAN","JHUNJHUNU",0,0,0,0,0,0,0,0,0
"RAJASTHAN","KAROLI",2,2,4,48,23,71,0,1,1
"RAJASTHAN","KOTA",3,0,3,10,0,10,10,0,10
"RAJASTHAN","NAGAUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","PALI",12,0,12,7393,0,7393,2121,0,2121
"RAJASTHAN","RAJSAMAND",0,1,1,0,7,7,0,1,1
"RAJASTHAN","SAWAI MADHOPUR",2,20,22,400,171,571,38,68,106
"RAJASTHAN","SIROHI",6,1,7,1443,11,1454,757,2,759
"RAJASTHAN","TONK",21,43,64,3042,221,3263,2223,103,2326
"RAJASTHAN","UDAIPUR",2,0,2,71,0,71,4,0,4
"SIKKIM","EAST",259,0,259,5053,0,5053,3898,0,3898
"SIKKIM","NORTH",46,0,46,1426,0,1426,763,0,763
"SIKKIM","SOUTH",27,5,32,962,49,1011,920,38,958
"SIKKIM","WEST",6,0,6,184,0,184,134,0,134
"TAMIL NADU","COIMBATORE",7,0,7,9139,0,9139,1081,0,1081
"TAMIL NADU","CUDDALORE",2,4,6,209,117,326,209,116,326
"TAMIL NADU","DHARMAPURI",16,6,22,263,464,727,104,163,268
"TAMIL NADU","DINDIGUL",73,932,1005,2929,1993,4922,1155,908,2063
"TAMIL NADU","ERODE",0,138,138,0,154,154,0,70,70
"TAMIL NADU","KANCHEEPURAM",24,0,24,602,0,602,293,0,293
"TAMIL NADU","KANYAKUMARI",2707,205,2912,24745,1903,26648,24670,1903,26573
"TAMIL NADU","KARUR",21,250,271,390,591,980,173,297,470
"TAMIL NADU","MADURAI",6,350,356,282,4611,4892,228,3969,4197
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","NAMAKKAL",19,0,19,282,0,282,76,0,76
"TAMIL NADU","NILGIRIS",0,6,6,0,3,3,0,3,3
"TAMIL NADU","PERAMBALUR",10,2,12,109,1,110,32,1,33
"TAMIL NADU","PUDUKKOTTAI",2607,13,2620,37303,312,37615,31866,202,32068
"TAMIL NADU","RAMANATHAPURAM",472,0,472,19345,0,19345,16399,0,16399
"TAMIL NADU","SALEM",28,0,28,401,0,401,378,0,378
"TAMIL NADU","SIVAGANGA",2067,26,2093,41884,324,42208,30255,278,30533
"TAMIL NADU","THANJAVUR",0,36,36,0,2844,2844,0,2719,2719
"TAMIL NADU","THENI",3,9,12,53,1343,1396,50,936,986
"TAMIL NADU","THIRUVALLUR",36,33,69,4205,1730,5935,1136,434,1569
"TAMIL NADU","THIRUVARUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TIRUCHIRAPPALLI",163,42,205,1512,422,1935,1107,225,1332
"TAMIL NADU","TIRUNELVELI",1242,199,1441,50913,7287,58200,33653,4486,38139
"TAMIL NADU","TIRUVANNAMALAI",35,0,35,1230,0,1230,693,0,693
"TAMIL NADU","TUTICORIN DISTRICT",262,68,330,39159,5441,44600,22305,3046,25351
"TAMIL NADU","VELLORE",1,1,2,133,264,398,40,264,304
"TAMIL NADU","VILLUPPURAM",140,111,251,8261,3647,11907,5092,2762,7854
"TAMIL NADU","VIRUDHUNAGAR",341,2,343,14266,432,14698,8769,275,9044
"TRIPURA","DHALAI",4,1,5,233,1,234,177,0,177
"TRIPURA","NORTH TRIPURA",8,11,19,67,76,143,45,68,113
"TRIPURA","SOUTH TRIPURA",10,16,26,579,909,1488,523,703,1226
"TRIPURA","WEST TRIPURA",11,12,23,332,174,505,304,81,384
"UTTAR PRADESH","ALIGARH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",4,185,189,1208,834,2041,1038,570,1607
"UTTAR PRADESH","BAGHPAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BAHARAICH",2,0,2,16,0,16,11,0,11
"UTTAR PRADESH","BANDA",2,62,64,432,193,625,432,193,625
"UTTAR PRADESH","BAREILLY",0,11,11,0,26,26,0,24,24
"UTTAR PRADESH","BASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHANDAULI",0,87,87,0,186,186,0,174,174
"UTTAR PRADESH","CHITRAKOOT",0,58,58,0,247,247,0,247,247
"UTTAR PRADESH","DEORIA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","FATEHPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GORAKHPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","HAMIRPUR",6,65,71,182,1622,1804,182,1622,1804
"UTTAR PRADESH","JALAUN",0,322,322,0,1046,1046,0,1045,1045
"UTTAR PRADESH","JAUNPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","JHANSI",1,259,260,25,424,449,10,417,427
"UTTAR PRADESH","KANNAUJ",0,2,2,0,12,12,0,12,12
"UTTAR PRADESH","KANPUR DEHAT",0,1,1,0,2,2,0,2,2
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KAUSHAMBI",0,2,2,0,12,12,0,12,12
"UTTAR PRADESH","LALITPUR",1,142,143,25,238,263,10,236,246
"UTTAR PRADESH","LUCKNOW",0,1,1,0,85,85,0,80,80
"UTTAR PRADESH","MAHARAJ GANJ",0,28,28,0,119,119,0,112,112
"UTTAR PRADESH","MAHOBA",0,16,16,0,25,25,0,25,25
"UTTAR PRADESH","MEERUT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,85,85,0,1329,1329,0,1243,1243
"UTTAR PRADESH","MORADABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SAHARANPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",0,8,8,0,59,59,0,50,50
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SHRAWASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SIDDHARTH NAGAR",0,11,11,0,17,17,0,10,10
"UTTAR PRADESH","SONBHADRA",0,282,282,0,4573,4573,0,3959,3959
"UTTAR PRADESH","VARANASI",0,6,6,0,8,8,0,8,8
"UTTARANCHAL","ALMORA",50,3,53,661,20,681,622,20,642
"UTTARANCHAL","BAGESHWAR",22,11,33,148,90,238,146,89,235
"UTTARANCHAL","CHAMOLI",10,1,11,31,2,33,29,2,31
"UTTARANCHAL","CHAMPAWAT",5,1,6,32,7,39,19,7,26
"UTTARANCHAL","DEHRA DUN",24,13,37,224,164,388,224,164,388
"UTTARANCHAL","HARIDWAR",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","NAINITAL",64,7,71,2017,478,2495,1701,302,2003
"UTTARANCHAL","PAURI",38,42,80,1048,902,1951,343,61,404
"UTTARANCHAL","PITHORAGARH",83,30,113,476,97,573,346,68,414
"UTTARANCHAL","RUDHARAPARYAG",75,2,77,436,25,462,397,23,420
"UTTARANCHAL","TEHARI GARHWAL",189,34,223,626,53,679,553,45,597
"UTTARANCHAL","UDHAM SINGH NAGAR",48,0,48,6202,0,6202,5743,0,5743
"UTTARANCHAL","UTTARKASHI",65,8,73,400,10,411,400,9,409
"WEST BENGAL","BANKURA",239,4738,4977,3371,40256,43626,1803,20303,22106
"WEST BENGAL","BIRBHUM",140,1931,2071,992,7267,8258,475,3352,3827
"WEST BENGAL","BURDWAN",22,260,282,2295,2685,4980,1131,1548,2679
"WEST BENGAL","DARJEELING",1,13,14,7,37,43,4,34,38
"WEST BENGAL","HAORA",13,1,14,2639,30,2669,2184,30,2214
"WEST BENGAL","HOOGHLY",1,6,7,5,42,47,5,42,47
"WEST BENGAL","JALPAIGURI",2,11,13,72,11,83,42,7,49
"WEST BENGAL","MALDA",54,112,166,212,156,368,148,126,273
"WEST BENGAL","MIDNAPORE",185,309,494,3546,2897,6444,2573,2134,4706
"WEST BENGAL","MURSHIDABAD",34,255,289,105,714,818,51,374,425
"WEST BENGAL","NADIA",0,0,0,0,0,0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS",1,179,180,11,104,115,11,84,95
"WEST BENGAL","PURULIA",1010,13339,14349,5903,49573,55476,4230,35913,40142
"WEST BENGAL","SOUTH 24 PARGANAS",1,171,172,13,99,113,13,94,108
"WEST BENGAL","UTTAR DINAJPUR",0,0,0,0,0,0,0,0,0
