-----
{
 "description": "The table refers to block wise distribution of surface flow schemes according to source of finance. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes according to Finance source for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.7.csv"
}
-----
State,District,Block,Government funds,Farmers saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
KERALA,THIRUVANANTHAPURAM,VARKALA,9,0,0,3,0,0,12
KERALA,THIRUVANANTHAPURAM,VARKKALA,73,3,0,0,6,1,83
KERALA,THIRUVANANTHAPURAM,VELLANADU,1053,0,1,0,0,0,1054
KERALA,THRISSUR,ANTHIKKAD,4,4,0,0,0,0,8
KERALA,THRISSUR,CHALAKKUDI,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,CHALAKUDY,1,0,0,0,0,0,1
KERALA,THRISSUR,CHAVAKKAD,1,0,0,14,0,0,15
KERALA,THRISSUR,CHAWAKKAD,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,CHERPU,0,9,0,0,13,0,22
KERALA,THRISSUR,CHOWANNUR,56,0,0,0,0,0,56
KERALA,THRISSUR,GURUVAYUR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,IRINGALAKKUDA,0,5,0,0,0,0,5
KERALA,THRISSUR,IRRINJALAKUDA,0,27,0,0,0,0,27
KERALA,THRISSUR,KODAKARA,1,9,0,0,0,0,10
KERALA,THRISSUR,KODUNGALLOOR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,KODUNGALLUR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,KUNNAMKULAM,3,0,0,0,0,0,3
KERALA,THRISSUR,MALA,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,MATHILAKAM,0,90,0,0,0,0,90
KERALA,THRISSUR,MULLASSERY,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,OLLUKKARA,15,0,0,0,0,0,15
KERALA,THRISSUR,PAZHAYANNUR,16,3,1,0,0,1,21
KERALA,THRISSUR,PUZHAKKAL,66,0,0,0,0,0,66
KERALA,THRISSUR,THALIKUALAM,0,11,1,0,17,0,29
KERALA,THRISSUR,THRISSUR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,VADAKKANCHERRY,146,0,0,0,0,0,146
KERALA,THRISSUR,VILLANGALLUR,2,39,0,0,0,0,41
KERALA,WAYANAD,KALPETTA,1,23,0,0,1,2,27
KERALA,WAYANAD,MANANTHAVADI,1,9,0,0,0,0,10
KERALA,WAYANAD,SULTHANBATHERY,3,18,1,1,0,2,25
MADHYA PRADESH,BALAGHAT,BAIHAR,0,659,5,0,0,143,807
MADHYA PRADESH,BALAGHAT,BALAGHAT,0,783,1,18,41,33,876
MADHYA PRADESH,BALAGHAT,BIRSA,0,1171,67,4,34,233,1509
MADHYA PRADESH,BALAGHAT,KATANGI,0,340,0,0,0,41,381
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,0,476,33,12,0,136,657
MADHYA PRADESH,BALAGHAT,KIRNAPUR,0,480,0,7,12,36,535
MADHYA PRADESH,BALAGHAT,LALBARRA,0,65,0,0,0,55,120
MADHYA PRADESH,BALAGHAT,LANJI,0,102,1,0,0,28,131
MADHYA PRADESH,BALAGHAT,PARASWADA,0,243,17,68,10,46,384
MADHYA PRADESH,BALAGHAT,WARASEONI,0,126,0,0,0,19,145
MADHYA PRADESH,BASTAR,ABHJHMAND,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,ANTAGARH,17,11,1,0,0,3,32
MADHYA PRADESH,BASTAR,BADERAJPUR,0,1,38,0,0,0,39
MADHYA PRADESH,BASTAR,BAKAWAND,0,179,0,0,1,29,209
MADHYA PRADESH,BASTAR,BASTANAR,0,0,0,0,0,10,10
MADHYA PRADESH,BASTAR,BASTAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,BHAIRAMGARH,0,0,0,0,0,0,0
MADHYA PRADESH,BASTAR,BHANUPRATAPPUR,0,1,5,1,0,0,7
MADHYA PRADESH,BASTAR,BHOPALPATNAM,19,0,0,0,16,24,59
MADHYA PRADESH,BASTAR,BIJAPUR,14,16,1,5,0,0,36
MADHYA PRADESH,BASTAR,CHARAMA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,CHHINDGARH,13,0,0,0,0,0,13
MADHYA PRADESH,BASTAR,DANTEWARA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,DARBHA,0,0,0,0,0,0,0
MADHYA PRADESH,BASTAR,DURGKONDAL,0,16,2,0,0,0,18
MADHYA PRADESH,BASTAR,FARASGAON,8,9,0,1,0,4,22
MADHYA PRADESH,BASTAR,GEEDAM,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,HSOOR,3,5,0,0,1,0,9
MADHYA PRADESH,BASTAR,JAGDALPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,KANKER,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,KATEKALYAN,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,KESHKAL,4,8,0,0,0,0,12
MADHYA PRADESH,BASTAR,KONDAGAON,0,1,0,0,0,0,1
MADHYA PRADESH,BASTAR,KONTA,1,5,1,0,0,0,7
MADHYA PRADESH,BASTAR,KOYALIBEDA,4,7,0,1,0,3,15
MADHYA PRADESH,BASTAR,KUAKONDA,0,0,0,0,0,0,0
MADHYA PRADESH,BASTAR,LOHANDIGURA,6,0,0,0,1,1,8
MADHYA PRADESH,BASTAR,MAKADI,0,8,0,0,0,2,10
MADHYA PRADESH,BASTAR,NARAYANPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,SARONA (NARHARPUR),3,4,0,0,0,0,7
MADHYA PRADESH,BASTAR,SUKUMA,5,0,0,0,0,0,5
MADHYA PRADESH,BASTAR,TOKAPAL,2,0,0,0,0,0,2
MADHYA PRADESH,BETUL,AAMLA,161,6,5,0,0,0,172
MADHYA PRADESH,BETUL,AATHNER,7,34,0,0,0,0,41
MADHYA PRADESH,BETUL,BETUL,92,58,18,0,0,0,168
MADHYA PRADESH,BETUL,BHAINSDEHI,4,12,4,0,0,6,26
MADHYA PRADESH,BETUL,BHEEMPUR,1,8,0,0,0,2,11
MADHYA PRADESH,BETUL,CHICHOLI,34,0,0,0,0,0,34
MADHYA PRADESH,BETUL,GHODADONGRI,0,0,1,0,0,0,1
MADHYA PRADESH,BETUL,MULTAI,112,0,0,10,34,0,156
MADHYA PRADESH,BETUL,PRABHATPATTANAM,33,9,1,0,0,0,43
MADHYA PRADESH,BETUL,SHAHPUR,153,4,0,0,0,0,157
MADHYA PRADESH,BHIND,ATER,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BHIND,BHIND,0,0,0,0,1,0,1
MADHYA PRADESH,BHIND,GOHAD,88,0,0,0,0,0,88
MADHYA PRADESH,BHIND,LAHAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BHIND,MEHGAON,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BHIND,MITONA (RAUN),0,0,0,0,0,0,0
MADHYA PRADESH,BHOPAL,BERASIYA,0,2,1,0,0,0,3
MADHYA PRADESH,BHOPAL,PHANDA,10,2,0,0,0,25,37
MADHYA PRADESH,BILASPUR,AKALTARA,29,4,0,0,0,0,33
MADHYA PRADESH,BILASPUR,BALAUDA,15,21,1,1,0,0,38
MADHYA PRADESH,BILASPUR,BILHA,0,1,0,0,0,0,1
MADHYA PRADESH,BILASPUR,CHANPA,1,8,0,0,0,0,9
MADHYA PRADESH,BILASPUR,DABHARA,24,5,3,16,0,0,48
MADHYA PRADESH,BILASPUR,GORELLA-1,0,0,0,0,0,0,0
MADHYA PRADESH,BILASPUR,GORELLA-2,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BILASPUR,JALJAIPUR,49,177,0,0,0,0,226
MADHYA PRADESH,BILASPUR,KARTALA,382,932,0,24,23,0,1361
MADHYA PRADESH,BILASPUR,KATHGHORA,87,261,1,0,5,0,354
MADHYA PRADESH,BILASPUR,KORBA,188,194,0,76,1,0,459
MADHYA PRADESH,BILASPUR,KOTA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BILASPUR,LORMI,7,56,2,0,1,0,66
MADHYA PRADESH,BILASPUR,MALKHARAUDA,8,20,0,9,0,0,37
MADHYA PRADESH,BILASPUR,MARWAHI,1,0,0,0,0,0,1
MADHYA PRADESH,BILASPUR,MASTURI,18,0,0,0,1,0,19
MADHYA PRADESH,BILASPUR,MUNGELI,9,28,1,0,1,0,39
MADHYA PRADESH,BILASPUR,NAWAGARH,64,139,9,3,1,0,216
MADHYA PRADESH,BILASPUR,PALI,106,101,2,10,7,0,226
MADHYA PRADESH,BILASPUR,PAMGARH,38,581,2,0,1,0,622
MADHYA PRADESH,BILASPUR,PANDARIYA,288,6,4,0,0,0,298
MADHYA PRADESH,BILASPUR,PATHARIYA,11,15,0,1,0,0,27
MADHYA PRADESH,BILASPUR,PONDI-APRORA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BILASPUR,SAKTI,48,229,2,18,7,0,304
MADHYA PRADESH,BILASPUR,TAKHATPUR,39,4,0,0,0,0,43
MADHYA PRADESH,CHHATARPUR,BADAMALHARA,4,1,0,0,0,0,5
MADHYA PRADESH,CHHATARPUR,BAKSWAHA,0,1,0,0,0,0,1
MADHYA PRADESH,CHHATARPUR,BIJAWAR,62,0,1,0,0,0,63
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,322,0,1,0,0,0,323
MADHYA PRADESH,CHHATARPUR,GAURIHAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,CHHATARPUR,LAUNDI,100,0,0,1,0,42,143
MADHYA PRADESH,CHHATARPUR,NAUGAON,0,0,0,0,1,0,1
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,5,5,0,0,0,0,10
MADHYA PRADESH,CHHINDWARA,AMARWADA,0,82,0,0,0,18,100
MADHYA PRADESH,CHHINDWARA,BICHHIYA,0,2,0,0,0,0,2
MADHYA PRADESH,CHHINDWARA,CHAURAI,0,85,16,0,0,0,101
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,0,10,0,0,0,11,21
MADHYA PRADESH,CHHINDWARA,HARRAI,0,22,0,0,0,0,22
MADHYA PRADESH,CHHINDWARA,JAMAIE,0,0,0,0,0,6,6
MADHYA PRADESH,CHHINDWARA,MOHKHED,0,38,0,0,0,0,38
MADHYA PRADESH,CHHINDWARA,PANDHURNA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,CHHINDWARA,PARASIYA,0,67,0,0,0,0,67
MADHYA PRADESH,CHHINDWARA,SAUNSAR,0,2,11,0,0,14,27
MADHYA PRADESH,CHHINDWARA,TAMIYA,0,155,0,0,0,0,155
MADHYA PRADESH,DAMOH,DAMOH,2,43,81,1,0,2,129
MADHYA PRADESH,DAMOH,HATA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DAMOH,JABERA,650,50,53,19,0,0,772
MADHYA PRADESH,DAMOH,PATERA,0,0,0,0,0,0,0
MADHYA PRADESH,DAMOH,PATHARIYA,12,51,71,17,0,6,157
MADHYA PRADESH,DAMOH,PATIYAGARH,4,0,0,0,0,0,4
MADHYA PRADESH,DAMOH,TENDUKHEDA,1,0,0,0,0,0,1
MADHYA PRADESH,DATIA,DATIA,14,0,0,0,0,0,14
MADHYA PRADESH,DATIA,SEONDHA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DEWAS,BAGALI,3,10,0,0,0,0,13
MADHYA PRADESH,DEWAS,DEWAS,1,15,0,0,0,0,16
MADHYA PRADESH,DEWAS,KANNAUD,0,0,0,0,0,0,0
MADHYA PRADESH,DEWAS,KHATEGAON,158,137,0,0,1,0,296
MADHYA PRADESH,DEWAS,SONKACHH,4,2,0,0,0,0,6
MADHYA PRADESH,DEWAS,TONK KHURD,6,0,0,0,0,0,6
MADHYA PRADESH,DHAR,BADNAWAR,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,BAKANER,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DHAR,BANDH,8,0,0,1,0,1,10
MADHYA PRADESH,DHAR,DAHEE,47,185,0,0,1,1,234
MADHYA PRADESH,DHAR,DHAR,1,0,0,0,0,0,1
MADHYA PRADESH,DHAR,DHARAMPURI,6,1,0,0,12,0,19
MADHYA PRADESH,DHAR,GANDHWANI,1,0,0,129,0,0,130
MADHYA PRADESH,DHAR,KUKSHI,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,MANAWAR,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,NALCHHA,47,0,0,0,0,0,47
MADHYA PRADESH,DHAR,NISARPUR,0,68,3,0,0,0,71
MADHYA PRADESH,DHAR,SARDARPUR,1,0,0,0,0,0,1
MADHYA PRADESH,DHAR,TIRLA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DURG,BALOD,0,0,0,0,0,0,0
MADHYA PRADESH,DURG,BEMETARA,9,20,0,0,1,0,30
MADHYA PRADESH,DURG,BERLA,8,6,0,0,3,1,18
MADHYA PRADESH,DURG,DHAMDA,66,11,0,0,1,10,88
MADHYA PRADESH,DURG,DONDI,0,0,0,0,0,0,0
MADHYA PRADESH,DURG,DONDILOHARA,2,1,0,0,0,0,3
MADHYA PRADESH,DURG,DURG,3,2,0,0,0,1,6
MADHYA PRADESH,DURG,GUNDARDEHI,11,1,0,0,0,0,12
MADHYA PRADESH,DURG,GURUR,7,0,0,0,55,0,62
MADHYA PRADESH,DURG,NAWAGARH,0,7,4,0,0,0,11
MADHYA PRADESH,DURG,PATAN,60,18,0,2,0,34,114
MADHYA PRADESH,DURG,SAJA,2,3,0,0,0,1,6
MADHYA PRADESH,GUNA,ARON,0,529,0,0,3,37,569
MADHYA PRADESH,GUNA,ASHOKNAGAR,53,2,0,0,0,7,62
MADHYA PRADESH,GUNA,BAGHOGARH,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,GUNA,BAMORI,0,74,0,0,0,0,74
MADHYA PRADESH,GUNA,CHACHAUDA,0,0,0,0,0,68,68
MADHYA PRADESH,GUNA,CHANDERI,178,1,0,0,27,49,255
MADHYA PRADESH,GUNA,GUNA,0,33,0,0,19,0,52
MADHYA PRADESH,GUNA,ISAGARH,93,32,0,0,51,0,176
MADHYA PRADESH,GUNA,MUNGAOLI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,GWALIOR,BHANDER,0,23,0,0,0,0,23
MADHYA PRADESH,GWALIOR,BHITARWAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,GWALIOR,DABRA,17,0,0,0,0,0,17
MADHYA PRADESH,GWALIOR,GHATI GAON,0,0,0,1,1,2,4
MADHYA PRADESH,GWALIOR,MORAR,0,0,0,0,1,0,1
MADHYA PRADESH,HOSHANGABAD,BABAI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,HARDA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,KESALI,1,0,0,0,0,0,1
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,PIPARIA,0,0,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,TIMARNI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,INDORE,DEPALPUR,3,0,0,0,0,0,3
MADHYA PRADESH,INDORE,INDORE,169,202,1,0,0,0,372
MADHYA PRADESH,INDORE,MHOW,2,0,0,0,0,2,4
MADHYA PRADESH,INDORE,SANWER,152,0,0,0,0,9,161
MADHYA PRADESH,JABALPUR,BADWARA,32,7,0,1,0,0,40
MADHYA PRADESH,JABALPUR,BAMHORIBAND,0,14,0,0,0,0,14
MADHYA PRADESH,JABALPUR,BARGI,0,2,0,0,0,0,2
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,1,0,0,0,0,0,1
MADHYA PRADESH,JABALPUR,KATNI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,JABALPUR,KUNDAM,0,52,0,0,0,0,52
MADHYA PRADESH,JABALPUR,MAJHAULI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,JABALPUR,PANAGARH,11,7,0,0,0,0,18
MADHYA PRADESH,JABALPUR,PATAN,27,1,0,0,0,0,28
MADHYA PRADESH,JABALPUR,RITHI,1,0,0,0,0,0,1
MADHYA PRADESH,JABALPUR,SHAHPURA,4,0,0,0,0,0,4
MADHYA PRADESH,JABALPUR,SIHORA,0,1,0,0,0,0,1
MADHYA PRADESH,JABALPUR,VIJAYRAGHOGARH,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,JHABUA,ALIRAJPUR,2,9,0,0,0,32,43
MADHYA PRADESH,JHABUA,BHAWRA,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,JHABUA,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,JOBAT,2,9,0,0,2,0,13
MADHYA PRADESH,JHABUA,KANTHIWADA,0,0,0,4,0,157,161
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,PETALAWAD,74,0,44,0,2,225,345
MADHYA PRADESH,JHABUA,RAMA,62,0,0,3,0,86,151
MADHYA PRADESH,JHABUA,RANAPUR,29,0,0,0,0,601,630
MADHYA PRADESH,JHABUA,SONDWA,0,0,0,0,0,64,64
MADHYA PRADESH,JHABUA,THANDLA,0,0,0,0,0,663,663
MADHYA PRADESH,JHABUA,UDAIGARH,24,3,0,0,0,11,38
MADHYA PRADESH,KHANDWA,BALDEE,0,0,0,0,0,0,0
MADHYA PRADESH,KHANDWA,BURHANPUR,57,3,0,0,0,0,60
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,KHANDWA,HARSUD,7,0,0,0,0,0,7
MADHYA PRADESH,KHANDWA,KHAKNER,3,0,0,0,0,0,3
MADHYA PRADESH,KHANDWA,KHALWA,0,0,0,0,0,1,1
MADHYA PRADESH,KHANDWA,KHANDWA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,KHANDWA,PANDHANA,3,0,0,0,0,0,3
MADHYA PRADESH,KHANDWA,PUNASA,6,36,0,0,0,0,42
MADHYA PRADESH,KHARGONE,BADWAH,98,85,1,0,23,0,207
MADHYA PRADESH,KHARGONE,BADWANI,155,65,2,0,0,0,222
MADHYA PRADESH,KHARGONE,BHAGWANPURA,317,20,48,0,0,0,385
MADHYA PRADESH,KHARGONE,BHEEKANGAON,13,11,22,0,0,0,46
MADHYA PRADESH,KHARGONE,GOGAWAN,22,21,5,0,0,0,48
MADHYA PRADESH,KHARGONE,JHIRANYA,34,2,0,0,0,0,36
MADHYA PRADESH,KHARGONE,KASRAWAD,74,0,0,0,0,0,74
MADHYA PRADESH,KHARGONE,KHARGONE,36,66,4,0,0,0,106
MADHYA PRADESH,KHARGONE,MAHESHWAR,303,42,1,0,0,0,346
MADHYA PRADESH,KHARGONE,NIWALI,21,4,0,0,7,0,32
MADHYA PRADESH,KHARGONE,PANSEMAL,331,66,1,0,0,0,398
MADHYA PRADESH,KHARGONE,PATEE,155,65,1,0,1,0,222
MADHYA PRADESH,KHARGONE,RAJPUR,566,129,26,0,0,0,721
MADHYA PRADESH,KHARGONE,SEGAON,0,80,5,0,0,1,86
MADHYA PRADESH,KHARGONE,SENDHWA,87,163,0,18,0,0,268
MADHYA PRADESH,KHARGONE,THIKARI,68,5,0,0,0,0,73
MADHYA PRADESH,MANDLA,AMARPUR,0,0,0,0,0,0,0
MADHYA PRADESH,MANDLA,BAJANG,8,49,0,0,0,0,57
MADHYA PRADESH,MANDLA,BEEJADANDI,0,4,0,0,0,0,4
MADHYA PRADESH,MANDLA,BICHHIYA,0,6,0,0,0,0,6
MADHYA PRADESH,MANDLA,DINDORI,1,0,0,0,0,0,1
MADHYA PRADESH,MANDLA,GHUGHARI,0,0,0,0,0,0,0
MADHYA PRADESH,MANDLA,KARANJIYA,0,0,0,0,0,0,0
MADHYA PRADESH,MANDLA,MANDLA,1,16,1,13,0,0,31
MADHYA PRADESH,MANDLA,MAWAI,1,3,0,0,0,0,4
MADHYA PRADESH,MANDLA,MEHADWANI,0,2,0,0,0,0,2
MADHYA PRADESH,MANDLA,MOHGAON,0,5,0,0,0,0,5
MADHYA PRADESH,MANDLA,MOWAS,2,0,0,0,0,0,2
MADHYA PRADESH,MANDLA,NAINPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MANDLA,NARAYANGANJ,0,0,0,0,0,0,0
MADHYA PRADESH,MANDLA,SAMNAPUR,1,5,0,0,0,0,6
MADHYA PRADESH,MANDLA,SHAHPURA,1,0,0,0,0,0,1
MADHYA PRADESH,MANDSAUR,BHANPURA,24,0,0,0,0,0,24
MADHYA PRADESH,MANDSAUR,GAROTH,81,12,0,0,0,0,93
MADHYA PRADESH,MANDSAUR,JAWAD,16,89,3,0,0,0,108
MADHYA PRADESH,MANDSAUR,MALHARGARH,0,0,0,13,0,0,13
MADHYA PRADESH,MANDSAUR,MANASA,130,262,6,17,0,10,425
MADHYA PRADESH,MANDSAUR,MANDSAUR,0,7,0,0,0,0,7
MADHYA PRADESH,MANDSAUR,NEEMACH,124,0,0,0,0,0,124
MADHYA PRADESH,MANDSAUR,SITAMAU,1,0,0,0,0,0,1
MADHYA PRADESH,MORENA,AMBAH,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,JAURA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KAILARAS,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KARAHAL,0,0,0,9,9,0,18
MADHYA PRADESH,MORENA,MORENA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,PAHARGARH,0,0,0,0,0,0,0
MADHYA PRADESH,MORENA,PAROSA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,SABALGARH,0,0,0,0,0,0,0
MADHYA PRADESH,MORENA,SHEOPUR KALAN,21,54,17,25,353,0,470
MADHYA PRADESH,MORENA,VIJAIPUR,0,0,0,0,0,0,0
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,1,1,0,0,0,0,2
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,28,29,3,4,0,0,64
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,22,10,0,0,0,0,32
MADHYA PRADESH,NARSIMHAPUR,KARELI,6,45,11,2,0,0,64
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,0,1,0,0,0,0,1
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,1,7,1,0,0,0,9
MADHYA PRADESH,PANNA,AJAIGARH,2,12,0,0,0,0,14
MADHYA PRADESH,PANNA,GUNNAUR,16,0,0,0,0,0,16
MADHYA PRADESH,PANNA,PANNA,0,0,0,0,0,0,0
MADHYA PRADESH,PANNA,PAWAI,0,0,0,0,0,0,0
MADHYA PRADESH,PANNA,SHAHNAGAR,0,0,0,0,0,0,0
MADHYA PRADESH,RAIGARH,BAGEECHA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,CHARGHODA,121,139,14,17,0,0,291
MADHYA PRADESH,RAIGARH,DHARAMJAIGARH,0,177,0,0,0,0,177
MADHYA PRADESH,RAIGARH,DULDHLA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,JASHPURNAGAR,0,37,0,0,0,0,37
MADHYA PRADESH,RAIGARH,KANSABEL,4,4,0,0,0,0,8
MADHYA PRADESH,RAIGARH,KHARASIYA,3,23,0,0,4,0,30
MADHYA PRADESH,RAIGARH,KUNKURI,0,0,0,0,0,0,0
MADHYA PRADESH,RAIGARH,LALLUNGA,1,12,0,0,0,0,13
MADHYA PRADESH,RAIGARH,NANORA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,PATTHALGAON,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,PUSAUR,2,33,0,0,0,0,35
MADHYA PRADESH,RAIGARH,RAIGARH,121,97,1,0,0,0,219
MADHYA PRADESH,RAIGARH,SARANGARH,179,19,1,0,0,0,199
MADHYA PRADESH,RAIGARH,SARIYALENDHA,61,112,0,1,23,0,197
MADHYA PRADESH,RAIGARH,TAMNAR,50,622,0,46,0,0,718
MADHYA PRADESH,RAIGARH,TAPKARA,0,116,0,0,0,0,116
MADHYA PRADESH,RAIPUR,ABHANPUR,135,20,1,0,0,0,156
MADHYA PRADESH,RAIPUR,BAGBAHRA,3,1,1,0,0,0,5
MADHYA PRADESH,RAIPUR,BASNA,65,2,0,0,0,0,67
MADHYA PRADESH,RAIPUR,BHATAPARA,1,3,1,0,0,0,5
MADHYA PRADESH,RAIPUR,BILAIGARH,37,3,22,0,0,0,62
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),0,2,0,0,0,0,2
MADHYA PRADESH,RAIPUR,CHHURA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,DEOBHOG,7,0,0,0,0,0,7
MADHYA PRADESH,RAIPUR,DHAMTARI,0,81,1,0,0,0,82
MADHYA PRADESH,RAIPUR,GARIYABAND,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,KASDOL,6,21,1,2,0,0,30
MADHYA PRADESH,RAIPUR,KURUD,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,MAGARLOD,29,49,0,0,0,0,78
MADHYA PRADESH,RAIPUR,MAHASAMUND,6,1,3,0,8,0,18
MADHYA PRADESH,RAIPUR,MAINPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,PALARI,9,5,1,0,0,0,15
MADHYA PRADESH,RAIPUR,PALARI(BALODABAZAR),64,178,8,0,1,0,251
MADHYA PRADESH,RAIPUR,PITHORA,8,10,0,0,0,0,18
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),13,11,0,1,1,0,26
MADHYA PRADESH,RAIPUR,RAJIM,468,1,1,0,0,0,470
MADHYA PRADESH,RAIPUR,SARAIPALI,9,27,0,0,2,0,38
MADHYA PRADESH,RAIPUR,SIHAWA,220,2,1,24,0,0,247
MADHYA PRADESH,RAIPUR,SIMGA,9,4,3,0,0,0,16
MADHYA PRADESH,RAIPUR,TILDA,22,0,0,0,0,0,22
MADHYA PRADESH,RAISEN,BARELI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,BEGAMGANJ,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,GAIRATGANJ,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,44,28,0,0,0,0,72
MADHYA PRADESH,RAISEN,SANCHI,0,0,0,0,0,0,0
